data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find
,Louis B. Russell #48,3445 Central Ave Rm 007,Indianapolis,IN,46205-3705,Marion,Non-Rural,,,,
,RAPHAEL HEALTH CENTER,401 E 34th St,Indianapolis,IN,46205-3754,Marion,Non-Rural,,,,
,Shortridge High School,3401 N Meridian St # 108,Indianapolis,IN,46208-4436,Marion,Non-Rural,,,,
Primary Care,1189991859,INDIANA HEALTH CENTERS INCORPORATED,Federally Qualified Health Center,Indiana,"Marion County, IN",0,19,Designated,Non-Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,HealthQuest Van,Healthquest Van 925 South,Marion,IN,46952,Grant,Rural,,,,
,IHC at Four County,421 12th St,Logansport,IN,46947-3539,Cass,Rural,,,,
,IHC at Grant-Blackford,206 W 8th St,Marion,IN,46953-1921,Grant,Rural,,,,
,IHC at Kokomo & Howard County WIC,3118 S Lafountain St,Kokomo,IN,46902-3710,Howard,Non-Rural,,,,
,IHC at Marion,925 S Nebraska St,Marion,IN,46953-1874,Grant,Rural,,,,
,IHC at Oaklawn,415 E Madison St,South Bend,IN,46617-2322,St. Joseph,Non-Rural,,,,
,IHC at South Bend,1901 W Western Ave Ste B,South Bend,IN,46619-3570,St. Joseph,Non-Rural,,,,
,IHC Bendix Community Health Center,1010 N Bendix Dr,South Bend,IN,46628-1925,St. Joseph,Non-Rural,,,,
,IHC Clinton County WIC,2120 Washington Ave,Frankfort,IN,46041-8207,Clinton,Rural,,,,
,IHC Hamilton County WIC,942 N 10th St,Noblesville,IN,46060-1800,Hamilton,Non-Rural,,,,
,IHC Jackson County,113 N Chestnut St,Seymour,IN,47274-2176,Jackson,Rural,,,,
,IHC Jackson County Annex,120 Saint Louis Ave,Seymour,IN,47274-2304,Jackson,Rural,,,,
,IHC Logansport,1700 Dividend Dr,Logansport,IN,46947-1572,Cass,Rural,,,,
,IHC Michigan Street,765 S Michigan St,South Bend,IN,46601-3101,St. Joseph,Non-Rural,,,,
,IHC Peru,661 E Main St,Peru,IN,46970-2662,Miami,Rural,,,,
,IHC PHC at YWCA South Bend,802 N Lafayette Blvd,South Bend,IN,46601-1010,St. Joseph,Non-Rural,,,,
,IHC Project Homecoming,701 S Main St,South Bend,IN,46601-3000,St. Joseph,Non-Rural,,,,
,IHC Tipton County WIC,116 S Main St Ste E,Tipton,IN,46072-1864,Tipton,Rural,,,,
,IHC-Owen County,35 Bob Babbs Dr,Spencer,IN,47460-6828,Owen,Non-Rural,,,,
,"INDIANA HEALTH CENTERS, INC.",8003 Castleway Dr,Indianapolis,IN,46250-1946,Marion,Non-Rural,,,,
Primary Care,1189991867,"ECHO COMMUNITY HEALTH CARE, INC.",Federally Qualified Health Center,Indiana,"Vanderburgh County, IN",0,20,Designated,Non-Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,"ECHO Community Health Care, Inc. Administrative Office",401 SE 6th St STE 101 STE 200 STE 202,Evansville,IN,47713-1218,Vanderburgh,Non-Rural,,,,
,"ECHO Community Health Care, Inc. John Street-Woodson Homeless Health Clinic",501 John St Ste 12,Evansville,IN,47713-2705,Vanderburgh,Non-Rural,,,,
,"ECHO Community Health Care, Inc. Main Campus",315 Mulberry St,Evansville,IN,47713-1252,Vanderburgh,Non-Rural,,,,
,ECHO Division Street Family Clinic,25 W Division St,Evansville,IN,47710-1374,Vanderburgh,Non-Rural,,,,
,ECHO Pediatric and Prenatal Clinic,316 Chandler Ave,Evansville,IN,47713-1147,Vanderburgh,Non-Rural,,,,
Primary Care,1189991899,"HEART CITY HEALTH CENTER, INC.",Federally Qualified Health Center,Indiana,"Elkhart County, IN",0,21,Designated,Non-Rural,10/31/2007,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,HEART CITY HEALTH CENTER,236 Simpson Ave,Elkhart,IN,46516-4666,Elkhart,Non-Rural,,,,
,Heart City Health Center SCENIC HEALTH,148 W Hively Ave Ste 1,Elkhart,IN,46517-2191,Elkhart,Non-Rural,,,,
,Heart City Health Dental,2100 Superior St,Elkhart,IN,46516-4704,Elkhart,Non-Rural,,,,
,Heart City Womens Health,1545 Cassopolis St,Elkhart,IN,46514-3128,Elkhart,Non-Rural,,,,
Primary Care,1185960628,KENTLAND CLINIC,Rural Health Clinic,Indiana,"Newton County, IN",0,16,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,KENTLAND CLINIC,303 N 7th St,Kentland,IN,47951-1379,Newton,Rural,,,,
Primary Care,1189991863,THE HEALTH & HOSPITAL CORP OF MARION COUNTY,Federally Qualified Health Center,Indiana,"Marion County, IN",0,21,Designated,Non-Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Eskenazi Health Center 1650 College Avenue,1650 N College Ave Ste B,Indianapolis,IN,46202-1715,Marion,Non-Rural,,,,
,Eskenazi Health Center Barton Annex,501 N East St,Indianapolis,IN,46204-1632,Marion,Non-Rural,,,,
,Eskenazi Health Center Blackburn,2700 Dr Martin Luther King Jr St,Indianapolis,IN,46208-5019,Marion,Non-Rural,,,,
,Eskenazi Health Center Cottage Corner,1434 Shelby St,Indianapolis,IN,46203-1945,Marion,Non-Rural,,,,
,Eskenazi Health Center Forest Manor,3840 N Sherman Dr,Indianapolis,IN,46226-4462,Marion,Non-Rural,,,,
,Eskenazi Health Center Grassy Creek,9443 E 38th St,Indianapolis,IN,46235-2132,Marion,Non-Rural,,,,
,Eskenazi Health Center North Arlington,2505 N Arlington Ave,Indianapolis,IN,46218-3318,Marion,Non-Rural,,,,
,Eskenazi Health Center Pecar,6940 Michigan Rd,Indianapolis,IN,46268-2800,Marion,Non-Rural,,,,
,Eskenazi Health Center Pedigo,1112 Southeastern Ave,Indianapolis,IN,46202-3947,Marion,Non-Rural,,,,
,Eskenazi Health Center Primary Care,720 Eskenazi Ave,Indianapolis,IN,46202-5187,Marion,Non-Rural,,,,
,Eskenazi Health Center W 38th Street,5515 W 38th St,Indianapolis,IN,46254-2919,Marion,Non-Rural,,,,
,Eskenazi Health Center Westside,2732 W Michigan St,Indianapolis,IN,46222-3750,Marion,Non-Rural,,,,
Primary Care,1189991860,"RIGGS COMMUNITY HEALTH CENTER, INC.",Federally Qualified Health Center,Indiana,"Tippecanoe County, IN",0,18,Designated,Non-Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Boone County Community Clinic,416 W Camp St,Lebanon,IN,46052-1799,Boone,Rural,,,,
,RIGGS COMMUNITY HEALTH CENTER,1716 Hartford St,Lafayette,IN,47904-2173,Tippecanoe,Non-Rural,,,,
,Riggs Community Health Center Annex,1324 Tippecanoe St,Lafayette,IN,47904-2051,Tippecanoe,Non-Rural,,,,
,Riggs Community Health Center South Street,2316 South St,Lafayette,IN,47904-2971,Tippecanoe,Non-Rural,,,,
Primary Care,11899918C1,ASPIRE HEALTH CENTER,Federally Qualified Health Center Look-alike,Indiana,"Madison County, IN",0,21,Designated,Non-Rural,10/05/2017,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Aspire Indiana Health - Bolin,2009 Brown St,Anderson,IN,46016-4216,Madison,Non-Rural,,,,
,Aspire Indiana Health - Boone County,1600 W Main St,Lebanon,IN,46052-2388,Boone,Rural,,,,
,Aspire Indiana Health - Carmel,697 Pro-Med Ln,Carmel,IN,46032-5323,Hamilton,Non-Rural,,,,
,Aspire Indiana Health - DeHaven,2020 Brown St,Anderson,IN,46016-4218,Madison,Non-Rural,,,,
,Aspire Indiana Health - Elwood,10731 IN-13,Elwood,IN,46036,Grant,Rural,,,,
,Aspire Indiana Health - Noblesville,17840 Cumberland Rd,Noblesville,IN,46060-5409,Hamilton,Non-Rural,,,,
,Aspire Indiana Health - Willowbrook,2506 Willowbrook Pkwy,Indianapolis,IN,46205-1564,Marion,Non-Rural,,,,
,Aspire Indiana Health Admin,9615 E 148th St Ste 1,Noblesville,IN,46060-4371,Hamilton,Non-Rural,,,,
,"Aspire Indiana Health, Inc.",215 W 19th St,Anderson,IN,46016-4204,Madison,Non-Rural,,,,
,Aspire May House,6775 W State Road 32,Anderson,IN,46011-8765,Madison,Non-Rural,,,,
Primary Care,118999180J,PORTER STARKE SERVICES INC,Federally Qualified Health Center,Indiana,"Porter County, IN",0,19,Designated,Non-Rural,11/08/2016,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Marram Health Center,3229 Broadway Ste 115,Gary,IN,46409-1040,Lake,Non-Rural,,,,
,Marram Health Center,704 S State Road 2,Hebron,IN,46341-8801,Porter,Non-Rural,,,,
,Marram Health Center Administrative Offices,601 Wall St,Valparaiso,IN,46383-2512,Porter,Non-Rural,,,,
Primary Care,1183520188,"219 Health Network, Inc.",Federally Qualified Health Center Look-alike,Indiana,"Lake County, IN",0,18,Designated,Non-Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,219 Health Network,100 W Chicago Ave,East Chicago,IN,46312-3260,Lake,Non-Rural,,,,
,219 Health Network,4320 Fir St Unit 211,East Chicago,IN,46312-3076,Lake,Non-Rural,,,,
,219 Health Network Inc,4320 Fir St Unit 208,East Chicago,IN,46312-8410,Lake,Non-Rural,,,,
,219 Health Network Inc,1802 E Columbus Dr,East Chicago,IN,46312-2826,Lake,Non-Rural,,,,
,219 Health Network Inc.,3432 169th St,Hammond,IN,46323-2542,Lake,Non-Rural,,,,
,219 Health Network Inc.,2020 E Columbus Dr Ste A,East Chicago,IN,46312-2830,Lake,Non-Rural,,,,
,219 Health Network Inc.,2001 E Columbus Dr,East Chicago,IN,46312-4109,Lake,Non-Rural,,,,
,219 Health Network Inc.,1516 119th St,Whiting,IN,46394-1733,Lake,Non-Rural,,,,
,"219 Health Network, Inc.",8141 Kennedy Ave,Highland,IN,46322-1128,Lake,Non-Rural,,,,
,219 Heatlh Network,7217 Indianapolis Blvd,Hammond,IN,46324-2213,Lake,Non-Rural,,,,
Primary Care,1189165356,GOOD SAMARITAN HOSPITAL PHYSICIAN SERVICES INC,Rural Health Clinic,Indiana,"Pike County, IN",0,14,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,GOOD SAMARITAN HOSPITAL PHYSICIAN SERVICES INC,611 E Main St Ste 110,Petersburg,IN,47567-1270,Pike,Rural,,,,
Primary Care,11899918B5,PURDUE UNIVERSITY,Federally Qualified Health Center,Indiana,"Tippecanoe County, IN",0,18,Designated,Non-Rural,03/01/2009,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Carroll  Consolidated School Corporation,105 S 225 E Rm Wr-A,Flora,IN,46929-9688,Carroll,Non-Rural,,,,
,Delphi Community School Corporation,300 W Vine St Rm 309,Delphi,IN,46923-1651,Carroll,Non-Rural,,,,
,Family Health Clinic of Carroll County,901 Prince William Rd Ste A,Delphi,IN,46923-1759,Carroll,Non-Rural,,,,
,Family Health Clinic of Monon,692 E Broadway St,Monon,IN,47959-8191,White,Rural,,,,
,Family Health Clinic of Wolcott,128 W Market St,Wolcott,IN,47995-8130,White,Rural,,,,
,Family Heath Clinic of Burlington,425 E 5th St,Burlington,IN,46915-9700,Carroll,Non-Rural,,,,
,North Central Nursing Clinics Administration,651 Armory Rd,Delphi,IN,46923-1910,Carroll,Non-Rural,,,,
,North White School Corporation,304 E Broadway St Rm cr-1,Monon,IN,47959-8137,White,Rural,,,,
Primary Care,118999180I,"Wabash Valley Health Center, Inc.",Federally Qualified Health Center,Indiana,"Vigo County, IN",0,19,Designated,Non-Rural,11/01/2013,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,"Wabash Valley Health Center, Inc.",1436 Locust St,Terre Haute,IN,47807-1648,Vigo,Non-Rural,,,,
Primary Care,1189991851,"HealthNet, Inc.",Federally Qualified Health Center,Indiana,"Marion County, IN",0,21,Designated,Non-Rural,05/20/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Avondale Meadows Academy School-Based Health Center,3980 Meadows Dr,Indianapolis,IN,46205-3114,Marion,Non-Rural,,,,
,Barrington Health Center,3401 E Raymond St,Indianapolis,IN,46203-4744,Marion,Non-Rural,,,,
,Bloomington Health and Dental Center,811 W 2nd St,Bloomington,IN,47403-2212,Monroe,Non-Rural,,,,
,Care Center at the Tower,1633 N Capitol Ave Ste 236,Indianapolis,IN,46202-1262,Marion,Non-Rural,,,,
,Dayspring Center Clinic,1537 Central Ave,Indianapolis,IN,46202-2606,Marion,Non-Rural,,,,
,George Washington Community School,2215 W Washington St,Indianapolis,IN,46222-4279,Marion,Non-Rural,,,,
,Harshman Middle School,1501 E 10th St,Indianapolis,IN,46201-1909,Marion,Non-Rural,,,,
,HealthNet Administration,3403 E Raymond St,Indianapolis,IN,46203-4744,Marion,Non-Rural,,,,
,Holy Family Shelter Clinic,907 N Holmes Ave,Indianapolis,IN,46222-3714,Marion,Non-Rural,,,,
,Homeless Initiative Program (HIP) Northeast,3908 Meadows Dr Ste C,Indianapolis,IN,46205-3114,Marion,Non-Rural,,,,
,Homeless Initiative Program (HIP) Northwest,2944 Clifton St,Indianapolis,IN,46208-4938,Marion,Non-Rural,,,,
,Interfaith Hospitality Network,1850 N Arsenal Ave,Indianapolis,IN,46218-4237,Marion,Non-Rural,,,,
,Kipp Indy Legacy Clinic,2255 Ralston Ave Rm 106,Indianapolis,IN,46218-3444,Marion,Non-Rural,,,,
,KIPP School Based Health Center,1740 E 30th St,Indianapolis,IN,46218-2605,Marion,Non-Rural,,,,
,Martindale Brightwood Health Center,2855 N Keystone Ave Ste 100,Indianapolis,IN,46218-2790,Marion,Non-Rural,,,,
,Northeast Health Center,3908 Meadows Dr,Indianapolis,IN,46205-3114,Marion,Non-Rural,,,,
,Peoples Health Center,2340 E 10th St,Indianapolis,IN,46201-2008,Marion,Non-Rural,,,,
,Salvation Army Family Shelter Clinic (for women and children),540 N Alabama St,Indianapolis,IN,46204-1536,Marion,Non-Rural,,,,
,Salvation Army Harbor Light Center Clinic,2400 N Tibbs Ave,Indianapolis,IN,46222-2458,Marion,Non-Rural,,,,
,Southeast Health Center,901 Shelby St,Indianapolis,IN,46203-1151,Marion,Non-Rural,,,,
,Southwest Health Center,1522 W Morris St,Indianapolis,IN,46221-1629,Marion,Non-Rural,,,,
,Tech Teen Clinic,1500 E Michigan St,Indianapolis,IN,46201-3079,Marion,Non-Rural,,,,
,Vision Academy at Riverside School-Based Health Center,1751 E Riverside Dr,Indianapolis,IN,46202-2010,Marion,Non-Rural,,,,
,West Health Center,6029 W 10th St,Indianapolis,IN,46224-6115,Marion,Non-Rural,,,,
,Wheeler Shelter for Women and Children Clinic,3208 E Michigan St,Indianapolis,IN,46201-3318,Marion,Non-Rural,,,,
Primary Care,1189991856,"NORTHSHORE HEALTH CENTERS, INC",Federally Qualified Health Center,Indiana,"Porter County, IN",0,19,Designated,Non-Rural,01/13/2004,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,NorthShore Chesterton Annex,1008 Broadway,Chesterton,IN,46304-2149,Porter,Non-Rural,,,,
,NorthShore Chesterton Health Center,407 W Indiana Ave,Chesterton,IN,46304-2350,Porter,Non-Rural,,,,
,NorthShore Dr. Fernando Rivera Dental Center,3099 Central Ave,Lake Station,IN,46405-2207,Lake,Non-Rural,,,,
,NorthShore Edison Senior High School,3304 Parkside Ave,Lake Station,IN,46405-1143,Lake,Non-Rural,,,,
,NorthShore Hammond Health Center,6920 Indianapolis Blvd,Hammond,IN,46324-2206,Lake,Non-Rural,,,,
,"NorthShore Health Center, Inc, Merrillville Health Center",6091 Broadway,Merrillville,IN,46410-2619,Lake,Non-Rural,,,,
,NorthShore Health Centers - Administration Offices,3207 Willowcreek Rd,Portage,IN,46368-5013,Porter,Non-Rural,,,,
,NorthShore Lake Station Health Center,2490 Central Ave,Lake Station,IN,46405-2122,Lake,Non-Rural,,,,
,NorthShore LaPorte Health Center,714 Lincolnway,Laporte,IN,46350-3353,La Porte,Non-Rural,,,,
,NorthShore Merrillville High School Clinic,276 E 68th Pl,Merrillville,IN,46410-3566,Lake,Non-Rural,,,,
,NorthShore Portage Health Center,774 N 500 W,Portage,IN,46368-8162,Porter,Non-Rural,,,,
,NorthShore Portage Health Center,6050 Sterling Creek Rd,Portage,IN,46368-7752,Porter,Non-Rural,,,,
,Scottsdale Health Center,3564 Scottsdale St,Portage,IN,46368-5420,Porter,Non-Rural,,,,
,Stacy McKay Health & Education Center,6450 US Highway 6,Portage,IN,46368-5110,Porter,Non-Rural,,,,
Primary Care,1189991858,"OPEN DOOR HEALTH SERVICES, INC.",Federally Qualified Health Center,Indiana,"Delaware County, IN",0,20,Designated,Non-Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Open Door Family Planning Clinic,905 S Walnut St,Muncie,IN,47302-2333,Delaware,Non-Rural,,,,
,Open Door Family Planning Clinic,2525 E 10th St,Anderson,IN,46012-4409,Madison,Non-Rural,,,,
,Open Door Health Services,333 S Madison St,Muncie,IN,47305-2465,Delaware,Non-Rural,,,,
,Open Door Health Services - Anderson Primary Care,2101 Jackson St Ste 8,Anderson,IN,46016-4341,Madison,Non-Rural,,,,
,Open Door Health Services Behavioral Health,1804 W Royale Dr,Muncie,IN,47304-2243,Delaware,Non-Rural,,,,
,Open Door Mobile School Health #1,333 S Madison St,Muncie,IN,47305-2465,Delaware,Non-Rural,,,,
,Open Door Pediatrics and Family Medicine,215 S Hutchinson Ave,Muncie,IN,47303-4774,Delaware,Non-Rural,,,,
,Southway Urgent Care,3807 S Madison St,Muncie,IN,47302-5758,Delaware,Non-Rural,,,,
,Urgent Care,1651 E 29th St,Muncie,IN,47302-5886,Delaware,Non-Rural,,,,
Primary Care,11899918A3,Valley Professionals Community Health Center Inc.,Federally Qualified Health Center,Indiana,"Vermillion County, IN",0,17,Designated,Non-Rural,09/01/2007,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Temporary Site - Clinton OPC,700 S Main St,Clinton,IN,47842-2420,Vermillion,Non-Rural,,,,
,Temporary Site - Crawfordsville OP Clinic,1810 Lafayette Rd,Crawfordsville,IN,47933-1035,Montgomery,Rural,,,,
,VPCHC - Bloomingdale,201 W Academy St,Bloomingdale,IN,47832-8095,Parke,Rural,,,,
,VPCHC - Cayuga,703 W Park St,Cayuga,IN,47928-8207,Vermillion,Rural,,,,
,VPCHC - Clinton,777 S Main St Ste 100,Clinton,IN,47842-2493,Vermillion,Non-Rural,,,,
,VPCHC - Crawfordsville,1702 Lafayette Rd,Crawfordsville,IN,47933-1033,Montgomery,Rural,,,,
,VPCHC - Ivy Tech,8000 S Education Dr Rm E148A,Terre Haute,IN,47802-4883,Vigo,Non-Rural,,,,
,VPCHC - Mobile School Based Health Center,777 S Main St Ste 100,Clinton,IN,47842-2493,Vermillion,Non-Rural,,,,
,VPCHC - Rockville,727 N Lincoln Rd,Rockville,IN,47872-1117,Parke,Rural,,,,
,VPCHC - Terre Haute,1530 N 7th St Ste 201,Terre Haute,IN,47807-1061,Vigo,Non-Rural,,,,
Primary Care,1189991865,"Shalom Health Care Center, Inc.",Federally Qualified Health Center,Indiana,"Marion County, IN",0,21,Designated,Non-Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Allison Elementary School,5240 W 22nd St,Indianapolis,IN,46224-5021,Marion,Non-Rural,,,,
,Arlington Community High School Based Clinic - IPS,4825 N Arlington Ave,Indianapolis,IN,46226-2401,Marion,Non-Rural,,,,
,Charles W. Fairbanks IPS School 105,8620 Montery Rd,Indianapolis,IN,46226-5470,Marion,Non-Rural,,,,
,Enlace Academy,3725 N Kiel Ave Fl 2,Indianapolis,IN,46224-1228,Marion,Non-Rural,,,,
,FARRINGTON MIDDLE SCHOOL,4326 Patricia St,Indianapolis,IN,46222-1543,Marion,Non-Rural,,,,
,Fisher Elementary School,5151 W 14th St,Indianapolis,IN,46224-6410,Marion,Non-Rural,,,,
,Global Preparatory Academy - Charter School,2033 Sugar Grove Ave Rm 140,Indianapolis,IN,46202-1134,Marion,Non-Rural,,,,
,Indiana Math and Science Academy North,7435 N Keystone Ave,Indianapolis,IN,46240-4367,Marion,Non-Rural,,,,
,Indiana Math and Science Academy West,4575 W 38th St,Indianapolis,IN,46254-3313,Marion,Non-Rural,,,,
,IPS 31 School Base Clinic - James A. Garfield,307 Lincoln St Ste 100,Indianapolis,IN,46225-1819,Marion,Non-Rural,,,,
