data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find
,Minnesota,Pipestone County,Gray township,County Subdivision,2711725478,Rural,,,,,
,Minnesota,Rock County,Hardwick city,County Subdivision,2713327116,Rural,,,,,
,Minnesota,Pipestone County,Hatfield city,County Subdivision,2711727566,Rural,,,,,
,Minnesota,Pipestone County,Holland city,County Subdivision,2711729618,Rural,,,,,
,Minnesota,Pipestone County,Ihlen city,County Subdivision,2711730806,Rural,,,,,
,Minnesota,Pipestone County,Jasper city,County Subdivision,2711731760,Rural,,,,,
,Minnesota,Rock County,Jasper city,County Subdivision,2713331760,Rural,,,,,
,Minnesota,Pipestone County,Osborne township,County Subdivision,2711748832,Rural,,,,,
,Minnesota,Pipestone County,Pipestone city,County Subdivision,2711751388,Rural,,,,,
,Minnesota,Pipestone County,Rock township,County Subdivision,2711754916,Rural,,,,,
,Minnesota,Rock County,Rose Dell township,County Subdivision,2713355654,Rural,,,,,
,Minnesota,Pipestone County,Sweet township,County Subdivision,2711763886,Rural,,,,,
,Minnesota,Pipestone County,Trosky city,County Subdivision,2711765542,Rural,,,,,
,Minnesota,Pipestone County,Troy township,County Subdivision,2711765614,Rural,,,,,
,Minnesota,Pipestone County,Woodstock city,County Subdivision,2711771680,Rural,,,,,
Primary Care,1279921404,LI - West Morrison Service Area 86,Low Income Population HPSA,Minnesota,"Morrison County, MN",1.4082,13,Designated,Rural,03/19/2003,08/12/2019
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,Minnesota,Morrison County,Agram township,County Subdivision,2709700406,Rural,,,,,
,Minnesota,Morrison County,Belle Prairie township,County Subdivision,2709704888,Rural,,,,,
,Minnesota,Morrison County,Bellevue township,County Subdivision,2709704942,Rural,,,,,
,Minnesota,Morrison County,Bowlus city,County Subdivision,2709707066,Rural,,,,,
,Minnesota,Morrison County,Buckman city,County Subdivision,2709708416,Rural,,,,,
,Minnesota,Morrison County,Buckman township,County Subdivision,2709708434,Rural,,,,,
,Minnesota,Morrison County,Buh township,County Subdivision,2709708506,Rural,,,,,
,Minnesota,Morrison County,Culdrum township,County Subdivision,2709714248,Rural,,,,,
,Minnesota,Morrison County,Cushing township,County Subdivision,2709714356,Rural,,,,,
,Minnesota,Morrison County,Darling township,County Subdivision,2709714806,Rural,,,,,
,Minnesota,Morrison County,Elmdale city,County Subdivision,2709718872,Rural,,,,,
,Minnesota,Morrison County,Elmdale township,County Subdivision,2709718890,Rural,,,,,
,Minnesota,Morrison County,Flensburg city,County Subdivision,2709721266,Rural,,,,,
,Minnesota,Morrison County,Genola city,County Subdivision,2709723444,Rural,,,,,
,Minnesota,Morrison County,Granite township,County Subdivision,2709725244,Rural,,,,,
,Minnesota,Morrison County,Green Prairie township,County Subdivision,2709725784,Rural,,,,,
,Minnesota,Morrison County,Harding city,County Subdivision,2709727098,Rural,,,,,
,Minnesota,Morrison County,Hillman township,County Subdivision,2709729168,Rural,,,,,
,Minnesota,Morrison County,Lakin township,County Subdivision,2709735252,Rural,,,,,
,Minnesota,Morrison County,Lastrup city,County Subdivision,2709735720,Rural,,,,,
,Minnesota,Morrison County,Little Falls city,County Subdivision,2709737556,Rural,,,,,
,Minnesota,Morrison County,Little Falls township,County Subdivision,2709737574,Rural,,,,,
,Minnesota,Morrison County,Morrill township,County Subdivision,2709744224,Rural,,,,,
,Minnesota,Morrison County,Motley city,County Subdivision,2709744422,Rural,,,,,
,Minnesota,Morrison County,Motley township,County Subdivision,2709744440,Rural,,,,,
,Minnesota,Morrison County,Parker township,County Subdivision,2709749714,Rural,,,,,
,Minnesota,Morrison County,Pierz city,County Subdivision,2709750776,Rural,,,,,
,Minnesota,Morrison County,Pierz township,County Subdivision,2709750794,Rural,,,,,
,Minnesota,Morrison County,Pike Creek township,County Subdivision,2709750866,Rural,,,,,
,Minnesota,Morrison County,Platte township,County Subdivision,2709751478,Rural,,,,,
,Minnesota,Morrison County,Pulaski township,County Subdivision,2709752720,Rural,,,,,
,Minnesota,Morrison County,Randall city,County Subdivision,2709753080,Rural,,,,,
,Minnesota,Morrison County,Ripley township,County Subdivision,2709754520,Rural,,,,,
,Minnesota,Morrison County,Rosing township,County Subdivision,2709755906,Rural,,,,,
,Minnesota,Morrison County,Royalton city,County Subdivision,2709756176,Rural,,,,,
,Minnesota,Morrison County,Scandia Valley township,County Subdivision,2709758918,Rural,,,,,
,Minnesota,Morrison County,Sobieski city,County Subdivision,2709761006,Rural,,,,,
,Minnesota,Morrison County,Swan River township,County Subdivision,2709763760,Rural,,,,,
,Minnesota,Morrison County,Swanville city,County Subdivision,2709763778,Rural,,,,,
,Minnesota,Morrison County,Swanville township,County Subdivision,2709763796,Rural,,,,,
,Minnesota,Morrison County,Two Rivers township,County Subdivision,2709766028,Rural,,,,,
,Minnesota,Morrison County,Upsala city,County Subdivision,2709766334,Rural,,,,,
Primary Care,1275734929,LI-Mille Lacs,Low Income Population HPSA,Minnesota,"Aitkin County, MN | Crow Wing County, MN | Mille Lacs County, MN | Morrison County, MN",0.3402,10,Designated,Rural,09/10/2001,07/10/2019
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,Minnesota,Mille Lacs County,Bradbury township,County Subdivision,2709507210,Rural,,,,,
,Minnesota,Mille Lacs County,Dailey township,County Subdivision,2709514500,Rural,,,,,
,Minnesota,Mille Lacs County,East Side township,County Subdivision,2709517810,Rural,,,,,
,Minnesota,Crow Wing County,Garrison city,County Subdivision,2703523192,Rural,,,,,
,Minnesota,Crow Wing County,Garrison township,County Subdivision,2703523210,Rural,,,,,
,Minnesota,Aitkin County,Hazelton township,County Subdivision,2700128052,Rural,,,,,
,Minnesota,Morrison County,Hillman city,County Subdivision,2709729150,Rural,,,,,
,Minnesota,Aitkin County,Idun township,County Subdivision,2700130788,Rural,,,,,
,Minnesota,Mille Lacs County,Isle city,County Subdivision,2709531472,Rural,,,,,
,Minnesota,Mille Lacs County,Isle Harbor township,County Subdivision,2709531490,Rural,,,,,
,Minnesota,Aitkin County,Jewett UT,County Subdivision,2700131966,Rural,,,,,
,Minnesota,Mille Lacs County,Kathio township,County Subdivision,2709532516,Rural,,,,,
,Minnesota,Aitkin County,Lakeside township,County Subdivision,2700134982,Rural,,,,,
,Minnesota,Morrison County,Leigh township,County Subdivision,2709736350,Rural,,,,,
,Minnesota,Mille Lacs County,Lewis township,County Subdivision,2709536782,Rural,,,,,
,Minnesota,Aitkin County,Malmo township,County Subdivision,2700139590,Rural,,,,,
,Minnesota,Aitkin County,McGrath city,County Subdivision,2700138996,Rural,,,,,
,Minnesota,Morrison County,Mount Morris township,County Subdivision,2709744602,Rural,,,,,
,Minnesota,Mille Lacs County,Mudgett township,County Subdivision,2709544710,Rural,,,,,
,Minnesota,Mille Lacs County,Onamia city,County Subdivision,2709548310,Rural,,,,,
,Minnesota,Mille Lacs County,Onamia township,County Subdivision,2709548328,Rural,,,,,
,Minnesota,Morrison County,Richardson township,County Subdivision,2709754178,Rural,,,,,
,Minnesota,Crow Wing County,Roosevelt township,County Subdivision,2703555420,Rural,,,,,
,Minnesota,Aitkin County,Seavey township,County Subdivision,2700159134,Rural,,,,,
,Minnesota,Mille Lacs County,South Harbor township,County Subdivision,2709561384,Rural,,,,,
,Minnesota,Mille Lacs County,Wahkon city,County Subdivision,2709567558,Rural,,,,,
,Minnesota,Aitkin County,Wealthwood township,County Subdivision,2700168872,Rural,,,,,
,Minnesota,Aitkin County,Williams township,County Subdivision,2700170384,Rural,,,,,
Primary Care,1274339223,Aurora/Hoyt Lakes,Geographic HPSA,Minnesota,"St. Louis County, MN",1.85,13,Designated,Rural,06/30/2005,07/10/2019
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,Minnesota,St. Louis County,114,Census Tract,27137011400,Rural,,,,,
,Minnesota,St. Louis County,136,Census Tract,27137013600,Rural,,,,,
,Minnesota,St. Louis County,138,Census Tract,27137013800,Rural,,,,,
,Minnesota,St. Louis County,139,Census Tract,27137013900,Rural,,,,,
,Minnesota,St. Louis County,140,Census Tract,27137014000,Rural,,,,,
Primary Care,1273993542,Clearwater County,Geographic HPSA,Minnesota,"Clearwater County, MN",1,14,Designated,Rural,10/01/1979,07/10/2019
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,Minnesota,Clearwater County,Clearwater,Single County,27029,Rural,,,,,
Primary Care,1272234380,Westbrook - Rational Service Area 71,Geographic HPSA,Minnesota,"Cottonwood County, MN",0.03,8,Designated,Rural,01/13/2005,08/12/2019
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,Minnesota,Cottonwood County,Amboy township,County Subdivision,2703301342,Rural,,,,,
,Minnesota,Cottonwood County,Amo township,County Subdivision,2703301441,Rural,,,,,
,Minnesota,Cottonwood County,Ann township,County Subdivision,2703301666,Rural,,,,,
,Minnesota,Cottonwood County,Germantown township,County Subdivision,2703323570,Rural,,,,,
,Minnesota,Cottonwood County,Highwater township,County Subdivision,2703329060,Rural,,,,,
,Minnesota,Cottonwood County,Jeffers city,County Subdivision,2703331796,Rural,,,,,
,Minnesota,Cottonwood County,Rose Hill township,County Subdivision,2703355672,Rural,,,,,
,Minnesota,Cottonwood County,Southbrook township,County Subdivision,2703361294,Rural,,,,,
,Minnesota,Cottonwood County,Storden city,County Subdivision,2703363022,Rural,,,,,
,Minnesota,Cottonwood County,Storden township,County Subdivision,2703363040,Rural,,,,,
,Minnesota,Cottonwood County,Westbrook city,County Subdivision,2703369250,Rural,,,,,
,Minnesota,Cottonwood County,Westbrook township,County Subdivision,2703369268,Rural,,,,,
Primary Care,1273280982,Watonwan County,Geographic HPSA,Minnesota,"Watonwan County, MN",0.2,7,Designated,Rural,09/06/2019,09/06/2019
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,Minnesota,Watonwan County,Watonwan,Single County,27165,Rural,,,,,
Primary Care,1277408184,RENVILLE COUNTY HOSPITAL AND CLINICS - OLIVIA CLIN,Rural Health Clinic,Minnesota,"Renville County, MN",0,5,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,RENVILLE COUNTY HOSPITAL AND CLINICS - OLIVIA CLIN,100 Healthy Way,Olivia,MN,56277-1117,Renville,Rural,,,,
Primary Care,1272312639,ESSENTIA ST MARYS MAHNOMEN CLINIC,Rural Health Clinic,Minnesota,"Mahnomen County, MN",0,15,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,ESSENTIA ST MARYS MAHNOMEN CLINIC,117 N Main St,Mahnomen,MN,56557-4003,Mahnomen,Rural,,,,
Primary Care,127999270K,TRI COUNTY HEALTH CARE OTTERTAIL CLINIC,Rural Health Clinic,Minnesota,"Otter Tail County, MN",0,13,Designated,Rural,10/11/2013,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,TRI COUNTY HEALTH CARE OTTERTAIL CLINIC,PO BOX 129,Ottertail,MN,56571-0129,Otter Tail,Rural,,,,
Primary Care,127999270C,TRI COUNTY HEALTH CARE HENNING CLINIC,Rural Health Clinic,Minnesota,"Otter Tail County, MN",0,13,Designated,Rural,10/11/2013,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,TRI COUNTY HEALTH CARE HENNING CLINIC,401 Douglas Ave,Henning,MN,56551-4026,Otter Tail,Rural,,,,
Primary Care,12799927KN,KITTSON MEMORIAL CLINIC OF KARLSTAD,Rural Health Clinic,Minnesota,"Kittson County, MN",0,15,Designated,Rural,05/11/2018,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,KITTSON MEMORIAL CLINIC OF KARLSTAD,PO BOX 199,Karlstad,MN,56732-0199,Kittson,Rural,,,,
Primary Care,12799927B5,Sawtooth Mountain Clinic Inc,Federally Qualified Health Center,Minnesota,"Cook County, MN",0,16,Designated,Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,BIRCH GROVE CLINIC,9 Good Neighbor Hl,Tofte,MN,55615,Cook,Rural,,,,
,GRAND PORTAGE HEALTH SERVICES,62 Upper Rd,Grand Portage,MN,55605-3010,Cook,Rural,,,,
,SAWTOOTH MOUNTAIN CLINIC,513 5th Ave W,Grand Marais,MN,55604-3017,Cook,Rural,,,,
Primary Care,1389993843,FAMILY HEALTHCARE CENTER,Federally Qualified Health Center,North Dakota,"Cass County, ND",0,16,Designated,Non-Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,CHURCHES UNITED FOR THE HOMELESS,1019 1st St S,Moorhead,MN,56560-3350,Clay,Non-Rural,,,,
,FAMILY HEALTHCARE CENTER-MOORHEAD DENTAL,715 11th St N Ste 106B,Moorhead,MN,56560-2000,Clay,Non-Rural,,,,
,Family HealthCare Moorhead,1308 9th Ave S,Moorhead,MN,56563-1003,Clay,Non-Rural,,,,
,Family HealthCare South Fargo,4025 9th Ave S,Fargo,ND,58103-2101,Cass,Non-Rural,,,,
,Family HealthCare Valley City,415 2nd Ave NE Ste 101,Valley City,ND,58072-3060,Barnes,Rural,,,,
,Family HealthCare West Fargo,726 13th Ave E,West Fargo,ND,58078-3304,Cass,Non-Rural,,,,
,"FHC Medical, Dental, Homeless Services, and Administrative Site in Fargo",301 Np Ave N,Fargo,ND,58102-4835,Cass,Non-Rural,,,,
Primary Care,12799927J1,HENNEPIN COUNTY,Federally Qualified Health Center,Minnesota,"Hennepin County, MN",0,17,Designated,Non-Rural,09/30/2006,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,800 West Broadway,800 W Broadway Ave,Minneapolis,MN,55411-2614,Hennepin,Non-Rural,,,,
,Anwatin Middle School,256 Upton Ave S,Minneapolis,MN,55405-1944,Hennepin,Non-Rural,,,,
,DBA NORTHPOINT HEALTH AND WELLNESS,1313 Penn Ave N,Minneapolis,MN,55411-3047,Hennepin,Non-Rural,,,,
,Franklin Middle School,1501 Aldrich Ave N,Minneapolis,MN,55411-3335,Hennepin,Non-Rural,,,,
,Harrison Riverbend School Clinic,501 Irving Ave N,Minneapolis,MN,55405-1263,Hennepin,Non-Rural,,,,
,Heritage Park,1015 4th Ave N,Minneapolis,MN,55405-1189,Hennepin,Non-Rural,,,,
,NORTH HIGH SCHOOL MINI-HEALTH,1500 James Ave N,Minneapolis,MN,55411-3161,Hennepin,Non-Rural,,,,
,Olson Middle School,1607 51st Ave N,Minneapolis,MN,55430-3433,Hennepin,Non-Rural,,,,
,PLYMOUTH CHRISTIAN YOUTH CENTER,2210 Oliver Ave N,Minneapolis,MN,55411-1821,Hennepin,Non-Rural,,,,
Primary Care,1276913074,CENTRACARE HEALTH - MELROSE CLINIC,Rural Health Clinic,Minnesota,"Stearns County, MN",0,13,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,CENTRACARE HEALTH - MELROSE CLINIC,525 Main St W,Melrose,MN,56352-1043,Stearns,Rural,,,,
Primary Care,1278197324,RENVILLE COUNTY HOSPITAL & CLINIC - HECTOR CLINIC,Rural Health Clinic,Minnesota,"Renville County, MN",0,13,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,RENVILLE COUNTY HOSPITAL & CLINIC - HECTOR CLINIC,131 Birch Ave W,Hector,MN,55342,Renville,Rural,,,,
Primary Care,1469994650,"RURAL HEALTH CARE, INC.",Federally Qualified Health Center,South Dakota,"Stanley County, SD",0,15,Designated,Rural,11/26/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Access Family Medical Clinic,1216 Ryans Rd,Worthington,MN,56187-1722,Nobles,Rural,,,,
,Access Health - Mitchell,1900 Grassland Dr,Mitchell,SD,57301-6335,Davison,Rural,,,,
,DAKOTA FAMILY MEDICAL CENTER,101 S Front St,Chamberlain,SD,57325-1612,Brule,Rural,,,,
,HIGHMORE CLINIC,200 Commercial Ave SE,Highmore,SD,57345-2148,Hyde,Rural,,,,
,JONES COUNTY CLINIC,609 Garfield Ave,Murdo,SD,57559-4100,Jones,Rural,,,,
,Kennebec Clinic,120 S Main St,Kennebec,SD,57544,Lyman,Rural,,,,
,OAHE VALLEY HEALTH CENTER,202 Island Dr Ste 1,Fort Pierre,SD,57532-7303,Stanley,Rural,,,,
,ONIDA CLINIC,303 S Main St,Onida,SD,57564-2160,Sully,Rural,,,,
,STANLEY JONES MEMORIAL CLINIC,116 N Main Ave,Presho,SD,57568-5434,Lyman,Rural,,,,
Primary Care,1278375058,TRI COUNTY HOSP VERNDALE CLINIC,Rural Health Clinic,Minnesota,"Wadena County, MN",0,13,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,TRI COUNTY HOSP VERNDALE CLINIC,102 S Farwell St,Verndale,MN,56481-4500,Wadena,Rural,,,,
Primary Care,1272510123,INDIAN HEALTH BOARD OF MINNEAPOLIS,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Minnesota,"Hennepin County, MN",0,16,Designated,Non-Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,INDIAN HEALTH BOARD OF MINNEAPOLIS,1315 E 24th St,Minneapolis,MN,55404-3975,Hennepin,Non-Rural,,,,
Primary Care,12799927F7,KITTSON MEMORIAL CLINIC,Rural Health Clinic,Minnesota,"Kittson County, MN",0,15,Designated,Rural,10/20/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,KITTSON MEMORIAL CLINIC,1010 S Birch Ave # 700,Hallock,MN,56728-4215,Kittson,Rural,,,,
Primary Care,127999270I,LAKEWOOD CLINIC STAPLES,Rural Health Clinic,Minnesota,"Todd County, MN",0,9,Designated,Rural,10/11/2013,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,LAKEWOOD CLINIC STAPLES,49725 County 83,Staples,MN,56479-5280,Todd,Rural,,,,
Primary Care,12799927B2,REGENTS OF THE UNIVERSITY OF MINNESOTA,Federally Qualified Health Center,Minnesota,"Hennepin County, MN",0,19,Designated,Non-Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,COMMUNITY-UNIVERSITY HEALTH CARE CENTER,2001 Bloomington Ave,Minneapolis,MN,55404-3074,Hennepin,Non-Rural,,,,
,University Park Plaza,2829 University Ave SE,Minneapolis,MN,55414-3230,Hennepin,Non-Rural,,,,
Primary Care,12799927B6,"COOK AREA HEALTH SERVICES, INC.",Federally Qualified Health Center,Minnesota,"St. Louis County, MN",0,17,Designated,Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,SCENIC RIVERS HEALTH SERVICES,135 Pine Tree Dr,Bigfork,MN,56628,Itasca,Rural,,,,
,SCENIC RIVERS HEALTH SERVICES,12052 Main St,Northome,MN,56661-8074,Koochiching,Rural,,,,
,SCENIC RIVERS HEALTH SERVICES,601 Highway 73,Floodwood,MN,55736-8450,St. Louis,Rural,,,,
,SCENIC RIVERS HEALTH SERVICES,20 5th St SE,Cook,MN,55723-9702,St. Louis,Rural,,,,
,SCENIC RIVERS HEALTH SERVICES,410 2nd St NW,Big Falls,MN,56627-3037,Koochiching,Rural,,,,
,SCENIC RIVERS HEALTH SERVICES,12 S River St,Cook,MN,55723-8131,St. Louis,Rural,,,,
,SCENIC RIVERS HEALTH SERVICES,415 N Second St # 2,Tower,MN,55790-2103,St. Louis,Rural,,,,
,SCENIC RIVERS HEALTH SERVICES,810 Poplar St,Floodwood,MN,55736-4002,St. Louis,Rural,,,,
,SCENIC RIVERS HEALTH SERVICES,303 Main St,Bigfork,MN,56628-2001,Itasca,Rural,,,,
Primary Care,1279666911,ESSENTIA HEALTH BAGLEY CLINIC,Rural Health Clinic,Minnesota,"Clearwater County, MN",0,12,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,ESSENTIA HEALTH BAGLEY CLINIC,121 Central St W,Bagley,MN,56621-4393,Clearwater,Rural,,,,
Primary Care,12799927F6,ESSENTIA HEALTH GRACEVILLE CLINIC,Rural Health Clinic,Minnesota,"Big Stone County, MN",0,13,Designated,Rural,01/19/2005,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,ESSENTIA HEALTH GRACEVILLE CLINIC,115 W 2nd St,Graceville,MN,56240-4845,Big Stone,Rural,,,,
