data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find
,Sharon Medical Group,63 Pitt St,Sharon,PA,16146-2102,Mercer,Non-Rural,,,,
,SHEAKLEYVILLE HEALTH CENTER,Perry Hwy,Sheakleyville,PA,16151,Mercer,Rural,,,,
,Shenandoah Health Center,624 W Centre St,Shenandoah,PA,17976-1403,Schuylkill,Rural,,,,
,Tidioute Dental Center,115 Main St,Tidioute,PA,16351-1062,Warren,Rural,,,,
,Titusville Community Health Center,401 W Spring St,Titusville,PA,16354-2169,Crawford,Rural,,,,
,Titusville Community Health Center,120 S Martin St,Titusville,PA,16354-1850,Crawford,Rural,,,,
,Transfer Health Center,225 Edgewood Drive Ext,Transfer,PA,16154-1817,Mercer,Rural,,,,
,Tri County Community Health Center,1555 Shawna Rd,Cherry Tree,PA,15724-9003,Cambria,Rural,,,,
,Warren Community Health Center,1885 Market St Ste B,Warren,PA,16365-1278,Warren,Rural,,,,
,Warren Dental Center,2 W Crescent Park,Warren,PA,16365-2111,Warren,Rural,,,,
,Wayne Primary Care,650 East Ave,Erie,PA,16503-1524,Erie,Non-Rural,,,,
Primary Care,139999391F,"NORTHEAST OHIO NEIGHBORHOOD HEALTH SERVICES, INC.",Federally Qualified Health Center,Ohio,"Cuyahoga County, OH",0,18,Designated,Non-Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,COLLINWOOD HEALTH CENTER,15322 Saint Clair Ave,Cleveland,OH,44110-3043,Cuyahoga,Non-Rural,,,,
,EAST CLEVELAND HEALTH CENTER,15201 Euclid Ave,Cleveland,OH,44112-2803,Cuyahoga,Non-Rural,,,,
,HOUGH HEALTH CENTER,8300 Hough Ave,Cleveland,OH,44103-4247,Cuyahoga,Non-Rural,,,,
,Miles Broadway Health Center,9127 Miles Ave,Cleveland,OH,44105-6136,Cuyahoga,Non-Rural,,,,
,NEON Administration Center,4800 Payne Ave,Cleveland,OH,44103-2443,Cuyahoga,Non-Rural,,,,
,NEON Dental Mobile Unit,15320 Euclid Ave,East Cleveland,OH,44112-2806,Cuyahoga,Non-Rural,,,,
,NORWOOD HEALTH CENTER,1468 E 55th St,Cleveland,OH,44103-1307,Cuyahoga,Non-Rural,,,,
,SOUTHEAST HEALTH CENTER,13301 Miles Ave,Cleveland,OH,44105-5521,Cuyahoga,Non-Rural,,,,
,St. CLAIR HEALTH CENTER,625 E 105th St Ste 102,Cleveland,OH,44108-4141,Cuyahoga,Non-Rural,,,,
,SUPERIOR HEALTH CENTER,12100 Superior Ave,Cleveland,OH,44106-1444,Cuyahoga,Non-Rural,,,,
Primary Care,13999939QP,OHIO HILLS HEALTH SERVICES,Federally Qualified Health Center,Ohio,"Belmont County, OH",0,17,Designated,Rural,12/03/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Barnesville Family Dental Center,100 Hospital Dr,Barnesville,OH,43713-1098,Belmont,Rural,,,,
,BARNESVILLE FAMILY HEALTH CENTER,101 E Main St,Barnesville,OH,43713-1005,Belmont,Rural,,,,
,Caldwelll Family Health Center,44069 Marietta Rd Ste 200,Caldwell,OH,43724-9124,Noble,Rural,,,,
,FREEPORT FAMILY HEALTH CENTER,110 W Main St,Freeport,OH,43973-9801,Harrison,Rural,,,,
,MONROE FAMILY HEALTH CENTER,37984 Airport Rd,Woodsfield,OH,43793-9247,Monroe,Rural,,,,
,OHIO HILLS HEALTH SERVICES,101 E Main St,Barnesville,OH,43713-1005,Belmont,Rural,,,,
,Quaker City Family Health Center,119 W Main St,Quaker City,OH,43773-9422,Guernsey,Rural,,,,
Primary Care,13999939B4,TUSCARAWAS COUNTY GENERAL HEALTH DISTRICT,Rural Health Clinic,Ohio,"Tuscarawas County, OH",0,15,Designated,Rural,03/27/2008,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,TUSCARAWAS COUNTY GENERAL HEALTH DISTRICT,897 E Iron Ave,Dover,OH,44622-2030,Tuscarawas,Rural,,,,
Primary Care,13999939RX,SHAWNEE MENTAL HEALTH CENTER INC,Federally Qualified Health Center Look-alike,Ohio,"Scioto County, OH",0,14,Designated,Rural,05/17/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Coal Grove Clinic,225 Carlton Davidson Ln,Coal Grove,OH,45638-2924,Lawrence,Non-Rural,,,,
,Gallia Street Clinic,1225 Gallia St Rm 121,Portsmouth,OH,45662-4216,Scioto,Rural,,,,
,Portsmouth Clinic,901 Washington St,Portsmouth,OH,45662-3944,Scioto,Rural,,,,
,West Union Clinic,192 Chestnut Ridge Rd,West Union,OH,45693-9584,Adams,Rural,,,,
Primary Care,139999392F,"Lifecare Family Health and Dental Center, Inc",Federally Qualified Health Center,Ohio,"Stark County, OH",0,19,Designated,Non-Rural,02/28/2006,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,9th Street Family Health Center,408 9th St SW,Canton,OH,44707-4714,Stark,Non-Rural,,,,
,Lifecare Family Health - Massillon Health Center,820 Amherst Rd NE,Massillon,OH,44646-8525,Stark,Non-Rural,,,,
,Lincoln Street Health Center,2725 Lincoln St E,Canton,OH,44707-2769,Stark,Non-Rural,,,,
Primary Care,139999391T,"Axesspointe Community Health Center, Inc.",Federally Qualified Health Center,Ohio,"Summit County, OH",0,19,Designated,Non-Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,AxessPointe CHC Barberton Location,390 Robinson Ave Ste A,Barberton,OH,44203-3659,Summit,Non-Rural,,,,
,AxessPointe Community Health Center/Akron,1400 S Arlington St Unit 38,Akron,OH,44306-3771,Summit,Non-Rural,,,,
,AxessPointe Community Health Center/Barberton,390 Robinson Ave Ste E,Barberton,OH,44203-3659,Summit,Non-Rural,,,,
,AxessPointe Community Health Center/Portage Path,340 S Broadway St,Akron,OH,44308-1529,Summit,Non-Rural,,,,
,AxessPointe Community Health Centers/Kent,143 Gougler Ave,Kent,OH,44240-2401,Portage,Non-Rural,,,,
,AxessPointe Pharmacy – Broadway,676 S Broadway St Ste 105,Akron,OH,44311-1059,Summit,Non-Rural,,,,
,AxessPointe/Akron General Broadway IM,676 S Broadway St Ste 103,Akron,OH,44311-1059,Summit,Non-Rural,,,,
,AxessPointe/Akron General Broadway WH,676 S Broadway St Ste 203,Akron,OH,44311-1059,Summit,Non-Rural,,,,
Primary Care,139999391H,"Neighborhood Health Care, Inc.",Federally Qualified Health Center,Ohio,"Cuyahoga County, OH",0,17,Designated,Non-Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Ann B Reichsman Community Health Center,3545 Ridge Rd Ste 2,Cleveland,OH,44102-5465,Cuyahoga,Non-Rural,,,,
,Detroit Shoreway Community Health Center,6412 Franklin Blvd,Cleveland,OH,44102-3153,Cuyahoga,Non-Rural,,,,
,Neighborhood Family Practice Administrative Office,4115 Bridge Ave,Cleveland,OH,44113-3304,Cuyahoga,Non-Rural,,,,
,Neighborhood Family Practice Mobile Van 1,3569 Ridge Rd,Cleveland,OH,44102-5443,Cuyahoga,Non-Rural,,,,
,North Coast Community Health Center,16110 Detroit Ave,Lakewood,OH,44107-3715,Cuyahoga,Non-Rural,,,,
,Puritas Community Health Center  (Relocation),14625 Puritas Ave,Cleveland,OH,44135-2815,Cuyahoga,Non-Rural,,,,
,Ridge Community Health Center,3569 Ridge Rd,Cleveland,OH,44102-5443,Cuyahoga,Non-Rural,,,,
,Tremont Community Health Center,2358 Professor Ave,Cleveland,OH,44113-4630,Cuyahoga,Non-Rural,,,,
,W. 117 Community Health Center,11709 Lorain Ave,Cleveland,OH,44111-5443,Cuyahoga,Non-Rural,,,,
Primary Care,139999391G,"Family Health Services Of Darke County, Inc.",Federally Qualified Health Center,Ohio,"Darke County, OH",0,18,Designated,Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,ARCANUM,702 N Main St,Arcanum,OH,45304-1421,Darke,Rural,,,,
,Family Health Behavioral Health and Wellness,1101 Jackson St Ste C,Greenville,OH,45331-1396,Darke,Rural,,,,
,FAMILY HEALTH SERVICES OF DARKE COUNTY,5735 Meeker Rd,Greenville,OH,45331-1180,Darke,Rural,,,,
,New Madison Medical Center,101 Anderson St,New Madison,OH,45346-9715,Darke,Rural,,,,
,VERSAILLES MEDICAL CENTER SITE,10484 Kley Rd,Versailles,OH,45380-9561,Darke,Rural,,,,
Primary Care,13999939RR,Lutheran Social Services Of Central Ohio,Federally Qualified Health Center,Ohio,"Franklin County, OH",0,18,Designated,Non-Rural,04/28/2017,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Health Center at Faith Mission,245 N Grant Ave,Columbus,OH,43215-2641,Franklin,Non-Rural,,,,
Primary Care,13999939RH,Five Rivers Health Centers,Federally Qualified Health Center,Ohio,"Montgomery County, OH",0,17,Designated,Non-Rural,04/01/2012,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Five Rivers Center for Women's Health,161 Wyoming St,Dayton,OH,45409-2741,Montgomery,Non-Rural,,,,
,Five Rivers Dental Center,30 E Apple St,Dayton,OH,45409-2939,Montgomery,Non-Rural,,,,
,Five Rivers Family Health Center,2261 Philadelphia Dr,Dayton,OH,45406-1814,Montgomery,Non-Rural,,,,
,Five Rivers Greene County Health Center,360 Wilson Dr,Xenia,OH,45385-1810,Greene,Non-Rural,,,,
,Five Rivers Health Centers Roosevelt Health Center,1923 W 3rd St,Dayton,OH,45417-2565,Montgomery,Non-Rural,,,,
,Five Rivers Health Centers Star Pediatrics,1659 W 2nd St,Xenia,OH,45385-4205,Greene,Non-Rural,,,,
,Five Rivers Health Centers Trotwood Madison Health Center,3594 N Snyder Rd,Dayton,OH,45426-3835,Montgomery,Non-Rural,,,,
,Five Rivers Medical Surgical Health Center,725 S Ludlow St,Dayton,OH,45402-2610,Montgomery,Non-Rural,,,,
,Five Rivers Pediatric Center,30 E Apple St,Dayton,OH,45409-2939,Montgomery,Non-Rural,,,,
,Five Rivers Samaritan Homeless Clinic,921 S Edwin C Moses Blvd,Dayton,OH,45417-3464,Montgomery,Non-Rural,,,,
Primary Care,1547963361,"Wirt County Health Service Association, Inc",Federally Qualified Health Center,West Virginia,"Wirt County, WV",0,18,Designated,Non-Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Jackson County School Based Wellness Center,562 Charleston Dr,Ripley,WV,25271-1533,Jackson,Rural,,,,
,Parkersburg Family Care,2610 Camden Ave,Parkersburg,WV,26101-5652,Wood,Non-Rural,,,,
,Parkersburg Family Care – Westbrook,2121 7th St,Parkersburg,WV,26101-3803,Wood,Non-Rural,,,,
,Parkersburg Family Care B,3705 Emerson Ave,Parkersburg,WV,26104-1118,Wood,Non-Rural,,,,
,Ripley Family Care,512A Church St S,Ripley,WV,25271-1616,Jackson,Rural,,,,
,River Valley Family Care,606 Washington St,Ravenswood,WV,26164-1730,Jackson,Rural,,,,
,Southern Local Wellness Center,920 Elm St,Racine,OH,45771-8902,Meigs,Rural,,,,
,Wirt County Family Care,483 Court St,Elizabeth,WV,26143-1109,Wirt,Non-Rural,,,,
,"WIRT COUNTY HEALTH SERVICES ASSOCIATION, INC.",483 Court St,Elizabeth,WV,26143-1109,Wirt,Non-Rural,,,,
,Wirt County Schools Wellness Center,461 School View St,Elizabeth,WV,26143,Wirt,Non-Rural,,,,
Primary Care,139999391R,"Community Action Agency Of Columbiana County, Inc.",Federally Qualified Health Center,Ohio,"Columbiana County, OH",0,15,Designated,Rural,12/17/2004,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,CAA East Liverpool Campus Building #2,16494 Saint Clair Ave,East Liverpool,OH,43920-9142,Columbiana,Rural,,,,
,"CAA Health, Behavioral Health, and Dental Center at East Liverpool",16480 Saint Clair Ave,East Liverpool,OH,43920-9124,Columbiana,Rural,,,,
,DBA LISBON COMMUNITY HEALTH CENTER,7880 Lincole Pl,Lisbon,OH,44432-8322,Columbiana,Rural,,,,
,Salineville Community Health Center at Melhorn,103 W Main St,Salineville,OH,43945-1048,Columbiana,Rural,,,,
,THE COMMUNITY DENTAL CENTER,38722 Saltwell Rd,Lisbon,OH,44432-8303,Columbiana,Rural,,,,
Primary Care,139999391P,"Hopewell Health Centers, Inc.",Federally Qualified Health Center,Ohio,"Ross County, OH",0,18,Designated,Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Athens WIC Clinic,215 Columbus Rd Ste 106,Athens,OH,45701-1373,Athens,Rural,,,,
,Belpre Clinic--New Site,2434 Richmiller Ln Unit F,Belpre,OH,45714-1075,Washington,Rural,,,,
,Chillicothe Dental Clinic,622 Central Ctr,Chillicothe,OH,45601-2248,Ross,Rural,,,,
,Columbus Road,141 Columbus Rd,Athens,OH,45701-1315,Athens,Rural,,,,
,Federal Hocking School Health Center,8461 State Route 144,Stewart,OH,45778-9501,Athens,Rural,,,,
,Gallia County,3086 State Route 160,Gallipolis,OH,45631-8409,Gallia,Rural,,,,
,Hopewell 9 Kenny Drive,9 Kenny Dr,Athens,OH,45701-9406,Athens,Rural,,,,
,Hopewell Athens,90 Hospital Dr,Athens,OH,45701-2301,Athens,Rural,,,,
,Hopewell Health Centers - Chillicothe,1049 Western Ave,Chillicothe,OH,45601-1104,Ross,Rural,,,,
,Hopewell Health Centers - Coolville,25716 Wilson St,Coolville,OH,45723-8153,Athens,Rural,,,,
,Hopewell Health Centers - Logan,30381 Chieftain Dr,Logan,OH,43138-9092,Hocking,Rural,,,,
,Hopewell Health Centers - McArthur,31891 State Route 93,Mc Arthur,OH,45651-9006,Vinton,Rural,,,,
,Hopewell Health Centers - New Lexington,2541 Panther Dr NE,New Lexington,OH,43764-9081,Perry,Rural,,,,
,Hopewell Health Centers - Pomeroy,41865 Pomeroy Pike,Pomeroy,OH,45769-9473,Meigs,Rural,,,,
,Hopewell Health Centers Jackson,502 Mccarty Ln,Jackson,OH,45640-7020,Jackson,Rural,,,,
,Hopewell Health Centers Vinton County Behavioral Health,313 W Main St,Mc Arthur,OH,45651-1014,Vinton,Rural,,,,
,Hopewell Health Centers--Logan Behavioral Health,541 State Route 664 N Ste C,Logan,OH,43138-8541,Hocking,Rural,,,,
,Jackson Burlington Road,500 Burlington Rd Ste 240,Jackson,OH,45640-9360,Jackson,Rural,,,,
,Meigs Behavioral Health,112 E Memorial Dr,Pomeroy,OH,45769-9569,Meigs,Rural,,,,
,Mount Logan School Clinic,841 E Main St Ste 178,Chillicothe,OH,45601-3509,Ross,Rural,,,,
,Nelsonville,1950 Mount Saint Marys Dr # 39S,Nelsonville,OH,45764-1280,Athens,Rural,,,,
,REACH,14455 Kimberley Rd,Nelsonville,OH,45764-9430,Athens,Rural,,,,
,Respite,7976 Dairy Ln,Athens,OH,45701-9391,Athens,Rural,,,,
,Tom Cat Health Center,18500 Jacksonville Rd,Glouster,OH,45732-9337,Athens,Rural,,,,
,Washington County REACH,10595 State Route 550,Vincent,OH,45784-5650,Washington,Rural,,,,
Primary Care,139999390O,Talbert House Health Center,Federally Qualified Health Center,Ohio,"Warren County, OH",0,15,Designated,Non-Rural,11/01/2013,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Centerpoint Health Administrative Site,4220 Grand Ave Ste B,Middletown,OH,45044-6129,Butler,Non-Rural,,,,
,Centerpoint Health Dental Franklin,333 Conover Dr Ste D,Franklin,OH,45005-1900,Warren,Non-Rural,,,,
,Centerpoint Health Medical Franklin,333 Conover Dr Ste B,Franklin,OH,45005-1900,Warren,Non-Rural,,,,
,Centerpoint Health Middletown,231 N Breiel Blvd,Middletown,OH,45042-3807,Butler,Non-Rural,,,,
Primary Care,13999939RL,COMMUNITY MENTAL HEALTHCARE INC,Federally Qualified Health Center,Ohio,"Tuscarawas County, OH",0,19,Designated,Rural,06/01/2015,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,204 Bellevue St.,204 S Bellevue Ave,Dover,OH,44622-9405,Tuscarawas,Rural,,,,
,Administration - 201 Hospital Drive,201 Hospital Dr,Dover,OH,44622-2058,Tuscarawas,Rural,,,,
Primary Care,139999390Q,"Asian Services in Action, Inc.",Federally Qualified Health Center,Ohio,"Summit County, OH",0,19,Designated,Non-Rural,11/01/2013,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Asian Services In Action,3631 Perkins Ave Ste 2aw,Cleveland,OH,44114-4702,Cuyahoga,Non-Rural,,,,
,Asian Services In Action - International Community Health Center,3820 Superior Ave E Ste,Cleveland,OH,44114-4166,Cuyahoga,Non-Rural,,,,
,Asian Services in Action - International Community Health Center,2999 Payne Ave Ste 140,Cleveland,OH,44114-4436,Cuyahoga,Non-Rural,,,,
,ICHC Akron,370 E Market St,Akron,OH,44304-1526,Summit,Non-Rural,,,,
,SBHC North High School,985 Gorge Blvd,Akron,OH,44310-2407,Summit,Non-Rural,,,,
Primary Care,13999939RM,COMPASS COMMUNITY HEALTH,Federally Qualified Health Center,Ohio,"Scioto County, OH",0,19,Designated,Rural,08/01/2015,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Compass Community Health,1634 11th St,Portsmouth,OH,45662-4526,Scioto,Rural,,,,
,Compass Community Health,411 Court St,Portsmouth,OH,45662-3932,Scioto,Rural,,,,
Primary Care,139999391S,3RD STREET COMMUNITY CLINIC,Federally Qualified Health Center,Ohio,"Richland County, OH",0,14,Designated,Non-Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Ashland Health and Wellness,309 Arthur St,Ashland,OH,44805-3206,Ashland,Rural,,,,
,Bucyrus Health and Wellness Center,2458 Stetzer Rd Unit A,Bucyrus,OH,44820-2066,Crawford,Rural,,,,
,Five Points Primary Care,200 Park Ave W,Mansfield,OH,44902-1608,Richland,Non-Rural,,,,
,Hawkins Medical Center,2131 Park Ave W Ste 200,Ontario,OH,44906-1226,Richland,Non-Rural,,,,
,Malabar Care Connect,205 W Cook Rd,Mansfield,OH,44907-2498,Richland,Non-Rural,,,,
,Mansfield Family Health 2,270 Sterkel Blvd Ste A,Mansfield,OH,44907-1508,Richland,Non-Rural,,,,
,Shelby Health & Wellness Center,31 E Main St,Shelby,OH,44875-1262,Richland,Non-Rural,,,,
,"THIRD STREET COMMUNITY CLINIC, Inc.",600 W 3rd St,Mansfield,OH,44906-2633,Richland,Non-Rural,,,,
,Third Street Family Health Services,741 Scholl Rd Ste A,Mansfield,OH,44907-1571,Richland,Non-Rural,,,,
,Third Street OB/GYN,770 Balgreen Dr,Mansfield,OH,44906-4106,Richland,Non-Rural,,,,
Primary Care,139999391M,"NEIGHBORHOOD HEALTH ASSOCIATION OF TOLEDO, INC.",Federally Qualified Health Center,Ohio,"Lucas County, OH",0,19,Designated,Non-Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Cordelia Martin Health Center,430 Nebraska Ave,Toledo,OH,43604-8540,Lucas,Non-Rural,,,,
,Holland Health Care,225 N Irwin Rd,Holland,OH,43528-9745,Lucas,Non-Rural,,,,
,HURON STREET WOMEN'S CENTER,923 N Huron St,Toledo,OH,43604-1715,Lucas,Non-Rural,,,,
,MILDRED BAYER CLINIC HOMELESS,2101 Jefferson Ave,Toledo,OH,43604-5117,Lucas,Non-Rural,,,,
,Navarre Park Family Care Center,1020 Varland Ave,Toledo,OH,43605-3245,Lucas,Non-Rural,,,,
,NEIGHBORHOOD HEALTH ASSOCIATION OF TOLEDO,313 Jefferson Ave,Toledo,OH,43604-1004,Lucas,Non-Rural,,,,
,Nexus Health Care,1415 Jefferson Ave,Toledo,OH,43604-5827,Lucas,Non-Rural,,,,
,NHA Call Center,1 Aurora L Gonzalez Dr,Toledo,OH,43609-2783,Lucas,Non-Rural,,,,
,SOUTH SIDE COMMUNITY HEALTH CTR,732 South Ave,Toledo,OH,43609-2768,Lucas,Non-Rural,,,,
,The Access Center,117 Main St,Toledo,OH,43605-2091,Lucas,Non-Rural,,,,
,Unison Behavioral Health Center,544 E Woodruff Ave,Toledo,OH,43604-5342,Lucas,Non-Rural,,,,
,Unison Behavioral Health Center,1425 Starr Ave,Toledo,OH,43605-2456,Lucas,Non-Rural,,,,
,Zepf Community Mental Health Center,905 Nebraska Ave,Toledo,OH,43607-4222,Lucas,Non-Rural,,,,
Primary Care,13999939A7,"FAMILY HEALTH CARE OF NORTHWEST OHIO, INC.",Federally Qualified Health Center,Ohio,"Van Wert County, OH",0,19,Designated,Rural,10/18/2007,08/18/2019
