data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find
,"Family and Medical Counseling Service, Inc.",2041 Martin Luther King Jr Ave SE Ste 303,Washington,DC,20020-7036,District of Columbia,Non-Rural,,,,
,FMCS Mobile,2041 Martin Luther King Jr Ave SE,Washington,DC,20020-7024,District of Columbia,Non-Rural,,,,
,FMCS-Seat Pleasant,5936 Martin Luther King Jr Hwy,Capitol Heights,MD,20743-1757,Prince George's,Non-Rural,,,,
Primary Care,1119991122,"ELAINE ELLIS CENTER OF HEALTH, INC.",Federally Qualified Health Center,District of Columbia,"District of Columbia, DC",0,21,Designated,Non-Rural,09/01/2011,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,College Park,10001 Rhode Island Ave,College Park,MD,20740-1141,Prince George's,Non-Rural,,,,
,Kenilworth,1627 Kenilworth Ave NE,Washington,DC,20019-2010,District of Columbia,Non-Rural,,,,
Primary Care,1119991121,"Whitman-Walker Clinic, Inc.",Federally Qualified Health Center,District of Columbia,"District of Columbia, DC",0,21,Designated,Non-Rural,10/11/2007,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Elizabeth Taylor Medical Center,1377 R St NW Ste 200,Washington,DC,20009-6293,District of Columbia,Non-Rural,,,,
,Max Robinson Center,2301 Martin Luther King Jr Ave SE,Washington,DC,20020-5813,District of Columbia,Non-Rural,,,,
,Whitman-Walker Health,1525 14th St NW,Washington,DC,20005-3706,District of Columbia,Non-Rural,,,,
Primary Care,1119991116,"Mary's Center For Maternal And Child Care, Inc.",Federally Qualified Health Center,District of Columbia,"District of Columbia, DC",0,20,Designated,Non-Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Adams Morgan DC,2333 Ontario Rd NW,Washington,DC,20009-2627,District of Columbia,Non-Rural,,,,
,Adelphi MD,8908 Riggs Rd,Hyattsville,MD,20783-1632,Prince George's,Non-Rural,,,,
,Bancroft Elementary School,1755 Newton St NW,Washington,DC,20010-1823,District of Columbia,Non-Rural,,,,
,Barnard Elementary School,430 Decatur St NW,Washington,DC,20011-4745,District of Columbia,Non-Rural,,,,
,Bruce Monroe Elementary School,3560 Warder St NW,Washington,DC,20010-1721,District of Columbia,Non-Rural,,,,
,City Arts + Prep Public Charter School,705 Edgewood St NE,Washington,DC,20017-3341,District of Columbia,Non-Rural,,,,
,Columbia Heights Educational Campus,3101 16th St NW,Washington,DC,20010-3302,District of Columbia,Non-Rural,,,,
,Cool Spring Elementary School,8910 Riggs Rd,Hyattsville,MD,20783-1632,Prince George's,Non-Rural,,,,
,EL Haynes High School,4501 Kansas Ave NW,Washington,DC,20011-7256,District of Columbia,Non-Rural,,,,
,EL Haynes Middle School,3600 Georgia Ave NW,Washington,DC,20010-1691,District of Columbia,Non-Rural,,,,
,Fort Totten DC,100 Gallatin St NE,Washington,DC,20011-7533,District of Columbia,Non-Rural,,,,
,H.D. Cooke Elementary School,2525 17th St NW,Washington,DC,20009-2801,District of Columbia,Non-Rural,,,,
,Harriet Tubman Elementary School,3101 13th St NW,Washington,DC,20010-2407,District of Columbia,Non-Rural,,,,
,Mary's Center Dental Bus,8908 Riggs Rd,Hyattsville,MD,20783-1632,Prince George's,Non-Rural,,,,
,McFarland Middle School,4400 Iowa Ave NW,Washington,DC,20011-5604,District of Columbia,Non-Rural,,,,
,Petworth DC Program Office,4302 Georgia Ave NW,Washington,DC,20011-7122,District of Columbia,Non-Rural,,,,
,Petworth Health Center DC,3912 Georgia Ave NW,Washington,DC,20011-5861,District of Columbia,Non-Rural,,,,
,Powell Elementary School,1350 Upshur St NW,Washington,DC,20011-5635,District of Columbia,Non-Rural,,,,
,Roosevelt HS,4301 13th St NW,Washington,DC,20011-5629,District of Columbia,Non-Rural,,,,
,Silver Spring MD,344 University Blvd W,Silver Spring,MD,20901-1948,Montgomery,Non-Rural,,,,
,Temporary - Bernice Fonteneau Senior Wellness Center,3531 Georgia Ave NW,Washington,DC,20010-1707,District of Columbia,Non-Rural,,,,
,Temporary - Hattie Holmes Senior Wellness Center,324 Kennedy St NW,Washington,DC,20011-6512,District of Columbia,Non-Rural,,,,
,Truesdell Elementary School,800 Ingraham St NW,Washington,DC,20011-2904,District of Columbia,Non-Rural,,,,
Primary Care,1119991120,"La Clinica Del Pueblo, Inc.",Federally Qualified Health Center,District of Columbia,"District of Columbia, DC",0,19,Designated,Non-Rural,10/31/2006,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Centro Nia,1420 Columbia Rd NW,Washington,DC,20009-4779,District of Columbia,Non-Rural,,,,
,LA CLINICA DEL PUEBLO,2831 15th St NW,Washington,DC,20009-4607,District of Columbia,Non-Rural,,,,
,La Clinica del Pueblo - Hyattsville Site,2970 Belcrest Center Dr Ste 301,Hyattsville,MD,20782-1987,Prince George's,Non-Rural,,,,
,Northwestern High School,7000 Adelphi Rd,Hyattsville,MD,20782-1454,Prince George's,Non-Rural,,,,
Primary Care,1114871529,Anacostia,High Needs Geographic HPSA,District of Columbia,"District of Columbia, DC",18.6,20,Designated,Non-Rural,03/26/1993,12/26/2017
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,District of Columbia,District of Columbia,104,Census Tract,11001010400,Non-Rural,,,,,
,District of Columbia,District of Columbia,109,Census Tract,11001010900,Non-Rural,,,,,
,District of Columbia,District of Columbia,73.04,Census Tract,11001007304,Non-Rural,,,,,
,District of Columbia,District of Columbia,74.01,Census Tract,11001007401,Non-Rural,,,,,
,District of Columbia,District of Columbia,74.03,Census Tract,11001007403,Non-Rural,,,,,
,District of Columbia,District of Columbia,74.04,Census Tract,11001007404,Non-Rural,,,,,
,District of Columbia,District of Columbia,74.06,Census Tract,11001007406,Non-Rural,,,,,
,District of Columbia,District of Columbia,74.07,Census Tract,11001007407,Non-Rural,,,,,
,District of Columbia,District of Columbia,74.08,Census Tract,11001007408,Non-Rural,,,,,
,District of Columbia,District of Columbia,74.09,Census Tract,11001007409,Non-Rural,,,,,
,District of Columbia,District of Columbia,75.02,Census Tract,11001007502,Non-Rural,,,,,
,District of Columbia,District of Columbia,75.03,Census Tract,11001007503,Non-Rural,,,,,
,District of Columbia,District of Columbia,75.04,Census Tract,11001007504,Non-Rural,,,,,
,District of Columbia,District of Columbia,76.01,Census Tract,11001007601,Non-Rural,,,,,
,District of Columbia,District of Columbia,76.05,Census Tract,11001007605,Non-Rural,,,,,
,District of Columbia,District of Columbia,97,Census Tract,11001009700,Non-Rural,,,,,
,District of Columbia,District of Columbia,98.01,Census Tract,11001009801,Non-Rural,,,,,
,District of Columbia,District of Columbia,98.02,Census Tract,11001009802,Non-Rural,,,,,
,District of Columbia,District of Columbia,98.03,Census Tract,11001009803,Non-Rural,,,,,
,District of Columbia,District of Columbia,98.04,Census Tract,11001009804,Non-Rural,,,,,
,District of Columbia,District of Columbia,98.07,Census Tract,11001009807,Non-Rural,,,,,
,District of Columbia,District of Columbia,98.10,Census Tract,11001009810,Non-Rural,,,,,
,District of Columbia,District of Columbia,98.11,Census Tract,11001009811,Non-Rural,,,,,
Primary Care,1118560822,East Capitol Southeast,High Needs Geographic HPSA,District of Columbia,"District of Columbia, DC",18.6,18,Designated,Non-Rural,04/20/1978,12/26/2017
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,District of Columbia,District of Columbia,76.03,Census Tract,11001007603,Non-Rural,,,,,
,District of Columbia,District of Columbia,76.04,Census Tract,11001007604,Non-Rural,,,,,
,District of Columbia,District of Columbia,77.03,Census Tract,11001007703,Non-Rural,,,,,
,District of Columbia,District of Columbia,77.07,Census Tract,11001007707,Non-Rural,,,,,
,District of Columbia,District of Columbia,77.08,Census Tract,11001007708,Non-Rural,,,,,
,District of Columbia,District of Columbia,77.09,Census Tract,11001007709,Non-Rural,,,,,
,District of Columbia,District of Columbia,78.03,Census Tract,11001007803,Non-Rural,,,,,
,District of Columbia,District of Columbia,78.04,Census Tract,11001007804,Non-Rural,,,,,
,District of Columbia,District of Columbia,78.06,Census Tract,11001007806,Non-Rural,,,,,
,District of Columbia,District of Columbia,78.07,Census Tract,11001007807,Non-Rural,,,,,
,District of Columbia,District of Columbia,78.08,Census Tract,11001007808,Non-Rural,,,,,
,District of Columbia,District of Columbia,78.09,Census Tract,11001007809,Non-Rural,,,,,
,District of Columbia,District of Columbia,96.01,Census Tract,11001009601,Non-Rural,,,,,
,District of Columbia,District of Columbia,96.02,Census Tract,11001009602,Non-Rural,,,,,
,District of Columbia,District of Columbia,96.03,Census Tract,11001009603,Non-Rural,,,,,
,District of Columbia,District of Columbia,96.04,Census Tract,11001009604,Non-Rural,,,,,
,District of Columbia,District of Columbia,99.01,Census Tract,11001009901,Non-Rural,,,,,
,District of Columbia,District of Columbia,99.02,Census Tract,11001009902,Non-Rural,,,,,
,District of Columbia,District of Columbia,99.03,Census Tract,11001009903,Non-Rural,,,,,
,District of Columbia,District of Columbia,99.04,Census Tract,11001009904,Non-Rural,,,,,
,District of Columbia,District of Columbia,99.05,Census Tract,11001009905,Non-Rural,,,,,
,District of Columbia,District of Columbia,99.06,Census Tract,11001009906,Non-Rural,,,,,
,District of Columbia,District of Columbia,99.07,Census Tract,11001009907,Non-Rural,,,,,
Primary Care,1116249808,LI-Brentwood,Low Income Population HPSA,District of Columbia,"District of Columbia, DC",5.07,18,Designated,Non-Rural,06/06/2001,12/26/2017
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,District of Columbia,District of Columbia,106,Census Tract,11001010600,Non-Rural,,,,,
,District of Columbia,District of Columbia,111,Census Tract,11001011100,Non-Rural,,,,,
,District of Columbia,District of Columbia,68.01,Census Tract,11001006801,Non-Rural,,,,,
,District of Columbia,District of Columbia,68.02,Census Tract,11001006802,Non-Rural,,,,,
,District of Columbia,District of Columbia,68.04,Census Tract,11001006804,Non-Rural,,,,,
,District of Columbia,District of Columbia,69,Census Tract,11001006900,Non-Rural,,,,,
,District of Columbia,District of Columbia,79.01,Census Tract,11001007901,Non-Rural,,,,,
,District of Columbia,District of Columbia,79.03,Census Tract,11001007903,Non-Rural,,,,,
,District of Columbia,District of Columbia,80.01,Census Tract,11001008001,Non-Rural,,,,,
,District of Columbia,District of Columbia,80.02,Census Tract,11001008002,Non-Rural,,,,,
,District of Columbia,District of Columbia,83.01,Census Tract,11001008301,Non-Rural,,,,,
,District of Columbia,District of Columbia,83.02,Census Tract,11001008302,Non-Rural,,,,,
,District of Columbia,District of Columbia,84.02,Census Tract,11001008402,Non-Rural,,,,,
,District of Columbia,District of Columbia,84.10,Census Tract,11001008410,Non-Rural,,,,,
,District of Columbia,District of Columbia,88.02,Census Tract,11001008802,Non-Rural,,,,,
,District of Columbia,District of Columbia,88.03,Census Tract,11001008803,Non-Rural,,,,,
,District of Columbia,District of Columbia,88.04,Census Tract,11001008804,Non-Rural,,,,,
,District of Columbia,District of Columbia,89.03,Census Tract,11001008903,Non-Rural,,,,,
,District of Columbia,District of Columbia,89.04,Census Tract,11001008904,Non-Rural,,,,,
,District of Columbia,District of Columbia,90,Census Tract,11001009000,Non-Rural,,,,,
,District of Columbia,District of Columbia,91.02,Census Tract,11001009102,Non-Rural,,,,,
Primary Care,1117616641,LI-Columbia Heights/Ft. Totten/Takoma,Low Income Population HPSA,District of Columbia,"District of Columbia, DC",9.26,15,Designated,Non-Rural,04/16/2012,12/26/2017
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,District of Columbia,District of Columbia,103,Census Tract,11001010300,Non-Rural,,,,,
,District of Columbia,District of Columbia,16,Census Tract,11001001600,Non-Rural,,,,,
,District of Columbia,District of Columbia,17.02,Census Tract,11001001702,Non-Rural,,,,,
,District of Columbia,District of Columbia,18.03,Census Tract,11001001803,Non-Rural,,,,,
,District of Columbia,District of Columbia,18.04,Census Tract,11001001804,Non-Rural,,,,,
,District of Columbia,District of Columbia,19.01,Census Tract,11001001901,Non-Rural,,,,,
,District of Columbia,District of Columbia,19.02,Census Tract,11001001902,Non-Rural,,,,,
,District of Columbia,District of Columbia,20.01,Census Tract,11001002001,Non-Rural,,,,,
,District of Columbia,District of Columbia,20.02,Census Tract,11001002002,Non-Rural,,,,,
,District of Columbia,District of Columbia,21.01,Census Tract,11001002101,Non-Rural,,,,,
,District of Columbia,District of Columbia,21.02,Census Tract,11001002102,Non-Rural,,,,,
,District of Columbia,District of Columbia,22.01,Census Tract,11001002201,Non-Rural,,,,,
,District of Columbia,District of Columbia,22.02,Census Tract,11001002202,Non-Rural,,,,,
,District of Columbia,District of Columbia,23.01,Census Tract,11001002301,Non-Rural,,,,,
,District of Columbia,District of Columbia,23.02,Census Tract,11001002302,Non-Rural,,,,,
,District of Columbia,District of Columbia,24,Census Tract,11001002400,Non-Rural,,,,,
,District of Columbia,District of Columbia,25.01,Census Tract,11001002501,Non-Rural,,,,,
,District of Columbia,District of Columbia,25.02,Census Tract,11001002502,Non-Rural,,,,,
,District of Columbia,District of Columbia,26,Census Tract,11001002600,Non-Rural,,,,,
,District of Columbia,District of Columbia,27.01,Census Tract,11001002701,Non-Rural,,,,,
,District of Columbia,District of Columbia,27.02,Census Tract,11001002702,Non-Rural,,,,,
,District of Columbia,District of Columbia,28.01,Census Tract,11001002801,Non-Rural,,,,,
,District of Columbia,District of Columbia,28.02,Census Tract,11001002802,Non-Rural,,,,,
,District of Columbia,District of Columbia,29,Census Tract,11001002900,Non-Rural,,,,,
,District of Columbia,District of Columbia,30,Census Tract,11001003000,Non-Rural,,,,,
,District of Columbia,District of Columbia,31,Census Tract,11001003100,Non-Rural,,,,,
,District of Columbia,District of Columbia,32,Census Tract,11001003200,Non-Rural,,,,,
,District of Columbia,District of Columbia,33.01,Census Tract,11001003301,Non-Rural,,,,,
,District of Columbia,District of Columbia,33.02,Census Tract,11001003302,Non-Rural,,,,,
,District of Columbia,District of Columbia,34,Census Tract,11001003400,Non-Rural,,,,,
,District of Columbia,District of Columbia,35,Census Tract,11001003500,Non-Rural,,,,,
,District of Columbia,District of Columbia,36,Census Tract,11001003600,Non-Rural,,,,,
,District of Columbia,District of Columbia,37,Census Tract,11001003700,Non-Rural,,,,,
,District of Columbia,District of Columbia,38,Census Tract,11001003800,Non-Rural,,,,,
,District of Columbia,District of Columbia,39,Census Tract,11001003900,Non-Rural,,,,,
,District of Columbia,District of Columbia,43,Census Tract,11001004300,Non-Rural,,,,,
,District of Columbia,District of Columbia,44,Census Tract,11001004400,Non-Rural,,,,,
,District of Columbia,District of Columbia,87.01,Census Tract,11001008701,Non-Rural,,,,,
,District of Columbia,District of Columbia,87.02,Census Tract,11001008702,Non-Rural,,,,,
,District of Columbia,District of Columbia,92.01,Census Tract,11001009201,Non-Rural,,,,,
,District of Columbia,District of Columbia,92.03,Census Tract,11001009203,Non-Rural,,,,,
,District of Columbia,District of Columbia,92.04,Census Tract,11001009204,Non-Rural,,,,,
,District of Columbia,District of Columbia,93.01,Census Tract,11001009301,Non-Rural,,,,,
,District of Columbia,District of Columbia,93.02,Census Tract,11001009302,Non-Rural,,,,,
,District of Columbia,District of Columbia,94,Census Tract,11001009400,Non-Rural,,,,,
,District of Columbia,District of Columbia,95.01,Census Tract,11001009501,Non-Rural,,,,,
,District of Columbia,District of Columbia,95.03,Census Tract,11001009503,Non-Rural,,,,,
,District of Columbia,District of Columbia,95.04,Census Tract,11001009504,Non-Rural,,,,,
,District of Columbia,District of Columbia,95.05,Census Tract,11001009505,Non-Rural,,,,,
,District of Columbia,District of Columbia,95.07,Census Tract,11001009507,Non-Rural,,,,,
,District of Columbia,District of Columbia,95.08,Census Tract,11001009508,Non-Rural,,,,,
,District of Columbia,District of Columbia,95.09,Census Tract,11001009509,Non-Rural,,,,,
Primary Care,1116169168,South Capitol,High Needs Geographic HPSA,District of Columbia,"District of Columbia, DC",5.35,13,Designated,Non-Rural,12/23/1993,10/28/2017
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,District of Columbia,District of Columbia,105,Census Tract,11001010500,Non-Rural,,,,,
,District of Columbia,District of Columbia,110,Census Tract,11001011000,Non-Rural,,,,,
,District of Columbia,District of Columbia,64,Census Tract,11001006400,Non-Rural,,,,,
,District of Columbia,District of Columbia,71,Census Tract,11001007100,Non-Rural,,,,,
,District of Columbia,District of Columbia,72,Census Tract,11001007200,Non-Rural,,,,,
Primary Care,1119023273,Homeless - Downtown Washington,Homeless Population HPSA,District of Columbia,"District of Columbia, DC",0.96,14,Designated,Non-Rural,06/29/1993,10/26/2018
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,District of Columbia,District of Columbia,101,Census Tract,11001010100,Non-Rural,,,,,
,District of Columbia,District of Columbia,107,Census Tract,11001010700,Non-Rural,,,,,
,District of Columbia,District of Columbia,108,Census Tract,11001010800,Non-Rural,,,,,
,District of Columbia,District of Columbia,46,Census Tract,11001004600,Non-Rural,,,,,
,District of Columbia,District of Columbia,47.01,Census Tract,11001004701,Non-Rural,,,,,
,District of Columbia,District of Columbia,47.02,Census Tract,11001004702,Non-Rural,,,,,
,District of Columbia,District of Columbia,48.01,Census Tract,11001004801,Non-Rural,,,,,
,District of Columbia,District of Columbia,48.02,Census Tract,11001004802,Non-Rural,,,,,
,District of Columbia,District of Columbia,49.01,Census Tract,11001004901,Non-Rural,,,,,
,District of Columbia,District of Columbia,49.02,Census Tract,11001004902,Non-Rural,,,,,
,District of Columbia,District of Columbia,50.01,Census Tract,11001005001,Non-Rural,,,,,
,District of Columbia,District of Columbia,50.02,Census Tract,11001005002,Non-Rural,,,,,
,District of Columbia,District of Columbia,52.01,Census Tract,11001005201,Non-Rural,,,,,
,District of Columbia,District of Columbia,53.01,Census Tract,11001005301,Non-Rural,,,,,
,District of Columbia,District of Columbia,56,Census Tract,11001005600,Non-Rural,,,,,
,District of Columbia,District of Columbia,58,Census Tract,11001005800,Non-Rural,,,,,
,District of Columbia,District of Columbia,59,Census Tract,11001005900,Non-Rural,,,,,
