data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find
,HEALTH WEST - CHUBBUCK CHC,880 W Quinn Rd,Chubbuck,ID,83202-2454,Bannock,Non-Rural,,,,
,HEALTH WEST - DOWNEY CHC,79 N Main St,Downey,ID,83234-4703,Bannock,Rural,,,,
,HEALTH WEST - FAMILY MEDICINE CHC,465 Memorial Dr,Pocatello,ID,83201-4008,Bannock,Non-Rural,,,,
,HEALTH WEST - LAVA CHC,85 S 5th W,Lava Hot Springs,ID,83246-1603,Bannock,Rural,,,,
,HEALTH WEST - POCATELLO CHC,1000 N 8th Ave,Pocatello,ID,83201-5757,Bannock,Non-Rural,,,,
,HEALTH WEST - PRESTON CHC,655 S 4th E Ste 600,Preston,ID,83263-1624,Franklin,Rural,,,,
,HEALTH WEST PEDIATRIC AND OB/GYN CLINIC,500 S 11th Ave Ste 204,Pocatello,ID,83201-4878,Bannock,Non-Rural,,,,
,IRVING MIDDLE SCHOOL,911 N Grant Ave,Pocatello,ID,83204-2847,Bannock,Non-Rural,,,,
Primary Care,116999160R,ST LUKE'S TRINITY MOUNTAIN,Rural Health Clinic,Idaho,"Elmore County, ID",0,12,Designated,Rural,07/10/2014,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,ST LUKE'S TRINITY MOUNTAIN,465 Mckenna Dr,Mountain Home,ID,83647-2143,Elmore,Rural,,,,
Primary Care,11699916A4,"TWO RIVERS MEDICAL CLINIC, P A",Rural Health Clinic,Idaho,"Washington County, ID",0,15,Designated,Rural,04/03/2006,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,"TWO RIVERS MEDICAL CLINIC, P A",683 E 3rd St,Weiser,ID,83672-2248,Washington,Rural,,,,
Primary Care,1499994973,"BEAR LAKE COMMUNITY HEALTH CENTER, INC.",Federally Qualified Health Center,Utah,"Rich County, UT",0,16,Designated,Rural,09/30/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Bear Lake Community Health Center - Montpelier,152 S 4th St,Montpelier,ID,83254-1538,Bear Lake,Rural,,,,
,"BEAR LAKE COMMUNITY HEALTH CENTER, INC.",325 W Logan Rd,Garden City,UT,84028,Rich,Rural,,,,
,Box Elder Communty Health Center,5 W 200 N,Brigham City,UT,84302-2109,Box Elder,Non-Rural,,,,
,Cache Valley Community Health Center,1515 N 400 E Ste 104,North Logan,UT,84341-7595,Cache,Non-Rural,,,,
,Cache Valley Community Health Center South,517 W 100 N Ste 210,Providence,UT,84332-9826,Cache,Non-Rural,,,,
,Cache Valley Community Health Center South,517 W 100 N Ste 110,Providence,UT,84332-9826,Cache,Non-Rural,,,,
,Evanston Community Health Center,75 Yellow Creek Rd Ste 102,Evanston,WY,82930-5205,Uinta,Rural,,,,
,Rock Springs Community Health Center,2620 Commercial Way,Rock Springs,WY,82901-4671,Sweetwater,Rural,,,,
Primary Care,1169991663,"Community Health Clinics, Inc.",Federally Qualified Health Center,Idaho,"Canyon County, ID",0,14,Designated,Non-Rural,05/22/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Allumbaugh House,400 N Allumbaugh St,Boise,ID,83704-9209,Ada,Non-Rural,,,,
,Boise Dental,2301 N 36th St,Boise,ID,83703-5200,Ada,Non-Rural,,,,
,Boise Medical/ Mental Health (Downtown),300 S 23rd St,Boise,ID,83702-9100,Ada,Non-Rural,,,,
,Caldwell Dental,1916 Ellis Ave,Caldwell,ID,83605-4811,Canyon,Non-Rural,,,,
,CANYON DENTAL,11136 Moss Ln,Nampa,ID,83651-8015,Canyon,Non-Rural,,,,
,Columbia High School,301 S Happy Valley Rd,Nampa,ID,83687-8828,Canyon,Non-Rural,,,,
,East Valley Middle School,4085 E Greenhurst Rd,Nampa,ID,83686-8657,Canyon,Non-Rural,,,,
,Endeavor Elementary School,2824 E Victory Rd,Nampa,ID,83687-5138,Canyon,Non-Rural,,,,
,Frank Church High School,8051 W Salt Creek Dr,Boise,ID,83709-5006,Ada,Non-Rural,,,,
,HOMEDALE CLINIC,108 E Idaho Ave,Homedale,ID,83628-5003,Owyhee,Non-Rural,,,,
,HOMEDALE DENTAL,8 N 2nd St W,Homedale,ID,83628-3160,Owyhee,Non-Rural,,,,
,INDIAN CREEK CENTER,1504 3rd St N,Nampa,ID,83687-4035,Canyon,Non-Rural,,,,
,Lewis and Clark Elementary School,1102 Laster St,Caldwell,ID,83607-8594,Canyon,Non-Rural,,,,
,MARSING CLINIC,201 E Main St,Marsing,ID,83639,Owyhee,Non-Rural,,,,
,Marsing School,205 S 8th Ave W,Marsing,ID,83639-5304,Owyhee,Non-Rural,,,,
,"Melba Elementary, Jr and Sr High School",521 Carrie Rex Ave,Melba,ID,83641-5198,Canyon,Non-Rural,,,,
,"Melba Medica, Dental and Behavioral Health Clinic",150 2nd St,Melba,ID,83641-5199,Canyon,Non-Rural,,,,
,Mobile Van 1,211 16th Ave N,Nampa,ID,83687-4058,Canyon,Non-Rural,,,,
,Morley Nelson Elementary School,7701 W Northview St,Boise,ID,83704-5063,Ada,Non-Rural,,,,
,New Path Community Housing,2200 W Fairview Ave,Boise,ID,83702-6808,Ada,Non-Rural,,,,
,Reed Elementary School,1670 N Linder Rd,Kuna,ID,83634-3032,Ada,Non-Rural,,,,
,Ross Elementary School,610 N School Ave,Kuna,ID,83634-1807,Ada,Non-Rural,,,,
,SANE SOLUTIONS- ADA,408 N Allumbaugh St,Boise,ID,83704-9209,Ada,Non-Rural,,,,
,Skyview High School,1303 E Greenhurst Rd,Nampa,ID,83686-7216,Canyon,Non-Rural,,,,
,Star Elementary School,700 N Star Rd,Star,ID,83669-5417,Ada,Non-Rural,,,,
,Terry Reilly - Caldwell Clinic 2,1508 Hope Ln,Caldwell,ID,83605-4775,Canyon,Non-Rural,,,,
,TERRY REILLY HEALTH SERVICES,211 16th Ave N,Nampa,ID,83687-4058,Canyon,Non-Rural,,,,
,TERRY REILLY HLTH SVCS -NAMPA CLINIC,223 16th Ave N,Nampa,ID,83687-4058,Canyon,Non-Rural,,,,
,Terry Reilly Latah Clinic,848 S La Cassia Dr,Boise,ID,83705-2253,Ada,Non-Rural,,,,
,Terry Reilly Medical / Dental - Middleton,201 S Paradise Ave,Middleton,ID,83644-5809,Canyon,Non-Rural,,,,
,Terry Reilly Nampa Clinic,207 1st St S,Nampa,ID,83651-3703,Canyon,Non-Rural,,,,
,Terry Reilly Nampa Clinic 3,207 16th Ave N,Nampa,ID,83687-4058,Canyon,Non-Rural,,,,
,TRHS CALDWELL CLINIC,2005 Arlington Ave,Caldwell,ID,83605-4808,Canyon,Non-Rural,,,,
,Union High School,506 Fletcher Dr,Nampa,ID,83686-8854,Canyon,Non-Rural,,,,
,Whittier Elementary,301 N 29th St,Boise,ID,83702-4625,Ada,Non-Rural,,,,
Primary Care,11699916BG,KENDRICK CLINIC,Rural Health Clinic,Idaho,"Latah County, ID",0,14,Designated,Rural,12/05/2014,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,KENDRICK CLINIC,606 E Main St,Kendrick,ID,83537-5002,Latah,Rural,,,,
Primary Care,116999160P,ST LUKE'S CLINIC JEROME FAMILY MEDICINE,Rural Health Clinic,Idaho,"Jerome County, ID",0,15,Designated,Rural,07/09/2014,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,ST LUKE'S CLINIC JEROME FAMILY MEDICINE,132 5th Ave W,Jerome,ID,83338-1825,Jerome,Rural,,,,
Primary Care,11699916BH,MACKAY CLINIC,Rural Health Clinic,Idaho,"Custer County, ID",0,17,Designated,Rural,12/12/2014,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,MACKAY CLINIC,313 E Custer Rd,Mackay,ID,83251-7715,Custer,Rural,,,,
Primary Care,116999160H,BEAR LAKE INTERNAL MEDICINE,Rural Health Clinic,Idaho,"Bear Lake County, ID",0,14,Designated,Rural,05/22/2014,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,BEAR LAKE INTERNAL MEDICINE,166 S 5th St,Montpelier,ID,83254-4959,Bear Lake,Rural,,,,
Primary Care,11699916BC,FIRST CHOICE URGENT CARE & MEDICAL CLINIC,Rural Health Clinic,Idaho,"Bingham County, ID",0,9,Designated,Rural,10/20/2014,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,FIRST CHOICE URGENT CARE & MEDICAL CLINIC,1350 Parkway Dr,Blackfoot,ID,83221-1657,Bingham,Rural,,,,
Primary Care,116999160Q,POTLATCH CLINIC,Rural Health Clinic,Idaho,"Latah County, ID",0,15,Designated,Rural,07/10/2014,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,POTLATCH CLINIC,156 6th St,Potlatch,ID,83855-5008,Latah,Rural,,,,
Primary Care,1169991693,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,Federally Qualified Health Center,Idaho,"Bingham County, ID",0,17,Designated,Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Shoshone-Bannock Tribes Tribal Health and Human Services Community Health Center,Navajo Dr,Fort Hall,ID,83203,Bingham,Rural,,,,
Primary Care,116999160G,BEAR LAKE FAMILY CARE & OB/GYN,Rural Health Clinic,Idaho,"Bear Lake County, ID",0,14,Designated,Rural,05/22/2014,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,BEAR LAKE FAMILY CARE & OB/GYN,465 Washington St,Montpelier,ID,83254-1544,Bear Lake,Rural,,,,
Primary Care,1169991678,"Dirne Health Centers, Inc.",Federally Qualified Health Center,Idaho,"Kootenai County, ID",0,16,Designated,Non-Rural,01/01/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,DCHC Mobile Unit,1090 W Park Pl,Coeur D Alene,ID,83814-2785,Kootenai,Non-Rural,,,,
,DCHC School Based Mobile Clinic,1090 W Park Pl,Coeur D Alene,ID,83814-2785,Kootenai,Non-Rural,,,,
,Dirne Behavioral Health,"2025 W Park Pl, Ste B",Coeur D Alene,ID,83814-2787,Kootenai,Non-Rural,,,,
,Dirne CHC - UGM Clinic,196 W Haycraft Ave,Coeur D Alene,ID,83815-9317,Kootenai,Non-Rural,,,,
,Dirne CHC Homeless Walk In Clinic,201 E Harrison Ave,Coeur D Alene,ID,83814-3240,Kootenai,Non-Rural,,,,
,Dirne CHC- Kellogg Clinic,740 Mckinley Ave,Kellogg,ID,83837-2693,Shoshone,Rural,,,,
,Dirne Community Health Center/Heritage Health Suite A and B,1090 W Park Pl,Coeur D Alene,ID,83814-2785,Kootenai,Non-Rural,,,,
,Heritage Health - Athol Elementary SBHC,6333 E Menser Ave,Athol,ID,83801-9426,Kootenai,Non-Rural,,,,
,Heritage Health - Family Support Services,2201 Ironwood Pl,Coeur D Alene,ID,83814-2670,Kootenai,Non-Rural,,,,
,Heritage Health - Garwood Elementary SBHC,17506 N Ramsey Rd,Rathdrum,ID,83858-8255,Kootenai,Non-Rural,,,,
,Heritage Health - John Brown Elementary SBHC,15574 N Washington St,Rathdrum,ID,83858-8317,Kootenai,Non-Rural,,,,
,Heritage Health Administration,6795 N Mineral Dr,Coeur D Alene,ID,83815-8700,Kootenai,Non-Rural,,,,
,Heritage Health Behavioral Health St. Maries,622 W College Ave Ste 2,St Maries,ID,83861-1822,Benewah,Rural,,,,
,Heritage Health Business Services Building,7400 N Mineral Dr,Coeur D Alene,ID,83815-5327,Kootenai,Non-Rural,,,,
,Heritage Health Family Support Services,2205 Ironwood Pl Ste B,Coeur D Alene,ID,83814-2487,Kootenai,Non-Rural,,,,
,Heritage Health Homeless Program,109 E Harrison Ave,Coeur D Alene,ID,83814-3238,Kootenai,Non-Rural,,,,
,Heritage Health Kroc Rx,1765 W Golf Course Rd,Coeur D Alene,ID,83815-9033,Kootenai,Non-Rural,,,,
,Heritage Health Pinehurst Elementary,201 S 3rd St,Pinehurst,ID,83850-0012,Shoshone,Rural,,,,
,Heritage Health Post Falls,925 E Polston Ave,Post Falls,ID,83854-9049,Kootenai,Non-Rural,,,,
,Heritage Health Post Falls High School SBHC,2832 E Poleline Ave,Post Falls,ID,83854-7090,Kootenai,Non-Rural,,,,
,Heritage Health Rathdrum,16760 N Highway 41,Rathdrum,ID,83858-8715,Kootenai,Non-Rural,,,,
,Heritage Health Restored Paths,2205 Ironwood Pl,Coeur D Alene,ID,83814-2487,Kootenai,Non-Rural,,,,
,Heritage Health SBHC - Lakeland School District Office,N Washington St,Rathdrum,ID,83858,Kootenai,Non-Rural,,,,
,Heritage Health- Betty Kiefer Elementary SBHC,13898 N Schooner St,Rathdrum,ID,83858-8653,Kootenai,Non-Rural,,,,
,Heritage Health- Lakeland High School SBHC,7006 ID-53,Rathdrum,ID,83858,Kootenai,Non-Rural,,,,
,Heritage Health- Mountain View High School SBHC,7802 W Main St,Rathdrum,ID,83858-6478,Kootenai,Non-Rural,,,,
,Heritage Health- Spirit Lake Elementary SBHC,32605 N 5th Ave,Spirit Lake,ID,83869,Kootenai,Non-Rural,,,,
,Heritage Health- Timberlake High School SBHC,5973 W Highway 54,Spirit Lake,ID,83869,Kootenai,Non-Rural,,,,
,Heritage Health- Timberlake Junior High SBHC,5830 W Blackwell Blvd,Spirit Lake,ID,83869-0138,Kootenai,Non-Rural,,,,
,Heritage Health- Twin Lakes Elementary SBHC,5326 W Rice Rd,Rathdrum,ID,83858-4914,Kootenai,Non-Rural,,,,
,Heritage Health-Lakeland Junior High SBHC,15601 N Highway 41,Rathdrum,ID,83858-8710,Kootenai,Non-Rural,,,,
,Heritage Mental Health Rathdrum,14775 N Kimo Ct Ste B,Rathdrum,ID,83858-8762,Kootenai,Non-Rural,,,,
Primary Care,116999160O,POWER COUNTY FAMILY CLINIC,Rural Health Clinic,Idaho,"Power County, ID",0,9,Designated,Rural,07/01/2014,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,POWER COUNTY FAMILY CLINIC,502 Tyhee Ave,American Falls,ID,83211-1224,Power,Rural,,,,
Primary Care,116999160A,"Upper Valley Community Health Services, Inc.",Federally Qualified Health Center,Idaho,"Fremont County, ID",0,20,Designated,Rural,09/01/2007,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Dental - Saint Anthony,325 E Main St,Saint Anthony,ID,83445-1546,Fremont,Rural,,,,
,Grand Peaks Behavioral Health and Administration,322 E 1st N,Saint Anthony,ID,83445-1602,Fremont,Rural,,,,
,Medical - Saint Anthony,20 N 3rd E,Saint Anthony,ID,83445-1521,Fremont,Rural,,,,
,Medical and Dental - Rexburg,72 S 1st E,Rexburg,ID,83440-1902,Madison,Rural,,,,
Primary Care,116999160N,"MOSCOW MEDICAL, P A",Rural Health Clinic,Idaho,"Latah County, ID",0,15,Designated,Rural,06/24/2014,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,"MOSCOW MEDICAL, P A",213 N Main St,Moscow,ID,83843-2700,Latah,Rural,,,,
Primary Care,1169991667,Benewah Medical Center,Federally Qualified Health Center,Idaho,"Benewah County, ID",0,17,Designated,Rural,11/26/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Benewah Medical Center,427 12th St,Plummer,ID,83851-4000,Benewah,Rural,,,,
,Benewah Medical Center dba Marimn Health Wellness Center,PO BOX 700,Plummer,ID,83851-0700,Benewah,Rural,,,,
,Coeur dAlene Tribal School,30 Moctelme St,Desmet,ID,83824,Benewah,Rural,,,,
,Early Childhood Learning Center (ECLC),350 Annie Antelope Ave,Plummer,ID,83851-5000,Benewah,Rural,,,,
,Plummer-Worley Joint School District #44,1345 E St,Plummer,ID,83851-6002,Benewah,Rural,,,,
Primary Care,11699916A5,ST MARIES FAMILY MEDICINE,Rural Health Clinic,Idaho,"Benewah County, ID",0,17,Designated,Rural,04/18/2008,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,ST MARIES FAMILY MEDICINE,229 S 8th St,St Maries,ID,83861-1813,Benewah,Rural,,,,
Primary Care,1169991666,Family Health Services Corporation,Federally Qualified Health Center,Idaho,"Twin Falls County, ID",0,17,Designated,Rural,07/15/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,FAMILY HEALTH SERVICES - ADMINISTRATION,794 Eastland Dr,Twin Falls,ID,83301-6856,Twin Falls,Rural,,,,
,FAMILY HEALTH SERVICES - BUHL MEDICAL AND DENTAL CLINIC,725 Fair St,Buhl,ID,83316-6442,Twin Falls,Rural,,,,
,"FAMILY HEALTH SERVICES - BURLEY MEDICAL, DENTAL &amp; BEHAVIORAL HEALTH CLINIC",1309 Bennett Ave,Burley,ID,83318-2676,Cassia,Rural,,,,
,FAMILY HEALTH SERVICES - CASSIA HIGH SCHOOL,1010 W 17th St,Burley,ID,83318-1746,Cassia,Rural,,,,
,FAMILY HEALTH SERVICES - DECLO JUNIOR HIGH SCHOOL,205 E Main St,Declo,ID,83323-5085,Cassia,Rural,,,,
,FAMILY HEALTH SERVICES - FAIRFIELD MEDICAL AND DENTAL CLINIC,401 Camas Ave W,Fairfield,ID,83327,Camas,Rural,,,,
,FAMILY HEALTH SERVICES - JEROME MEDICAL & DENTAL CLINIC,114 Pioneer Ct,Jerome,ID,83338-5193,Jerome,Rural,,,,
,FAMILY HEALTH SERVICES - KIMBERLY MEDICAL AND DENTAL CLINIC,132 Main St S,Kimberly,ID,83341-2002,Twin Falls,Rural,,,,
,Family Health Services - Rupert Clinic,402 6th St,Rupert,ID,83350-1619,Minidoka,Rural,,,,
,FAMILY HEALTH SERVICES - TWIN FALLS 325 MEDICAL CLINIC,325 Martin St,Twin Falls,ID,83301-4563,Twin Falls,Rural,,,,
,FAMILY HEALTH SERVICES - TWIN FALLS 388 MEDICAL CLINIC,388 Martin St,Twin Falls,ID,83301-4544,Twin Falls,Rural,,,,
,FAMILY HEALTH SERVICES - TWIN FALLS DENTAL & BEHAVIORAL HEALTH CLINIC,826 Eastland Dr,Twin Falls,ID,83301-6858,Twin Falls,Rural,,,,
,MOBILE DENTAL UNIT,794 Eastland Dr,Twin Falls,ID,83301-6856,Twin Falls,Rural,,,,
Primary Care,11699916BB,IDAHO PHYSICIANS CLINIC,Rural Health Clinic,Idaho,"Bingham County, ID",0,13,Designated,Rural,10/20/2014,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,IDAHO PHYSICIANS CLINIC,98 Poplar St,Blackfoot,ID,83221-1758,Bingham,Rural,,,,
Primary Care,1163964337,ST ALPHONSUS MEDICAL GROUP FRUITLAND HEALTH PLAZA,Rural Health Clinic,Idaho,"Payette County, ID",0,14,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,ST ALPHONSUS MEDICAL GROUP FRUITLAND HEALTH PLAZA,910 NW 16th St Ste 101,Fruitland,ID,83619-2265,Payette,Rural,,,,
Primary Care,11699916B6,BONNERS FERRY FAMILY MEDICINE,Rural Health Clinic,Idaho,"Boundary County, ID",0,14,Designated,Rural,02/13/2012,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,BONNERS FERRY FAMILY MEDICINE,6488 Chinook St,Bonners Ferry,ID,83805-7515,Boundary,Rural,,,,
Primary Care,1166566852,CASCADE FAMILY PRACTICE,Rural Health Clinic,Idaho,"Valley County, ID",0,13,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,CASCADE FAMILY PRACTICE,402 Lake Cascade Pkwy,Cascade,ID,83611-7702,Valley,Rural,,,,
Primary Care,116999160F,MINIDOKA MEDICAL CENTER,Rural Health Clinic,Idaho,"Minidoka County, ID",0,15,Designated,Rural,05/22/2014,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,MINIDOKA MEDICAL CENTER,1308 8th St Ste 1,Rupert,ID,83350-1535,Minidoka,Rural,,,,
Primary Care,1169991683,ADAMS COUNTY HEALTH CENTER INC,Federally Qualified Health Center,Idaho,"Adams County, ID",0,14,Designated,Rural,09/30/2004,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Adams County Health Center,205 N Berkley St,Council,ID,83612-5015,Adams,Rural,,,,
Primary Care,11699916BD,PHYSICIANS & SURGEONS CLINIC OF SHELLEY,Rural Health Clinic,Idaho,"Bingham County, ID",0,12,Designated,Rural,10/20/2014,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,PHYSICIANS & SURGEONS CLINIC OF SHELLEY,275 W Locust St,Shelley,ID,83274-1230,Bingham,Rural,,,,
