data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find
Primary Care,1309993055,Montana Migrant & Seasonal Farm Workers Council Inc,Federally Qualified Health Center,Montana,"Yellowstone County, MT",0,19,Designated,Non-Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Ag Worker Health & Services,233 E 2nd St,Powell,WY,82435-1900,Park,Rural,,,,
,Ag Worker Health & Services,General Delivery,Bigfork,MT,59911-9999,Flathead,Rural,,,,
,Ag Worker Health &amp; Services,35432 Mt Highway 35,Polson,MT,59860-8999,Lake,Rural,,,,
,Mobile Dental,General Delivery,Bridger,MT,59014-9999,Carbon,Non-Rural,,,,
,"Montana Migrant & Seasonal Farmworkers Council, Inc.",9801 Valley Grove Dr,Lolo,MT,59847-8617,Missoula,Non-Rural,,,,
,"Montana Migrant and Seasonal Farmworkers Council, Inc.",116 N Washington St,Dillon,MT,59725-2631,Beaverhead,Rural,,,,
,"Montana Migrant and Seasonal Farmworkers Council, Inc.",General Delivery,Polson,MT,59860-9999,Lake,Rural,,,,
,"MONTANA MIGRANT COUNCIL, INC.",35511 County Road 134,Fairview,MT,59221-9465,Richland,Rural,,,,
,"MONTANA MIGRANT COUNCIL, INC.",300 S Finley Point Rd,Polson,MT,59860-9698,Lake,Rural,,,,
,"MONTANA MIGRANT COUNCIL, INC.",General Delivery,Bridger,MT,59014-9999,Carbon,Non-Rural,,,,
,"MONTANA MIGRANT COUNCIL, INC.",3318 3rd Ave N Ste 100,Billings,MT,59101-1900,Yellowstone,Non-Rural,,,,
,"MONTANA MIGRANT COUNCIL, INC.",General Delivery,Glendive,MT,59330-9999,Dawson,Rural,,,,
,"MONTANA MIGRANT COUNCIL, INC.",General Delivery,Forsyth,MT,59327-9999,Rosebud,Rural,,,,
Primary Care,1304065406,BIG SANDY MEDICAL CENTER RHC,Rural Health Clinic,Montana,"Chouteau County, MT",0,16,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,BIG SANDY MEDICAL CENTER RHC,166 Montana Ave E,Big Sandy,MT,59520,Chouteau,Rural,,,,
Primary Care,1309993039,"LEWIS & CLARK, COUNTY OF",Federally Qualified Health Center,Montana,"Lewis and Clark County, MT",0,17,Designated,Rural,05/08/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,HEALTHCARE FOR THE HOMELESS,533 N Last Chance Gulch,Helena,MT,59601-3346,Lewis and Clark,Rural,,,,
,Healthcare for the Homeless,533 N Last Chance Gulch,Helena,MT,59601-3346,Lewis and Clark,Rural,,,,
,Parker Medical Center,2363 W Mt Highway 200,Lincoln,MT,59639-9561,Lewis and Clark,Rural,,,,
,Parker Medical Center,2363 W Mt Highway 200,Lincoln,MT,59639-9561,Lewis and Clark,Rural,,,,
,PureView East Helena Clinic,250 Academic St,East Helena,MT,59635-3221,Lewis and Clark,Rural,,,,
,PUREVIEW HEALTH CENTER,1930 9th Ave,Helena,MT,59601-4759,Lewis and Clark,Rural,,,,
,PureView Health Center,1930 9th Ave,Helena,MT,59601-4759,Lewis and Clark,Rural,,,,
,PureView Health Center East Helena,250 Academic St,East Helena,MT,59635-3221,Lewis and Clark,Rural,,,,
Primary Care,1306405933,TRIANGLE HEALTH CARE,Rural Health Clinic,Montana,"Liberty County, MT",0,19,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,TRIANGLE HEALTH CARE,418 W Monroe Ave,Chester,MT,59522,Liberty,Rural,,,,
Primary Care,1302577719,BABB HEALTH LOCATION (SCHOOL),"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Montana,"Glacier County, MT",0,19,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,BABB HEALTH LOCATION (SCHOOL),,Babb,MT,59411,Glacier,Rural,,,,
Primary Care,1306213369,LIVINGSTON HEALTHCARE SHIELDS VALLEY CLINIC,Rural Health Clinic,Montana,"Park County, MT",0,13,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,LIVINGSTON HEALTHCARE SHIELDS VALLEY CLINIC,309 Elliot St N,Wilsall,MT,59086,Park,Rural,,,,
Primary Care,1308256115,BENTON MEDICAL CENTER,Rural Health Clinic,Montana,"Chouteau County, MT",0,18,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,BENTON MEDICAL CENTER,1203 15th St,Fort Benton,MT,59442,Chouteau,Rural,,,,
Primary Care,1307087156,BAIR MEMORIAL CLINIC,Rural Health Clinic,Montana,"Wheatland County, MT",0,16,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,BAIR MEMORIAL CLINIC,530 3rd St NW,Harlowton,MT,59036-5229,Wheatland,Rural,,,,
Primary Care,1309993052,COMMUNITY HEALTH PARTNERS CLINIC,Federally Qualified Health Center,Montana,"Park County, MT",0,17,Designated,Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,CHP - Bozeman,214 E Mendenhall St,Bozeman,MT,59715-3638,Gallatin,Rural,,,,
,CHP - Bozeman Dental Clinic,120 N 19th Ave,Bozeman,MT,59718-3911,Gallatin,Rural,,,,
,CHP - West Yellowstone,11 N Electric St,West Yellowstone,MT,59758-8921,Gallatin,Rural,,,,
,CHP-Belgrade,19 E Main St,Belgrade,MT,59714-3715,Gallatin,Rural,,,,
,CHP-Bozeman High School,205 N 11th Ave,Bozeman,MT,59715-3217,Gallatin,Rural,,,,
,"Community Health Partners, Inc.",112 W Lewis St,Livingston,MT,59047-3011,Park,Rural,,,,
Primary Care,1302993558,LISTERUD RURAL HEALTH CLINIC,Rural Health Clinic,Montana,"Roosevelt County, MT",0,17,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,LISTERUD RURAL HEALTH CLINIC,301 Knapp St,Wolf Point,MT,59201-1826,Roosevelt,Rural,,,,
Primary Care,1309993062,"GLACIER COMMUNITY HEALTH CENTER, INC.",Federally Qualified Health Center,Montana,"Glacier County, MT",0,20,Designated,Rural,09/30/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Cut Bank Public School District 15,101 3rd Ave SE,Cut Bank,MT,59427-3247,Glacier,Rural,,,,
,GLACIER COMMUNITY HEALTH CENTER,519 E Main St,Cut Bank,MT,59427-3015,Glacier,Rural,,,,
,Glacier Dental Clinic,140 S Central Ave,Cut Bank,MT,59427-3298,Glacier,Rural,,,,
,Glacier Dental Clinic,505 E Main St,Cut Bank,MT,59427-3015,Glacier,Rural,,,,
Primary Care,1309993065,DANIELS MEMORIAL MEDICAL CLINIC,Rural Health Clinic,Montana,"Daniels County, MT",0,17,Designated,Rural,11/07/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,DANIELS MEMORIAL MEDICAL CLINIC,105 5th Ave E,Scobey,MT,59263,Daniels,Rural,,,,
Primary Care,1306691920,Marias Healthcare Services Inc,Federally Qualified Health Center,Montana,"Toole County, MT",0,20,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Marias Healthcare Services - Conrad,1 4th Ave SE,Conrad,MT,59425-2323,Pondera,Rural,,,,
,Marias Healthcare Services - Dentistry,865 Oilfield Ave,Shelby,MT,59474-2702,Toole,Rural,,,,
,Marias Healthcare Services - Sunburst,13 1st St S,Sunburst,MT,59482,Toole,Rural,,,,
,Marias Healthcare Services - Valier,422 Montana St,Valier,MT,59486-5506,Pondera,Rural,,,,
,Marias Healthcare Services Inc - Shelby,670 Park Ave,Shelby,MT,59474-1663,Toole,Rural,,,,
Primary Care,130999309O,"BIGHORN VALLEY HEALTH CENTER, INC",Federally Qualified Health Center,Montana,"Big Horn County, MT",0,21,Designated,Rural,06/01/2012,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,BVHC Ashland,501 Main St,Ashland,MT,59003-7701,Rosebud,Rural,,,,
,BVHC Campus,1223 N Center Ave,Hardin,MT,59034-1100,Big Horn,Rural,,,,
,BVHC Chinook,419 Pennsylvania St,Chinook,MT,59523-9726,Blaine,Rural,,,,
,BVHC Colstrip,502 Poplar Dr,Colstrip,MT,59323-9544,Rosebud,Rural,,,,
,BVHC Hardin,10 4th St W Ste B,Hardin,MT,59034-1804,Big Horn,Rural,,,,
,BVHC Harlem,116 S Main St,Harlem,MT,59526-8078,Blaine,Rural,,,,
,BVHC Lewistown,406 1st Ave S,Lewistown,MT,59457-3020,Fergus,Rural,,,,
,BVHC Miles City,305 S 4th St,Miles City,MT,59301-4113,Custer,Rural,,,,
,BVHC Miles City Annex,515 Main St,Miles City,MT,59301-3018,Custer,Rural,,,,
,BVHC Miles City Dental,2811 Comstock St,Miles City,MT,59301-5754,Custer,Rural,,,,
,BVHC St. Labre,1000 Tongue River Rd,Ashland,MT,59003-9438,Rosebud,Rural,,,,
,Temporary Site - BVHC Hardin Annex,310 N Center Ave,Hardin,MT,59034-1910,Big Horn,Rural,,,,
Primary Care,1308181187,EUREKA HEALTHCARE PRIMARY CARE,Rural Health Clinic,Montana,"Lincoln County, MT",0,16,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,EUREKA HEALTHCARE PRIMARY CARE,304 Osloski Rd,Eureka,MT,59917-9217,Lincoln,Rural,,,,
Primary Care,1304005123,NORTHERN MONTANA SPECIALTY MEDICAL CENTER,Rural Health Clinic,Montana,"Hill County, MT",0,16,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,NORTHERN MONTANA SPECIALTY MEDICAL CENTER,20 13th St W,Havre,MT,59501-5215,Hill,Rural,,,,
Primary Care,1304626088,PROVIDENCE ST JOSEPH MEDICAL CENTER RONAN,Rural Health Clinic,Montana,"Lake County, MT",0,17,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,PROVIDENCE ST JOSEPH MEDICAL CENTER RONAN,63351 US Highway 93,Ronan,MT,59864-2702,Lake,Rural,,,,
Primary Care,1303266363,ST LUKE COMMUNITY CLINIC RIDGEWATER,Rural Health Clinic,Montana,"Lake County, MT",0,15,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,ST LUKE COMMUNITY CLINIC RIDGEWATER,107 Ridgewater Dr Ste A,Polson,MT,59860-8977,Lake,Rural,,,,
Primary Care,1309993064,NORTHERN ROCKIES MEDICAL CLINIC,Rural Health Clinic,Montana,"Glacier County, MT",0,18,Designated,Rural,01/21/2004,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,NORTHERN ROCKIES MEDICAL CLINIC,226 9th Ave SE,Cut Bank,MT,59427-3332,Glacier,Rural,,,,
Primary Care,1309993056,"BUTTE-SILVER BOW PRIMARY HEALTH CARE CLINIC, INC",Federally Qualified Health Center,Montana,"Silver Bow County, MT",0,18,Designated,Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Anaconda Child Evaluation Center CHC,307 E Park Ave Rm 417-418,Anaconda,MT,59711-2320,Deer Lodge,Rural,,,,
,Anaconda Community Health Center,110 Oak St,Anaconda,MT,59711-2335,Deer Lodge,Rural,,,,
,Blacktail Pharmacy,125 E Glendale St,Dillon,MT,59725-2505,Beaverhead,Rural,,,,
,Butte Head Start,1000 S Arizona St,Butte,MT,59701-2920,Silver Bow,Rural,,,,
,Butte Head Start - 2,100 N Clark St,Butte,MT,59701-9111,Silver Bow,Rural,,,,
,BUTTE RESCUE MISSION,610 E Platinum St,Butte,MT,59701-1930,Silver Bow,Rural,,,,
,BUTTE-SILVER BOW PRIMARY HEALTH CARE,445 Centennial Ave,Butte,MT,59701-2870,Silver Bow,Rural,,,,
,Community Health Center Rosenthal Building,1145 S Montana St,Butte,MT,59701-2857,Silver Bow,Rural,,,,
,DILLON CHC,41 Barrett St,Dillon,MT,59725-3508,Beaverhead,Rural,,,,
,Emma Park Neighborhood Center,25 W Silver St,Butte,MT,59701-2024,Silver Bow,Rural,,,,
,SHERIDAN COMMUNITY HLTH CENTER,317 Madison St,Sheridan,MT,59749-9636,Madison,Rural,,,,
,Western Montana Mental Health --Silver House,106 W Broadway St,Butte,MT,59701-9224,Silver Bow,Rural,,,,
Primary Care,1309993085,"Bullhook Community Health Center, Inc.",Federally Qualified Health Center,Montana,"Hill County, MT",0,16,Designated,Rural,10/31/2006,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Bullhook Community Health and Wellness Center,521 4th St,Havre,MT,59501-3649,Hill,Rural,,,,
,Bullhook Community Health Center Finance Office,529 4th St,Havre,MT,59501-3649,Hill,Rural,,,,
Primary Care,130999309V,LIBBY CLINIC,Rural Health Clinic,Montana,"Lincoln County, MT",0,16,Designated,Rural,02/13/2015,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,LIBBY CLINIC,211 E 2nd St,Libby,MT,59923-2047,Lincoln,Rural,,,,
Primary Care,1303148339,NATIVE AMERICAN DEVELOPMENT CORP,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Montana,"Yellowstone County, MT",0,19,Designated,Non-Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,NATIVE AMERICAN DEVELOPMENT CORP,17 N 26th St,Billings,MT,59101-2303,Yellowstone,Non-Rural,,,,
Primary Care,1309993096,"FLATHEAD, COUNTY OF",Federally Qualified Health Center,Montana,"Flathead County, MT",0,17,Designated,Rural,03/01/2009,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Flathead Community Health Center,1035 1st Ave W,Kalispell,MT,59901-5607,Flathead,Rural,,,,
,Flathead Community Health Center Addiction Services,1312 N Meridian Rd,Kalispell,MT,59901-3095,Flathead,Rural,,,,
,Flathead Community Health Center Satellite Hungry Horse,200 North St,Hungry Horse,MT,59919-9742,Flathead,Rural,,,,
Primary Care,1307231730,PRAIRIE COUNTY RURAL HEALTH CLINIC,Rural Health Clinic,Montana,"Prairie County, MT",0,13,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,PRAIRIE COUNTY RURAL HEALTH CLINIC,409 Bowen St W,Terry,MT,59349,Prairie,Rural,,,,
Primary Care,1306850271,RAVALLI FAMILY MEDICINE,Rural Health Clinic,Montana,"Ravalli County, MT",0,16,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,RAVALLI FAMILY MEDICINE,411 W Main St,Hamilton,MT,59840-2470,Ravalli,Rural,,,,
Primary Care,1307826221,GRANITE COUNTY CLINIC,Rural Health Clinic,Montana,"Granite County, MT",0,16,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,GRANITE COUNTY CLINIC,310 N Sansome St,Philipsburg,MT,59858,Granite,Rural,,,,
Primary Care,1309993051,"Missoula, County Of",Federally Qualified Health Center,Montana,"Missoula County, MT",0,18,Designated,Non-Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Lowell School Health Center,1150 Sherwood St,Missoula,MT,59802-2377,Missoula,Non-Rural,,,,
,MISSOULA CITY-COUNTY HEALTH DEPT (PARTNERSHIP HEALTH CENTER),323 W Alder St,Missoula,MT,59802-4123,Missoula,Non-Rural,,,,
,Partnership Health Center - Western Montana Mental Health Center,1315 Wyoming St,Missoula,MT,59801-1725,Missoula,Non-Rural,,,,
,Partnership Health Center Creamery Building,401 Railroad St W,Missoula,MT,59802-4109,Missoula,Non-Rural,,,,
,PHC1-Mineral County-Superior,405 Brooklyn Ave,Superior,MT,59872-9607,Mineral,Rural,,,,
,Poverello Center,1110 W Broadway St,Missoula,MT,59802-3918,Missoula,Non-Rural,,,,
,Seeley Lake,3050 Mt Highway 83 N,Seeley Lake,MT,59868-8620,Missoula,Rural,,,,
,Willard Alternative High School,901 S 6th St W,Missoula,MT,59801-3752,Missoula,Non-Rural,,,,
Primary Care,1309993040,Yellowstone City-County Health Department,Federally Qualified Health Center,Montana,"Yellowstone County, MT",0,17,Designated,Non-Rural,05/08/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Healthcare For the Homeless,2424 1st Ave N,Billings,MT,59101-2317,Yellowstone,Non-Rural,,,,
,HUB,515 N 27th St,Billings,MT,59101-1110,Yellowstone,Non-Rural,,,,
,Lil Anderson Center,2626 1st Ave S,Billings,MT,59101-4228,Yellowstone,Non-Rural,,,,
,Medicine Crow Middle School - School-based Health Center,900 Barrett Rd,Billings,MT,59105-4179,Yellowstone,Non-Rural,,,,
,Orchard School-Based Health Center,120 Jackson St,Billings,MT,59101-5251,Yellowstone,Non-Rural,,,,
,RiverStone Health Clinic,123 S 27th St,Billings,MT,59101-4227,Yellowstone,Non-Rural,,,,
,RiverStone Health Clinic - Bridger,410 S 2nd St,Bridger,MT,59014-7788,Carbon,Non-Rural,,,,
,RiverStone Health Clinic - Joliet,209 E Front Ave,Joliet,MT,59041,Carbon,Non-Rural,,,,
,RiverStone Health Clinic - Worden,2469 Main St,Worden,MT,59088-2227,Yellowstone,Rural,,,,
,St Vincent DePaul - Crane Bldg,3005 1st Ave S,Billings,MT,59101-4020,Yellowstone,Non-Rural,,,,
,Temporary Site - Montana Pavilion at MetraPark - Isolation and Quarantine Site,308 6th Ave N,Billings,MT,59101-1500,Yellowstone,Non-Rural,,,,
Primary Care,1303732612,PIONEER MEDICAL CENTER,Rural Health Clinic,Montana,"Sweet Grass County, MT",0,10,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,PIONEER MEDICAL CENTER,701 Stock St,Big Timber,MT,59011-8071,Sweet Grass,Rural,,,,
Primary Care,130999309Z,"RIVERSIDE FAMILY CLINIC, INC",Rural Health Clinic,Montana,"Roosevelt County, MT",0,17,Designated,Rural,12/27/2018,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,"RIVERSIDE FAMILY CLINIC, INC",209 1/2 H St,Poplar,MT,59255-9519,Roosevelt,Rural,,,,
Primary Care,1307902463,HOT SPRINGS MEDICAL CLINIC,Rural Health Clinic,Montana,"Sanders County, MT",0,15,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,HOT SPRINGS MEDICAL CLINIC,209 Main St,Hot Springs,MT,59845-9342,Sanders,Rural,,,,
Primary Care,130999309T,TWIN BRIDGES MEDICAL CLINIC,Rural Health Clinic,Montana,"Madison County, MT",0,14,Designated,Rural,10/01/2014,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,TWIN BRIDGES MEDICAL CLINIC,104 S Madison St,Twin Bridges,MT,59754,Madison,Rural,,,,
Primary Care,1309993063,ROOSEVELT MEDICAL CLINIC,Rural Health Clinic,Montana,"Roosevelt County, MT",0,16,Designated,Rural,10/28/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,ROOSEVELT MEDICAL CLINIC,818 2nd Ave E,Culbertson,MT,59218-9346,Roosevelt,Rural,,,,
Primary Care,1302463243,SHERIDAN MEMORIAL CLINIC,Rural Health Clinic,Montana,"Sheridan County, MT",0,11,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,SHERIDAN MEMORIAL CLINIC,440 W Laurel Ave,Plentywood,MT,59254-1526,Sheridan,Rural,,,,
Primary Care,1302913893,PHILLIPS COUNTY FAMILY HEALTH CLINIC,Rural Health Clinic,Montana,"Phillips County, MT",0,18,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,PHILLIPS COUNTY FAMILY HEALTH CLINIC,311 S 8th Ave E,Malta,MT,59538-8978,Phillips,Rural,,,,
Primary Care,130999309R,PONDERA MEDICAL CENTER CLINIC,Rural Health Clinic,Montana,"Pondera County, MT",0,17,Designated,Rural,10/22/2014,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
