data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,PIKE COUNTY MEMORIAL HOSPITAL CLINICS,2305 Georgia St,Louisiana,MO,63353-2559,Pike,Rural,,,,
Primary Care,1293067994,HANNIBAL REGIONAL MEDICAL GROUP - BOWLING GREEN,Rural Health Clinic,Missouri,"Pike County, MO",0,16,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,HANNIBAL REGIONAL MEDICAL GROUP - BOWLING GREEN,8 Town Center Dr,Bowling Green,MO,63334-2803,Pike,Rural,,,,
Primary Care,12999929JA,PIKE COUNTY MEMORIAL HOSPITAL CLINICS,Rural Health Clinic,Missouri,"Pike County, MO",0,16,Designated,Rural,02/18/2015,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,PIKE COUNTY MEMORIAL HOSPITAL CLINICS,1015 W Adams St,Bowling Green,MO,63334-1974,Pike,Rural,,,,
Primary Care,1292012307,COX HEALTH CENTER ROGERSVILLE,Rural Health Clinic,Missouri,"Webster County, MO",0,16,Designated,Non-Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,COX HEALTH CENTER ROGERSVILLE,151 Johnstown Dr,Rogersville,MO,65742-9366,Webster,Non-Rural,,,,
Primary Care,12999929JC,LAKE REGIONAL CLINIC - IBERIA,Rural Health Clinic,Missouri,"Miller County, MO",0,17,Designated,Rural,01/07/2015,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,LAKE REGIONAL CLINIC - IBERIA,2333 Highway 17,Iberia,MO,65486-9331,Miller,Rural,,,,
Primary Care,129999295X,"Compass Health, Inc.",Federally Qualified Health Center,Missouri,"Henry County, MO",0,21,Designated,Rural,09/01/2007,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Compass Health,101 Progress Pkwy,Sullivan,MO,63080-2359,Crawford,Rural,,,,
,"Compass Health (Clinton, Missouri)",1800 Community,Clinton,MO,64735-8804,Henry,Rural,,,,
,"Compass Health (Osceola, Missouri)",101 Hospital Dr,Osceola,MO,64776-9547,St. Clair,Rural,,,,
,Compass Health - Nevada,320 Mac Blvd,Nevada,MO,64772-3990,Vernon,Rural,,,,
,Compass Health - Odessa,1278 W US Highway 40,Odessa,MO,64076-9612,Lafayette,Non-Rural,,,,
,Compass Health Bates County Clinic,805 N Orange St,Butler,MO,64730-9382,Bates,Rural,,,,
,Compass Health Bates County Dental Clinic,205 E Dakota St,Butler,MO,64730-2113,Bates,Rural,,,,
,Compass Health Cedar County Clinic,107 W Broadway St,El Dorado Springs,MO,64744-1133,Cedar,Rural,,,,
,Compass Health Center - Nevada Dental Clinic,204 N Cedar St,Nevada,MO,64772-2310,Vernon,Rural,,,,
,Compass Health Center Administrative Office Jefferson City,3515 Amazonas Dr,Jefferson City,MO,65109-6821,Cole,Non-Rural,,,,
,"Compass Health Center, Inc.",3501 Berrywood Dr,Columbia,MO,65201-6584,Boone,Non-Rural,,,,
,Compass Health Inc.,1010 Remington Plz,Raymore,MO,64083-8640,Cass,Non-Rural,,,,
,Compass Health Inc.,8075 Mexico Rd,Saint Peters,MO,63376-1118,St. Charles,Non-Rural,,,,
,Compass Health Inc.,616 Burkarth Rd,Warrensburg,MO,64093-1462,Johnson,Rural,,,,
,Compass Health Inc. Mobile Unit,1800 Community,Clinton,MO,64735-8804,Henry,Rural,,,,
,Compass Health Owensville,704 E Highway 28,Owensville,MO,65066-1588,Gasconade,Rural,,,,
,"Compass Health, Inc.",901 NE Independence Ave,Lees Summit,MO,64086-5544,Jackson,Non-Rural,,,,
,"Compass Health, Inc.",1000 W Nifong Blvd Bldg 6,Columbia,MO,65203-5615,Boone,Non-Rural,,,,
,"Compass Health, Inc.",91 Troy Sq,Troy,MO,63379-3108,Lincoln,Non-Rural,,,,
,"Compass Health, Inc.",3785 New Town Blvd,Saint Charles,MO,63301-4358,St. Charles,Non-Rural,,,,
,Compass Heatlh Inc.,2000 N Gaines Dr,Clinton,MO,64735-1132,Henry,Rural,,,,
,Crider Health Center,1032 Crosswinds Ct,Wentzville,MO,63385-4836,St. Charles,Non-Rural,,,,
,"Crider Health Center, Inc.",1780 Old Highway 50 E Ste 102,Union,MO,63084-3397,Franklin,Rural,,,,
,"Crider Health Center, Troy",5 Dandelion Dr,Troy,MO,63379-3177,Lincoln,Non-Rural,,,,
,St. Charles Clinic,102 Compass Point Dr,Saint Charles,MO,63301-4404,St. Charles,Non-Rural,,,,
,"Warrenton Medical, Dental, & Behavioral Health",19515 Brune Pkwy,Warrenton,MO,63383-6505,Warren,Non-Rural,,,,
Primary Care,12999929GX,HANNIBAL CLINIC,Rural Health Clinic,Missouri,"Marion County, MO",0,12,Designated,Rural,03/05/2012,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,HANNIBAL CLINIC,100 Medical Dr,Hannibal,MO,63401-6877,Marion,Rural,,,,
Primary Care,1292137037,BURTON CREEK MEDICAL CLINIC,Rural Health Clinic,Missouri,"Howell County, MO",0,18,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,BURTON CREEK MEDICAL CLINIC,805 N Kentucky Ave,West Plains,MO,65775-2022,Howell,Rural,,,,
Primary Care,1298412299,PORTAGEVILLE PRIMARY CARE,Rural Health Clinic,Missouri,"New Madrid County, MO",0,20,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,PORTAGEVILLE PRIMARY CARE,314 E Main St,Portageville,MO,63873-1616,New Madrid,Rural,,,,
Primary Care,12999929JI,ASSOCIATED MEDICAL ARTS,Rural Health Clinic,Missouri,"Montgomery County, MO",0,16,Designated,Rural,02/06/2015,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,ASSOCIATED MEDICAL ARTS,504 N Sturgeon St,Montgomery City,MO,63361-1829,Montgomery,Rural,,,,
Primary Care,1292680908,OCH SPARTA CLINIC,Rural Health Clinic,Missouri,"Christian County, MO",0,17,Designated,Non-Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,OCH SPARTA CLINIC,PO BOX 183,Sparta,MO,65753-0183,Christian,Non-Rural,,,,
Primary Care,1296821538,PHELPS HEALTH MEDICAL GROUP ST JAMES,Rural Health Clinic,Missouri,"Phelps County, MO",0,17,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,PHELPS HEALTH MEDICAL GROUP ST JAMES,1000 N Jefferson St,Saint James,MO,65559-1078,Phelps,Rural,,,,
Primary Care,1292856357,OZARKS MED CLINIC OF ALTON,Rural Health Clinic,Missouri,"Texas County, MO",0,18,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,OZARKS MED CLINIC OF ALTON,PO BOX 468,Alton,MO,65606-0468,Texas,Rural,,,,
Primary Care,1291961432,SULLIVAN COUNTY MEMORIAL HOSP MILAN FAM PRACT CLIN,Rural Health Clinic,Missouri,"Sullivan County, MO",0,17,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,SULLIVAN COUNTY MEMORIAL HOSP MILAN FAM PRACT CLIN,210 N Market St,Milan,MO,63556-1316,Sullivan,Rural,,,,
Primary Care,1293768031,DEXTER MEDICAL CENTER,Rural Health Clinic,Missouri,"Stoddard County, MO",0,20,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,DEXTER MEDICAL CENTER,PO BOX 399,Dexter,MO,63841-0399,Stoddard,Rural,,,,
Primary Care,1296779482,MERCY PHYSICIANS FOR WOMEN'S HEALTH,Rural Health Clinic,Missouri,"Jasper County, MO",0,16,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,MERCY PHYSICIANS FOR WOMEN'S HEALTH,1615 Hazel Ave,Carthage,MO,64836-3020,Jasper,Rural,,,,
Primary Care,1294361664,MO DELTA MED CTR COMM CARE CTR,Rural Health Clinic,Missouri,"Mississippi County, MO",0,19,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,MO DELTA MED CTR COMM CARE CTR,1200 E Marshall St,Charleston,MO,63834-1336,Mississippi,Rural,,,,
Primary Care,1292119463,POPLAR BLUFF MEDICAL CLINIC,Rural Health Clinic,Missouri,"Butler County, MO",0,19,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,POPLAR BLUFF MEDICAL CLINIC,2588 N Westwood Blvd,Poplar Bluff,MO,63901-2339,Butler,Rural,,,,
Primary Care,1296740454,FERGUSON MEDICAL GROUP EAST PRAIRIE,Rural Health Clinic,Missouri,"Mississippi County, MO",0,19,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,FERGUSON MEDICAL GROUP EAST PRAIRIE,320 N Lincoln St,East Prairie,MO,63845-1160,Mississippi,Rural,,,,
Primary Care,1292443702,BOOTHEEL COUNSELING SERVICES,Rural Health Clinic,Missouri,"New Madrid County, MO",0,19,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,BOOTHEEL COUNSELING SERVICES,760 Plantation Blvd,Sikeston,MO,63801-5736,New Madrid,Rural,,,,
Primary Care,1298302808,PEMISCOT PRIMARY CARE CLINIC,Rural Health Clinic,Missouri,"Pemiscot County, MO",0,18,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,PEMISCOT PRIMARY CARE CLINIC,907 E Reed St,Hayti,MO,63851-1242,Pemiscot,Rural,,,,
Primary Care,129999294C,Great Mines Health Center,Federally Qualified Health Center,Missouri,"Washington County, MO",0,21,Designated,Rural,02/28/2006,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,EMAA Head Start Clinic,512 State St Rm 101,Mineral Point,MO,63660-8208,Washington,Rural,,,,
,Great Mines Health Center,1 Southtowne Dr,Potosi,MO,63664-5729,Washington,Rural,,,,
,Great Mines Health Center,1 Southtowne Dr,Potosi,MO,63664-5729,Washington,Rural,,,,
,Great Mines Health Center,508 W Pine St,Farmington,MO,63640-1426,St. Francois,Rural,,,,
,Great Mines-West County Community Hope Center Clinic,206 Church St Rm 4,Leadwood,MO,63653-1132,St. Francois,Rural,,,,
,Kingston K-14 School District,10047 Diamond Rd Rm 809,Cadet,MO,63630-9581,Washington,Rural,,,,
,Richwoods R-VII School District,10788 State Highway A Rm 128,Richwoods,MO,63071-2548,Washington,Rural,,,,
,West County R-IV School District Clinic,625 Chariton Ave Rm 103,Park Hills,MO,63601-9356,St. Francois,Rural,,,,
Primary Care,1297058634,HEDRICK MEDICAL CENTER,Rural Health Clinic,Missouri,"Livingston County, MO",0,17,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,HEDRICK MEDICAL CENTER,2791 N Washington St,Chillicothe,MO,64601-2902,Livingston,Rural,,,,
Primary Care,1295120701,MERCY CLINIC FAMILY MEDICINE-MOUNTAIN GROVE,Rural Health Clinic,Missouri,"Wright County, MO",0,17,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,MERCY CLINIC FAMILY MEDICINE-MOUNTAIN GROVE,120 W 16th St,Mountain Grove,MO,65711-1039,Wright,Rural,,,,
Primary Care,1297684281,COXHEALTH CENTER BRANSON WEST,Rural Health Clinic,Missouri,"Stone County, MO",0,16,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,COXHEALTH CENTER BRANSON WEST,18452 Business 13,Branson West,MO,65737-9609,Stone,Rural,,,,
Primary Care,1299128278,NEW MADRID COMMUNITY CARE CENTER,Rural Health Clinic,Missouri,"New Madrid County, MO",0,20,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,NEW MADRID COMMUNITY CARE CENTER,615 Main St,New Madrid,MO,63869-1513,New Madrid,Rural,,,,
Primary Care,1297833215,PUXICO CLINIC,Rural Health Clinic,Missouri,"Stoddard County, MO",0,18,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,PUXICO CLINIC,PO BOX 7,Puxico,MO,63960-0007,Stoddard,Rural,,,,
Primary Care,1296326169,MEDICAL ARTS CLINIC,Rural Health Clinic,Missouri,"St. Francois County, MO",0,17,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,MEDICAL ARTS CLINIC,1103 W Liberty St,Farmington,MO,63640-1921,St. Francois,Rural,,,,
Primary Care,1297347484,MEDICAL CLINIC OF WILLOW SPRINGS,Rural Health Clinic,Missouri,"Howell County, MO",0,18,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,MEDICAL CLINIC OF WILLOW SPRINGS,816 E Main St,Willow Springs,MO,65793-1518,Howell,Rural,,,,
Primary Care,129999294B,"REGIONAL HEALTH CARE CLINIC, INC.",Federally Qualified Health Center,Missouri,"Pettis County, MO",0,21,Designated,Rural,02/28/2006,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Green Ridge R-VIII,401 W Pettis St,Green Ridge,MO,65332-1160,Pettis,Rural,,,,
,Katy on the Go,821 Westwood Dr,Sedalia,MO,65301-2102,Pettis,Rural,,,,
,Katy Trail Community Health Administration,3615 W Broadway Blvd Ste 304,Sedalia,MO,65301-2479,Pettis,Rural,,,,
,Katy Trail Community Health Cole Camp R-1,500 S Keeney St,Cole Camp,MO,65325-1059,Benton,Rural,,,,
,Katy Trail Community Health Ivy Bend,41569 Ivy Bend Rd,Stover,MO,65078-2177,Morgan,Rural,,,,
,Katy Trail Community Health Marshall school based,313 E Eastwood St,Marshall,MO,65340-1413,Saline,Rural,,,,
,Katy Trail Community Health Morgan County RII,913 W Newton St,Versailles,MO,65084-1811,Morgan,Rural,,,,
,"Katy Trail Community Health, Harbor Village",17571 N Dam Access Rd,Warsaw,MO,65355-6396,Benton,Rural,,,,
,"Katy Trail Community Health, Stover",701 N Oak St,Stover,MO,65078-0842,Morgan,Rural,,,,
,Katy Trail Community Health-Marshall,1825 Atchison Ave,Marshall,MO,65340-9752,Saline,Rural,,,,
,"REGIONAL HEALTH CARE CLINIC, INC., dba Katy Trail Community Health",821 Westwood Dr,Sedalia,MO,65301-2102,Pettis,Rural,,,,
,"Regional Healthcare Clinic, Inc Dba Katy Trail Community Health Prairie Hills",1109 W Clay Rd,Versailles,MO,65084-1177,Morgan,Rural,,,,
Primary Care,129999295U,STE GENEVIEVE FAMILY HEALTH CLINIC,Rural Health Clinic,Missouri,"Ste. Genevieve County, MO",0,16,Designated,Rural,09/30/2006,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,STE GENEVIEVE FAMILY HEALTH CLINIC,930 Park Dr,Sainte Genevieve,MO,63670-1539,Ste. Genevieve,Rural,,,,
Primary Care,129999296N,"QUINCY MEDICAL GR, LABELLE RURAL HEALTH AFFILIATE",Rural Health Clinic,Missouri,"Lewis County, MO",0,14,Designated,Rural,10/19/2010,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,"QUINCY MEDICAL GR, LABELLE RURAL HEALTH AFFILIATE",1000 Central St,La Belle,MO,63447-2092,Lewis,Rural,,,,
Primary Care,1298194908,SOUTHSIDE MEDICAL CENTER,Rural Health Clinic,Missouri,"Polk County, MO",0,17,Designated,Non-Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,SOUTHSIDE MEDICAL CENTER,1120 S Springfield Ave,Bolivar,MO,65613-2512,Polk,Non-Rural,,,,
Primary Care,1299253105,WOMENS HEALTH CENTER,Rural Health Clinic,Missouri,"Ste. Genevieve County, MO",0,16,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,WOMENS HEALTH CENTER,800 Ste Genevieve Dr,Sainte Genevieve,MO,63670-1434,Ste. Genevieve,Rural,,,,
Primary Care,129999292V,QUINCY MEDICAL GROUP - CANTON,Rural Health Clinic,Missouri,"Lewis County, MO",0,12,Designated,Rural,02/09/2004,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,QUINCY MEDICAL GROUP - CANTON,1100 E Outer Rd S,Canton,MO,63435-1702,Lewis,Rural,,,,
Primary Care,1291561060,CBCH LLC,Rural Health Clinic,Missouri,"Barton County, MO",0,17,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,CBCH LLC,407 Main St,Golden City,MO,64748-8266,Barton,Rural,,,,
Primary Care,12999929I4,OCH SOUTHWEST CITY COMM CLINIC,Rural Health Clinic,Missouri,"McDonald County, MO",0,15,Designated,Non-Rural,01/05/2015,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,OCH SOUTHWEST CITY COMM CLINIC,PO BOX 160,South West City,MO,64863-0160,McDonald,Non-Rural,,,,
Primary Care,1296143554,HUMANSVILLE FAMILY CARE CENTER,Rural Health Clinic,Missouri,"Polk County, MO",0,17,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,HUMANSVILLE FAMILY CARE CENTER,201 S Arthur St,Humansville,MO,65674-8400,Polk,Rural,,,,
Primary Care,1299864004,CANTON-LAGRANGE FAMILY PRACTICE,Rural Health Clinic,Missouri,"Lewis County, MO",0,12,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,CANTON-LAGRANGE FAMILY PRACTICE,1802 Elm St,Canton,MO,63435-1694,Lewis,Rural,,,,
Primary Care,1292967671,BOOTHEEL PRIMARY CARE KENNETT AND ADVANCED PATIENT,Rural Health Clinic,Missouri,"Dunklin County, MO",0,20,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,BOOTHEEL PRIMARY CARE KENNETT AND ADVANCED PATIENT,304 Teaco Rd,Kennett,MO,63857-3266,Dunklin,Rural,,,,
Primary Care,1294113587,CBCH LLC,Rural Health Clinic,Missouri,"Barton County, MO",0,15,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,CBCH LLC,29 NW 1st Ln,Lamar,MO,64759-8105,Barton,Rural,,,,
Primary Care,1299235726,WESTWOOD RURAL HLTH CLINIC,Rural Health Clinic,Missouri,"Howell County, MO",0,18,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,WESTWOOD RURAL HLTH CLINIC,2642 State Route 76,Willow Springs,MO,65793-8254,Howell,Rural,,,,
Primary Care,129999292R,CROSS TRAILS MEDICAL CENTER,Federally Qualified Health Center,Missouri,"Cape Girardeau County, MO",0,21,Designated,Non-Rural,08/04/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,CROSS TRAILS MEDICAL CENTER,109 State Highway 51 N,Marble Hill,MO,63764-9151,Bollinger,Non-Rural,,,,
,CROSS TRAILS MEDICAL CENTER,408 S Broadview St,Cape Girardeau,MO,63703-5725,Cape Girardeau,Non-Rural,,,,
,CROSS TRAILS MEDICAL CENTER,106 N Oak St,Advance,MO,63730-8337,Stoddard,Rural,,,,
,Cross Trails Medical Center,307 W Gabriel St,Advance,MO,63730-8301,Stoddard,Rural,,,,
,Cross Trails Medical Center,1314 Brenda Ave,Perryville,MO,63775-2303,Perry,Rural,,,,
Primary Care,1295360935,SMDH FAMILY MEDICINE,Rural Health Clinic,Missouri,"Dent County, MO",0,18,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,SMDH FAMILY MEDICINE,35629 MO-72,Salem,MO,65560,Dent,Rural,,,,
