data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,RAWLINS CLINIC/ATWOOD,707 Grant St,Atwood,KS,67730-1526,Rawlins,Rural,,,,
Primary Care,1203859587,LABETTE HEALTH FAMILY PRACTICE CLINIC,Rural Health Clinic,Kansas,"Labette County, KS",0,17,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,LABETTE HEALTH FAMILY PRACTICE CLINIC,1902 S US Highway 59 Bldg E # 101,Parsons,KS,67357-4948,Labette,Rural,,,,
Primary Care,12099920B6,ULYSSES FAMILY PHYSICIANS,Rural Health Clinic,Kansas,"Grant County, KS",0,7,Designated,Rural,10/21/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,ULYSSES FAMILY PHYSICIANS,505 N Main St,Ulysses,KS,67880-2135,Grant,Rural,,,,
Primary Care,1203079173,DEXTER COMMUNITY RHC,Rural Health Clinic,Kansas,"Cowley County, KS",0,15,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,DEXTER COMMUNITY RHC,204 N Main St,Dexter,KS,67038-3806,Cowley,Rural,,,,
Primary Care,12099920G9,HOLTON FAMILY HEALTH CLINIC,Rural Health Clinic,Kansas,"Jackson County, KS",0,7,Designated,Rural,10/26/2009,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,HOLTON FAMILY HEALTH CLINIC,1603 W 4th St,Holton,KS,66436-1153,Jackson,Rural,,,,
Primary Care,12099920D6,"Health Ministries Clinic, Inc.",Federally Qualified Health Center,Kansas,"Harvey County, KS",0,10,Designated,Rural,09/12/2007,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Health Ministries Clinic,720 Medical Center Dr,Newton,KS,67114-8778,Harvey,Rural,,,,
,"Health Ministries Clinic, Inc.",215 S Pine St,Newton,KS,67114-3745,Harvey,Rural,,,,
,Health Ministries Clinic-Halstead,126 Main St,Halstead,KS,67056-1708,Harvey,Non-Rural,,,,
Primary Care,1203657319,INDEPENDENCE FAMILY MEDICINE,Rural Health Clinic,Kansas,"Montgomery County, KS",0,15,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,INDEPENDENCE FAMILY MEDICINE,1415 N Penn Ave,Independence,KS,67301-2222,Montgomery,Rural,,,,
Primary Care,1209992089,SALINA HEALTH EDUCATION FOUNDATION,Federally Qualified Health Center,Kansas,"Saline County, KS",0,13,Designated,Rural,09/30/2004,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,SALINA FAMILY HEALTHCARE CENTER,651 E Prescott Rd,Salina,KS,67401-7408,Saline,Rural,,,,
Primary Care,1202564140,NMRMC FAMILY MEDICINE,Rural Health Clinic,Kansas,"Neosho County, KS",0,12,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,NMRMC FAMILY MEDICINE,1501 W 7th St,Chanute,KS,66720-2551,Neosho,Rural,,,,
Primary Care,1207395858,MOLINE COMM RURAL HEALTH CLINIC,Rural Health Clinic,Kansas,"Elk County, KS",0,15,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,MOLINE COMM RURAL HEALTH CLINIC,200 N Plum St,Moline,KS,67353-9510,Elk,Rural,,,,
Primary Care,1206172187,CHEYENNE COUNTY CLINIC,Rural Health Clinic,Kansas,"Cheyenne County, KS",0,12,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,CHEYENNE COUNTY CLINIC,221 W 4th St,Bird City,KS,67731-3247,Cheyenne,Rural,,,,
Primary Care,1205941017,RUSH COUNTY MEDICAL CLINIC,Rural Health Clinic,Kansas,"Rush County, KS",0,11,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,RUSH COUNTY MEDICAL CLINIC,801 Locust St,La Crosse,KS,67548-9673,Rush,Rural,,,,
Primary Care,12099920H9,AUGUSTA FAMILY PRACTICE,Rural Health Clinic,Kansas,"Butler County, KS",0,15,Designated,Non-Rural,08/05/2010,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,AUGUSTA FAMILY PRACTICE,1306 State St,Augusta,KS,67010-1126,Butler,Non-Rural,,,,
Primary Care,12099920JA,ATCHISON COMMUNITY HEALTH CLINIC,Federally Qualified Health Center,Kansas,"Atchison County, KS",0,10,Designated,Rural,08/01/2015,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,ACHC Administrative Site,605 Commercial St,Atchison,KS,66002-2404,Atchison,Rural,,,,
,Atchison Community Health Clinic,1412 N 2nd St,Atchison,KS,66002-1203,Atchison,Rural,,,,
,Atchison County Elementary School,306 Main St,Effingham,KS,66023-4801,Atchison,Rural,,,,
,Atchison County Junior and Senior High School,908 Tiger Rd,Effingham,KS,66023-4075,Atchison,Rural,,,,
,Atchison Elementary Schools,825 N 17th St,Atchison,KS,66002-1516,Atchison,Rural,,,,
,Atchison High School,1500 Riley St,Atchison,KS,66002-1513,Atchison,Rural,,,,
,Atchison Middle School,301 N 5th St,Atchison,KS,66002-2456,Atchison,Rural,,,,
,Central School,626 Commercial St,Atchison,KS,66002-2405,Atchison,Rural,,,,
,Everest Middle School,221 S 7th St,Everest,KS,66424-9185,Brown,Rural,,,,
,Horton Elementary School,300 E 16th St,Horton,KS,66439-1239,Brown,Rural,,,,
,Horton High School,1120 1st Ave E,Horton,KS,66439-1811,Brown,Rural,,,,
,Riverside High School,705 Jessie Street,Everest,KS,66424,Brown,Rural,,,,
,Riverside Intermediate School,203 N 12th St,Wathena,KS,66090,Doniphan,Non-Rural,,,,
,Riverside Middle School,204 N 12th St,Wathena,KS,66090,Doniphan,Non-Rural,,,,
,Riverside Primary School,710 Harding Ave,Wathena,KS,66090,Doniphan,Non-Rural,,,,
,Troy Grade School,230 W Poplar St,Troy,KS,66087-5256,Doniphan,Non-Rural,,,,
,Troy High School,319 S Park St,Troy,KS,66087-4221,Doniphan,Non-Rural,,,,
Primary Care,1209351743,ANDERSON CO HOSP FAM CARE CTR,Rural Health Clinic,Kansas,"Anderson County, KS",0,5,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,ANDERSON CO HOSP FAM CARE CTR,PO BOX 309,Garnett,KS,66032-0309,Anderson,Rural,,,,
Primary Care,12099920HS,"Heartland Medical Clinic, Incorporated",Federally Qualified Health Center,Kansas,"Douglas County, KS",0,18,Designated,Non-Rural,06/01/2012,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,First Step at Lakeview,3015 W 31st St,Lawrence,KS,66047-3042,Douglas,Non-Rural,,,,
,HCHC - Medical Arts Building,346 Maine St Ste 150,Lawrence,KS,66044-1393,Douglas,Non-Rural,,,,
,Heartland Admin Building,330 Maine St,Lawrence,KS,66044-1359,Douglas,Non-Rural,,,,
,Heartland at Health Department,200 Maine St,Lawrence,KS,66044-1368,Douglas,Non-Rural,,,,
,Temporary Site- Panda Pediatrics,1803 W 6th St,Lawrence,KS,66044-1710,Douglas,Non-Rural,,,,
Primary Care,12099920D5,PrairieStar Health Center Inc,Federally Qualified Health Center,Kansas,"Reno County, KS",0,18,Designated,Rural,10/31/2006,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,PrairieStar Health Center,2700 E 30th Ave,Hutchinson,KS,67502-1242,Reno,Rural,,,,
Primary Care,1209992078,"United Methodist Western Kansas Mexican- American Ministries, Inc.",Federally Qualified Health Center,Kansas,"Finney County, KS",0,18,Designated,Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Garden City Community College,801 N Campus Dr,Garden City,KS,67846-6333,Finney,Rural,,,,
,Genesis Family Health Administration,224 N Taylor Ave,Garden City,KS,67846-5130,Finney,Rural,,,,
,Genesis Family Health Care Center & Medical Clinic,1700 Avenue F,Dodge City,KS,67801-4541,Ford,Rural,,,,
,Genesis Family Health Care Center & Medical Clinic,712A Saint John St,Garden City,KS,67846-5128,Finney,Rural,,,,
,Genesis Family Health Dental Clinic,310 E Walnut St Ste ll5,Garden City,KS,67846-5572,Finney,Rural,,,,
,Genesis Family Health Dental Clinic,2011 Central Ave,Dodge City,KS,67801-6410,Ford,Rural,,,,
,Genesis Family Health Medical Clinic,121 W 3rd St,Liberal,KS,67901-3218,Seward,Rural,,,,
,Genesis Family Health Medical Clinic,202 W Kansas Ave,Ulysses,KS,67880-2034,Grant,Rural,,,,
,Genesis Family Health-Ulysses Dental Clinic,113A S Main St,Ulysses,KS,67880-2519,Grant,Rural,,,,
Primary Care,1202512361,BUCKLIN COMMUNITY CLINIC,Rural Health Clinic,Kansas,"Ford County, KS",0,8,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,BUCKLIN COMMUNITY CLINIC,101 N Ford Ave # 625,Bucklin,KS,67834-3460,Ford,Rural,,,,
Primary Care,1207698710,FAMILY PRACTICE ASSOCIATES (WETMORE),Rural Health Clinic,Kansas,"Nemaha County, KS",0,11,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,FAMILY PRACTICE ASSOCIATES (WETMORE),323 2nd St,Wetmore,KS,66550-9618,Nemaha,Rural,,,,
Primary Care,12099920HR,"Health Partnership Clinic, Inc.",Federally Qualified Health Center,Kansas,"Johnson County, KS",0,18,Designated,Non-Rural,06/01/2012,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Health Partnership Clinic - Merriam Park Elementary School,6100 Mastin St,Shawnee,KS,66203-3252,Johnson,Non-Rural,,,,
,Health Partnership Clinic - Olathe East High School,14545 W 127th St,Olathe,KS,66062-1486,Johnson,Non-Rural,,,,
,Health Partnership Clinic - Olathe North High School,600 E Prairie St,Olathe,KS,66061-3355,Johnson,Non-Rural,,,,
,"Health Partnership Clinic, Inc.",407 S Clairborne Rd Ste 104,Olathe,KS,66062-1744,Johnson,Non-Rural,,,,
,"Health Partnership Clinic, Inc.",1604 Industrial Park Dr,Paola,KS,66071-9528,Miami,Non-Rural,,,,
,"Health Partnership Clinic, Inc.",9119 W 74th St Ste 210,Shawnee Mission,KS,66204-2229,Johnson,Non-Rural,,,,
,"Health Partnership Clinic, Inc.",107 S Main St,Ottawa,KS,66067-2327,Franklin,Rural,,,,
Primary Care,1209992088,"COMMUNITY HEALTH CENTER OF SOUTHEAST KANSAS, INC.",Federally Qualified Health Center,Kansas,"Crawford County, KS",0,17,Designated,Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,CHC OF SE KANSAS / DENTAL CLINIC,924 N Broadway St,Pittsburg,KS,66762-3910,Crawford,Rural,,,,
,CHC/SEK Caney Valley High School,601 E Bullpup Blvd,Caney,KS,67333-2543,Montgomery,Rural,,,,
,CHC/SEK Chetopa Schools,430 Elm St,Chetopa,KS,67336-8852,Labette,Rural,,,,
,CHC/SEK Parsons Senior High School,3030 Morton Ave,Parsons,KS,67357-4417,Labette,Rural,,,,
,CHC/SEK Pittsburg Middle School,1310 N Broadway St,Pittsburg,KS,66762-3040,Crawford,Rural,,,,
,CHC/SEK South Pittsburg,1011 S Mount Carmel Pl,Pittsburg,KS,66762-6604,Crawford,Rural,,,,
,CHC/SEK Southeast Elementary School,303 S Humbert,Weir,KS,66781-4214,Cherokee,Rural,,,,
,CHC/SEK Southeast High School,126 W 400 Hwy,Cherokee,KS,66724-9606,Crawford,Rural,,,,
,CHC/SEK Southeast Junior High School,206 W Magnolia St,Cherokee,KS,66724-5094,Crawford,Rural,,,,
,CHC/SEK St. Paul Schools,318 1st St,Saint Paul,KS,66771-4081,Neosho,Rural,,,,
,CHC/SEK's Field Kindley Student Health Center,1110 W 8th St,Coffeyville,KS,67337-4116,Montgomery,Rural,,,,
,CHC/SEK/ Meadowlark,1602 E 20th St,Pittsburg,KS,66762-3464,Crawford,Rural,,,,
,CHC/SEK/George Nettels,2012 S Homer St,Pittsburg,KS,66762-6322,Crawford,Rural,,,,
,CHC/SEK/Lakeside,709 S College St,Pittsburg,KS,66762-5039,Crawford,Rural,,,,
,CHC/SEK/Pittsburg High School,1978 E 4th St,Pittsburg,KS,66762-9100,Crawford,Rural,,,,
,Community Health Center of Miami,106 NW Veterans Blvd,Miami,OK,74354-1818,Ottawa,Rural,,,,
,Community Health Center of Southeast Kansas System Office,3015 N Michigan St,Pittsburg,KS,66762-2546,Crawford,Rural,,,,
,Community Health Center of Southeast Kansas/Arma,601 E Washington St,Arma,KS,66712-4001,Crawford,Rural,,,,
,Community Health Center of Southeast Kansas/Baxter Springs,2990 Military Ave,Baxter Springs,KS,66713-2331,Cherokee,Rural,,,,
,Community Health Center of Southeast Kansas/CES,102 Cline Rd,Coffeyville,KS,67337-3022,Montgomery,Rural,,,,
,Community Health Center of Southeast Kansas/Chanute Elementary,500 Osa Martin Blvd,Chanute,KS,66720-1855,Neosho,Rural,,,,
,Community Health Center of Southeast Kansas/Coffeyville,801 W 8th St,Coffeyville,KS,67337-4109,Montgomery,Rural,,,,
,Community Health Center of Southeast Kansas/Columbus,101 W Sycamore St,Columbus,KS,66725-1276,Cherokee,Rural,,,,
,Community Health Center of Southeast Kansas/Fort Scott,401 Woodland Hills Blvd,Fort Scott,KS,66701-8797,Bourbon,Rural,,,,
,Community Health Center of Southeast Kansas/Four County Mental Health,3751 W Main St,Independence,KS,67301-8446,Montgomery,Rural,,,,
,Community Health Center of Southeast Kansas/Iola,2051 N State St,Iola,KS,66749-1677,Allen,Rural,,,,
,Community Health Center of Southeast Kansas/Mound City,302 N 1st St,Mound City,KS,66056-5279,Linn,Non-Rural,,,,
,Community Health Center of Southeast Kansas/Parsons,2100 Commerce Dr,Parsons,KS,67357-4951,Labette,Rural,,,,
,Community Health Center of Southeast Kansas/Pleasanton,11155 Tucker Rd,Pleasanton,KS,66075-8401,Linn,Non-Rural,,,,
,Community Health Center of Southeast Kansas/Walk In Care Fort Scott,1624 S National Ave,Fort Scott,KS,66701-2645,Bourbon,Rural,,,,
,COMMUNITY HEALTH CENTER OF SOUTHEAST KS,3011 N Michigan St,Pittsburg,KS,66762-2546,Crawford,Rural,,,,
,Community Health Center of Wyandotte Schools,7 S 1st St,Wyandotte,OK,74370-2268,Ottawa,Rural,,,,
,Frank Layden Elementary School,200 E Lanyon St,Frontenac,KS,66763-2478,Crawford,Rural,,,,
,Frontenac High School,201 S Crawford St,Frontenac,KS,66763-2420,Crawford,Rural,,,,
,Frontenac Junior High School,208 S Cayuga St,Frontenac,KS,66763-2410,Crawford,Rural,,,,
,Kid Care Connection,3011 N Michigan St,Pittsburg,KS,66762-2546,Crawford,Rural,,,,
,Northeast High School,1003 E South St,Arma,KS,66712-4027,Crawford,Rural,,,,
,Northeast Junior High/Elementary School,201 N West St,Arma,KS,66712-9549,Crawford,Rural,,,,
Primary Care,1207301057,NEODESHA FAMILY MEDICINE,Rural Health Clinic,Kansas,"Wilson County, KS",0,15,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,NEODESHA FAMILY MEDICINE,806 Main St,Neodesha,KS,66757-1673,Wilson,Rural,,,,
Primary Care,1202078834,AUGUSTA FAMILY PRACTICE,Rural Health Clinic,Kansas,"Cowley County, KS",0,12,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,AUGUSTA FAMILY PRACTICE,1230 E 6th Ave Ste 2C,Winfield,KS,67156-3145,Cowley,Rural,,,,
Primary Care,1202113038,CHERRYVALE FAMILY MEDICINE,Rural Health Clinic,Kansas,"Montgomery County, KS",0,15,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,CHERRYVALE FAMILY MEDICINE,203 W Main St,Cherryvale,KS,67335-1332,Montgomery,Rural,,,,
Primary Care,1207345394,ANTHONY PRIMARY CARE CENTER,Rural Health Clinic,Kansas,"Harper County, KS",0,13,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,ANTHONY PRIMARY CARE CENTER,1101 E Spring St,Anthony,KS,67003-2122,Harper,Rural,,,,
Primary Care,12099920D9,"GRACEMED HEALTH CLINIC, INC.",Federally Qualified Health Center,Kansas,"Sedgwick County, KS",0,19,Designated,Non-Rural,09/01/2007,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,GraceMed Administration Center,1150 N Broadway Ave,Wichita,KS,67214-2805,Sedgwick,Non-Rural,,,,
,GraceMed Capitol Family Clinic,1400 SW Huntoon St,Topeka,KS,66604-1231,Shawnee,Non-Rural,,,,
,GraceMed Clearwater Family Clinic,101 E Ross St,Clearwater,KS,67026-7824,Sedgwick,Non-Rural,,,,
,GraceMed COMCARE Clinic,1919 N Amidon Ave Ste 100,Wichita,KS,67203-2118,Sedgwick,Non-Rural,,,,
,GraceMed Dodge Family Clinic,4910 W 1st St N,Wichita,KS,67212-2341,Sedgwick,Non-Rural,,,,
,GraceMed Downing Family Clinic,2201 E 25th St N Bldg 200,Wichita,KS,67219-4714,Sedgwick,Non-Rural,,,,
,GraceMed Evergreen Family Clinic,1125 W 26th St N,Wichita,KS,67204-5102,Sedgwick,Non-Rural,,,,
,GraceMed Good Samaritan,3701 E 13th St N,Wichita,KS,67208-2004,Sedgwick,Non-Rural,,,,
,GraceMed Healthy Family Clinic,1905 S Laura Ave,Wichita,KS,67211-4422,Sedgwick,Non-Rural,,,,
,GraceMed Helen Galloway Family Clinic,1122 N Topeka St,Wichita,KS,67214-2810,Sedgwick,Non-Rural,,,,
,GraceMed Highland Park Family Clinic,2025 SE California Ave,Topeka,KS,66607-1443,Shawnee,Non-Rural,,,,
,GraceMed Jardine Family Clinic,3610 E Ross Pkwy,Wichita,KS,67210-1311,Sedgwick,Non-Rural,,,,
,GraceMed McPherson Family Clinic,322 N Main St Ste 100,Mcpherson,KS,67460-4323,McPherson,Rural,,,,
,GraceMed Meyer Family Clinic,755 W Lincoln St,Wichita,KS,67213-4405,Sedgwick,Non-Rural,,,,
,GraceMed Mother Mary Anne Clinic,1131 S Clifton Ave,Wichita,KS,67218-2955,Sedgwick,Non-Rural,,,,
,GraceMed Oaklawn Family Clinic,5000 S Clifton Ave Ste 200,Wichita,KS,67216-3408,Sedgwick,Non-Rural,,,,
,GraceMed Virginia & Georgia Ablah Family Clinic,3417 S Meridian Ave,Wichita,KS,67217-2151,Sedgwick,Non-Rural,,,,
Primary Care,12099920A6,WICHITA COUNTY HEALTH CENTER CLINIC,Rural Health Clinic,Kansas,"Wichita County, KS",0,5,Designated,Rural,03/23/2004,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,WICHITA COUNTY HEALTH CENTER CLINIC,211 E Earl St,Leoti,KS,67861-9620,Wichita,Rural,,,,
Primary Care,1201910151,LABETTE HEALTH CHERRYVALE CLINIC,Rural Health Clinic,Kansas,"Montgomery County, KS",0,15,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,LABETTE HEALTH CHERRYVALE CLINIC,116 N Maple St,Cherryvale,KS,67335-1729,Montgomery,Rural,,,,
Primary Care,1208900389,LINCOLN COUNTY MEDICAL CLINIC,Rural Health Clinic,Kansas,"Lincoln County, KS",0,15,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,LINCOLN COUNTY MEDICAL CLINIC,313 E Franklin St,Lincoln,KS,67455-1751,Lincoln,Rural,,,,
Primary Care,12099920GA,"COMMUNITY HEALTH CENTER IN COWLEY COUNTY, INC.",Federally Qualified Health Center,Kansas,"Cowley County, KS",0,19,Designated,Rural,08/01/2015,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Administration Office,901 Main St,Winfield,KS,67156-3604,Cowley,Rural,,,,
,Community Health Center in Cowley County,221 W 8th Ave,Winfield,KS,67156-2718,Cowley,Rural,,,,
