data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find
Primary Care,132999329L,TOPAZ RANCH MEDICAL CLINIC,Rural Health Clinic,Nevada,"Douglas County, NV",0,16,Designated,Rural,02/07/2013,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,TOPAZ RANCH MEDICAL CLINIC,3919 Carter Way,Wellington,NV,89444-9319,Douglas,Rural,,,,
Primary Care,1321879554,LINCOLN COUNTY HOSPITAL DISTRICT,Rural Health Clinic,Nevada,"Lincoln County, NV",0,15,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,LINCOLN COUNTY HOSPITAL DISTRICT,700 N Spring St,Caliente,NV,89008,Lincoln,Rural,,,,
Primary Care,1329993282,MOUNT GRANT MEDICAL BUILDING,Rural Health Clinic,Nevada,"Mineral County, NV",0,16,Designated,Rural,01/19/2007,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,MOUNT GRANT MEDICAL BUILDING,200 S A St,Hawthorne,NV,89415,Mineral,Rural,,,,
Primary Care,1329650092,FIRST PERSON CARE CLINIC,Federally Qualified Health Center,Nevada,"Clark County, NV",0,18,Designated,Non-Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,First Person Care Clinic,200 E Horizon Dr,Henderson,NV,89015-8033,Clark,Non-Rural,,,,
,First Person Care Clinic,1200 S 4th St,Las Vegas,NV,89104-1063,Clark,Non-Rural,,,,
,Huntridge Dental Center,2100 S Maryland Pkwy Ste 5,Las Vegas,NV,89104-3225,Clark,Non-Rural,,,,
Primary Care,13299932A1,PERSHING GENERAL HOSP & NURSING HOME PHYSICIAN CTR,Rural Health Clinic,Nevada,"Pershing County, NV",0,14,Designated,Rural,10/03/2016,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,PERSHING GENERAL HOSP & NURSING HOME PHYSICIAN CTR,PO BOX 661,Lovelock,NV,89419-0661,Pershing,Rural,,,,
Primary Care,132999320A,Firstmed Health and Wellness Center,Federally Qualified Health Center,Nevada,"Clark County, NV",0,19,Designated,Non-Rural,11/07/2013,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,FirstMed Health and Wellness Center,3343 S Eastern Ave,Las Vegas,NV,89169-3312,Clark,Non-Rural,,,,
,FirstMed North Las Vegas,3940 N Martin L King Blvd Ste 105B,North Las Vegas,NV,89032-6607,Clark,Non-Rural,,,,
,FirstMed Shadow Lane,400 Shadow Ln,Las Vegas,NV,89106-4363,Clark,Non-Rural,,,,
Primary Care,1329993281,WILLIAM BEE RIRIE HOSPITAL-RHC,Rural Health Clinic,Nevada,"White Pine County, NV",0,9,Designated,Rural,01/09/2007,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,WILLIAM BEE RIRIE HOSPITAL-RHC,6 Steptoe Cir,Ely,NV,89301-2692,White Pine,Rural,,,,
Primary Care,132999329Q,BATTLE MOUNTAIN CLINIC,Rural Health Clinic,Nevada,"Lander County, NV",0,15,Designated,Rural,09/06/2016,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,BATTLE MOUNTAIN CLINIC,535 S Humboldt St Ste A,Battle Mountain,NV,89820-1988,Lander,Rural,,,,
Primary Care,132999320B,"NORTHERN NEVADA HIV OUTPATIENT PROGRAM, EDUCATION AND SERVICES",Federally Qualified Health Center,Nevada,"Washoe County, NV",0,19,Designated,Non-Rural,11/01/2013,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Change Point,445 Ralston St,Reno,NV,89503-4432,Washoe,Non-Rural,,,,
,Northern Nevada HIV Outpatient Program Education and Services,580 W 5th St,Reno,NV,89503-4407,Washoe,Non-Rural,,,,
,Northern Nevada HIV Outpatient Program Education and Services - Admin,245 E Liberty St Ste 300,Reno,NV,89501-2289,Washoe,Non-Rural,,,,
,"Northern Nevada HIV Outpatient Program, Education and Services",467 Ralston St,Reno,NV,89503-4432,Washoe,Non-Rural,,,,
Primary Care,1329993283,SMITH VALLEY PHYSICIANS CLINIC,Rural Health Clinic,Nevada,"Lyon County, NV",0,17,Designated,Rural,01/19/2007,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,SMITH VALLEY PHYSICIANS CLINIC,445 State Route 338,Wellington,NV,89444-9711,Lyon,Rural,,,,
Primary Care,1329993275,MOAPA HEALTH STATION,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Nevada,"Clark County, NV",0,8,Designated,Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,MOAPA HEALTH STATION,Lincoln St,Moapa,NV,89025,Clark,Rural,,,,
Primary Care,1329993258,Community Health Alliance,Federally Qualified Health Center,Nevada,"Washoe County, NV",0,19,Designated,Non-Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Community Health Alliance Administration,680 S Rock Blvd,Reno,NV,89502-4113,Washoe,Non-Rural,,,,
,Community Health Alliance Mobile  Dental Restorative Van,680 S Rock Blvd,Reno,NV,89502-4113,Washoe,Non-Rural,,,,
,Community Health Alliance Neil Road Health Center,3915 Neil Rd,Reno,NV,89502-6808,Washoe,Non-Rural,,,,
,Community Health Alliance North Valleys Health Center,280 Vista Knoll Pkwy Ste 107,Reno,NV,89506-5649,Washoe,Non-Rural,,,,
,Community Health Alliance Outreach Medical Center,335 Record St Ste 250,Reno,NV,89512-3327,Washoe,Non-Rural,,,,
,Community Health Alliance Sun Valley Health Center,5295 Sun Valley Blvd Ste 5,Sun Valley,NV,89433-7955,Washoe,Non-Rural,,,,
,Community Health Alliance Wells Avenue Medical/Dental Center,1055 S Wells Ave,Reno,NV,89502-2550,Washoe,Non-Rural,,,,
,Complex Care Center (CCC),330 Crampton St,Reno,NV,89502-2480,Washoe,Non-Rural,,,,
,Sparks Health Center,2244 Oddie Blvd,Sparks,NV,89431-7574,Washoe,Non-Rural,,,,
,Sun Valley WIC Office,5295 Sun Valley Blvd Ste 8,Sun Valley,NV,89433-7955,Washoe,Non-Rural,,,,
,WIC Van (Ronald McDonald Care Mobile),680 S Rock Blvd,Reno,NV,89502-4113,Washoe,Non-Rural,,,,
Primary Care,10699906AO,All For Health Health For All,Federally Qualified Health Center,California,"Los Angeles County, CA",0,11,Designated,Non-Rural,02/08/2006,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,AFH-Burbank-2,303 S Glenoaks Blvd Ste 9,Burbank,CA,91502-1190,Los Angeles,Non-Rural,,,,
,All For Health,115 Gibson Rd,Templeton,CA,93465-9510,San Luis Obispo,Non-Rural,,,,
,"All for Health, Health for All",519 E Broadway,Glendale,CA,91205-1110,Los Angeles,Non-Rural,,,,
,"All For Health, Health For All - Pediatrics",1030 S Glendale Ave Ste 307,Glendale,CA,91205-2866,Los Angeles,Non-Rural,,,,
,"All For Health, Health For All - South Central Avenue",800 S Central Ave Ste 308,Glendale,CA,91204-4644,Los Angeles,Non-Rural,,,,
,"All for Health, Health for All--Burbank",401 S Glenoaks Blvd Ste 101,Burbank,CA,91502-2707,Los Angeles,Non-Rural,,,,
,"All For Health, Health For All-Sunland",8134 Foothill Blvd,Sunland,CA,91040-2941,Los Angeles,Non-Rural,,,,
,"All For Health, Las Vegas",1735 N Nellis Blvd Ste G,Las Vegas,NV,89115-3671,Clark,Non-Rural,,,,
,"All For Health, South Central II",710 S Central Ave Ste 350,Glendale,CA,91204-4647,Los Angeles,Non-Rural,,,,
,All For Health-Montrose,2048 Montrose Ave,Montrose,CA,91020-1605,Los Angeles,Non-Rural,,,,
,Atascadero Health Center,5855 Capistrano Ave Ste D,Atascadero,CA,93422-7201,San Luis Obispo,Non-Rural,,,,
,Cedar House,141 S Cedar St,Glendale,CA,91205-1207,Los Angeles,Non-Rural,,,,
,Edison Pacific Health Center,437 S Pacific Ave,Glendale,CA,91204-1441,Los Angeles,Non-Rural,,,,
Primary Care,1323711724,NEVADA SKIES YOUTH WELLNESS,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Nevada,"Storey County, NV",0,9,Designated,Non-Rural,08/18/2019,09/09/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,NEVADA SKIES YOUTH WELLNESS,104 Big Bend Ranch Rd,Virginia City,NV,89440,Storey,Non-Rural,,,,
Primary Care,132999329H,ELKO HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Nevada,"Elko County, NV",0,14,Designated,Rural,06/05/2012,09/09/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,ELKO HEALTH CENTER,515 Shoshone Cir,Elko,NV,89801-5072,Elko,Rural,,,,
Primary Care,1329993265,NEWE MEDICAL CLINIC,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Nevada,"White Pine County, NV",0,12,Designated,Rural,10/26/2002,09/09/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,NEWE MEDICAL CLINIC,400 B Newe Vw,Ely,NV,89301-3139,White Pine,Rural,,,,
Primary Care,1329993268,WASHOE TRIBAL HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Nevada,"Douglas County, NV",0,16,Designated,Rural,10/26/2002,09/09/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,WASHOE TRIBAL HEALTH CENTER,1559 Watasheamu Rd,Gardnerville,NV,89460-7455,Douglas,Rural,,,,
Primary Care,1329993278,RENO/SPARKS TRIBAL HLTH CLINIC,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Nevada,"Washoe County, NV",0,18,Designated,Non-Rural,10/26/2002,09/09/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,RENO/SPARKS TRIBAL HLTH CLINIC,1715 Kuenzli St,Reno,NV,89502-1117,Washoe,Non-Rural,,,,
Primary Care,1329993276,PYRAMID LAKE TRIBAL HLTH CTR,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Nevada,"Washoe County, NV",0,18,Designated,Rural,10/26/2002,09/09/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,PYRAMID LAKE TRIBAL HLTH CTR,705 NV-446,Nixon,NV,89424,Washoe,Rural,,,,
Primary Care,1329993267,FALLON TRIBAL HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Nevada,"Churchill County, NV",0,17,Designated,Rural,10/26/2002,09/09/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,FALLON TRIBAL HEALTH CENTER,1001 Rio Vista Dr,Fallon,NV,89406-5463,Churchill,Rural,,,,
Primary Care,1329993280,YERINGTON TRIBAL HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Nevada,"Lyon County, NV",0,17,Designated,Rural,10/26/2002,09/09/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,YERINGTON TRIBAL HEALTH CENTER,171 Campbell Ln,Yerington,NV,89447-9768,Lyon,Rural,,,,
Primary Care,1329993271,LAS VEGAS PAIUTE HS,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Nevada,"Clark County, NV",0,18,Designated,Non-Rural,10/26/2002,09/09/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,LAS VEGAS PAIUTE HS,1257 Paiute Cir,Las Vegas,NV,89106-3202,Clark,Non-Rural,,,,
Primary Care,1329993294,OWYHEE COMMUNITY HEALTH,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Nevada,"Elko County, NV",0,12,Designated,Rural,10/26/2002,09/09/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,OWYHEE COMMUNITY HEALTH,1623 Hospital Loop,Owyhee,NV,89832-1200,Elko,Rural,,,,
Primary Care,1329993296,"NEVADA URBAN INDIAN, INC","Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Nevada,"Washoe County, NV",0,18,Designated,Non-Rural,10/26/2003,09/09/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,"NEVADA URBAN INDIAN, INC",6512 S Mccarran Blvd Ste A,Reno,NV,89509-6141,Washoe,Non-Rural,,,,
Primary Care,1328567340,SOUTHERN NEVADA HEALTH DISTRICT,Federally Qualified Health Center,Nevada,"Clark County, NV",0,15,Designated,Non-Rural,02/11/2020,02/11/2020
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Southern Nevada Community Health Center,280 S Decatur Blvd,Las Vegas,NV,89107-2936,Clark,Non-Rural,,,,
,"Tempoary Site-Southern Nevada Health District, East Las Vegas",570 N Nellis Blvd,Las Vegas,NV,89110-5325,Clark,Non-Rural,,,,
,"Tempoary Site-Southern Nevada Health District, Mobile Unit",700 S Martin L King Blvd,Las Vegas,NV,89106-4409,Clark,Non-Rural,,,,
,Temporary Site-All Saints Episcopal Church and Day School,4201 W Washington Ave,Las Vegas,NV,89107-2005,Clark,Non-Rural,,,,
Primary Care,1322746228,Duckwater Shoshone Tribe - Duckwater Health Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Nevada,"Nye County, NV",0,11,Designated,Rural,02/11/2020,02/11/2020
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Duckwater Shoshone Tribe - Duckwater Health Center,502 Duckwater Falls Rd,Duckwater,NV,89314-9800,Nye,Rural,,,,
Primary Care,1329993279,WALKER RIVER TRIBAL HLTH CTR,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Nevada,"Mineral County, NV",0,17,Designated,Rural,10/26/2002,02/11/2020
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,WALKER RIVER TRIBAL HLTH CTR,Hospital Rd,Schurz,NV,89427,Mineral,Rural,,,,
Primary Care,1329993274,Fort McDermitt Wellness Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Nevada,"Humboldt County, NV",0,12,Designated,Rural,10/26/2002,02/11/2020
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Fort McDermitt Wellness Center,N Reservation Rd,Paradise Valley,NV,89426,Humboldt,Rural,,,,
Primary Care,1322025702,LI - Mesquite,Low Income Population HPSA,Nevada,"Clark County, NV",1.64,16,Designated,Rural,10/02/2013,05/26/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,Nevada,Clark County,56.07,Census Tract,32003005607,Rural,,,,,
,Nevada,Clark County,56.14,Census Tract,32003005614,Rural,,,,,
,Nevada,Clark County,56.15,Census Tract,32003005615,Rural,,,,,
,Nevada,Clark County,59.03,Census Tract,32003005903,Rural,,,,,
,Nevada,Clark County,59.04,Census Tract,32003005904,Rural,,,,,
,Nevada,Clark County,59.05,Census Tract,32003005905,Rural,,,,,
Primary Care,1329834442,Indian Springs,Geographic HPSA,Nevada,"Clark County, NV",3.99,16,Designated,Partially Rural,05/30/1978,05/26/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,Nevada,Clark County,58.18,Census Tract,32003005818,Non-Rural,,,,,
,Nevada,Clark County,58.23,Census Tract,32003005823,Non-Rural,,,,,
,Nevada,Clark County,58.27,Census Tract,32003005827,Non-Rural,,,,,
,Nevada,Clark County,75,Census Tract,32003007500,Rural,,,,,
Primary Care,1329276711,Churchill/Lyon/Mineral/Pershing Counties,Geographic HPSA,Nevada,"Churchill County, NV | Lyon County, NV | Mineral County, NV | Pershing County, NV",13.5,15,Designated,Rural,12/29/2016,12/29/2016
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,Nevada,Churchill County,Churchill,Single County,32001,Rural,,,,,
,Nevada,Lyon County,Lyon,Single County,32019,Rural,,,,,
,Nevada,Mineral County,Mineral,Single County,32021,Rural,,,,,
,Nevada,Pershing County,Pershing,Single County,32027,Rural,,,,,
Primary Care,1329605962,Spring Creek,Geographic HPSA,Nevada,"Elko County, NV",3.78,16,Designated,Rural,03/06/2017,03/06/2017
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,Nevada,Elko County,9512.01,Census Tract,32007951201,Rural,,,,,
,Nevada,Elko County,9514.02,Census Tract,32007951402,Rural,,,,,
Primary Care,1326963878,Lander County,Geographic HPSA,Nevada,"Lander County, NV",1.58,15,Designated,Rural,04/27/1978,12/29/2016
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,Nevada,Lander County,Lander,Single County,32015,Rural,,,,,
Primary Care,1327512355,LI - Southern Nye County,Low Income Population HPSA,Nevada,"Nye County, NV",2.35,17,Designated,Rural,07/12/2013,06/05/2017
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,Nevada,Nye County,9603,Census Tract,32023960300,Rural,,,,,
,Nevada,Nye County,9604.01,Census Tract,32023960401,Rural,,,,,
,Nevada,Nye County,9604.02,Census Tract,32023960402,Rural,,,,,
,Nevada,Nye County,9604.03,Census Tract,32023960403,Rural,,,,,
,Nevada,Nye County,9604.04,Census Tract,32023960404,Rural,,,,,
,Nevada,Nye County,9604.05,Census Tract,32023960405,Rural,,,,,
,Nevada,Nye County,9604.06,Census Tract,32023960406,Rural,,,,,
,Nevada,Nye County,9805,Census Tract,32023980500,Rural,,,,,
Primary Care,1327863310,Incline Village,Geographic HPSA,Nevada,"Washoe County, NV",0.97,9,Designated,Partially Rural,03/22/2011,03/31/2017
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,Nevada,Washoe County,Incline Village CCD,County Subdivision,3203194462,Partially Rural,,,,,
Primary Care,1321189261,Northern Washoe,Geographic HPSA,Nevada,"Washoe County, NV",1.54,17,Designated,Rural,09/15/2017,09/15/2017
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,Nevada,Washoe County,35.01,Census Tract,32031003501,Rural,,,,,
,Nevada,Washoe County,9402,Census Tract,32031940200,Rural,,,,,
,Nevada,Washoe County,9901,Census Tract,32031990100,Not Applicable,,,,,
Primary Care,1328484648,LI-South Las Vegas Paradise,Low Income Population HPSA,Nevada,"Clark County, NV",25.26,16,Designated,Non-Rural,10/27/2017,10/27/2017
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,Nevada,Clark County,10.03,Census Tract,32003001003,Non-Rural,,,,,
,Nevada,Clark County,10.04,Census Tract,32003001004,Non-Rural,,,,,
,Nevada,Clark County,10.06,Census Tract,32003001006,Non-Rural,,,,,
,Nevada,Clark County,11,Census Tract,32003001100,Non-Rural,,,,,
,Nevada,Clark County,12,Census Tract,32003001200,Non-Rural,,,,,
,Nevada,Clark County,13,Census Tract,32003001300,Non-Rural,,,,,
,Nevada,Clark County,14.01,Census Tract,32003001401,Non-Rural,,,,,
,Nevada,Clark County,14.02,Census Tract,32003001402,Non-Rural,,,,,
,Nevada,Clark County,15.01,Census Tract,32003001501,Non-Rural,,,,,
,Nevada,Clark County,15.02,Census Tract,32003001502,Non-Rural,,,,,
,Nevada,Clark County,16.07,Census Tract,32003001607,Non-Rural,,,,,
,Nevada,Clark County,16.08,Census Tract,32003001608,Non-Rural,,,,,
,Nevada,Clark County,16.09,Census Tract,32003001609,Non-Rural,,,,,
,Nevada,Clark County,16.10,Census Tract,32003001610,Non-Rural,,,,,
,Nevada,Clark County,16.11,Census Tract,32003001611,Non-Rural,,,,,
,Nevada,Clark County,16.12,Census Tract,32003001612,Non-Rural,,,,,
,Nevada,Clark County,16.13,Census Tract,32003001613,Non-Rural,,,,,
,Nevada,Clark County,17.06,Census Tract,32003001706,Non-Rural,,,,,
,Nevada,Clark County,17.07,Census Tract,32003001707,Non-Rural,,,,,
,Nevada,Clark County,17.08,Census Tract,32003001708,Non-Rural,,,,,
,Nevada,Clark County,17.09,Census Tract,32003001709,Non-Rural,,,,,
,Nevada,Clark County,17.10,Census Tract,32003001710,Non-Rural,,,,,
,Nevada,Clark County,17.11,Census Tract,32003001711,Non-Rural,,,,,
,Nevada,Clark County,17.12,Census Tract,32003001712,Non-Rural,,,,,
,Nevada,Clark County,17.13,Census Tract,32003001713,Non-Rural,,,,,
,Nevada,Clark County,17.14,Census Tract,32003001714,Non-Rural,,,,,
,Nevada,Clark County,17.15,Census Tract,32003001715,Non-Rural,,,,,
,Nevada,Clark County,17.16,Census Tract,32003001716,Non-Rural,,,,,
,Nevada,Clark County,17.17,Census Tract,32003001717,Non-Rural,,,,,
,Nevada,Clark County,17.18,Census Tract,32003001718,Non-Rural,,,,,
