data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find
Primary Care,140999400B,"Community Health Center of Northeast Oklahoma, Inc.",Federally Qualified Health Center,Oklahoma,"Ottawa County, OK",0,19,Designated,Rural,11/01/2013,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Afton Community Health Center,21965 Bison Drive,Afton,OK,74331-1822,Ottawa,Rural,,,,
,Commerce Community Health Center,220 S Mickey Mantle Blvd,Commerce,OK,74339-2924,Ottawa,Rural,,,,
,Grove Community Health Center,10405 US Highway 59,Grove,OK,74344-4502,Delaware,Rural,,,,
,Vinita Community Health Cetner,244 S Scraper St,Vinita,OK,74301-3740,Craig,Rural,,,,
,Welch Community Health Center,343 S Commercial St,Welch,OK,74369,Craig,Rural,,,,
Primary Care,1401424644,Absentee Shawnee Health Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Oklahoma,"Pottawatomie County, OK",0,18,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Absentee Shawnee Health Center,2029 Gordon Cooper Dr,Shawnee,OK,74801-9005,Pottawatomie,Rural,,,,
Primary Care,1403731242,Choctaw Employee Health-Poteau,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Oklahoma,"Le Flore County, OK",0,18,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Choctaw Employee Health-Poteau,109 Kerr Ave,Poteau,OK,74953-5270,Le Flore,Rural,,,,
Primary Care,1409994078,"Panhandle Counseling and Health Center, Inc.",Federally Qualified Health Center,Oklahoma,"Texas County, OK",0,12,Designated,Rural,12/20/2017,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Panhandle Counseling and Health Center Clinic,3247 US-54,Guymon,OK,73942-4571,Texas,Rural,,,,
,Panhandle Counseling and Health Center Outreach Center,1309 N East St,Guymon,OK,73942-3333,Texas,Rural,,,,
Primary Care,1409994098,KIAMICHI FAMILY MEDICAL CENTER,Federally Qualified Health Center,Oklahoma,"McCurtain County, OK",0,17,Designated,Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Kiamichi Family Medical Center,6026 Battiest Pickens Rd,Broken Bow,OK,74728-5033,McCurtain,Rural,,,,
,Kiamichi Family Medical Center - Idabel,403 S Indian Rd,Idabel,OK,74745-5458,McCurtain,Rural,,,,
,"Kiamichi Family Medical Center, Inc.",204 E Jackson St,Hugo,OK,74743-4037,Choctaw,Rural,,,,
,"Kiamichi Family Medical Center, Inc. - Broken Bow",510 S Park Dr,Broken Bow,OK,74728-5330,McCurtain,Rural,,,,
Primary Care,1209992088,"COMMUNITY HEALTH CENTER OF SOUTHEAST KANSAS, INC.",Federally Qualified Health Center,Kansas,"Crawford County, KS",0,17,Designated,Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,CHC OF SE KANSAS / DENTAL CLINIC,924 N Broadway St,Pittsburg,KS,66762-3910,Crawford,Rural,,,,
,CHC/SEK Caney Valley High School,601 E Bullpup Blvd,Caney,KS,67333-2543,Montgomery,Rural,,,,
,CHC/SEK Chetopa Schools,430 Elm St,Chetopa,KS,67336-8852,Labette,Rural,,,,
,CHC/SEK Parsons Senior High School,3030 Morton Ave,Parsons,KS,67357-4417,Labette,Rural,,,,
,CHC/SEK Pittsburg Middle School,1310 N Broadway St,Pittsburg,KS,66762-3040,Crawford,Rural,,,,
,CHC/SEK South Pittsburg,1011 S Mount Carmel Pl,Pittsburg,KS,66762-6604,Crawford,Rural,,,,
,CHC/SEK Southeast Elementary School,303 S Humbert,Weir,KS,66781-4214,Cherokee,Rural,,,,
,CHC/SEK Southeast High School,126 W 400 Hwy,Cherokee,KS,66724-9606,Crawford,Rural,,,,
,CHC/SEK Southeast Junior High School,206 W Magnolia St,Cherokee,KS,66724-5094,Crawford,Rural,,,,
,CHC/SEK St. Paul Schools,318 1st St,Saint Paul,KS,66771-4081,Neosho,Rural,,,,
,CHC/SEK's Field Kindley Student Health Center,1110 W 8th St,Coffeyville,KS,67337-4116,Montgomery,Rural,,,,
,CHC/SEK/ Meadowlark,1602 E 20th St,Pittsburg,KS,66762-3464,Crawford,Rural,,,,
,CHC/SEK/George Nettels,2012 S Homer St,Pittsburg,KS,66762-6322,Crawford,Rural,,,,
,CHC/SEK/Lakeside,709 S College St,Pittsburg,KS,66762-5039,Crawford,Rural,,,,
,CHC/SEK/Pittsburg High School,1978 E 4th St,Pittsburg,KS,66762-9100,Crawford,Rural,,,,
,Community Health Center of Miami,106 NW Veterans Blvd,Miami,OK,74354-1818,Ottawa,Rural,,,,
,Community Health Center of Southeast Kansas System Office,3015 N Michigan St,Pittsburg,KS,66762-2546,Crawford,Rural,,,,
,Community Health Center of Southeast Kansas/Arma,601 E Washington St,Arma,KS,66712-4001,Crawford,Rural,,,,
,Community Health Center of Southeast Kansas/Baxter Springs,2990 Military Ave,Baxter Springs,KS,66713-2331,Cherokee,Rural,,,,
,Community Health Center of Southeast Kansas/CES,102 Cline Rd,Coffeyville,KS,67337-3022,Montgomery,Rural,,,,
,Community Health Center of Southeast Kansas/Chanute Elementary,500 Osa Martin Blvd,Chanute,KS,66720-1855,Neosho,Rural,,,,
,Community Health Center of Southeast Kansas/Coffeyville,801 W 8th St,Coffeyville,KS,67337-4109,Montgomery,Rural,,,,
,Community Health Center of Southeast Kansas/Columbus,101 W Sycamore St,Columbus,KS,66725-1276,Cherokee,Rural,,,,
,Community Health Center of Southeast Kansas/Fort Scott,401 Woodland Hills Blvd,Fort Scott,KS,66701-8797,Bourbon,Rural,,,,
,Community Health Center of Southeast Kansas/Four County Mental Health,3751 W Main St,Independence,KS,67301-8446,Montgomery,Rural,,,,
,Community Health Center of Southeast Kansas/Iola,2051 N State St,Iola,KS,66749-1677,Allen,Rural,,,,
,Community Health Center of Southeast Kansas/Mound City,302 N 1st St,Mound City,KS,66056-5279,Linn,Non-Rural,,,,
,Community Health Center of Southeast Kansas/Parsons,2100 Commerce Dr,Parsons,KS,67357-4951,Labette,Rural,,,,
,Community Health Center of Southeast Kansas/Pleasanton,11155 Tucker Rd,Pleasanton,KS,66075-8401,Linn,Non-Rural,,,,
,Community Health Center of Southeast Kansas/Walk In Care Fort Scott,1624 S National Ave,Fort Scott,KS,66701-2645,Bourbon,Rural,,,,
,COMMUNITY HEALTH CENTER OF SOUTHEAST KS,3011 N Michigan St,Pittsburg,KS,66762-2546,Crawford,Rural,,,,
,Community Health Center of Wyandotte Schools,7 S 1st St,Wyandotte,OK,74370-2268,Ottawa,Rural,,,,
,Frank Layden Elementary School,200 E Lanyon St,Frontenac,KS,66763-2478,Crawford,Rural,,,,
,Frontenac High School,201 S Crawford St,Frontenac,KS,66763-2420,Crawford,Rural,,,,
,Frontenac Junior High School,208 S Cayuga St,Frontenac,KS,66763-2410,Crawford,Rural,,,,
,Kid Care Connection,3011 N Michigan St,Pittsburg,KS,66762-2546,Crawford,Rural,,,,
,Northeast High School,1003 E South St,Arma,KS,66712-4027,Crawford,Rural,,,,
,Northeast Junior High/Elementary School,201 N West St,Arma,KS,66712-9549,Crawford,Rural,,,,
Primary Care,14099940NQ,MERCY HOSPITAL HEALDTON - PRIMARY CARE,Rural Health Clinic,Oklahoma,"Carter County, OK",0,9,Designated,Rural,06/16/2015,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,MERCY HOSPITAL HEALDTON - PRIMARY CARE,3472 Hospital Rd,Healdton,OK,73438-6124,Carter,Rural,,,,
Primary Care,1409994082,"CENTRAL OKLAHOMA FAMILY MEDICAL CENTER, INC.",Federally Qualified Health Center,Oklahoma,"Seminole County, OK",0,17,Designated,Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Central Oklahoma Family Medical Center,905 Colony Dr Bldg,Ada,OK,74820-2329,Pontotoc,Rural,,,,
,Central Oklahoma Family Medical Center,302 W Smith,Stratford,OK,74872-4656,Garvin,Rural,,,,
,Central Oklahoma Family Medical Center - Ada,1221 Arlington St Ste B,Ada,OK,74820-4067,Pontotoc,Rural,,,,
,"CENTRAL OKLAHOMA FAMILY MEDICAL CENTER, INC.",527 W 3rd St,Konawa,OK,74849-1415,Seminole,Rural,,,,
Primary Care,1409720363,Choctaw Employee Health Clinic,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Oklahoma,"Bryan County, OK",0,18,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Choctaw Employee Health Clinic,698 Westside Dr Ste 108 # 110,Durant,OK,74701-3085,Bryan,Rural,,,,
Primary Care,14099940NP,SHORTGRASS COMMUNITY HEALTH CENTER INC.,Federally Qualified Health Center,Oklahoma,"Harmon County, OK",0,19,Designated,Rural,06/01/2012,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,"Shortgrass Community Health Center, Inc.",400 E Sycamore St,Hollis,OK,73550-1436,Harmon,Rural,,,,
,Shortgrass Community Health Moblie1,400 E Sycamore St,Hollis,OK,73550-1436,Harmon,Rural,,,,
Primary Care,1402162609,Cherokee Nation Ga Du Gi,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Oklahoma,"Cherokee County, OK",0,18,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Cherokee Nation Ga Du Gi,16944 W Cherokee,Tahlequah,OK,74464-5539,Cherokee,Rural,,,,
Primary Care,14099940J1,Comanche County Hospital Authority,Federally Qualified Health Center,Oklahoma,"Comanche County, OK",0,17,Designated,Non-Rural,09/30/2007,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,COMANCHE CNTY HOSPITAL AUTHORITY,3401 W Gore Blvd,Lawton,OK,73505-6332,Comanche,Non-Rural,,,,
,Comanche Community Health Center,513 Hillery Rd,Comanche,OK,73529-1200,Stephens,Rural,,,,
,Comanche School Health Center,1030 Ash Ave,Comanche,OK,73529-2636,Stephens,Rural,,,,
,Elgin Community Health Center,7936 US Highway 277,Elgin,OK,73538-2144,Comanche,Non-Rural,,,,
,Lawton Community Health Center,5404 SW Lee Blvd,Lawton,OK,73505-9521,Comanche,Non-Rural,,,,
,LCHC Cache,512 W C Ave,Cache,OK,73527-9491,Comanche,Non-Rural,,,,
,LCHC Call Center,602 SE Wallock St,Lawton,OK,73501-5403,Comanche,Non-Rural,,,,
,LCHC Center for Health,3811 W Gore Blvd Ste 6,Lawton,OK,73505-6328,Comanche,Non-Rural,,,,
,LCHC Center for Health Suite 10,3811 W Gore Blvd Ste 10,Lawton,OK,73505-6328,Comanche,Non-Rural,,,,
,LCHC Eastside,1102 SE 36th St,Lawton,OK,73501-8462,Comanche,Non-Rural,,,,
,LCHC Family Care Clinic,3201 W Gore Blvd Ste 203,Lawton,OK,73505-6350,Comanche,Non-Rural,,,,
,LCHC Midtown,1202 NW Arlington Ave,Lawton,OK,73507-6537,Comanche,Non-Rural,,,,
,LCHC Primary Health Care Center at Comanche County Memorial Hospital,110 NW 31st St Ste 201,Lawton,OK,73505-6100,Comanche,Non-Rural,,,,
,Marlow Community Health Center,1324 S Broadway St,Marlow,OK,73055-3885,Stephens,Rural,,,,
Primary Care,1409994093,FAMILY HEALTH CENTER OF SOUTHERN OKLAHOMA,Federally Qualified Health Center,Oklahoma,"Johnston County, OK",0,11,Designated,Rural,09/30/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Coalgate Satellite Center,107 E Post Ave,Coalgate,OK,74538-3004,Coal,Rural,,,,
,Family Health Center Of Southern Oklahoma ,610 E 24th St,Tishomingo,OK,73460-3245,Johnston,Rural,,,,
,FHCSO-Atoka Clinic,1556 S Virginia Ave,Atoka,OK,74525-3246,Atoka,Rural,,,,
,FHCSO-Kingston,21 N Main St,Kingston,OK,73439-6562,Marshall,Rural,,,,
Primary Care,1409994081,"Variety Care, Inc.",Federally Qualified Health Center,Oklahoma,"Oklahoma County, OK",0,19,Designated,Non-Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Britton Health Center,721 W Britton Rd,Oklahoma City,OK,73114-2909,Oklahoma,Non-Rural,,,,
,Variety Care - Ft. Cobb Health Center,111 W Main St,Fort Cobb,OK,73038-5863,Caddo,Rural,,,,
,Variety Care - Inasmuch Pediatric & Wellness Center,500 SW 44th St,Oklahoma City,OK,73109-3540,Oklahoma,Non-Rural,,,,
,Variety Care - Reno,4000 W Reno Ave,Oklahoma City,OK,73107-6632,Oklahoma,Non-Rural,,,,
,Variety Care - Straka Family Health Center,1025 Straka Ter,Oklahoma City,OK,73139-2544,Oklahoma,Non-Rural,,,,
,Variety Care Anadarko,718 W Petree Rd,Anadarko,OK,73005-6024,Caddo,Rural,,,,
,Variety Care at Big Pasture,201 W 1st St,Grandfield,OK,73546-9236,Tillman,Rural,,,,
,Variety Care at OSU-OKC,440 N Portland Ave,Oklahoma City,OK,73107-6110,Oklahoma,Non-Rural,,,,
,Variety Care at Pete White Health and Wellness Center,4021 S Walker Ave Ste 201,Oklahoma City,OK,73109-6977,Oklahoma,Non-Rural,,,,
,Variety Care Executive and Administration Offices,3000 N Grand Blvd,Oklahoma City,OK,73107-1818,Oklahoma,Non-Rural,,,,
,Variety Care Mid-Del Family Health Center,3851 Tinker Diagonal,Del City,OK,73115-2109,Oklahoma,Non-Rural,,,,
,Variety Care Mobile Van #1,1025 Straka Ter,Oklahoma City,OK,73139-2544,Oklahoma,Non-Rural,,,,
,Variety Care Norman,317 E Himes St,Norman,OK,73069-7810,Cleveland,Non-Rural,,,,
,Variety Care Pediatric Center on North Portland,5320 N Portland Ave,Oklahoma City,OK,73112-2098,Oklahoma,Non-Rural,,,,
,Variety Care Tenth Street Family Medical Center,4023 NW 10th St,Oklahoma City,OK,73107-6038,Oklahoma,Non-Rural,,,,
,Variety Care Women and Children Norman,1237 Alameda St,Norman,OK,73071-3006,Cleveland,Non-Rural,,,,
,"Variety Care, General Pershing Wellness Campus",2617 General Pershing Blvd,Oklahoma City,OK,73107-6437,Oklahoma,Non-Rural,,,,
Primary Care,1407462695,OKCIC Ann Arbor,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Oklahoma,"Oklahoma County, OK",0,18,Designated,Non-Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,OKCIC Ann Arbor,309 S Ann Arbor Ave,Oklahoma City,OK,73128-1112,Oklahoma,Non-Rural,,,,
Primary Care,1409994095,Community Health Connection Inc,Federally Qualified Health Center,Oklahoma,"Tulsa County, OK",0,11,Designated,Non-Rural,09/30/2005,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Community Health Connection Rosa Parks Clinic,13702 E 46th Pl,Tulsa,OK,74134-5919,Tulsa,Non-Rural,,,,
,"COMMUNITY HEALTH CONNECTION, INC.",9912 E 21st St,Tulsa,OK,74129-1620,Tulsa,Non-Rural,,,,
,K-W- Clinical Construction Project,2321 E 3rd St,Tulsa,OK,74104-1831,Tulsa,Non-Rural,,,,
Primary Care,14099940L1,EAST CENTRAL OKLAHOMA FAMILY HEALTH CENTER INC,Federally Qualified Health Center,Oklahoma,"Hughes County, OK",0,21,Designated,Rural,08/01/2008,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Administration Offices,120 E Broadway St,Wetumka,OK,74883-4505,Hughes,Rural,,,,
,"East Central Oklahoma Family  Health Center, Inc.",109 S Main St,Wetumka,OK,74883-4015,Hughes,Rural,,,,
,ECO Family Health Center-Henryetta Behavioral Health Services,1102 W Main St,Henryetta,OK,74437-4232,Okmulgee,Rural,,,,
,ECOFHC Henryetta,104 E Shurden Industrial Blvd,Henryetta,OK,74437-7323,Okmulgee,Rural,,,,
,ECOFHC Wewoka,121 N Mekusukey Ave,Wewoka,OK,74884-2117,Seminole,Rural,,,,
Primary Care,14099940M1,Community Health Centers Inc.,Federally Qualified Health Center,Oklahoma,"Oklahoma County, OK",0,17,Designated,Non-Rural,06/01/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,"COMMUNITY HEALTH CENTERS, INC.",12716 NE 36th St,Choctaw,OK,73020,Oklahoma,Non-Rural,,,,
,Community Health Shawnee Family Medical Center,130 N Broadway Ave Ste 300,Shawnee,OK,74801-6939,Pottawatomie,Rural,,,,
,Dorothy M. Smith Family Medical Center,105 E Santa Fe St,Carney,OK,74832-9800,Lincoln,Rural,,,,
,HEALING HANDS HLTH CARE SVCS,411 NW 11th St,Oklahoma City,OK,73103-3913,Oklahoma,Non-Rural,,,,
,Jordan's Crossing,301 W I 240 Service Rd,Oklahoma City,OK,73139-7701,Oklahoma,Non-Rural,,,,
,MARY MAHONEY HLTH CTR @ LANGSTON,300 N Martin Luther King Ave,Coyle,OK,73027,Logan,Non-Rural,,,,
,Perry A. Klaassen Family Medical Center,1901 Springlake Dr,Oklahoma City,OK,73111-5201,Oklahoma,Non-Rural,,,,
,Salvation Army Chesapeake Center of Hope,1001 N Pennsylvania Ave,Oklahoma City,OK,73107-6411,Oklahoma,Non-Rural,,,,
,WestTown,1729 NW 3rd St,Oklahoma City,OK,73106-2810,Oklahoma,Non-Rural,,,,
Primary Care,14099940J3,"GREAT SALT PLAINS HEALTH CENTER, INC.",Federally Qualified Health Center,Oklahoma,"Alfalfa County, OK",0,17,Designated,Rural,09/30/2007,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,GSP Health - Cherokee,405 S Oklahoma Ave,Cherokee,OK,73728-2545,Alfalfa,Rural,,,,
,GSP Health Canton,310 E Walnut St,Canton,OK,73724,Blaine,Rural,,,,
,GSP Health Enid,231 S 30th St,Enid,OK,73701-6455,Garfield,Rural,,,,
,GSP Health Offsite Offices,205 W Maple Ave Ste 800,Enid,OK,73701-4021,Garfield,Rural,,,,
,GSPHC - Medford Satellite Location,619 N Front St,Medford,OK,73759-2704,Grant,Rural,,,,
Primary Care,1404483047,MCN PHYSICAL REHAB CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Oklahoma,"Okmulgee County, OK",0,18,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,MCN PHYSICAL REHAB CENTER,900 E Airport Rd,Okmulgee,OK,74447-9082,Okmulgee,Rural,,,,
Primary Care,1401026115,HEALTHY LIVING CAMPUS,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Oklahoma,"Cherokee County, OK",0,18,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,HEALTHY LIVING CAMPUS,1400 Hensley Dr,Tahlequah,OK,74464-5221,Cherokee,Rural,,,,
Primary Care,1409994091,"Morton Comprehensive Health Services, Inc.",Federally Qualified Health Center,Oklahoma,"Tulsa County, OK",0,13,Designated,Non-Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Morton Comprehensive Health Center,1334 N Lansing Ave,Tulsa,OK,74106-5907,Tulsa,Non-Rural,,,,
,Morton East Health Center,11511 E 21st St,Tulsa,OK,74129-1815,Tulsa,Non-Rural,,,,
,Morton Family & Children's Health Center,2325 S Harvard Ave,Tulsa,OK,74114-3300,Tulsa,Non-Rural,,,,
,Morton Midtown Homeless Health Center,102 N Denver Ave,Tulsa,OK,74103-1806,Tulsa,Non-Rural,,,,
,Morton Nowata Health Center,207 S Locust St,Nowata,OK,74048-3660,Nowata,Rural,,,,
,Morton West Tulsa Health Center,6116 W 11th St,Tulsa,OK,74127-7330,Tulsa,Non-Rural,,,,
Primary Care,1409994097,Pushmataha Family Medical Center Inc.,Federally Qualified Health Center,Oklahoma,"Pushmataha County, OK",0,21,Designated,Rural,09/30/2005,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Pushmataha Family Medical Center of Boswell,415 6th St,Boswell,OK,74727-2072,Choctaw,Rural,,,,
,"Pushmataha Family Medical Center, Inc.",1020 N Lawson Blvd,Clayton,OK,74536,Pushmataha,Rural,,,,
Primary Care,14099940L2,South Central Medical & Resource Center,Federally Qualified Health Center,Oklahoma,"Garvin County, OK",0,19,Designated,Rural,11/04/2008,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,South Central Medical and Resource Center,216 S Main St,Lindsay,OK,73052-5634,Garvin,Rural,,,,
,South Central Medical Center Administrative Office,217 S Main St,Lindsay,OK,73052-5633,Garvin,Rural,,,,
