data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find
Primary Care,1421503582,State Correctional Institution - Retreat,Correctional Facility,Pennsylvania,"Luzerne County, PA",0.26,3,Designated,Non-Rural,03/20/2009,02/01/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,State Correctional Institution - Retreat,660 US-11,Hunlock Creek,PA,18621-3136,Luzerne,Non-Rural,,,,
Primary Care,1427412331,State Correctional Institution - Rockview,Correctional Facility,Pennsylvania,"Centre County, PA",0.65,3,Designated,Non-Rural,07/30/1999,01/30/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,State Correctional Institution - Rockview,1 Rockview Pl,Bellefonte,PA,16823-1664,Centre,Non-Rural,,,,
Primary Care,1429690560,State Correctional Institution - Somerset,Correctional Facility,Pennsylvania,"Somerset County, PA",1.27,6,Designated,Rural,04/11/2007,01/30/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,State Correctional Institution - Somerset,1590 Walters Mill Rd,Somerset,PA,15510-0004,Somerset,Rural,,,,
Primary Care,1425758713,FCC-Allenwood,Correctional Facility,Pennsylvania,"Union County, PA",2.05,12,Designated,Rural,02/01/2019,02/01/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,FCC-Allenwood,US Route 15,Allenwood,PA,17810,Union,Rural,,,,
Primary Care,1425168617,FCI-McKean,Correctional Facility,Pennsylvania,"McKean County, PA",0.88,12,Designated,Rural,02/01/2019,02/01/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,FCI-McKean,6975 Route 59,Lewis Run,PA,16738-2415,McKean,Rural,,,,
Primary Care,1424691146,USP-Canaan,Correctional Facility,Pennsylvania,"Wayne County, PA",1.31,12,Designated,Rural,02/01/2019,02/01/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,USP-Canaan,3057 ERIC J. WILLIAMS MEMORIAL DRIVE,Waymart,PA,18472,Wayne,Rural,,,,
Primary Care,1426446580,FDC-Philadelphia,Correctional Facility,Pennsylvania,"Philadelphia County, PA",0.94,12,Designated,Non-Rural,05/13/2019,05/13/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,FDC-Philadelphia,700 Arch St,Philadelphia,PA,19106-1548,Philadelphia,Non-Rural,,,,
Primary Care,142999424X,Primary Health Network,Federally Qualified Health Center,Pennsylvania,"Mercer County, PA",0,11,Designated,Non-Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Altoona Behavioral Health,620 Howard Ave,Altoona,PA,16601-4804,Blair,Non-Rural,,,,
,ALTOONA COMMUNITY HEALTH CENTER,1701 12th Ave,Altoona,PA,16601-3100,Blair,Non-Rural,,,,
,Andover Primary Care,5594 State Route 7,Andover,OH,44003-9490,Ashtabula,Rural,,,,
,Autumn Street Health Center,99 Autumn St,Aliquippa,PA,15001-1301,Beaver,Non-Rural,,,,
,Beaver Falls Health Center Primary Care,1302 7th Ave,Beaver Falls,PA,15010-4217,Beaver,Non-Rural,,,,
,Buhl Farm Community Health Center,220 N Buhl Farm Dr,Hermitage,PA,16148-1786,Mercer,Non-Rural,,,,
,Clarion Community Health Center,30 Pinnacle Dr,Clarion,PA,16214-3800,Clarion,Rural,,,,
,Dayton Way Health Center,1 Dayton Way,Sharon,PA,16146-2185,Mercer,Non-Rural,,,,
,Ebensburg Health Center,152 Zeman Dr Ste 301,Ebensburg,PA,15931-4130,Cambria,Rural,,,,
,Ellwood City Health Center,304 Evans Dr Ste 201,Ellwood City,PA,16117-1493,Lawrence,Rural,,,,
,Farrell Dental Center,350 Sharon New Castle Rd,Farrell,PA,16121-1576,Mercer,Non-Rural,,,,
,Green Street Primary Care B,2000 Green St,Farrell,PA,16121-1364,Mercer,Non-Rural,,,,
,Greenville Community Health Center,348 Main St,Greenville,PA,16125-2608,Mercer,Rural,,,,
,Health Shoppe,1600 Roemer Blvd,Farrell,PA,16121-1754,Mercer,Non-Rural,,,,
,HOFFMAN MEMORIAL MEDICAL CENTER,419 Kellys Way,East Brady,PA,16028-1403,Clarion,Rural,,,,
,Indiana Dental Center,590 Indian Springs Rd,Indiana,PA,15701-3600,Indiana,Rural,,,,
,Jacksonville Family Medicine Center,29 Saltsburg Rd,Clarksburg,PA,15725-7400,Indiana,Rural,,,,
,Latrobe Health Center,529 Lloyd Ave,Latrobe,PA,15650-1721,Westmoreland,Non-Rural,,,,
,Lewistown Community Health Center,21 S Brown St,Lewistown,PA,17044-8126,Mifflin,Rural,,,,
,Lewistown Community Health Center,106 Derry Heights Blvd,Lewistown,PA,17044-8604,Mifflin,Rural,,,,
,Lewistown Dental Center,31 S Dorcas St,Lewistown,PA,17044-2110,Mifflin,Rural,,,,
,MERCER PRIMARY CARE,737 Greenville Rd,Mercer,PA,16137-5070,Mercer,Rural,,,,
,New Castle Dental Center,2807 Wilmington Rd,New Castle,PA,16105-1263,Lawrence,Rural,,,,
,NEW CASTLE PRIMARY CARE,1112 S Mill St,New Castle,PA,16101-4629,Lawrence,Rural,,,,
,Oil City Health Center,811 Grandview Rd Ste 100,Oil City,PA,16301-2077,Venango,Rural,,,,
,PETROLEUM VALLEY MEDICAL CENTER,296 Church St,Petrolia,PA,16050,Butler,Rural,,,,
,Primary Health Network Administration,100 Shenango Ave,Sharon,PA,16146-1503,Mercer,Non-Rural,,,,
,Primary Health Network Mobile Health Center,100 Fairfield Dr,Seneca,PA,16346-2130,Venango,Rural,,,,
,Punxsutawney Community Health Center,200 Prushnok Dr,Punxsutawney,PA,15767-2343,Jefferson,Rural,,,,
,Rochester Health Center,176 Virginia Ave,Rochester,PA,15074-1723,Beaver,Non-Rural,,,,
,Sandy Lake Community Health Center,3205 S Main St,Sandy Lake,PA,16145,Mercer,Rural,,,,
,Schuylkill Community Health Center,210 Sunbury St,Minersville,PA,17954-1346,Schuylkill,Rural,,,,
,Shamokin Community Health Center,4203 Hospital Rd,Coal Township,PA,17866-9668,Northumberland,Rural,,,,
,Shamokin Health Center,531 N Franklin St,Shamokin,PA,17872-6754,Northumberland,Rural,,,,
,Sharon Medical Group,63 Pitt St,Sharon,PA,16146-2102,Mercer,Non-Rural,,,,
,SHEAKLEYVILLE HEALTH CENTER,Perry Hwy,Sheakleyville,PA,16151,Mercer,Rural,,,,
,Shenandoah Health Center,624 W Centre St,Shenandoah,PA,17976-1403,Schuylkill,Rural,,,,
,Tidioute Dental Center,115 Main St,Tidioute,PA,16351-1062,Warren,Rural,,,,
,Titusville Community Health Center,401 W Spring St,Titusville,PA,16354-2169,Crawford,Rural,,,,
,Titusville Community Health Center,120 S Martin St,Titusville,PA,16354-1850,Crawford,Rural,,,,
,Transfer Health Center,225 Edgewood Drive Ext,Transfer,PA,16154-1817,Mercer,Rural,,,,
,Tri County Community Health Center,1555 Shawna Rd,Cherry Tree,PA,15724-9003,Cambria,Rural,,,,
,Warren Community Health Center,1885 Market St Ste B,Warren,PA,16365-1278,Warren,Rural,,,,
,Warren Dental Center,2 W Crescent Park,Warren,PA,16365-2111,Warren,Rural,,,,
,Wayne Primary Care,650 East Ave,Erie,PA,16503-1524,Erie,Non-Rural,,,,
Primary Care,14299942J6,WESTFIELD HEALTH CENTER,Rural Health Clinic,Pennsylvania,"Tioga County, PA",0,16,Designated,Rural,09/30/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,WESTFIELD HEALTH CENTER,222 Church St,Westfield,PA,16950-1538,Tioga,Rural,,,,
Primary Care,14299942G3,SHINGLEHOUSE HEALTH CENTER,Rural Health Clinic,Pennsylvania,"Potter County, PA",0,14,Designated,Rural,09/30/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,SHINGLEHOUSE HEALTH CENTER,129 N Puritan St,Shinglehouse,PA,16748,Potter,Rural,,,,
Primary Care,14299942B9,"Sharon Community Health Center, Inc.",Federally Qualified Health Center Look-alike,Pennsylvania,"Mercer County, PA",0,7,Designated,Non-Rural,05/11/2005,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,"Sharon Community Health Center, Inc.",94 W Connelly Blvd,Sharon,PA,16146-1754,Mercer,Non-Rural,,,,
Primary Care,14299942KF,CONNEAUT VALLEY HEALTH CENTER,Rural Health Clinic,Pennsylvania,"Crawford County, PA",0,10,Designated,Rural,11/04/2010,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,CONNEAUT VALLEY HEALTH CENTER,906 Washington St,Conneautville,PA,16406-7138,Crawford,Rural,,,,
Primary Care,14299942J4,PORT ALLEGANY HEALTH CENTER,Rural Health Clinic,Pennsylvania,"McKean County, PA",0,11,Designated,Rural,09/30/2006,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,PORT ALLEGANY HEALTH CENTER,45 N Pine St,Port Allegany,PA,16743-1238,McKean,Rural,,,,
Primary Care,14299942B5,FAMILY FIRST HEALTH CORPORATION,Federally Qualified Health Center,Pennsylvania,"York County, PA",0,21,Designated,Non-Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Columbia Center,369 Locust St,Columbia,PA,17512-1383,Lancaster,Non-Rural,,,,
,FAMILY FIRST HEALTH CORPORATION,116 S George St,York,PA,17401-1474,York,Non-Rural,,,,
,Gettysburg Center,1275 Peebles Plaza STE 17,Gettysburg,PA,17325,Adams,Non-Rural,,,,
,HANNAH PENN CENTER,415 E Boundary Ave,York,PA,17403-2811,York,Non-Rural,,,,
,HANOVER CENTER,1230 High St,Hanover,PA,17331-1127,Adams,Non-Rural,,,,
,Lebanon Center,300 Willow St,Lebanon,PA,17046-4871,Lebanon,Non-Rural,,,,
,LEWISBERRY  CENTER,308 Market St,Lewisberry,PA,17339-9257,York,Non-Rural,,,,
Primary Care,14299942F6,Squirrel Hill Health Center,Federally Qualified Health Center,Pennsylvania,"Allegheny County, PA",0,21,Designated,Non-Rural,02/28/2006,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Mobile Medical Unit,4516 Browns Hill Rd,Pittsburgh,PA,15217-2917,Allegheny,Non-Rural,,,,
,POWER,907 West St Ste 2,Wilkinsburg,PA,15221-2841,Allegheny,Non-Rural,,,,
,SHHC Administrative Site,5738 Forbes Ave,Pittsburgh,PA,15217-1563,Allegheny,Non-Rural,,,,
,SHHC Brentwood,103 Towne Square Way,Brentwood,PA,15227-3254,Allegheny,Non-Rural,,,,
,Squirrel Hill Health Center,4516 Browns Hill Rd,Pittsburgh,PA,15217-2917,Allegheny,Non-Rural,,,,
Primary Care,14299942K6,"METRO FAMILY PRACTICE, INC.",Federally Qualified Health Center Look-alike,Pennsylvania,"Allegheny County, PA",0,19,Designated,Non-Rural,02/21/2014,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Metro Community Health Center,1789 S Braddock Ave Ste 410,Pittsburgh,PA,15218-1881,Allegheny,Non-Rural,,,,
Primary Care,14299942KW,SOUTHERN HUNTINGDON COUNTY MEDICAL CENTER,Rural Health Clinic,Pennsylvania,"Huntingdon County, PA",0,6,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,SOUTHERN HUNTINGDON COUNTY MEDICAL CENTER,626 Water St Ste 1,Orbisonia,PA,17243-9432,Huntingdon,Rural,,,,
Primary Care,1426899478,SADLER HEALTH CENTER CORPORATION,Federally Qualified Health Center,Pennsylvania,"Cumberland County, PA",0,19,Designated,Non-Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Sadler Health Center Corporation,100 N Hanover St,Carlisle,PA,17013-2421,Cumberland,Non-Rural,,,,
,Sadler Health Center Corporation Perry County Dental,1104 Montour Rd,Loysville,PA,17047-9200,Perry,Non-Rural,,,,
Primary Care,14299942F5,"Esperanza Health Center, Inc.",Federally Qualified Health Center,Pennsylvania,"Philadelphia County, PA",0,21,Designated,Non-Rural,02/28/2006,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,ESPERANZA HEALTH CENTER,2940 N 5th St,Philadelphia,PA,19133-2801,Philadelphia,Non-Rural,,,,
,Esperanza Health Center,4417 N 6th St,Philadelphia,PA,19140-2319,Philadelphia,Non-Rural,,,,
,Esperanza Health Center K&amp;A,861 E Allegheny Ave,Philadelphia,PA,19134-2401,Philadelphia,Non-Rural,,,,
,Temporary Site-Kensington Covid Testing/Treatment Center,2751 Kensington Ave,Philadelphia,PA,19134-3460,Philadelphia,Non-Rural,,,,
,Temporary Site-Kensington Emergency Drop-in Center,2821 Kensington Ave,Philadelphia,PA,19134-3014,Philadelphia,Non-Rural,,,,
Primary Care,14299942KQ,"Susquehanna Community Health And Dental Clinic, Inc.",Federally Qualified Health Center,Pennsylvania,"Lycoming County, PA",0,21,Designated,Non-Rural,12/06/2011,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,"Susquehanna Community Health & Dental Clinic, Inc.",471 Hepburn St,Williamsport,PA,17701-6122,Lycoming,Non-Rural,,,,
,"Susquehanna Community Health and Dental Clinic, Inc. Administrative Offices",431 Hepburn St,Williamsport,PA,17701-6122,Lycoming,Non-Rural,,,,
,"Susquehanna Community Health and Dental Clinic, Inc. Mobile Care Unit",136 Grimesville Rd,Williamsport,PA,17701-9696,Lycoming,Non-Rural,,,,
Primary Care,142999424L,Primary Care Health Services Inc,Federally Qualified Health Center,Pennsylvania,"Allegheny County, PA",0,21,Designated,Non-Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Beth Haven/Wellspring,905 Watson St,Pittsburgh,PA,15219-4709,Allegheny,Non-Rural,,,,
,BRADDOCK HEALTH CENTER,404 Braddock Ave,Braddock,PA,15104-1804,Allegheny,Non-Rural,,,,
,COMMUNITY HUMAN SERVICES/WOOD STREET COMMONS,301 3rd Ave,Pittsburgh,PA,15222-1924,Allegheny,Non-Rural,,,,
,EAST END COMMOUNITY HEALTH CTR.,1117 N Negley Ave,Pittsburgh,PA,15206-1515,Allegheny,Non-Rural,,,,
,Family Links,1601 5th Ave,Pittsburgh,PA,15219-5537,Allegheny,Non-Rural,,,,
,HAZELWOOD HEALTH CENTER,4918 2nd Ave,Pittsburgh,PA,15207-1623,Allegheny,Non-Rural,,,,
,HILL HOUSE HEALTH CENTER,1835 Centre Ave,Pittsburgh,PA,15219-4305,Allegheny,Non-Rural,,,,
,McKeesport Downtown Housing,523 Sinclair St,Mckeesport,PA,15132-3029,Allegheny,Non-Rural,,,,
,MCKEESPORT FAMILY HEALTH CENTER,627 Lysle Blvd,Mckeesport,PA,15132-2524,Allegheny,Non-Rural,,,,
,PHCUP/Birmingham Clinic,44 S 9th St,Pittsburgh,PA,15203-1119,Allegheny,Non-Rural,,,,
,Pleasant Valley,1601 Brighton Rd,Pittsburgh,PA,15212-3838,Allegheny,Non-Rural,,,,
,"PRIMARY CARE HEALTH SERVICES, INC. Alma Illery Medical Center",7227 Hamilton Ave,Pittsburgh,PA,15208-1814,Allegheny,Non-Rural,,,,
,Salvation Army Harbor Light,865 W North Ave,Pittsburgh,PA,15233-1616,Allegheny,Non-Rural,,,,
,STEEL VALLEY FAMILY HLTH CENTER,1800 West St,Homestead,PA,15120-2563,Allegheny,Non-Rural,,,,
,WEST END DENTAL OFFICE,441 S Main St,Pittsburgh,PA,15220-5540,Allegheny,Non-Rural,,,,
,WEST END HEALTH CENTER,415 Neptune St,Pittsburgh,PA,15220-5516,Allegheny,Non-Rural,,,,
,WILKINSBURG FAMILY HEALTH CENTER,807 Wallace Ave,Pittsburgh,PA,15221-2312,Allegheny,Non-Rural,,,,
Primary Care,14299942B3,Keystone Rural Health Center,Federally Qualified Health Center,Pennsylvania,"Franklin County, PA",0,10,Designated,Non-Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Keystone Agricultural Worker Program - Adams Co.,1030 Fairfield Rd,Gettysburg,PA,17325-7153,Adams,Non-Rural,,,,
,Keystone Agricultural Worker Program - Columbia,301 W 3rd St,Berwick,PA,18603-3603,Columbia,Non-Rural,,,,
,Keystone Agricultural Worker Program - Franklin Co.,820 5th Ave,Chambersburg,PA,17201-4219,Franklin,Non-Rural,,,,
,Keystone Agricultural Worker Program -Berks,145 N 6th St,Reading,PA,19601-3096,Berks,Non-Rural,,,,
,Keystone Behavioral Health,110 Chambers Hill Dr,Chambersburg,PA,17201-7301,Franklin,Non-Rural,,,,
,Keystone Chiropractic Services,423 Limekiln Dr,Chambersburg,PA,17201-4510,Franklin,Non-Rural,,,,
,Keystone Community Health Services,111 Chambers Hill Dr Ste 102,Chambersburg,PA,17201-7304,Franklin,Non-Rural,,,,
,Keystone Crisis Intervention Program,112 N 7th St,Chambersburg,PA,17201-1720,Franklin,Non-Rural,,,,
,Keystone Dental Care,767 5th Ave Ste b-3a,Chambersburg,PA,17201-4207,Franklin,Non-Rural,,,,
,Keystone Dental Mont Alto,6155 Anthony Hwy Ste C,Waynesboro,PA,17268-9718,Franklin,Rural,,,,
,Keystone Family Medicine,820 5th Ave,Chambersburg,PA,17201-4219,Franklin,Non-Rural,,,,
,Keystone Foot and Ankle Center Chambersburg,767 5th Ave Ste A,Chambersburg,PA,17201-4207,Franklin,Non-Rural,,,,
,Keystone Foot and Ankle Center Waynesboro,1905 Market Square Blvd,Waynesboro,PA,17268-3811,Franklin,Rural,,,,
,Keystone Internal Medicine,830 5th Ave Ste 201,Chambersburg,PA,17201-4224,Franklin,Non-Rural,,,,
,Keystone Pediatric Dental,111 Chambers Hill Dr Ste 202,Chambersburg,PA,17201-7304,Franklin,Non-Rural,,,,
,Keystone Pediatric Developmental Center,111 Chambers Hill Dr Ste 101,Chambersburg,PA,17201-7304,Franklin,Non-Rural,,,,
,Keystone Pediatrics,830 5th Ave Ste 103,Chambersburg,PA,17201-4224,Franklin,Non-Rural,,,,
,Keystone Pediatrics Waynesboro,45 Roadside Ave Lowr Level,Waynesboro,PA,17268-2542,Franklin,Rural,,,,
,Keystone Rural Health Center,111 Chambers Hill Dr Ste 200,Chambersburg,PA,17201-7304,Franklin,Non-Rural,,,,
,Keystone School Health Center,511 S 6th St,Chambersburg,PA,17201-3405,Franklin,Non-Rural,,,,
,Keystone Urgent Care,111 Chambers Hill Dr Ste 100,Chambersburg,PA,17201-7304,Franklin,Non-Rural,,,,
,Keystone Women's Care,830 5th Ave Ste 202,Chambersburg,PA,17201-4224,Franklin,Non-Rural,,,,
,Over the Rainbow Children&#39;s Advocacy Center,1461 S Main St,Chambersburg,PA,17201-8676,Franklin,Non-Rural,,,,
,Temporary Site-Keystone Health,51 S Main St,Chambersburg,PA,17201-2237,Franklin,Non-Rural,,,,
Primary Care,14299942H8,COUDERSPORT FAMILY MEDICINE,Rural Health Clinic,Pennsylvania,"Potter County, PA",0,9,Designated,Rural,09/30/2006,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,COUDERSPORT FAMILY MEDICINE,1001 E 2nd St Ste S,Coudersport,PA,16915-8161,Potter,Rural,,,,
Primary Care,1424858000,CENTRAL POTTER HEALTH CENTER,Rural Health Clinic,Pennsylvania,"Potter County, PA",0,9,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,CENTRAL POTTER HEALTH CENTER,71 Elk St,Coudersport,PA,16915-9601,Potter,Rural,,,,
Primary Care,142999424N,N Penn Comprehensive Health Svcs,Federally Qualified Health Center,Pennsylvania,"Tioga County, PA",0,10,Designated,Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,BLOSSBURG LAUREL HEALTH CENTER,6 Riverside Plz,Blossburg,PA,16912-1137,Tioga,Rural,,,,
,ELKLAND LAUREL HEALTH CENTER,103 Forestview Ave,Elkland,PA,16920-1403,Tioga,Rural,,,,
,Laurel Behavioral Health Outpatient Services,114 East Ave,Wellsboro,PA,16901-1737,Tioga,Rural,,,,
,LAWRENCEVILLE LAUREL HEALTH CENTER,32 E Lawrence Rd,Lawrenceville,PA,16929-8801,Tioga,Rural,,,,
,Mansfield Laurel Health Center - S Main,416 S Main St,Mansfield,PA,16933-1510,Tioga,Rural,,,,
,"North Penn Comprehensive Health Services, Laurel Health Counseling and Treatment Center and Administration",40 W Wellsboro St,Mansfield,PA,16933-1411,Tioga,Rural,,,,
,Wellsboro Laurel Health Center,7 Water St,Wellsboro,PA,16901-1126,Tioga,Rural,,,,
,Wellsboro Laurel Pediatric Center,1B Main St,Wellsboro,PA,16901-1601,Tioga,Rural,,,,
