data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find
,Elm Hill School Health Center,10 Hoover St,Springfield,VT,05156-2425,Windsor,Rural,,,,
,Lane Eye Associates,441 River St,North Springfield,VT,05150-9756,Windsor,Rural,,,,
,Ludlow Dental,8 Main St,Ludlow,VT,05149-1106,Windsor,Rural,,,,
,Ludlow Health Center,1 Elm St,Ludlow,VT,05149-1301,Windsor,Rural,,,,
,Mountain Valley Health Center,38 Vt Route 11,Londonderry,VT,05148-9555,Windham,Rural,,,,
,Riverside Middle School Health Center,13 Fairground Rd,Springfield,VT,05156-2112,Windsor,Rural,,,,
,Rockingham Health Center,1 Hospital Ct,Bellows Falls,VT,05101-1489,Windham,Rural,,,,
,Springfield Health Center,100 River St,Springfield,VT,05156-2930,Windsor,Rural,,,,
,Springfield High School Health Center,303 South St,Springfield,VT,05156-3226,Windsor,Rural,,,,
,The Women's Health Center of Springfield,29 Ridgewood Rd Fl A,Springfield,VT,05156-3060,Windsor,Rural,,,,
,Union Street School Health Center,43 Union St,Springfield,VT,05156-3133,Windsor,Rural,,,,
Primary Care,1509995025,COMMUNITY HEALTH CENTERS OF THE RUTLAND REGION,Federally Qualified Health Center,Vermont,"Rutland County, VT",0,7,Designated,Rural,02/28/2006,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Allen Pond Community Health Center,71 Allen St Ste 403,Rutland,VT,05701-4570,Rutland,Rural,,,,
,Brandon Medical Center,420 Grove St,Brandon,VT,05733-9062,Rutland,Rural,,,,
,Castleton Family Health Center/CHCRR Admin,275 Route 30 N,Bomoseen,VT,05732-9647,Rutland,Rural,,,,
,CHCRR Administration,71 Allen St,Rutland,VT,05701-4570,Rutland,Rural,,,,
,CHCRR Financial Services,71 Allen St Ste 402,Rutland,VT,05701-4570,Rutland,Rural,,,,
,CHCRR Pediatrics,1 General Wing Rd,Rutland,VT,05701-4681,Rutland,Rural,,,,
,CHCRR Shoreham Family Health Center,2987 Vt Route 22A,Shoreham,VT,05770-9728,Addison,Rural,,,,
,Community Dental,69 Allen St Ste 10,Rutland,VT,05701-4564,Rutland,Rural,,,,
,Mettowee Valley Family Health Center,278 Vt Route 149,West Pawlet,VT,05775-9798,Rutland,Rural,,,,
,Rutland Community Health Center,215 Stratton Rd,Rutland,VT,05701-4621,Rutland,Rural,,,,
Primary Care,1509995023,"NORTHERN COUNTIES HEALTH CARE, INC",Federally Qualified Health Center,Vermont,"Caledonia County, VT",0,7,Designated,Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,CONCORD HEALTH CENTER,201 Main St,Concord,VT,05824-9825,Essex,Rural,,,,
,DANVILLE HEALTH CENTER,26 Cedar Ln,Danville,VT,05828-9751,Caledonia,Rural,,,,
,DENTAL UNIT AT ISLAND POND,PO BOX 425,Island Pond,VT,05846-0425,Essex,Rural,,,,
,Hardwick Area Health Center,4 Slapp Hl,Hardwick,VT,05843-9300,Caledonia,Rural,,,,
,ISLAND POND HEALTH CENTER,82 Maple St,Island Pond,VT,05846,Essex,Rural,,,,
,NORTHERN COUNTIES DENTAL CENTER,151 N Main St,Hardwick,VT,05843-7065,Caledonia,Rural,,,,
,"NORTHERN COUNTIES HEALTH CARE, INC.",165 Sherman Dr,Saint Johnsbury,VT,05819-9811,Caledonia,Rural,,,,
,Orleans Dental Center,11 Union St,Orleans,VT,05860-1218,Orleans,Rural,,,,
,St. Johnsbury Community Health Center,185 Sherman Dr,Saint Johnsbury,VT,05819-9811,Caledonia,Rural,,,,
Primary Care,1509995034,"COPLEY PROFESSIONAL SERVICES GROUP, INC.",Federally Qualified Health Center,Vermont,"Lamoille County, VT",0,6,Designated,Rural,04/30/2007,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Administration,65 Northgate Plz Ste 11,Morrisville,VT,05661-5900,Lamoille,Rural,,,,
,Behavioral Health and Wellness Center,607 Washington Hwy,Morrisville,VT,05661-8652,Lamoille,Rural,,,,
,CHSLV Administration,PO BOX 749,Morrisville,VT,05661-0749,Lamoille,Rural,,,,
,Community Dental Clinic,66 Morrisville Plz,Morrisville,VT,05661-4482,Lamoille,Rural,,,,
,Community Health Services,609 Washington Hwy,Morrisville,VT,05661-8652,Lamoille,Rural,,,,
,Stowe Family Practice,1878 Mountain Rd Ste 3,Stowe,VT,05672-4775,Lamoille,Rural,,,,
Primary Care,1509377102,"Five-Town Health Alliance, Inc.",Federally Qualified Health Center,Vermont,"Addison County, VT",0,8,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,MHC Mobile Health Unit,Munsill Ave,Bristol,VT,05443,Addison,Rural,,,,
,Mountain Health Center,61 Pine St Bldg 4,Bristol,VT,05443-1043,Addison,Rural,,,,
Primary Care,150999500B,"Battenkill Valley Health Center, Inc.",Federally Qualified Health Center,Vermont,"Bennington County, VT",0,7,Designated,Rural,11/01/2013,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Battenkill Valley Health Center Inc.,9 Church St,Arlington,VT,05250-4457,Bennington,Rural,,,,
Primary Care,1339993327,Indian Stream Health Center,Federally Qualified Health Center,New Hampshire,"Coos County, NH",0,15,Designated,Rural,02/28/2006,09/20/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,INDIAN STREAM HEALTH CENTER,141 Corliss Ln,Colebrook,NH,03576-3206,Coos,Rural,,,,
,Indian Stream Health Center Satellite Site,253 Gale St,Canaan,VT,05903-9509,Essex,Rural,,,,
Primary Care,1503377677,Arlington,Geographic HPSA,Vermont,"Bennington County, VT",0.27,7,Designated,Rural,11/07/2016,11/07/2016
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,Vermont,Bennington County,Arlington town,County Subdivision,5000301450,Rural,,,,,
,Vermont,Bennington County,Sandgate town,County Subdivision,5000362875,Rural,,,,,
,Vermont,Bennington County,Sunderland town,County Subdivision,5000371425,Rural,,,,,
Primary Care,1509643050,LI-Ludlow,Low Income Population HPSA,Vermont,"Rutland County, VT | Windsor County, VT",0.56,10,Designated,Rural,10/16/2017,10/16/2017
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,Vermont,Windsor County,Cavendish town,County Subdivision,5002712250,Rural,,,,,
,Vermont,Windsor County,Ludlow town,County Subdivision,5002741275,Rural,,,,,
,Vermont,Rutland County,Mount Holly town,County Subdivision,5002147200,Rural,,,,,
,Vermont,Windsor County,Plymouth town,County Subdivision,5002756050,Rural,,,,,
Primary Care,1504700426,Chelsea / Corinth RSA,Geographic HPSA,Vermont,"Orange County, VT",0.93,13,Designated,Rural,08/24/2016,10/28/2017
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,Vermont,Orange County,9591.02,Census Tract,50017959102,Rural,,,,,
,Vermont,Orange County,9595,Census Tract,50017959500,Rural,,,,,
Primary Care,1501675010,LI - Brighton,Low Income Population HPSA,Vermont,"Essex County, VT | Orleans County, VT",0.61,12,Designated,Rural,12/26/2018,12/26/2018
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,Vermont,Essex County,Averill town,County Subdivision,5000902125,Rural,,,,,
,Vermont,Essex County,Avery's gore,County Subdivision,5000902162,Rural,,,,,
,Vermont,Essex County,Bloomfield town,County Subdivision,5000906325,Rural,,,,,
,Vermont,Essex County,Brighton town,County Subdivision,5000908725,Rural,,,,,
,Vermont,Essex County,Brunswick town,County Subdivision,5000910075,Rural,,,,,
,Vermont,Essex County,Canaan town,County Subdivision,5000911800,Rural,,,,,
,Vermont,Orleans County,Charleston town,County Subdivision,5001913150,Rural,,,,,
,Vermont,Essex County,Ferdinand town,County Subdivision,5000925975,Rural,,,,,
,Vermont,Essex County,Lemington town,County Subdivision,5000939700,Rural,,,,,
,Vermont,Essex County,Lewis town,County Subdivision,5000939775,Rural,,,,,
,Vermont,Essex County,Maidstone town,County Subdivision,5000942475,Rural,,,,,
,Vermont,Orleans County,Morgan town,County Subdivision,5001946450,Rural,,,,,
,Vermont,Essex County,Norton town,County Subdivision,5000952750,Rural,,,,,
,Vermont,Essex County,Warner's grant,County Subdivision,5000976337,Rural,,,,,
,Vermont,Essex County,Warren's gore,County Subdivision,5000976562,Rural,,,,,
,Vermont,Orleans County,Westmore town,County Subdivision,5001981700,Rural,,,,,
