data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find
Primary Care,15599955B4,"LA CLINICA DE LOS CAMPESINOS, INC.",Federally Qualified Health Center,Wisconsin,"Waushara County, WI",0,18,Designated,Rural,12/04/2003,08/21/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Beaver Dam Site,207 S University Ave,Beaver Dam,WI,53916-2450,Dodge,Rural,,,,
,FAMILY HEALTH / LA CLINICA - Wautoma,400 S Townline Rd,Wautoma,WI,54982-6922,Waushara,Rural,,,,
,Mauston Dental Center,880 Herriot Dr,Mauston,WI,53948-2031,Juneau,Rural,,,,
,MOBILE HEALTH SERVICES,400 S Townline Rd,Wautoma,WI,54982-6922,Waushara,Rural,,,,
,Roche A Cri Friendship Site,302 W Lake St,Friendship,WI,53934-9698,Adams,Rural,,,,
,Stevens Point Dental Center,3504 E Maria Dr,Stevens Point,WI,54481-1334,Portage,Rural,,,,
,Wautoma Administrative Site,W7720 State Road 21 73,Wautoma,WI,54982-7704,Waushara,Rural,,,,
Primary Care,15599955D8,"LAKES COMMUNITY HEALTH CENTER, INC., THE",Federally Qualified Health Center,Wisconsin,"Bayfield County, WI",0,16,Designated,Rural,09/30/2007,08/21/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Barron Area School District,1050 E Woodland Ave,Barron,WI,54812-1762,Barron,Rural,,,,
,Birchwood School District,300 S Wilson St Rm 211,Birchwood,WI,54817-8841,Washburn,Rural,,,,
,Clayton School District,221 S Prentice St,Clayton,WI,54004-9113,Polk,Rural,,,,
,Clear Lake Elementry School - Conference Room 201,135 8th Ave,Clear Lake,WI,54005-8522,Polk,Rural,,,,
,Crandon School District - Elementary/Middle/High School,9750 US Highway 8 W,Crandon,WI,54520-8924,Forest,Rural,,,,
,Gillett School District - Elementary/Middle/High,208 W Main St,Gillett,WI,54124-9371,Oconto,Rural,,,,
,Lake Superior Intermediate,1101 Binsfield Rd Rm C143,Ashland,WI,54806-3759,Ashland,Rural,,,,
,Lake Superior Primary,1101 Binsfield Rd Rm E118,Ashland,WI,54806-3759,Ashland,Rural,,,,
,Lake Superior Primary,1101 Binsfield Rd Rm E128,Ashland,WI,54806-3759,Ashland,Rural,,,,
,NorthLakes - Ashland Downtown,300 Main St W,Ashland,WI,54806-1639,Ashland,Rural,,,,
,NorthLakes - Ashland East,719 Main St E,Ashland,WI,54806-1918,Ashland,Rural,,,,
,NorthLakes - Balsam Lake,100 Polk County Plz,Balsam Lake,WI,54810-9071,Polk,Rural,,,,
,NorthLakes - Birchwood,108 S Main St,Birchwood,WI,54817,Washburn,Rural,,,,
,NorthLakes - Hayward,11128 N State Road 77,Hayward,WI,54843-5332,Sawyer,Rural,,,,
,NorthLakes - Iron River,7665 US Highway 2,Iron River,WI,54847-4690,Bayfield,Rural,,,,
,NorthLakes - Lakewood,15397 State Highway 32,Lakewood,WI,54138-9702,Oconto,Rural,,,,
,NorthLakes - Lakewood Admin Building,15267 State Highway 32,Lakewood,WI,54138-9302,Oconto,Rural,,,,
,NorthLakes - Minong,600 W Shell Creek Rd,Minong,WI,54859-9302,Washburn,Rural,,,,
,NorthLakes - Oconto,820 Arbutus Ave,Oconto,WI,54153-2004,Oconto,Rural,,,,
,NorthLakes - Park Falls,500 Birch St,Park Falls,WI,54552-1415,Price,Rural,,,,
,NorthLakes - River's Edge,15954 Rivers Edge Dr,Hayward,WI,54843-7800,Sawyer,Rural,,,,
,NorthLakes - Washburn,101 Thompson Rd,Washburn,WI,54891-4525,Bayfield,Rural,,,,
,NorthLakes - White Lake,524 Bissell St,White Lake,WI,54491,Langlade,Rural,,,,
,NorthLakes Hayward - Admin Building,15735 W US Highway 63,Hayward,WI,54843-6475,Sawyer,Rural,,,,
,NorthLakes--Turtle Lake,730 Swede Ave,Turtle Lake,WI,54889,Barron,Rural,,,,
,NorthLakes-Ashland Optometry,218 Main St W,Ashland,WI,54806-1606,Ashland,Rural,,,,
,Northwestern Elementary School,10465 E US Highway 2,Poplar,WI,54864-9203,Douglas,Non-Rural,,,,
,Northwestern Middle School,10465 E US Highway 2 Ofc Conferenc,Poplar,WI,54864-9203,Douglas,Non-Rural,,,,
,Northwood School District,N14463 Highway 53,Minong,WI,54859,Washburn,Rural,,,,
,Prairie Farm School District,630 River Ave S,Prairie Farm,WI,54762-9792,Barron,Rural,,,,
,School District of Ashland - Ashland High School,1900 Beaser Ave,Ashland,WI,54806-3603,Ashland,Rural,,,,
,School District of Ashland - Ashland Middle School,203 11th St E,Ashland,WI,54806-3245,Ashland,Rural,,,,
,School District of Barron-Riverview Middle School,135 W River Ave Rm 101,Barron,WI,54812-1063,Barron,Rural,,,,
,School District of Cameron-Elementary School,750 S 1st St Rm Conf,Cameron,WI,54822-9612,Barron,Rural,,,,
,School District of Cameron-High School,919 N 2nd St,Cameron,WI,54822-7729,Barron,Rural,,,,
,School District of Hayward,10408 N Greenwood Ln Rm 104B,Hayward,WI,54843-6101,Sawyer,Rural,,,,
,School District of Hurley,5503 W Rangeview Dr,Hurley,WI,54534,Iron,Rural,,,,
,School District of Washburn,High School Conference Room  305 S 4th Street,Washburn,WI,54891,Bayfield,Rural,,,,
,School District of Washburn,411 W 8th St,Washburn,WI,54891-9595,Bayfield,Rural,,,,
,School District of White Lake,405 Bissell St Rm 142,White Lake,WI,54491-9481,Langlade,Rural,,,,
,Suring High School,411 Algoma St Rm 118,Suring,WI,54174-9565,Oconto,Rural,,,,
,Suring Middle School,411 Algoma St Rm 118,Suring,WI,54174-9565,Oconto,Rural,,,,
,Turtle Lake School,205 Oak St,Turtle Lake,WI,54889-8929,Barron,Rural,,,,
,Wabeno Elementary School,4346 Mill Ln,Wabeno,WI,54566-9264,Forest,Rural,,,,
,Wabeno High School,4325 N Branch St,Wabeno,WI,54566-9075,Forest,Rural,,,,
,Winter School District,6585 Grove St,Winter,WI,54896-7665,Sawyer,Rural,,,,
Primary Care,15599955ZG,"Lakeshore Community Health Care, Inc",Federally Qualified Health Center,Wisconsin,"Sheboygan County, WI",0,18,Designated,Non-Rural,06/01/2012,08/21/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,"Lakeshore Community Health Care, Inc. - Main Facility",1721 Saemann Ave,Sheboygan,WI,53081-2342,Sheboygan,Non-Rural,,,,
,LCHC @ Central High School,621 S Water St Rm 2304,Sheboygan,WI,53081-4431,Sheboygan,Non-Rural,,,,
,LCHC @ Cooper Elementary,2014 Cooper Ave Ofc # Main,Sheboygan,WI,53083-4529,Sheboygan,Non-Rural,,,,
,LCHC @ Etude Elementary,3508 N 21st St Rm Conf,Sheboygan,WI,53083-2807,Sheboygan,Non-Rural,,,,
,LCHC @ Etude Middle/High School,834 Virginia Ave Rm 3613,Sheboygan,WI,53081-4427,Sheboygan,Non-Rural,,,,
,LCHC @ Farnsworth Middle,1017 Union Ave Rm 11,Sheboygan,WI,53081-5936,Sheboygan,Non-Rural,,,,
,LCHC @ Grant Elementary,1528 N 5th St Rm J,Sheboygan,WI,53081-2834,Sheboygan,Non-Rural,,,,
,LCHC @ Horace Mann Middle,2820 Union Ave Rm 109,Sheboygan,WI,53081-5438,Sheboygan,Non-Rural,,,,
,LCHC @ Jackson Elementary,2530 Weeden Creek Rd Rm 105,Sheboygan,WI,53081-7499,Sheboygan,Non-Rural,,,,
,LCHC @ Lincoln-Erdman Elementary,4101 N 50th St Rm 200,Sheboygan,WI,53083-2506,Sheboygan,Non-Rural,,,,
,LCHC @ Longfellow Elementary,819 Kentucky Ave Rm 135/139,Sheboygan,WI,53081-4954,Sheboygan,Non-Rural,,,,
,LCHC @ Madison Elementary,2302 David Ave Rm 181,Sheboygan,WI,53081-5039,Sheboygan,Non-Rural,,,,
,LCHC @ Pigeon River Elementary,3508 N 21st St Rm 102/124,Sheboygan,WI,53083-2807,Sheboygan,Non-Rural,,,,
,LCHC @ Sheboygan North High School,1042 School Ave Rm 6,Sheboygan,WI,53083-4053,Sheboygan,Non-Rural,,,,
,LCHC @ Sheboygan South High School,1240 Washington Ave Rm 135,Sheboygan,WI,53081-7200,Sheboygan,Non-Rural,,,,
,LCHC @ Sheridan Elementary,1412 Maryland Ave Rm 50A,Sheboygan,WI,53081-4836,Sheboygan,Non-Rural,,,,
,LCHC @ Urban Middle School,1226 North Ave Rm 106,Sheboygan,WI,53083-4755,Sheboygan,Non-Rural,,,,
,LCHC @ Warriner High School,712 Riverfront Dr Rm 1,Sheboygan,WI,53081-4665,Sheboygan,Non-Rural,,,,
,LCHC @ Wilson Elementary,1625 Wilson Ave Rm 115,Sheboygan,WI,53081-6620,Sheboygan,Non-Rural,,,,
,LCHC Calumet,2719 Calumet Ave Ste A,Manitowoc,WI,54220-5546,Manitowoc,Rural,,,,
Primary Care,15599955G6,MILE BLUFF CLINIC,Rural Health Clinic,Wisconsin,"Juneau County, WI",0,15,Designated,Rural,07/23/2009,08/21/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,MILE BLUFF CLINIC,1040 Division St,Mauston,WI,53948-1931,Juneau,Rural,,,,
Primary Care,15599955B9,"MILWAUKEE HEALTH SERVICES, INC.",Federally Qualified Health Center,Wisconsin,"Milwaukee County, WI",0,18,Designated,Non-Rural,01/20/2004,08/21/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,ISAAC COGGS HERITAGE HEALTH CTR,8200 W Silver Spring Dr,Milwaukee,WI,53218-2552,Milwaukee,Non-Rural,,,,
,"MILWAUKEE HEALTH SERVICES, INC.",2555 N Dr Martin Luther King Jr Dr,Milwaukee,WI,53212-2709,Milwaukee,Non-Rural,,,,
Primary Care,15599955Z1,NECEDAH FAMILY MEDICAL CTR,Rural Health Clinic,Wisconsin,"Juneau County, WI",0,13,Designated,Rural,06/22/2009,08/21/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,NECEDAH FAMILY MEDICAL CTR,1408 Wheelihan Ave,Necedah,WI,54646-8253,Juneau,Rural,,,,
Primary Care,15599955C3,NEW COMMUNITY CLINIC INC LTD,Federally Qualified Health Center,Wisconsin,"Brown County, WI",0,18,Designated,Non-Rural,01/20/2004,08/21/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,FREEDOM HOUSE,2997 Saint Anthony Dr,Green Bay,WI,54311-5860,Brown,Non-Rural,,,,
,HOUSE OF HOPE,1660 Christiana St,Green Bay,WI,54303-2665,Brown,Non-Rural,,,,
,Micah Center,700 E Walnut St,Green Bay,WI,54301-4052,Brown,Non-Rural,,,,
,N.E.W. COMMUNITY CLINIC,622 Bodart St,Green Bay,WI,54301-4923,Brown,Non-Rural,,,,
,N.E.W. Dental Clinic at NWTC,2740 W Mason St,Green Bay,WI,54303-4966,Brown,Non-Rural,,,,
,N.E.W. Medical Clinic at NWTC,2740 W Mason St,Green Bay,WI,54303-4966,Brown,Non-Rural,,,,
,NEW COMMUNITY SHELTER,301 Mather St,Green Bay,WI,54303-3447,Brown,Non-Rural,,,,
,NEW East Dental Clinic,424 S Monroe Ave,Green Bay,WI,54301-4054,Brown,Non-Rural,,,,
,Outreach Healthcare Clinic,879 Mather St,Green Bay,WI,54303-3651,Brown,Non-Rural,,,,
,St. John the Evangelist Homeless shelter,411 Saint John St,Green Bay,WI,54301-4116,Brown,Non-Rural,,,,
,THE SALVATION ARMY,626 Union Ct,Green Bay,WI,54303-3609,Brown,Non-Rural,,,,
Primary Care,15599955G7,NEW LISBON FAMILY MEDICAL CTR,Rural Health Clinic,Wisconsin,"Juneau County, WI",0,13,Designated,Rural,07/23/2009,08/21/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,NEW LISBON FAMILY MEDICAL CTR,901 W Bridge St,New Lisbon,WI,53950-1083,Juneau,Rural,,,,
Primary Care,15599955B8,"OUTREACH COMMUNITY HEALTH CENTERS, INC.",Federally Qualified Health Center,Wisconsin,"Milwaukee County, WI",0,16,Designated,Non-Rural,01/20/2004,08/21/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,210 W. Capitol Drive - Family Services Clinic,210 W Capitol Dr,Milwaukee,WI,53212-1123,Milwaukee,Non-Rural,,,,
,Academic and Family Services,9120 W Hampton Ave Ste 119,Milwaukee,WI,53225-4960,Milwaukee,Non-Rural,,,,
,Outreach Community Health Centers - Adult Medicine,210 W Capitol Dr,Milwaukee,WI,53212-1123,Milwaukee,Non-Rural,,,,
,"Outreach Community Health Centers, Incorporated",711 W Capitol Dr,Milwaukee,WI,53206-3328,Milwaukee,Non-Rural,,,,
,Salvation Army Clinic,1730 N 7th St,Milwaukee,WI,53205-1701,Milwaukee,Non-Rural,,,,
,St. Elizabeth Ann Seton Dental Clinic,1730 S 13th St,Milwaukee,WI,53204-3201,Milwaukee,Non-Rural,,,,
Primary Care,15599955D1,"Partnership Community Health Center, Inc.",Federally Qualified Health Center,Wisconsin,"Outagamie County, WI",0,18,Designated,Non-Rural,09/30/2004,08/21/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Partnership Community Health Center - Appleton Dental,5337 W Grande Market Dr,Appleton,WI,54913-8442,Outagamie,Non-Rural,,,,
,Partnership Community Health Center - Medical and Behavioral Care,5471 W Waterford Ln,Appleton,WI,54913-8510,Outagamie,Non-Rural,,,,
,Partnership Community Health Center - Medical at COTS Campus,913 S West Ave,Appleton,WI,54915-2394,Outagamie,Non-Rural,,,,
,Partnership Community Health Center - Oshkosh Dental and Medical,2310 Westowne Ave,Oshkosh,WI,54904-7778,Winnebago,Non-Rural,,,,
,Partnership Community Health Center - Outreach and Enrollment Center,2999 W Spencer St,Appleton,WI,54914-4352,Outagamie,Non-Rural,,,,
,Partnership Community Health Center - Waupaca Dental,825 W Fulton St,Waupaca,WI,54981-1471,Waupaca,Rural,,,,
Primary Care,15599955C5,"PRIMARY CONNECTION HEALTHCARE, INC",Federally Qualified Health Center,Wisconsin,"Marathon County, WI",0,12,Designated,Non-Rural,01/20/2004,08/21/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Bridge Community Health Clinic - Administrative Offices,605 Scott St,Wausau,WI,54403-4849,Marathon,Non-Rural,,,,
,Bridge Community Health Clinic Antigo Dental,1111 Langlade Rd,Antigo,WI,54409-2787,Langlade,Rural,,,,
,Bridge Community Health Clinic Merrill Dental,503 S Center Ave Ste 6,Merrill,WI,54452-3466,Lincoln,Rural,,,,
,Bridge Community Health Clinic Wausau,1810 N 2nd St,Wausau,WI,54403-3492,Marathon,Non-Rural,,,,
Primary Care,15599955B5,"Progressive Community Health Centers, Inc.",Federally Qualified Health Center,Wisconsin,"Milwaukee County, WI",0,18,Designated,Non-Rural,12/04/2003,08/21/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,12th Street Urgent Care,945 N 12th St,Milwaukee,WI,53233-1305,Milwaukee,Non-Rural,,,,
,Hillside Family Health Center,1452 N 7th St,Milwaukee,WI,53205-2301,Milwaukee,Non-Rural,,,,
,Kilbourn Avenue Health Center,1218 W Kilbourn Ave,Milwaukee,WI,53233-1330,Milwaukee,Non-Rural,,,,
,LISBON AVENUE HEALTH CENTER,3522 W Lisbon Ave,Milwaukee,WI,53208-1953,Milwaukee,Non-Rural,,,,
Primary Care,15599955C2,"Sixteenth Street Community Health Centers, Inc.",Federally Qualified Health Center,Wisconsin,"Milwaukee County, WI",0,18,Designated,Non-Rural,01/20/2004,08/21/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Sixteenth Street Community Health Centers - Doerfler School,3014 W Scott St Rm Suite # 8A,Milwaukee,WI,53215-1643,Milwaukee,Non-Rural,,,,
,Sixteenth Street Community Health Centers - Lincoln School,1817 W Lincoln Ave Rm 120D,Milwaukee,WI,53215-2650,Milwaukee,Non-Rural,,,,
,Sixteenth Street Community Health Centers - Mental Health Support Center,1635 W National Ave,Milwaukee,WI,53204-1130,Milwaukee,Non-Rural,,,,
,Sixteenth Street Community Health Centers - UCC Childcare and Early Learning Center,2210 W Becher St Rm 101,Milwaukee,WI,53215-2561,Milwaukee,Non-Rural,,,,
,Sixteenth Street Community Health Centers - Zablocki School,1016 W Oklahoma Ave Rm 7,Milwaukee,WI,53215-4746,Milwaukee,Non-Rural,,,,
,Sixteenth Street Community Health Centers- Augustine Prep Academy,2607 S 5th St Ste B,Milwaukee,WI,53207-1418,Milwaukee,Non-Rural,,,,
,Sixteenth Street Community Health Centers-Chavez,1032 S Cesar E Chavez Dr,Milwaukee,WI,53204-2203,Milwaukee,Non-Rural,,,,
,Sixteenth Street Community Health Centers-Layton,4570 S 27th St,Milwaukee,WI,53221-2145,Milwaukee,Non-Rural,,,,
,Sixteenth Street Community Health Centers-St Anthony School-Elementary-1,1747 S 9th St,Milwaukee,WI,53204-3519,Milwaukee,Non-Rural,,,,
,Sixteenth Street Community Health Centers-St Anthony School-Elementary-2,1669 S 5th St,Milwaukee,WI,53204-3401,Milwaukee,Non-Rural,,,,
,Sixteenth Street Community Health Centers-St Anthony School-High,4807 S 2nd St,Milwaukee,WI,53207-5919,Milwaukee,Non-Rural,,,,
,Sixteenth Street Community Health Centers-St Anthony School-K3,1644 S 9th St,Milwaukee,WI,53204-3426,Milwaukee,Non-Rural,,,,
,Sixteenth Street Community Health Centers-St Anthony School-Middle,2156 S 4th St,Milwaukee,WI,53207-1146,Milwaukee,Non-Rural,,,,
,Sixteenth Street Community Health Centers-Waukesha,309 E North St,Waukesha,WI,53188-3718,Waukesha,Non-Rural,,,,
,Sixteeth Street Community Health Centers-20th Street,2906 S 20th St,Milwaukee,WI,53215-3732,Milwaukee,Non-Rural,,,,
,Sixteeth Street Community Health Centers-Adm/Environmental Hlth/WIC/HIV Prevention,1337 S Cesar E Chavez Dr,Milwaukee,WI,53204-2712,Milwaukee,Non-Rural,,,,
,Sixteeth Street Community Health Centers-St Anthony School,1727 S 9th St,Milwaukee,WI,53204-3519,Milwaukee,Non-Rural,,,,
,Sixteeth Street Community Health Centers-UCC Senior Center,730 W Washington St,Milwaukee,WI,53204-2310,Milwaukee,Non-Rural,,,,
Primary Care,15599955D5,WESTERN WISCONSIN HEALTH,Rural Health Clinic,Wisconsin,"St. Croix County, WI",0,11,Designated,Rural,11/25/2003,08/21/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,WESTERN WISCONSIN HEALTH,1100 Bergslien St,Baldwin,WI,54002-2600,St. Croix,Rural,,,,
Primary Care,15599955B3,"Family Health Center Of Marshfield, Inc.",Federally Qualified Health Center,Wisconsin,"Wood County, WI",0,16,Designated,Rural,12/04/2003,08/22/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Family Health Center - Administration,1000 N Oak Ave,Marshfield,WI,54449-5703,Wood,Rural,,,,
,FAMILY HEALTH CENTER - BLACK RIVER FALLS DENTAL CENTER,N6571 Lumberjack Guy Rd,Black River Falls,WI,54615-5405,Jackson,Rural,,,,
,FAMILY HEALTH CENTER - DENTAL ADMINISTRATION,113 Miner Ave W,Ladysmith,WI,54848-1721,Rusk,Rural,,,,
,Family Health Center - Marshfield Alcohol and Drug Recovery Center,214 W 2nd St,Marshfield,WI,54449-2719,Wood,Rural,,,,
,Family Health Center - Minocqua Alcohol & Drug Recovery Center,9792 State Highway 70,Minocqua,WI,54548-8747,Oneida,Rural,,,,
,Family Health Center – Ladysmith Alcohol and Drug Recovery Center,1000 College Ave W Fl 1,Ladysmith,WI,54848-2118,Rusk,Rural,,,,
,FAMILY HEALTH CENTER-CHIPPEWA FALLS DENTAL CENTER,850 Lakeland Dr,Chippewa Falls,WI,54729-1687,Chippewa,Non-Rural,,,,
,FAMILY HEALTH CENTER-LADYSMITH DENTAL CENTER,315 Miner Ave W,Ladysmith,WI,54848-1725,Rusk,Rural,,,,
,FAMILY HEALTH CENTER-MARSHFIELD DENTAL CENTER,1307 N Saint Joseph Ave,Marshfield,WI,54449-1340,Wood,Rural,,,,
,FAMILY HEALTH CENTER-MEDFORD DENTAL CENTER,843 W Broadway Ave,Medford,WI,54451-1307,Taylor,Rural,,,,
,Family Health Center-Menomonie Dental Center,404 Red Cedar St,Menomonie,WI,54751-2332,Dunn,Rural,,,,
,FAMILY HEALTH CENTER-NEILLSVILLE DENTAL CENTER,8 Boon Blvd,Neillsville,WI,54456-2176,Clark,Rural,,,,
,FAMILY HEALTH CENTER-PARK FALLS DENTAL CENTER,75 Sherry Ave,Park Falls,WI,54552-1468,Price,Rural,,,,
,FAMILY HEALTH CENTER-RHINELANDER DENTAL CENTER,2268 N Shore Dr,Rhinelander,WI,54501-8888,Oneida,Rural,,,,
,FAMILY HEALTH CENTER-RICE LAKE DENTAL CENTER,1501 W Stout St,Rice Lake,WI,54868-5001,Barron,Rural,,,,
,Family Health Center/Marshfield Clinic - Menomonie Center,3603 Schneider Ave SE,Menomonie,WI,54751-5674,Dunn,Rural,,,,
