data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,CCCHC Hazen Clinic,510 8th Ave NE,Hazen,ND,58545-4637,Mercer,Rural,,,,
,CCCHC Killdeer Clinic,220 4th Ave SW,Killdeer,ND,58640-8500,Dunn,Rural,,,,
,COAL COUNTRY CHC - CENTER,111 Main St,Center,ND,58530-4712,Oliver,Rural,,,,
,COAL COUNTRY COMMUNITY HEALTH CENTER,1312 Highway 49 N,Beulah,ND,58523-6038,Mercer,Rural,,,,
,Coal Country Community Health Center - Administrative Office,1101 3rd Ave NW,Beulah,ND,58523-6215,Mercer,Rural,,,,
Primary Care,1381053682,TIOGA MEDICAL CENTER - POWERS LAKE RHC,Rural Health Clinic,North Dakota,"Burke County, ND",0,15,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,TIOGA MEDICAL CENTER - POWERS LAKE RHC,117 Main St,Powers Lake,ND,58773-5001,Burke,Rural,,,,
Primary Care,1389094791,AMC CLINIC,Rural Health Clinic,North Dakota,"McIntosh County, ND",0,15,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,AMC CLINIC,612 Center Ave N,Ashley,ND,58413-7013,McIntosh,Rural,,,,
Primary Care,12799927A1,COMMUNITY HEALTH SERVICE INC.,Federally Qualified Health Center,Minnesota,"Clay County, MN",0,10,Designated,Non-Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Community Health Service Inc. - Grafton,1113 W 11th St,Grafton,ND,58237-2139,Walsh,Rural,,,,
,Community Health Service Inc. - South Mobile Unit,1926 College View Rd E,Rochester,MN,55904-8201,Olmsted,Non-Rural,,,,
,Community Health Service Inc. - Willmar,PO BOX 845,Willmar,MN,56201-0845,Kandiyohi,Rural,,,,
Primary Care,138999387H,ST ANDREW'S BOTTINEAU CLINIC LLC,Rural Health Clinic,North Dakota,"Bottineau County, ND",0,18,Designated,Rural,12/31/2017,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,ST ANDREW'S BOTTINEAU CLINIC LLC,314 Ohmer St,Bottineau,ND,58318-1059,Bottineau,Rural,,,,
Primary Care,1389993847,Valley Community Health Centers,Federally Qualified Health Center,North Dakota,"Grand Forks County, ND",0,19,Designated,Non-Rural,09/30/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Spectra Health Admin Office,212 S 4th St Ste 200,Grand Forks,ND,58201-4781,Grand Forks,Non-Rural,,,,
,Spectra Health Dental Clinic,212 S 4th St Ste 101,Grand Forks,ND,58201-4776,Grand Forks,Non-Rural,,,,
,Spectra Health Grand Forks Medical,212 S 4th St STE 301,Grand Forks,ND,58201-4776,Grand Forks,Non-Rural,,,,
,Spectra Health Larimore,607 Towner Ave,Larimore,ND,58251-4501,Grand Forks,Non-Rural,,,,
Primary Care,1389993845,NORTHLAND HEALTH PARTNERS COMMUNITY,Federally Qualified Health Center,North Dakota,"McLean County, ND",0,16,Designated,Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Administration - Turtle Lake,104 Main St,Turtle Lake,ND,58575-4001,McLean,Rural,,,,
,Bismarck Clinic,914 S 12th St Ste 101,Bismarck,ND,58504-5941,Burleigh,Non-Rural,,,,
,Bowbells Clinic,18 Main St SW Ste B,Bowbells,ND,58721-7711,Burke,Rural,,,,
,IT Office,10 3rd Ave SW Ste 309,Minot,ND,58701-3893,Ward,Rural,,,,
,McClusky Clinic,122 2nd Ave NW,Mcclusky,ND,58463-9011,Sheridan,Rural,,,,
,Minot Clinic,1600 2nd Ave SW Ste 19,Minot,ND,58701-3459,Ward,Rural,,,,
,Minot Dental,15 2nd Ave SW Ste 110,Minot,ND,58701-3874,Ward,Rural,,,,
,Ray Clinic,24 Railroad Ave,Ray,ND,58849-7707,Williams,Rural,,,,
,Rolette Clinic,401 2nd Ave,Rolette,ND,58366,Rolette,Rural,,,,
,Rolla Clinic,114 3rd St NE,Rolla,ND,58367-7137,Rolette,Rural,,,,
,Turtle Lake Clinic,416 Kundert St,Turtle Lake,ND,58575-4205,McLean,Rural,,,,
,Williston Clinic,612 4th St E,Williston,ND,58801-5547,Williams,Rural,,,,
Primary Care,1387752413,PRESENTATION CLINIC,Rural Health Clinic,North Dakota,"Rolette County, ND",0,19,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,PRESENTATION CLINIC,213 2nd Ave NE,Rolla,ND,58367-7153,Rolette,Rural,,,,
Primary Care,1388371602,COOPERSTOWN MEDICAL CENTER,Rural Health Clinic,North Dakota,"Griggs County, ND",0,15,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,COOPERSTOWN MEDICAL CENTER,1200 Roberts Ave NE,Cooperstown,ND,58425-7101,Griggs,Rural,,,,
Primary Care,1389993878,RURAL HEALTH KULM,Rural Health Clinic,North Dakota,"LaMoure County, ND",0,13,Designated,Rural,08/11/2009,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,RURAL HEALTH KULM,4 1st Ave SE,Kulm,ND,58456-7221,LaMoure,Rural,,,,
Primary Care,1386664039,MCHS CLINIC,Rural Health Clinic,North Dakota,"McKenzie County, ND",0,17,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,MCHS CLINIC,709 4th Ave NE,Watford City,ND,58854-7628,McKenzie,Rural,,,,
Primary Care,1389993877,RURAL HEALTH NAPOLEON,Rural Health Clinic,North Dakota,"Logan County, ND",0,15,Designated,Rural,08/11/2009,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,RURAL HEALTH NAPOLEON,420 Main Ave,Napoleon,ND,58561-7109,Logan,Rural,,,,
Primary Care,1389993859,MOUNTRAIL COUNTY MEDICAL CENTER RHC,Rural Health Clinic,North Dakota,"Mountrail County, ND",0,15,Designated,Rural,11/04/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,MOUNTRAIL COUNTY MEDICAL CENTER RHC,615 6th St SE,Stanley,ND,58784-4444,Mountrail,Rural,,,,
Primary Care,1389993841,FT. YATES HOSPITAL,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",North Dakota,"Sioux County, ND",0,22,Designated,Rural,10/26/2002,09/09/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,FT. YATES HOSPITAL,S River Rd,Fort Yates,ND,58538,Sioux,Rural,,,,
Primary Care,1382327904,CANNONBAL HEALTH STATION,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",North Dakota,"Sioux County, ND",0,21,Designated,Rural,08/18/2019,09/09/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,CANNONBAL HEALTH STATION,Weasel St,Cannon Ball,ND,58528,Sioux,Rural,,,,
Primary Care,1385687952,ELBOWOODS MEMORIAL HEALTH CTR,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",North Dakota,"Mountrail County, ND",0,17,Designated,Rural,10/26/2002,09/09/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,ELBOWOODS MEMORIAL HEALTH CTR,1058 College Dr,New Town,ND,58763-9112,Mountrail,Rural,,,,
Primary Care,1388044273,MANDAREE HEALTH STATION,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",North Dakota,"McKenzie County, ND",0,17,Designated,Rural,08/18/2019,09/09/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,MANDAREE HEALTH STATION,305 Main St,Mandaree,ND,58757,McKenzie,Rural,,,,
Primary Care,1385334075,TWIN BUTTES HEALTH STATION,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",North Dakota,"Dunn County, ND",0,11,Designated,Rural,08/18/2019,09/09/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,TWIN BUTTES HEALTH STATION,726 80th Ave NW,Halliday,ND,58636-4001,Dunn,Rural,,,,
Primary Care,1387351773,WHITE SHIELD HEALTH STATION,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",North Dakota,"McLean County, ND",0,13,Designated,Rural,08/18/2019,09/09/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,WHITE SHIELD HEALTH STATION,2 Central Main St Apt B,Roseglen,ND,58775-6000,McLean,Rural,,,,
Primary Care,1387554581,PARSHALL HEALTH STATION,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",North Dakota,"Mountrail County, ND",0,17,Designated,Rural,08/18/2019,09/09/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,PARSHALL HEALTH STATION,107 3rd St NE,Parshall,ND,58770-7103,Mountrail,Rural,,,,
Primary Care,1386673352,SPIRIT LAKE HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",North Dakota,"Benson County, ND",0,19,Designated,Rural,10/26/2002,09/09/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,SPIRIT LAKE HEALTH CENTER,74th Ave NE,Fort Totten,ND,58335,Benson,Rural,,,,
Primary Care,1389993851,TRENTON COMMUNITY CLINIC,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",North Dakota,"Williams County, ND",0,12,Designated,Rural,10/28/2005,09/09/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,TRENTON COMMUNITY CLINIC,331 4th Ave E,Trenton,ND,58853-9998,Williams,Rural,,,,
Primary Care,1381106795,Emmons County,Geographic HPSA,North Dakota,"Emmons County, ND",0.81,15,Designated,Rural,07/10/1979,01/10/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,North Dakota,Emmons County,Emmons,Single County,38029,Rural,,,,,
Primary Care,1381185269,McIntosh County,Geographic HPSA,North Dakota,"McIntosh County, ND",0.75,15,Designated,Rural,07/31/2000,03/30/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,North Dakota,McIntosh County,McIntosh,Single County,38051,Rural,,,,,
Primary Care,1381815413,Finley,Geographic HPSA,North Dakota,"Steele County, ND",0.47,11,Designated,Rural,07/30/2002,03/17/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,North Dakota,Steele County,Broadlawn township,County Subdivision,3809109620,Rural,,,,,
,North Dakota,Steele County,Carpenter township,County Subdivision,3809112220,Rural,,,,,
,North Dakota,Steele County,Colgate township,County Subdivision,3809115340,Rural,,,,,
,North Dakota,Steele County,Easton township,County Subdivision,3809121740,Rural,,,,,
,North Dakota,Steele County,Edendale township,County Subdivision,3809122060,Rural,,,,,
,North Dakota,Steele County,Enger township,County Subdivision,3809124340,Rural,,,,,
,North Dakota,Steele County,Finley city,County Subdivision,3809126420,Rural,,,,,
,North Dakota,Steele County,Finley township,County Subdivision,3809126460,Rural,,,,,
,North Dakota,Steele County,Franklin township,County Subdivision,3809128140,Rural,,,,,
,North Dakota,Steele County,Golden Lake township,County Subdivision,3809131140,Rural,,,,,
,North Dakota,Steele County,Greenview township,County Subdivision,3809133420,Rural,,,,,
,North Dakota,Steele County,Hope city,County Subdivision,3809138860,Rural,,,,,
,North Dakota,Steele County,Hugo township,County Subdivision,3809139340,Rural,,,,,
,North Dakota,Steele County,Luverne city,County Subdivision,3809148580,Rural,,,,,
,North Dakota,Steele County,Melrose township,County Subdivision,3809152020,Rural,,,,,
,North Dakota,Steele County,Primrose township,County Subdivision,3809164660,Rural,,,,,
,North Dakota,Steele County,Riverside township,County Subdivision,3809167100,Rural,,,,,
,North Dakota,Steele County,Sherbrooke township,County Subdivision,3809172420,Rural,,,,,
,North Dakota,Steele County,Willow Lake township,County Subdivision,3809186460,Rural,,,,,
Primary Care,1382165053,Eddy/Foster Counties,Geographic HPSA,North Dakota,"Eddy County, ND | Foster County, ND",0.94,14,Designated,Rural,04/10/2006,01/10/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,North Dakota,Eddy County,Eddy,Single County,38027,Rural,,,,,
,North Dakota,Foster County,Foster,Single County,38031,Rural,,,,,
Primary Care,1382229057,Sargent County,Geographic HPSA,North Dakota,"Sargent County, ND",1.09,15,Designated,Rural,09/28/1990,01/10/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,North Dakota,Sargent County,Sargent,Single County,38081,Rural,,,,,
Primary Care,1382502765,Griggs County,Geographic HPSA,North Dakota,"Griggs County, ND",0.63,13,Designated,Rural,05/08/2007,01/10/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,North Dakota,Griggs County,Griggs,Single County,38039,Rural,,,,,
Primary Care,1382881288,Mercer County,Geographic HPSA,North Dakota,"Mercer County, ND",0.65,12,Designated,Rural,03/25/2014,01/10/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,North Dakota,Mercer County,Mercer,Single County,38057,Rural,,,,,
Primary Care,1383667263,Billings County,Geographic HPSA,North Dakota,"Billings County, ND",0.27,5,Designated,Rural,03/05/1984,03/30/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,North Dakota,Billings County,Billings,Single County,38007,Rural,,,,,
Primary Care,1383988748,Sheridan County,Geographic HPSA,North Dakota,"Sheridan County, ND",0.4,10,Designated,Rural,02/18/1988,01/10/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,North Dakota,Sheridan County,Sheridan,Single County,38083,Rural,,,,,
Primary Care,1384122668,Nelson County,Geographic HPSA,North Dakota,"Nelson County, ND",0.34,13,Designated,Rural,11/27/2013,01/10/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,North Dakota,Nelson County,Nelson,Single County,38063,Rural,,,,,
Primary Care,1384261693,Cavalier County,Geographic HPSA,North Dakota,"Cavalier County, ND",0.68,15,Designated,Rural,05/11/1990,01/10/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,North Dakota,Cavalier County,Cavalier,Single County,38019,Rural,,,,,
Primary Care,1384560495,Logan County,Geographic HPSA,North Dakota,"Logan County, ND",0.53,11,Designated,Rural,10/24/1990,01/10/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,North Dakota,Logan County,Logan,Single County,38047,Rural,,,,,
Primary Care,1385822203,McLean County,Geographic HPSA,North Dakota,"McLean County, ND",2.68,15,Designated,Rural,04/10/1987,01/10/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,North Dakota,McLean County,McLean,Single County,38055,Rural,,,,,
Primary Care,1386376083,Golden Valley County,Geographic HPSA,North Dakota,"Golden Valley County, ND",0.53,11,Designated,Rural,03/05/1984,01/10/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,North Dakota,Golden Valley County,Golden Valley,Single County,38033,Rural,,,,,
Primary Care,1387764290,LaMoure County,Geographic HPSA,North Dakota,"LaMoure County, ND",0.915,14,Designated,Rural,08/29/1978,01/10/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,North Dakota,LaMoure County,LaMoure,Single County,38045,Rural,,,,,
Primary Care,1388215689,Towner County,Geographic HPSA,North Dakota,"Towner County, ND",0.64,13,Designated,Rural,07/31/1991,01/10/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,North Dakota,Towner County,Towner,Single County,38095,Rural,,,,,
Primary Care,1388667785,Burke County,Geographic HPSA,North Dakota,"Burke County, ND",0.44,16,Designated,Rural,08/29/1978,03/30/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,North Dakota,Burke County,Burke,Single County,38013,Rural,,,,,
Primary Care,1388670536,Rolette County,Geographic HPSA,North Dakota,"Rolette County, ND",3.19,20,Designated,Rural,01/19/1983,01/29/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,North Dakota,Rolette County,Rolette,Single County,38079,Rural,,,,,
Primary Care,1382236309,West Morton/East Stark Counties,Geographic HPSA,North Dakota,"Morton County, ND | Stark County, ND",1.59,14,Designated,Rural,02/15/1989,03/17/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,North Dakota,Morton County,Almont city,County Subdivision,3805901700,Rural,,,,,
,North Dakota,Stark County,East Stark UT,County Subdivision,3808921760,Rural,,,,,
,North Dakota,Stark County,Gladstone city,County Subdivision,3808930460,Rural,,,,,
,North Dakota,Morton County,Glen Ullin city,County Subdivision,3805930860,Rural,,,,,
,North Dakota,Morton County,Hebron city,County Subdivision,3805936860,Rural,,,,,
,North Dakota,Morton County,New Salem city,County Subdivision,3805956700,Rural,,,,,
,North Dakota,Stark County,Richardton city,County Subdivision,3808966500,Rural,,,,,
,North Dakota,Stark County,Taylor city,County Subdivision,3808978180,Rural,,,,,
,North Dakota,Morton County,West Morton UT,County Subdivision,3805985080,Rural,,,,,
Primary Care,1388209883,Tioga,Geographic HPSA,North Dakota,"Williams County, ND",0.22,9,Designated,Rural,09/11/1998,03/25/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,North Dakota,Williams County,Alamo city,County Subdivision,3810500940,Rural,,,,,
,North Dakota,Williams County,Athens township,County Subdivision,3810503620,Rural,,,,,
,North Dakota,Williams County,Barr Butte township,County Subdivision,3810505020,Rural,,,,,
,North Dakota,Williams County,Big Meadow township,County Subdivision,3810506860,Rural,,,,,
,North Dakota,Williams County,Big Stone township,County Subdivision,3810506900,Rural,,,,,
,North Dakota,Williams County,Blacktail township,County Subdivision,3810507460,Rural,,,,,
,North Dakota,Williams County,Blue Ridge township,County Subdivision,3810508100,Rural,,,,,
,North Dakota,Williams County,Bonetraill township,County Subdivision,3810508260,Rural,,,,,
,North Dakota,Williams County,Brooklyn township,County Subdivision,3810509820,Rural,,,,,
,North Dakota,Williams County,Champion township,County Subdivision,3810513460,Rural,,,,,
,North Dakota,Williams County,Climax township,County Subdivision,3810514860,Rural,,,,,
,North Dakota,Williams County,Dry Fork township,County Subdivision,3810520580,Rural,,,,,
,North Dakota,Williams County,Dublin township,County Subdivision,3810520660,Rural,,,,,
,North Dakota,Williams County,Ellisville township,County Subdivision,3810523420,Rural,,,,,
,North Dakota,Williams County,Epping city,County Subdivision,3810524540,Rural,,,,,
,North Dakota,Williams County,Equality township,County Subdivision,3810524580,Rural,,,,,
,North Dakota,Williams County,Farmvale township,County Subdivision,3810525900,Rural,,,,,
,North Dakota,Williams County,Golden Valley township,County Subdivision,3810531260,Rural,,,,,
,North Dakota,Williams County,Good Luck township,County Subdivision,3810531460,Rural,,,,,
,North Dakota,Williams County,Grenora city,County Subdivision,3810533500,Rural,,,,,
,North Dakota,Williams County,Grenora township,County Subdivision,3810533540,Rural,,,,,
,North Dakota,Williams County,Hazel township,County Subdivision,3810536620,Rural,,,,,
,North Dakota,Williams County,Lindahl township,County Subdivision,3810546900,Rural,,,,,
,North Dakota,Williams County,Marshall township,County Subdivision,3810550980,Rural,,,,,
,North Dakota,Williams County,New Home township,County Subdivision,3810556300,Rural,,,,,
,North Dakota,Williams County,Oliver township,County Subdivision,3810559260,Rural,,,,,
,North Dakota,Williams County,Orthell township,County Subdivision,3810559860,Rural,,,,,
,North Dakota,Williams County,Pleasant Valley township,County Subdivision,3810563260,Rural,,,,,
,North Dakota,Williams County,Rainbow township,County Subdivision,3810565020,Rural,,,,,
,North Dakota,Williams County,Ray city,County Subdivision,3810565580,Rural,,,,,
,North Dakota,Williams County,Rock Island township,County Subdivision,3810567460,Rural,,,,,
,North Dakota,Williams County,Sauk Valley township,County Subdivision,3810570900,Rural,,,,,
,North Dakota,Williams County,Scorio township,County Subdivision,3810571300,Rural,,,,,
,North Dakota,Williams County,South Meadow township,County Subdivision,3810574260,Rural,,,,,
,North Dakota,Williams County,Southeast Williams UT,County Subdivision,3810574115,Rural,,,,,
,North Dakota,Williams County,Springbrook city,County Subdivision,3810574780,Rural,,,,,
,North Dakota,Williams County,Springbrook township,County Subdivision,3810574820,Rural,,,,,
,North Dakota,Williams County,Strandahl township,County Subdivision,3810576460,Rural,,,,,
,North Dakota,Williams County,Tioga city,County Subdivision,3810578940,Rural,,,,,
,North Dakota,Williams County,Tioga township,County Subdivision,3810578980,Rural,,,,,
