data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find
,James Valley Community Health Center,1000 18th St SW Ste 27,Huron,SD,57350-3488,Beadle,Rural,,,,
,JERAULD COUNTY COMMUNITY HEALTH CENTER,602 1st St NE Ste 1,Wessington Springs,SD,57382-2163,Jerauld,Rural,,,,
,Jerauld County Dental Clinic,602 1st St NE Ste 3,Wessington Springs,SD,57382-2167,Jerauld,Rural,,,,
,LAKE PRESTON COMMUNITY HLTH CTR,709 4th St SE,Lake Preston,SD,57249-2116,Kingsbury,Rural,,,,
,Martin Community Health Center,109 Pugh St,Martin,SD,57551-7700,Bennett,Rural,,,,
,MCINTOSH COMMUNITY CLINIC,208 Main St,Mc Intosh,SD,57641-7707,Corson,Rural,,,,
,MELLETTE COUNTY Community Health Center,1 N Roosevelt Ave,White River,SD,57579,Mellette,Rural,,,,
,Mission Community Health Center,161 S Main St,Mission,SD,57555,Todd,Rural,,,,
,PRAIRIE WINDS DENTAL CLINIC,112 N Main St,Howard,SD,57349-9055,Miner,Rural,,,,
,Tiospaye Topa School,PO BOX 300,Ridgeview,SD,57652-0300,Dewey,Rural,,,,
,UNION COUNTY CORRECTIONAL FAC,300 E Main St,Elk Point,SD,57025-2160,Union,Rural,,,,
,Woonsocket Community Health Center,PO BOX 368,Woonsocket,SD,57385-0368,Sanborn,Rural,,,,
,Yankton Community Health Center,409 Summit St Ste 3400,Yankton,SD,57078-3735,Yankton,Rural,,,,
Primary Care,1469994647,"Community Health Center of The Black Hills, Inc.",Federally Qualified Health Center,South Dakota,"Pennington County, SD",0,16,Designated,Non-Rural,05/20/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Consolidated Community Health Center,350 Pine St,Rapid City,SD,57701-1669,Pennington,Non-Rural,,,,
,Cornerstone Rescue Mission - Men's Shelter,30 Main St,Rapid City,SD,57701-2832,Pennington,Non-Rural,,,,
,General Beadle School Based Community Health Center,10 Van Buren St,Rapid City,SD,57701-0969,Pennington,Non-Rural,,,,
Primary Care,1466781684,GPA Youth Regional Treatment Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",South Dakota,"Walworth County, SD",0,20,Designated,Rural,08/18/2019,09/09/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,GPA Youth Regional Treatment Center,PO BOX 680,Mobridge,SD,57601-0680,Walworth,Rural,,,,
Primary Care,1469994661,RAPID CITY HOSPITAL,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",South Dakota,"Pennington County, SD",0,17,Designated,Non-Rural,10/26/2002,09/09/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,RAPID CITY HOSPITAL,3200 Canyon Lake Dr,Rapid City,SD,57702-8114,Pennington,Non-Rural,,,,
Primary Care,1469994657,EAGLE BUTTE,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",South Dakota,"Ziebach County, SD",0,19,Designated,Rural,10/26/2002,09/09/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,EAGLE BUTTE,24276 166th St,Dupree,SD,57623,Ziebach,Rural,,,,
Primary Care,1469994662,FT. THOMPSON HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",South Dakota,"Buffalo County, SD",0,19,Designated,Rural,10/26/2002,09/09/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,FT. THOMPSON HEALTH CENTER,1323 Bia Rd 4,Chamberlain,SD,57325,Buffalo,Rural,,,,
Primary Care,1469994656,PINE RIDGE HOSPITAL,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",South Dakota,"Oglala Lakota County, SD",0,20,Designated,Rural,10/26/2002,09/09/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,PINE RIDGE HOSPITAL,Highway 18,Pine Ridge,SD,57770,Oglala Lakota,Rural,,,,
Primary Care,1469994660,WANBLEE HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",South Dakota,"Jackson County, SD",0,20,Designated,Rural,10/26/2002,09/09/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,WANBLEE HEALTH CENTER,210 1st St,Wanblee,SD,57577,Jackson,Rural,,,,
Primary Care,1469994659,KYLE HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",South Dakota,"Oglala Lakota County, SD",0,20,Designated,Rural,10/26/2002,09/09/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,KYLE HEALTH CENTER,1000 Health Center Road,Kyle,SD,57752,Oglala Lakota,Rural,,,,
Primary Care,1461798623,MANDERSON HEALTH STATION,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",South Dakota,"Oglala Lakota County, SD",0,20,Designated,Rural,08/18/2019,09/09/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,MANDERSON HEALTH STATION,Indian Service Road 33,Manderson,SD,57756,Oglala Lakota,Rural,,,,
Primary Care,1469994655,ROSEBUD HOSPITAL,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",South Dakota,"Todd County, SD",0,21,Designated,Rural,10/26/2002,09/09/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,ROSEBUD HOSPITAL,400 Soldier Creek Dr,Rosebud,SD,57570-8502,Todd,Rural,,,,
Primary Care,1469994663,WW KEEBLE HEALTH CARE CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",South Dakota,"Roberts County, SD",0,18,Designated,Rural,10/26/2002,09/09/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,WW KEEBLE HEALTH CARE CENTER,100 Lake Traverse Dr,Sisseton,SD,57262-7046,Roberts,Rural,,,,
Primary Care,1469994658,MCLAUGHLIN HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",South Dakota,"Corson County, SD",0,20,Designated,Rural,10/26/2002,09/09/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,MCLAUGHLIN HEALTH CENTER,6th St E,Mc Laughlin,SD,57642,Corson,Rural,,,,
Primary Care,1466860884,BULLHEAD HEALTH STATION,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",South Dakota,"Corson County, SD",0,21,Designated,Rural,08/18/2019,09/09/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,BULLHEAD HEALTH STATION,102 Tatanka Street,Bullhead,SD,57621,Corson,Rural,,,,
Primary Care,1462658409,WAKPALA HEALTH STATION,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",South Dakota,"Corson County, SD",0,20,Designated,Rural,08/18/2019,09/09/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,WAKPALA HEALTH STATION,Wakpala Road,Wakpala,SD,57658,Corson,Rural,,,,
Primary Care,1469994694,WAGNER HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",South Dakota,"Charles Mix County, SD",0,17,Designated,Rural,10/26/2002,09/09/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,WAGNER HEALTH CENTER,111 Washington Ave NW,Wagner,SD,57380-4300,Charles Mix,Rural,,,,
Primary Care,1469994693,LOWER BRULE HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",South Dakota,"Lyman County, SD",0,19,Designated,Rural,10/26/2002,09/09/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,LOWER BRULE HEALTH CENTER,Gall St,Lower Brule,SD,57548,Lyman,Rural,,,,
Primary Care,1463254175,CHERRY CREEK HS,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",South Dakota,"Ziebach County, SD",0,19,Designated,Rural,08/18/2019,09/09/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,CHERRY CREEK HS,538 Dupree,Cherry Creek,SD,57622,Ziebach,Rural,,,,
Primary Care,1468057224,SWIFTBIRD HS,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",South Dakota,"Dewey County, SD",0,13,Designated,Rural,08/18/2019,09/09/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,SWIFTBIRD HS,La Plant Road,La Plant,SD,57652,Dewey,Rural,,,,
Primary Care,1464676789,WHITE HORSE HS,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",South Dakota,"Dewey County, SD",0,17,Designated,Rural,08/18/2019,09/09/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,WHITE HORSE HS,Whitehorse Road/County 4,Whitehorse,SD,57661,Dewey,Rural,,,,
Primary Care,1469994690,FLANDREAU SANTEE SIOUX TRB HC,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",South Dakota,"Moody County, SD",0,6,Designated,Rural,10/26/2002,09/09/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,FLANDREAU SANTEE SIOUX TRB HC,701 W Broad Ave,Flandreau,SD,57028-1529,Moody,Rural,,,,
Primary Care,1469994699,SOUTH DAKOTA URBAN INDIAN CLIN,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",South Dakota,"Minnehaha County, SD",0,4,Designated,Non-Rural,09/22/2009,09/09/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,SOUTH DAKOTA URBAN INDIAN CLIN,711 N Lake Ave,Sioux Falls,SD,57104-2203,Minnehaha,Non-Rural,,,,
Primary Care,1462550895,PIERRE URBAN INDIAN CLINIC,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",South Dakota,"Hughes County, SD",0,4,Designated,Rural,08/18/2019,09/09/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,PIERRE URBAN INDIAN CLINIC,1714 Abbey Rd,Pierre,SD,57501-7805,Hughes,Rural,,,,
Primary Care,1464041430,Custer County,Geographic HPSA,South Dakota,"Custer County, SD",0.32,12,Designated,Rural,03/30/2020,03/30/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,South Dakota,Custer County,Custer,Single County,46033,Rural,,,,,
Primary Care,1468845763,Kingsbury County,Geographic HPSA,South Dakota,"Kingsbury County, SD",1.42,15,Designated,Rural,02/12/1990,03/30/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,South Dakota,Kingsbury County,Kingsbury,Single County,46077,Rural,,,,,
Primary Care,1469447592,Clark County,Geographic HPSA,South Dakota,"Clark County, SD",0.92,14,Designated,Rural,06/29/2012,03/30/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,South Dakota,Clark County,Clark,Single County,46025,Rural,,,,,
Primary Care,1469994653,"SIOUX FALLS, CITY OF",Federally Qualified Health Center,South Dakota,"Minnehaha County, SD",0,18,Designated,Non-Rural,11/26/2003,02/06/2020
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,FALLS COMMUNITY HEALTH,521 N Main Ave Ste 101,Sioux Falls,SD,57104-5963,Minnehaha,Non-Rural,,,,
,Falls Community Health School Based Health Services/Terry Redlin,1722 E 8th St,Sioux Falls,SD,57103-1712,Minnehaha,Non-Rural,,,,
,Falls Community Health School Based Site/Hayward,410 N Valley View Rd,Sioux Falls,SD,57107-1022,Minnehaha,Non-Rural,,,,
,Falls Community Health/Hawthorne Site,601 N Spring Ave,Sioux Falls,SD,57104-2721,Minnehaha,Non-Rural,,,,
Primary Care,1467723672,Jones County,Geographic HPSA,South Dakota,"Jones County, SD",0.12,13,Designated,Rural,08/30/1978,04/07/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,South Dakota,Jones County,Jones,Single County,46075,Rural,,,,,
Primary Care,1468198715,OYATE HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",South Dakota,"Pennington County, SD",0,19,Designated,Non-Rural,02/11/2020,02/11/2020
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,OYATE HEALTH CENTER,3200 Canyon Lake Dr,Rapid City,SD,57702-8114,Pennington,Non-Rural,,,,
Primary Care,1461217347,PLATTE MEDICAL CLINIC,Rural Health Clinic,South Dakota,"Charles Mix County, SD",0,16,Designated,Rural,02/11/2020,02/11/2020
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,PLATTE MEDICAL CLINIC,PO BOX 818,Platte,SD,57369-0818,Charles Mix,Rural,,,,
Primary Care,1469502094,BON HOMME FAMILY PRACTICE-TYNDALL,Rural Health Clinic,South Dakota,"Bon Homme County, SD",0,13,Designated,Rural,02/11/2020,02/11/2020
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,BON HOMME FAMILY PRACTICE-TYNDALL,410 W 16th Ave,Tyndall,SD,57066-2318,Bon Homme,Rural,,,,
Primary Care,1469070304,EUREKA MEDICAL CLINIC AVERA,Rural Health Clinic,South Dakota,"McPherson County, SD",0,15,Designated,Rural,02/11/2020,02/11/2020
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,EUREKA MEDICAL CLINIC AVERA,200 J Ave Ste A,Eureka,SD,57437-2225,McPherson,Rural,,,,
Primary Care,1469185806,Mellette County,High Needs Geographic HPSA,South Dakota,"Mellette County, SD",0.68,17,Designated,Rural,12/12/1983,04/07/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,South Dakota,Mellette County,Mellette,Single County,46095,Rural,,,,,
Primary Care,1465950932,LI - Fall River County,Low Income Population HPSA,South Dakota,"Fall River County, SD",0.49,15,Designated,Rural,06/18/2012,04/07/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,South Dakota,Fall River County,Fall River,Single County,46047,Rural,,,,,
Primary Care,1461623352,Miner County,Geographic HPSA,South Dakota,"Miner County, SD",0.64,13,Designated,Rural,08/30/1978,04/07/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,South Dakota,Miner County,Miner,Single County,46097,Rural,,,,,
Primary Care,1464837704,LI - Spink County,Low Income Population HPSA,South Dakota,"Spink County, SD",0.56,15,Designated,Rural,12/20/2002,04/07/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,South Dakota,Spink County,Spink,Single County,46115,Rural,,,,,
Primary Care,1467929657,LI - Tripp County,Low Income Population HPSA,South Dakota,"Tripp County, SD",0.31,15,Designated,Rural,01/29/2007,04/07/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,South Dakota,Tripp County,Tripp,Single County,46123,Rural,,,,,
Primary Care,1469605864,LI - Hutchinson County,Low Income Population HPSA,South Dakota,"Hutchinson County, SD",0.568,15,Designated,Rural,08/23/2013,04/07/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,South Dakota,Hutchinson County,Hutchinson,Single County,46067,Rural,,,,,
Primary Care,1465166859,Lyman County,Geographic HPSA,South Dakota,"Lyman County, SD",1.09,17,Designated,Rural,09/06/2012,04/07/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,South Dakota,Lyman County,Lyman,Single County,46085,Rural,,,,,
Primary Care,1462398672,Turner County,Geographic HPSA,South Dakota,"Turner County, SD",0.81,11,Designated,Rural,08/30/1978,04/07/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,South Dakota,Turner County,Turner,Single County,46125,Rural,,,,,
Primary Care,1464370786,Butte County,Geographic HPSA,South Dakota,"Butte County, SD",2.08,16,Designated,Rural,06/04/2014,04/07/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,South Dakota,Butte County,Butte,Single County,46019,Rural,,,,,
Primary Care,1468044397,Jerauld/Sanborn/Buffalo Counties,Low Income Population HPSA,South Dakota,"Buffalo County, SD | Jerauld County, SD | Sanborn County, SD",0.87,16,Designated,Rural,05/14/2020,05/14/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,South Dakota,Buffalo County,Buffalo,Single County,46017,Rural,,,,,
,South Dakota,Jerauld County,Jerauld,Single County,46073,Rural,,,,,
,South Dakota,Sanborn County,Sanborn,Single County,46111,Rural,,,,,
Primary Care,1463557463,Marshall County,Geographic HPSA,South Dakota,"Marshall County, SD",0.765,13,Designated,Rural,05/14/2020,05/14/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,South Dakota,Marshall County,Marshall,Single County,46091,Rural,,,,,
Primary Care,1464008964,LI Gregory County,Low Income Population HPSA,South Dakota,"Gregory County, SD",0.2945,14,Designated,Rural,05/14/2020,05/14/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,South Dakota,Gregory County,Gregory,Single County,46053,Rural,,,,,
Primary Care,1464745497,Roberts County,High Needs Geographic HPSA,South Dakota,"Roberts County, SD",2.59,17,Designated,Rural,05/26/2020,05/26/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,South Dakota,Roberts County,Roberts,Single County,46109,Rural,,,,,
Primary Care,1462243459,Dewey County,Geographic HPSA,South Dakota,"Dewey County, SD",1.54,18,Designated,Rural,09/14/2017,09/14/2017
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,South Dakota,Dewey County,Dewey,Single County,46041,Rural,,,,,
Primary Care,1466330081,Corson County,Geographic HPSA,South Dakota,"Corson County, SD",1.16,20,Designated,Rural,09/14/2017,09/14/2017
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,South Dakota,Corson County,Corson,Single County,46031,Rural,,,,,
Primary Care,1461744818,LI-McPherson County,Low Income Population HPSA,South Dakota,"McPherson County, SD",0.29,17,Designated,Rural,12/12/2017,12/12/2017
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,South Dakota,McPherson County,McPherson,Single County,46089,Rural,,,,,
Primary Care,1463706966,Perkins County,Geographic HPSA,South Dakota,"Perkins County, SD",0.85,15,Designated,Rural,10/27/2017,10/27/2017
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,South Dakota,Perkins County,Perkins,Single County,46105,Rural,,,,,
Primary Care,1467133531,Edmunds County,Geographic HPSA,South Dakota,"Edmunds County, SD",1.12,15,Designated,Rural,08/30/1978,10/28/2017
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,South Dakota,Edmunds County,Edmunds,Single County,46045,Rural,,,,,
Primary Care,1467696621,Harding County,High Needs Geographic HPSA,South Dakota,"Harding County, SD",0.41,10,Designated,Rural,08/30/1978,10/28/2017
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,South Dakota,Harding County,Harding,Single County,46063,Rural,,,,,
Primary Care,1464405930,Low Income - Faulk County,Low Income Population HPSA,South Dakota,"Faulk County, SD",0.24,15,Designated,Rural,12/03/2012,10/28/2017
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,South Dakota,Faulk County,Faulk,Single County,46049,Rural,,,,,
Primary Care,1468257529,Todd County,High Needs Geographic HPSA,South Dakota,"Todd County, SD",3.19,21,Designated,Rural,08/30/1978,10/28/2017
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,South Dakota,Todd County,Todd,Single County,46121,Rural,,,,,
Primary Care,1468202465,Low Income - Charles Mix County,Low Income Population HPSA,South Dakota,"Charles Mix County, SD",0.5,13,Designated,Rural,12/14/2012,10/28/2017
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,South Dakota,Charles Mix County,Charles Mix,Single County,46023,Rural,,,,,
Primary Care,1467661682,Low Income - Haakon County,Low Income Population HPSA,South Dakota,"Haakon County, SD",0.27,8,Designated,Rural,02/21/2012,10/28/2017
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,South Dakota,Haakon County,Haakon,Single County,46055,Rural,,,,,
Primary Care,1468165104,Jackson County,High Needs Geographic HPSA,South Dakota,"Jackson County, SD",1.04,18,Designated,Rural,03/31/1995,10/28/2017
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,South Dakota,Jackson County,Jackson,Single County,46071,Rural,,,,,
Primary Care,1465754622,Low Income - Hand County,Low Income Population HPSA,South Dakota,"Hand County, SD",0.22,14,Designated,Rural,05/02/2012,10/28/2017
