data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find
,EXCELth Family Health Center - Gentilly,2050 Caton St,New Orleans,LA,70122-3147,Orleans,Non-Rural,,,,
,EXCELth Family Health Center - New Orleans East,9900 Lake Forest Blvd Ste F,New Orleans,LA,70127-2609,Orleans,Non-Rural,,,,
,EXCELth FAMILY HLTH CTR MOBILE VAN,2050 Caton St,New Orleans,LA,70122-3147,Orleans,Non-Rural,,,,
,EXCELth Mobile Dental Unit,9900 Lake Forest Blvd,New Orleans,LA,70127-2609,Orleans,Non-Rural,,,,
,"EXCELth, Inc. Dental Clinic - Algiers",1111 Newton St,New Orleans,LA,70114-2500,Orleans,Non-Rural,,,,
,"EXCELth, Inc. FHC - BATON ROUGE",4560 North Blvd Ste 104,Baton Rouge,LA,70806-4043,East Baton Rouge,Non-Rural,,,,
,"EXCELTH, INC., HEALTH CARE NETWORK",1515 Poydras St,New Orleans,LA,70112-3723,Orleans,Non-Rural,,,,
,Mobile Dental Unit #2,9900 Lake Forest Blvd Ste F,New Orleans,LA,70127-2609,Orleans,Non-Rural,,,,
Primary Care,12299922ID,PRIORITY HEALTH CARE,Federally Qualified Health Center,Louisiana,"Jefferson Parish, LA",0,10,Designated,Non-Rural,01/07/2016,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Priority Health Care - Administration,4700 Wichers Dr Ste 306,Marrero,LA,70072-3054,Jefferson,Non-Rural,,,,
,Priority Health Care Pediatric Clinic,4700 Wichers Dr Ste 307,Marrero,LA,70072-3054,Jefferson,Non-Rural,,,,
,Priority Health Care-Gretna,12A Westbank Expy,Gretna,LA,70053-3647,Jefferson,Non-Rural,,,,
,Priority Health Care-Marrero,4700 Wichers Dr Ste 304,Marrero,LA,70072-3054,Jefferson,Non-Rural,,,,
,Renew Hope Center,12A Westbank Expy Ste 100,Gretna,LA,70053-3659,Jefferson,Non-Rural,,,,
Primary Care,1224922679,MERCY MEDICAL HEALTH CENTER,Federally Qualified Health Center Look-alike,Louisiana,"Jackson Parish, LA",0,19,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Mercy Medical Health Center,4633 Quitman Hwy,Hodge,LA,71247-4300,Jackson,Rural,,,,
Primary Care,1227796470,ABBEVILLE GENERAL HOSPITAL CLINIC,Rural Health Clinic,Louisiana,"Vermilion Parish, LA",0,14,Designated,Non-Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,ABBEVILLE GENERAL HOSPITAL CLINIC,2419 Alonzo St,Abbeville,LA,70510-4008,Vermilion,Non-Rural,,,,
Primary Care,122999220D,NO/AIDS Task Force,Federally Qualified Health Center,Louisiana,"Orleans Parish, LA",0,13,Designated,Non-Rural,11/01/2013,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,CrescentCare Elysian Fields,1631 Elysian Fields Ave,New Orleans,LA,70117-8208,Orleans,Non-Rural,,,,
,CrescentCare Health and Wellness Center,3308 Tulane Ave Fl 5,New Orleans,LA,70119-7100,Orleans,Non-Rural,,,,
,CrescentCare Health and Wellness Center,3308 Tulane Ave Fl 2,New Orleans,LA,70119-7100,Orleans,Non-Rural,,,,
,CrescentCare Health and Wellness Center,3308 Tulane Ave Fl 3rd,New Orleans,LA,70119-7100,Orleans,Non-Rural,,,,
Primary Care,12299922C4,Tensas Community Health Center,Federally Qualified Health Center,Louisiana,"Tensas Parish, LA",0,20,Designated,Rural,09/30/2005,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,TENSAS COMMUNITY HEALTH CENTER,402 Levee Rd,Saint Joseph,LA,71366-6661,Tensas,Rural,,,,
,Tensas Dental Clinic,406 Levee Rd,Saint Joseph,LA,71366-6661,Tensas,Rural,,,,
,Tensas School-Based Health Center,720 Plank Rd,Saint Joseph,LA,71366-6616,Tensas,Rural,,,,
,Vidalia Community Health Center,900 Carter St Ste A,Vidalia,LA,71373-3243,Concordia,Rural,,,,
Primary Care,1225770969,BASTROP OUTPATIENT RURAL HEALTH CLINIC,Rural Health Clinic,Louisiana,"Morehouse Parish, LA",0,19,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,BASTROP OUTPATIENT RURAL HEALTH CLINIC,510 S Washington St,Bastrop,LA,71220-5033,Morehouse,Rural,,,,
Primary Care,12299922C2,"Baton Rouge Primary Care Collaborative, Inc.",Federally Qualified Health Center,Louisiana,"East Baton Rouge Parish, LA",0,24,Designated,Non-Rural,09/30/2004,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Crestworth Academy Healthy Students,10650 Avenue F,Baton Rouge,LA,70807-2501,East Baton Rouge,Non-Rural,,,,
,Dalton Elementary Healthy Students,3605 Ontario St,Baton Rouge,LA,70805-5840,East Baton Rouge,Non-Rural,,,,
,Jewel Newman Community Health Center,2013 Central Rd,Baton Rouge,LA,70807-3942,East Baton Rouge,Non-Rural,,,,
,Kenilworth S&T School Healthy Students,7600 Boone Ave,Baton Rouge,LA,70808-6716,East Baton Rouge,Non-Rural,,,,
,Lanier Elementary Healthy Students,4705 Lanier Dr,Baton Rouge,LA,70812-4020,East Baton Rouge,Non-Rural,,,,
,One Stop Health Care for the Homeless Center,153 N 17th St,Baton Rouge,LA,70802-3800,East Baton Rouge,Non-Rural,,,,
,Temporary Site - BRPCC Mobile Testing Unit,2013 Central Rd,Baton Rouge,LA,70807-3942,East Baton Rouge,Non-Rural,,,,
Primary Care,12299922E4,REDDY FAMILY MEDICAL CLINIC PIERRE PART,Rural Health Clinic,Louisiana,"Assumption Parish, LA",0,18,Designated,Rural,01/21/2004,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,REDDY FAMILY MEDICAL CLINIC PIERRE PART,3407 Highway 70 S,Pierre Part,LA,70339-4524,Assumption,Rural,,,,
Primary Care,12299922IB,"ODYSSEY HOUSE LOUISIANA, INC.",Federally Qualified Health Center,Louisiana,"Orleans Parish, LA",0,12,Designated,Non-Rural,05/01/2015,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Odyssey House Community Health Center,1125 N Tonti St,New Orleans,LA,70119-3549,Orleans,Non-Rural,,,,
,Odyssey House Community Health Center,2700 S Broad St,New Orleans,LA,70125-1953,Orleans,Non-Rural,,,,
Primary Care,12299922E5,REDDY FAMILY MEDICAL CLINIC PLAQUEMINE,Rural Health Clinic,Louisiana,"Iberville Parish, LA",0,11,Designated,Non-Rural,01/21/2004,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,REDDY FAMILY MEDICAL CLINIC PLAQUEMINE,58725 Belleview Rd,Plaquemine,LA,70764-3948,Iberville,Non-Rural,,,,
Primary Care,12299922F9,SAVOY FAMILY CARE,Rural Health Clinic,Louisiana,"St. Landry Parish, LA",0,12,Designated,Rural,09/30/2006,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,SAVOY FAMILY CARE,102 S 2nd St,Eunice,LA,70535-4608,St. Landry,Rural,,,,
Primary Care,12299922HC,C A S S E Dental Health Institute,Federally Qualified Health Center,Louisiana,"Caddo Parish, LA",0,23,Designated,Non-Rural,07/21/2010,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,CASSE OB/GYN Bossier Clinic,2120 Airline Dr,Bossier City,LA,71111-3106,Bossier,Non-Rural,,,,
,CASSE Stonewall Clinic,149 Stone Creek Rd,Stonewall,LA,71078-4906,De Soto,Non-Rural,,,,
,CASSE-Bert Kouns Site,2120 Bert Kouns Industrial Loop,Shreveport,LA,71118-3351,Caddo,Non-Rural,,,,
,CASSE/Community Health Institute,907 Polk St,Mansfield,LA,71052-2520,De Soto,Rural,,,,
,Community Health Institute Mobile Health Care,907 Polk St,Mansfield,LA,71052-2520,De Soto,Rural,,,,
Primary Care,1224550249,BIENVILLE FAMILY CLINIC,Rural Health Clinic,Louisiana,"Bienville Parish, LA",0,19,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,BIENVILLE FAMILY CLINIC,1175 Pine St Ste 100,Arcadia,LA,71001-3122,Bienville,Rural,,,,
Primary Care,12299922A8,SWLA Center For Health Services,Federally Qualified Health Center,Louisiana,"Calcasieu Parish, LA",0,12,Designated,Non-Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,SWLA Center for Health Services - Crowley,526 Crowley Rayne Hwy,Crowley,LA,70526-8209,Acadia,Rural,,,,
,SWLA Center for Health Services - Lafayette,500 Patterson St,Lafayette,LA,70501-1849,Lafayette,Non-Rural,,,,
,SWLA Center for Health Services - Lake Charles,2000 Opelousas St,Lake Charles,LA,70601-2641,Calcasieu,Non-Rural,,,,
,SWLA Center For Health Services - Oberlin,112 N Sixth St,Oberlin,LA,70655-6109,Allen,Rural,,,,
,SWLA Center for Health Services - Sowela,3820 Sen J Bennett Johnston Ave Bldg 8,Lake Charles,LA,70615-6829,Calcasieu,Non-Rural,,,,
Primary Care,1227800628,"FAMILY FIRST MEDICINE,  APMC",Rural Health Clinic,Louisiana,"Lincoln Parish, LA",0,19,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,"FAMILY FIRST MEDICINE,  APMC",902 S Vienna St,Ruston,LA,71270-5830,Lincoln,Rural,,,,
Primary Care,12299922D7,REDDY FAMILY MEDICAL CLINIC DONALDSONVILLE,Rural Health Clinic,Louisiana,"Ascension Parish, LA",0,12,Designated,Rural,01/21/2004,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,REDDY FAMILY MEDICAL CLINIC DONALDSONVILLE,217 Railroad Ave,Donaldsonville,LA,70346-2527,Ascension,Rural,,,,
Primary Care,1229992299,"Teche Action Board, The",Federally Qualified Health Center,Louisiana,"St. Mary Parish, LA",0,14,Designated,Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,TECHE ACTION CLINIC,1115 Weber St,Franklin,LA,70538-4124,St. Mary,Rural,,,,
,Teche Action Clinic @ East St. John,1 Giordano Ln,Reserve,LA,70084-5800,St. John the Baptist,Non-Rural,,,,
,Teche Action Clinic @ Galliano,121 E 134th St,Galliano,LA,70354-4200,Lafourche,Rural,,,,
,Teche Action Clinic @ Gramercy,827 N Pine St,Gramercy,LA,70052-3602,St. James,Non-Rural,,,,
,Teche Action Clinic @ Houma,1014 W Tunnel Blvd,Houma,LA,70360-4050,Terrebonne,Non-Rural,,,,
,Teche Action Clinic @ Laplace Elementary School,393 Greenwood Dr,La Place,LA,70068-2535,St. John the Baptist,Non-Rural,,,,
,Teche Action Clinic @ Morgan City,1124 7th St,Morgan City,LA,70380-1951,St. Mary,Rural,,,,
,Teche Action Clinic @ Pierre Part,3617 Highway 70 S,Pierre Part,LA,70339-4455,Assumption,Rural,,,,
,Teche Action Clinic @ Pierre Part,3528 Highway 70 S,Pierre Part,LA,70339-4452,Assumption,Rural,,,,
,Teche Action Clinic @ Reserve,471 Central Ave,Reserve,LA,70084-5509,St. John the Baptist,Non-Rural,,,,
,Teche Action Clinic @ Thibodaux,1709 Ridgefield Rd,Thibodaux,LA,70301-4333,Lafourche,Non-Rural,,,,
,Teche Action Clinic @ West St. John Elementary,2555 Highway 18,Edgard,LA,70049-2417,St. John the Baptist,Non-Rural,,,,
,TECHE ACTION CLINIC AT DULAC,189 Mozart Dr,Houma,LA,70363-7990,Terrebonne,Non-Rural,,,,
,TECHE ACTION CLINIC AT EDGARD,159 E 3rd St,Edgard,LA,70049-2450,St. John the Baptist,Non-Rural,,,,
,TECHE ACTION CLINIC--Administrative Location,1100 Weber St,Franklin,LA,70538-4125,St. Mary,Rural,,,,
,West St. Mary High School-Based Health Center,18331 Highway 182,Baldwin,LA,70514-1449,St. Mary,Rural,,,,
Primary Care,12299922B6,Capitol City Family Health Center Inc,Federally Qualified Health Center,Louisiana,"East Baton Rouge Parish, LA",0,14,Designated,Non-Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Capitol City Family Health Center @ Donaldsonville,904 Catalpa St,Donaldsonville,LA,70346-2946,Ascension,Rural,,,,
,"CAPITOL CITY FAMILY HEALTH CENTER, INC.",3140 Florida St,Baton Rouge,LA,70806-3757,East Baton Rouge,Non-Rural,,,,
,Capitol City Family Health Center- Plaquemine (Iberville Parish),59340 River West Dr,Plaquemine,LA,70764-6553,Iberville,Non-Rural,,,,
,CareSouth @ GEO Prep Academy Greater Baton Rouge,4006 Platt Dr,Baton Rouge,LA,70814-4216,East Baton Rouge,Non-Rural,,,,
,CareSouth @ GEO Prep Academy Mid City,1900 Lobdell Blvd,Baton Rouge,LA,70806-1725,East Baton Rouge,Non-Rural,,,,
,CareSouth @ South Baton Rouge Charter Academy,9211 Parkway Dr,Baton Rouge,LA,70810-7020,East Baton Rouge,Non-Rural,,,,
,CareSouth at Iberville Charter Academy,24360 Enterprise Blvd,Plaquemine,LA,70764-6628,Iberville,Non-Rural,,,,
,"CARESOUTH BEHAVIORAL HEALTH AT ZACHARY, LA",4852 Zachary-Slaughter Hwy Ste A,Zachary,LA,70791-3530,East Baton Rouge,Non-Rural,,,,
,CCFHC at Donaldsonville High School,100 Tiger Dr,Donaldsonville,LA,70346-9783,Ascension,Rural,,,,
,Donaldsonville Primary School,38210 Highway 3089,Donaldsonville,LA,70346-8586,Ascension,Rural,,,,
,Freeman Matthews Head Start Center,1383 Napoleon St,Baton Rouge,LA,70802-7051,East Baton Rouge,Non-Rural,,,,
,Friendship Capitol High School,1000 N 23rd St,Baton Rouge,LA,70802-3337,East Baton Rouge,Non-Rural,,,,
,Inspire Charter Academy,5454 N Foster Dr,Baton Rouge,LA,70805-3031,East Baton Rouge,Non-Rural,,,,
,New Horizon Head Start,1111 N 28th St,Baton Rouge,LA,70802-2504,East Baton Rouge,Non-Rural,,,,
,Temporary Site - CareSouth Mobile Testing Unit,181 B A Little Dr,Baton Rouge,LA,70813-0001,East Baton Rouge,Non-Rural,,,,
Primary Care,1226236511,BUNKIE GENERAL HOSPITAL FAMILY CARE CLINIC,Rural Health Clinic,Louisiana,"Avoyelles Parish, LA",0,19,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,BUNKIE GENERAL HOSPITAL FAMILY CARE CLINIC,510 S Cottonwood St,Bunkie,LA,71322-1135,Avoyelles,Rural,,,,
Primary Care,12299922A5,"Innis Community Health Center, Inc.",Federally Qualified Health Center,Louisiana,"Pointe Coupee Parish, LA",0,21,Designated,Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Brusly School Based Health Center,630 N Vaughn Dr,Brusly,LA,70719-2217,West Baton Rouge,Non-Rural,,,,
,INNIS COMMUNITY HEALTH CENTER,6450 La Highway 1,Batchelor,LA,70715-3212,Pointe Coupee,Rural,,,,
,Livonia Community Health Center,8387 Newfield Dr Ste B,Livonia,LA,70755-3605,Pointe Coupee,Non-Rural,,,,
,LIVONIA COMMUNITY HEALTH CENTER Administration,3041 Fordoche Rd,Livonia,LA,70755-3303,Pointe Coupee,Non-Rural,,,,
,Livonia High School,3118 La Highway 78,Livonia,LA,70755-3400,Pointe Coupee,Non-Rural,,,,
,Livonia School Based Health Center- Suite A,8387 Newfield Dr,Livonia,LA,70755-3605,Pointe Coupee,Non-Rural,,,,
,MARINGOUIN COMMUNITY HEALTH CENTER,77575 Landry Dr,Maringouin,LA,70757-3210,Iberville,Non-Rural,,,,
,Mobile Dental,6450 La Highway 1,Batchelor,LA,70715-3212,Pointe Coupee,Rural,,,,
,Mobile Unit #2,6450 La Highway 1,Batchelor,LA,70715-3212,Pointe Coupee,Rural,,,,
,New Roads Community Health Center,230 Roberts Dr Ste H,New Roads,LA,70760-2661,Pointe Coupee,Non-Rural,,,,
,Pointe Coupee Central School Based Clinic,8430 Pointe Coupee Rd,New Roads,LA,70760-4317,Pointe Coupee,Non-Rural,,,,
,Rosenwald Elementary School,1100 New Roads St,New Roads,LA,70760-2300,Pointe Coupee,Non-Rural,,,,
,Rougon Elementary School,13258 La 416,Rougon,LA,70773-3606,Pointe Coupee,Non-Rural,,,,
,Stem Magnet Academy of Pointe Coupee,8434 Pointe Coupee Rd,New Roads,LA,70760-4317,Pointe Coupee,Non-Rural,,,,
,Upper Pointe Coupee Elementary School,4739 La Highway 419,Batchelor,LA,70715-3472,Pointe Coupee,Rural,,,,
,Valverda Elementary School,1653 Valverda Rd,Maringouin,LA,70757-5118,Pointe Coupee,Non-Rural,,,,
Primary Care,1289992873,"FAMILY HEALTH CARE CLINIC, INC.",Federally Qualified Health Center,Mississippi,"Rankin County, MS",0,23,Designated,Non-Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,"Familly Health Care Clinic, Inc.--Muscle Shoals",102 Physicians Dr Ste B,Muscle Shoals,AL,35661-2149,Colbert,Non-Rural,,,,
,Family Health Care Clinic --Bude Head Start,262 Pine St N,Bude,MS,39630-8000,Franklin,Rural,,,,
,"Family Health Care Clinic, Bogue Chitto--Head Start",2506 Highway 51 SE,Bogue Chitto,MS,39629-5183,Lincoln,Rural,,,,
,"Family Health Care Clinic, Brookhaven",215 Highway 51 S,Brookhaven,MS,39601-3245,Lincoln,Rural,,,,
,"Family Health Care Clinic, Calhoun City--Head Start",125 Carter Dr,Calhoun City,MS,38916-7028,Calhoun,Rural,,,,
,"Family Health Care Clinic, Columbia--Head Start",431 Old Highway 13 S,Columbia,MS,39429-8364,Marion,Rural,,,,
,"Family Health Care Clinic, Duckhill--Head Start",620 Carrollton St,Duck Hill,MS,38925-9416,Montgomery,Rural,,,,
,"Family Health Care Clinic, Grenada--Head Start",1102 Telegraph St,Grenada,MS,38901-2838,Grenada,Rural,,,,
,"Family Health Care Clinic, Inc.  --Rogersville",16410 Highway 72,Rogersville,AL,35652-8117,Lauderdale,Non-Rural,,,,
,"Family Health Care Clinic, Inc. -- Water Valley",102 Blackmur Dr,Water Valley,MS,38965-3003,Yalobusha,Rural,,,,
,"Family Health Care Clinic, Inc. --Brandon",1551 W Government St,Brandon,MS,39042-2408,Rankin,Non-Rural,,,,
,"Family Health Care Clinic, Inc. --Florence",216 Marengo St Ste A,Florence,AL,35630-6034,Lauderdale,Non-Rural,,,,
,"Family Health Care Clinic, Inc. --Meadville",445 Main St E,Meadville,MS,39653-9293,Franklin,Rural,,,,
,"Family Health Care Clinic, Inc. --MENDENHALL",401 Main St N,Mendenhall,MS,39114-3303,Simpson,Non-Rural,,,,
,"Family Health Care Clinic, Inc. --MONTICELLO",430 W Broad St,Monticello,MS,39654-7723,Lawrence,Rural,,,,
,"Family Health Care Clinic, Inc. --PEARL",4635 Highway 80 E,Pearl,MS,39208-4226,Rankin,Non-Rural,,,,
,"Family Health Care Clinic, Inc. --Raleigh",226 Whiteoak Ave,Raleigh,MS,39153-6082,Smith,Rural,,,,
,"Family Health Care Clinic, Inc. --Russellville",318 Coffee Ave NE,Russellville,AL,35653-2331,Franklin,Rural,,,,
,"Family Health Care Clinic, Inc. --Town Creek",1841 Al Highway 20,Town Creek,AL,35672-2500,Lawrence,Non-Rural,,,,
,"Family Health Care Clinic, Inc. --Tylertown",113 Enochs St,Tylertown,MS,39667-2711,Walthall,Rural,,,,
,"Family Health Care Clinic, Inc. --Woodville",1495 US Highway 61 S,Woodville,MS,39669-3562,Wilkinson,Rural,,,,
,"Family Health Care Clinic, Inc., --Bogalusa",609 Superior Ave,Bogalusa,LA,70427-2630,Washington,Rural,,,,
,"Family Health Care Clinic, Inc., --Columbia",628 Main St,Columbia,MS,39429-2936,Marion,Rural,,,,
,"Family Health Care Clinic, Inc., --Decatur",1304 13th Ave SE Ste A,Decatur,AL,35601-4316,Morgan,Non-Rural,,,,
,"Family Health Care Clinic, Inc., --New Hebron",202 Jefferson St,Newhebron,MS,39140-3809,Lawrence,Rural,,,,
,"Family Health Care Clinic, Inc., --Prentiss",910 Second St,Prentiss,MS,39474-9117,Jefferson Davis,Rural,,,,
,"Family Health Care Clinic, Inc., Calhoun City",105 Legion Ave,Calhoun City,MS,38916-6601,Calhoun,Rural,,,,
,"Family Health Care Clinic, Inc.- - Flowood",1307 Airport Rd N,Flowood,MS,39232-8897,Rankin,Non-Rural,,,,
,"Family Health Care Clinic, Inc.--Grenada",1732 Commerce St,Grenada,MS,38901-4615,Grenada,Rural,,,,
