data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find
Primary Care,1197516080,REGIONAL FAMILY HEALTH WINTHROP,Rural Health Clinic,Iowa,"Buchanan County, IA",0,15,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,REGIONAL FAMILY HEALTH WINTHROP,345 1st St S,Winthrop,IA,50682-9759,Buchanan,Rural,,,,
Primary Care,1199390233,VAN DIEST FAMILY HEALTH CLINIC,Rural Health Clinic,Iowa,"Hamilton County, IA",0,13,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,VAN DIEST FAMILY HEALTH CLINIC,2350 Hospital Dr Ste A,Webster City,IA,50595-6600,Hamilton,Rural,,,,
Primary Care,1198749112,MCCRARY-ROST CLINIC,Rural Health Clinic,Iowa,"Calhoun County, IA",0,13,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,MCCRARY-ROST CLINIC,1351 W Main St,Lake City,IA,51449-1585,Calhoun,Rural,,,,
Primary Care,11999919CX,CHRISTOPHEL CLINIC,Rural Health Clinic,Iowa,"Bremer County, IA",0,13,Designated,Rural,06/13/2011,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,CHRISTOPHEL CLINIC,312 9th St SW Ste 2300,Waverly,IA,50677-2909,Bremer,Rural,,,,
Primary Care,1198800888,FAMILY PRACTICE CLINIC EMMETSBURG,Rural Health Clinic,Iowa,"Palo Alto County, IA",0,13,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,FAMILY PRACTICE CLINIC EMMETSBURG,3201 1st St,Emmetsburg,IA,50536-2516,Palo Alto,Rural,,,,
Primary Care,11999919CG,"Greater Sioux Community Health Center, Inc.",Federally Qualified Health Center,Iowa,"Sioux County, IA",0,13,Designated,Rural,11/29/2009,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,"Greater Sioux Community Health Center, Inc.",338 1st Ave NW,Sioux Center,IA,51250-1875,Sioux,Rural,,,,
Primary Care,1198449408,MYRTUE MEDICAL CENTER - HARLAN CLINIC,Rural Health Clinic,Iowa,"Shelby County, IA",0,13,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,MYRTUE MEDICAL CENTER - HARLAN CLINIC,1220 Chatburn Ave,Harlan,IA,51537-2009,Shelby,Rural,,,,
Primary Care,1199991982,Siouxland Community Health Center,Federally Qualified Health Center,Iowa,"Woodbury County, IA",0,20,Designated,Non-Rural,10/20/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,SIOUXLAND COMMUNITY HEALTH CENTER,1021 Nebraska St,Sioux City,IA,51105-1436,Woodbury,Non-Rural,,,,
,Siouxland Community Health of Nebraska,3410 Futures Dr,South Sioux City,NE,68776-3917,Dakota,Non-Rural,,,,
Primary Care,1194356355,BELMOND CLINIC,Rural Health Clinic,Iowa,"Wright County, IA",0,16,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,BELMOND CLINIC,403 1st St SE,Belmond,IA,50421-1201,Wright,Rural,,,,
Primary Care,1192854670,ATKINS FAMILY MEDICAL CLINIC,Rural Health Clinic,Iowa,"Benton County, IA",0,15,Designated,Non-Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,ATKINS FAMILY MEDICAL CLINIC,401 Cardinal Ave,Atkins,IA,52206-4700,Benton,Non-Rural,,,,
Primary Care,1197161010,PHYSICIANS & CLINICS OF HCHC - WINFIELD,Rural Health Clinic,Iowa,"Henry County, IA",0,16,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,PHYSICIANS & CLINICS OF HCHC - WINFIELD,110 W Pine St,Winfield,IA,52659-9795,Henry,Rural,,,,
Primary Care,1196574678,FAMILY PRACTICE CLINIC GRAETTINGER,Rural Health Clinic,Iowa,"Palo Alto County, IA",0,15,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,FAMILY PRACTICE CLINIC GRAETTINGER,109 W Robins St,Graettinger,IA,51342-7732,Palo Alto,Rural,,,,
Primary Care,11999919C9,CHI HEALTH CLINIC WOODBINE,Rural Health Clinic,Iowa,"Harrison County, IA",0,9,Designated,Non-Rural,07/14/2010,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,CHI HEALTH CLINIC WOODBINE,518 Lincolnway St,Woodbine,IA,51579-1238,Harrison,Non-Rural,,,,
Primary Care,1199645357,MYRTUE MEDICAL CENTER- EARLING CLINIC,Rural Health Clinic,Iowa,"Shelby County, IA",0,13,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,MYRTUE MEDICAL CENTER- EARLING CLINIC,100 Industrial Dr Ste 101,Earling,IA,51530-5213,Shelby,Rural,,,,
Primary Care,1194478912,KEOKUK COUNTY MEDICAL CLINIC,Rural Health Clinic,Iowa,"Keokuk County, IA",0,15,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,KEOKUK COUNTY MEDICAL CLINIC,1314 S Stuart St Ste B,Sigourney,IA,52591-1154,Keokuk,Rural,,,,
Primary Care,1199991997,"COMMUNITY HEALTH CENTERS OF SOUTHERN IOWA, INC.",Federally Qualified Health Center,Iowa,"Decatur County, IA",0,10,Designated,Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Albia High School,503 B Ave E,Albia,IA,52531-1608,Monroe,Rural,,,,
,Albia Middle School,505 C Ave E,Albia,IA,52531-1640,Monroe,Rural,,,,
,Albia Office,117 S Main St,Albia,IA,52531-2013,Monroe,Rural,,,,
,CENTRAL DECATUR - North Elementary/Jr-Sr High,1201 NE Poplar St,Leon,IA,50144-1246,Decatur,Rural,,,,
,Chariton Office,1711 Osceola Ave,Chariton,IA,50049-1516,Lucas,Rural,,,,
,CHC'S OF SO. IA - LAMONI SITE,802 Ackerley St,Lamoni,IA,50140-1544,Decatur,Rural,,,,
,CHCSI Centerville,221 E State St,Centerville,IA,52544-1813,Appanoose,Rural,,,,
,COMMUNITY HEALTH CENTERS OF SOUTHERN IOWA,302 NE 14th St,Leon,IA,50144-1206,Decatur,Rural,,,,
,Corydon,102 N Franklin St,Corydon,IA,50060-1405,Wayne,Rural,,,,
,CORYDON OFFICE,215 W State St,Corydon,IA,50060-6400,Wayne,Rural,,,,
,Graceland University,1 University Pl,Lamoni,IA,50140-1641,Decatur,Rural,,,,
,Grant Center,520 S Clinton St,Albia,IA,52531-2528,Monroe,Rural,,,,
,Harrison County Community Hospital,2600 Miller St,Bethany,MO,64424-2701,Harrison,Rural,,,,
,Kendall Center,701 Washington Ave E,Albia,IA,52531-2140,Monroe,Rural,,,,
,Lamoni Community School District,202 N Walnut St,Lamoni,IA,50140-1111,Decatur,Rural,,,,
,Lincoln Center,222 N 2nd St,Albia,IA,52531-1618,Monroe,Rural,,,,
,Mount Ayr Office,119 S Fillmore St,Mount Ayr,IA,50854-1823,Ringgold,Rural,,,,
,MT. AYR COMM JUNIOR/SENIOR SBHC,1001 E Columbus St,Mount Ayr,IA,50854-2220,Ringgold,Rural,,,,
,MT. AYR ELEMENTARY SCHOOL,607 E Jefferson St,Mount Ayr,IA,50854-1520,Ringgold,Rural,,,,
,North Mercer School,400 Main St,Mercer,MO,64661-7523,Mercer,Rural,,,,
,Osceola Office,219 W Washington St,Osceola,IA,50213-1249,Clarke,Rural,,,,
,Princeton Office,606 W Main St,Princeton,MO,64673-1140,Mercer,Rural,,,,
,Wayne Community School District,102 N Dekalb St,Corydon,IA,50060-1403,Wayne,Rural,,,,
Primary Care,1197057053,SHENANDOAH PHYSICIANS CLINIC,Rural Health Clinic,Iowa,"Page County, IA",0,15,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,SHENANDOAH PHYSICIANS CLINIC,1 Jack Foster Dr,Shenandoah,IA,51601-4586,Page,Rural,,,,
Primary Care,11999919E0,JCHC RURAL HEALTH CLINIC,Rural Health Clinic,Iowa,"Jefferson County, IA",0,16,Designated,Rural,03/14/2018,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,JCHC RURAL HEALTH CLINIC,2000B S Main St,Fairfield,IA,52556-9572,Jefferson,Rural,,,,
Primary Care,1193364793,HAMPTON CLINIC,Rural Health Clinic,Iowa,"Franklin County, IA",0,15,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,HAMPTON CLINIC,700 2nd St SE,Hampton,IA,50441-2655,Franklin,Rural,,,,
Primary Care,1199991999,united community health center inc,Federally Qualified Health Center,Iowa,"Buena Vista County, IA",0,21,Designated,Rural,01/01/2006,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,United Community Health Center of Storm Lake - Replacement,715 W Milwaukee Ave,Storm Lake,IA,50588-1564,Buena Vista,Rural,,,,
Primary Care,1199991989,"RIVER HILLS COMMUNITY HEALTH CENTER, INC.",Federally Qualified Health Center,Iowa,"Wapello County, IA",0,17,Designated,Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Keokuk County Clinic,100 W Main St,Richland,IA,52585-9212,Keokuk,Rural,,,,
,RHCHC Administration,216 S Market St,Ottumwa,IA,52501-2923,Wapello,Rural,,,,
,RHCHC BH Sigourney Site,300 W Kelley St,Sigourney,IA,52591-1104,Keokuk,Rural,,,,
,RHCHC Cardinal Community School,4045 Ashland Rd,Eldon,IA,52554-8037,Wapello,Rural,,,,
,RHCHC Fairfield High School,605 E Broadway Ave,Fairfield,IA,52556-2900,Jefferson,Rural,,,,
,RHCHC Fairfield Middle School,404 W Fillmore Ave,Fairfield,IA,52556-4005,Jefferson,Rural,,,,
,RHCHC Pekin Community Schools,1062 Birch Ave,Packwood,IA,52580-8542,Jefferson,Rural,,,,
,RHCHC Pence Elementary,1000 S 6th St,Fairfield,IA,52556-3940,Jefferson,Rural,,,,
,RHCHC Washington Elementary,406 E Madison Ave,Fairfield,IA,52556-3645,Jefferson,Rural,,,,
,River Hills CHC Billing Office,207 W 2nd St,Ottumwa,IA,52501-2541,Wapello,Rural,,,,
,RIVER HILLS COMMUNITY HEALTH CENTER,201 S Market St,Ottumwa,IA,52501-2924,Wapello,Rural,,,,
,"River Hills Community Health Center, Centerville",1015 N 18th St Ste A,Centerville,IA,52544-1170,Appanoose,Rural,,,,
Primary Care,1196539252,REGIONAL FAMILY HEALTH - MANCHESTER,Rural Health Clinic,Iowa,"Delaware County, IA",0,15,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,REGIONAL FAMILY HEALTH - MANCHESTER,709 W Main St,Manchester,IA,52057-1526,Delaware,Rural,,,,
Primary Care,1199991986,"Community Health Care, Inc.",Federally Qualified Health Center,Iowa,"Scott County, IA",0,21,Designated,Non-Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Adult Rehabilitation Center,4001 N Brady St,Davenport,IA,52806-4003,Scott,Non-Rural,,,,
,Community Health Care Inc. Clinton Clinic,925 S 4th St,Clinton,IA,52732-5726,Clinton,Rural,,,,
,Community Health Care Inc. Dental Clinic,125 Scott St,Davenport,IA,52801-1130,Scott,Non-Rural,,,,
,"Community Health Care, Inc. - Robert Young Center",2200 3rd Ave,Rock Island,IL,61201-8840,Rock Island,Non-Rural,,,,
,"Community Health Care, Inc. East Moline Clinic",708 15th Ave,East Moline,IL,61244-2134,Rock Island,Non-Rural,,,,
,"Community Health Care, Inc. Iowa Homeless Drop-In Clinic",303 W 6th St,Davenport,IA,52803-5101,Scott,Non-Rural,,,,
,"Community Health Care, Inc. Moline",1106 4th Ave,Moline,IL,61265-1231,Rock Island,Non-Rural,,,,
,"Community Health Care, Inc. Muscatine",1616 Cedar St,Muscatine,IA,52761-3453,Muscatine,Rural,,,,
,"Community Health Care, Inc. Muscatine Dental",312 Iowa Ave,Muscatine,IA,52761-3836,Muscatine,Rural,,,,
,"Community Health Care, Inc. River Drive Clinic",500 W River Dr,Davenport,IA,52801-1014,Scott,Non-Rural,,,,
,"Community Health Care, Inc. Rock Island Clinic",2750 11th St,Rock Island,IL,61201-5216,Rock Island,Non-Rural,,,,
,Edgerton Women's Health Center,1510 E Rusholme St,Davenport,IA,52803-2463,Scott,Non-Rural,,,,
Primary Care,1199858130,MCCRARY ROST CLINIC,Rural Health Clinic,Iowa,"Webster County, IA",0,15,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,MCCRARY ROST CLINIC,1800 Main St,Gowrie,IA,50543-7438,Webster,Rural,,,,
Primary Care,1199697479,HORN PHYSICIANS CLINIC MAPLETON,Rural Health Clinic,Iowa,"Monona County, IA",0,13,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,HORN PHYSICIANS CLINIC MAPLETON,520 Main St,Mapleton,IA,51034-1215,Monona,Rural,,,,
Primary Care,119999190R,Eastern Iowa Health Center,Federally Qualified Health Center,Iowa,"Linn County, IA",0,20,Designated,Non-Rural,10/31/2006,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Eastern Iowa Dental Center,1225 3rd Ave SE,Cedar Rapids,IA,52403-4009,Linn,Non-Rural,,,,
,Eastern Iowa Health Center,1201 3rd Ave SE,Cedar Rapids,IA,52403-4009,Linn,Non-Rural,,,,
,Eastern Iowa Health Center Administrative Offices,1030 5th Ave SE,Cedar Rapids,IA,52403-2464,Linn,Non-Rural,,,,
,Eastern Iowa Women's Health Center,4251 River Center Ct NE,Cedar Rapids,IA,52402-7549,Linn,Non-Rural,,,,
,Eastern Iowa Womens Health Center,1795 Highway 64 E,Anamosa,IA,52205-2112,Jones,Non-Rural,,,,
,Eastern Iowa Womens Health Center,502 N 9th Ave,Vinton,IA,52349-2254,Benton,Rural,,,,
Primary Care,119999191B,Crescent Community Health Center,Federally Qualified Health Center,Iowa,"Dubuque County, IA",0,20,Designated,Non-Rural,09/30/2007,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,CRESCENT COMMUNITY HEALTH,1789 Elm St Ste A,Dubuque,IA,52001-2256,Dubuque,Non-Rural,,,,
,Crescent Community Health Center,1690 Elm St Ste 300,Dubuque,IA,52001-3686,Dubuque,Non-Rural,,,,
,Crescent Community Health Center,1690 Elm St Ste 400,Dubuque,IA,52001-3686,Dubuque,Non-Rural,,,,
,Stonehill Dental Clinic,3475 Windsor Ave,Dubuque,IA,52001-1329,Dubuque,Non-Rural,,,,
Primary Care,1199791820,PHYSICIANS & CLINICS OF HCHC - WAYLAND,Rural Health Clinic,Iowa,"Henry County, IA",0,16,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,PHYSICIANS & CLINICS OF HCHC - WAYLAND,227 W Main St Ste 1,Wayland,IA,52654-7615,Henry,Rural,,,,
Primary Care,11999919CA,CHI HEALTH CLINIC DUNLAP,Rural Health Clinic,Iowa,"Harrison County, IA",0,11,Designated,Rural,07/14/2010,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,CHI HEALTH CLINIC DUNLAP,704 Iowa Ave,Dunlap,IA,51529-1336,Harrison,Rural,,,,
Primary Care,1198985848,PHYSICIANS & CLINICS OF HCHC-MT PLEASANT,Rural Health Clinic,Iowa,"Henry County, IA",0,16,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,PHYSICIANS & CLINICS OF HCHC-MT PLEASANT,407 S White St Ste 103,Mount Pleasant,IA,52641-2263,Henry,Rural,,,,
Primary Care,1199991990,"Community Health Centers Of Southeastern Iowa, Inc",Federally Qualified Health Center,Iowa,"Des Moines County, IA",0,21,Designated,Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,CHC/SEIA (Permanent) Keokuk Dental Clinic,1618 Main St,Keokuk,IA,52632-3928,Lee,Rural,,,,
,CHC/SEIA ADMINISTRATIVE SITE,1530 Bluff Rd,Burlington,IA,52601-4758,Des Moines,Rural,,,,
,CHC/SEIA HAMILTON CLINIC,951 Broadway St,Hamilton,IL,62341-1436,Hancock,Rural,,,,
,CHC/SEIA KEOKUK CLINIC,400 N 17th St,Keokuk,IA,52632-3452,Lee,Rural,,,,
,CHC/SEIA Louisa County Clinic,2409 Spring St,Columbus City,IA,52737-9302,Louisa,Rural,,,,
,CHC/SEIA WEST BURLINGTON CLINIC,1706 W Agency Rd,West Burlington,IA,52655-1667,Des Moines,Rural,,,,
Primary Care,11999919D9,LUCAS COUNTY HEALTH CENTER MEDICAL CLINIC,Rural Health Clinic,Iowa,"Lucas County, IA",0,15,Designated,Rural,12/19/2017,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,LUCAS COUNTY HEALTH CENTER MEDICAL CLINIC,1200 N 7th St,Chariton,IA,50049-1210,Lucas,Rural,,,,
Primary Care,1199569196,VAN DIEST MEDICAL CENTER STRATFORD CLINIC,Rural Health Clinic,Iowa,"Hamilton County, IA",0,13,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,VAN DIEST MEDICAL CENTER STRATFORD CLINIC,817 Shakespeare Ave,Stratford,IA,50249-7774,Hamilton,Rural,,,,
Primary Care,119999190N,VAN HORNE FAMILY MEDICAL CLINIC,Rural Health Clinic,Iowa,"Benton County, IA",0,15,Designated,Non-Rural,11/20/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,VAN HORNE FAMILY MEDICAL CLINIC,205 Main St,Van Horne,IA,52346-9713,Benton,Non-Rural,,,,
Primary Care,1199991985,Primary Health Care Inc,Federally Qualified Health Center,Iowa,"Polk County, IA",0,20,Designated,Non-Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Primary Health Care - Administrative Offices,1200 University Ave Ste 200,Des Moines,IA,50314-2355,Polk,Non-Rural,,,,
,Primary Health Care - Bery Engebretsen Clinic,2353 SE 14th St,Des Moines,IA,50320-1109,Polk,Non-Rural,,,,
,Primary Health Care - East Side Clinic,3509 E 29th St,Des Moines,IA,50317-4253,Polk,Non-Rural,,,,
,Primary Health Care - Homeless Advocacy Program,1200 University Ave Ste 110A,Des Moines,IA,50314-2355,Polk,Non-Rural,,,,
,Primary Health Care - Marshalltown Clinic,412 E Church St,Marshalltown,IA,50158-2947,Marshall,Rural,,,,
,Primary Health Care - Marshalltown Dental Clinic,112 E Linn St,Marshalltown,IA,50158-2901,Marshall,Rural,,,,
,Primary Health Care - Marshalltown Specialty Health,704 May St,Marshalltown,IA,50158-3437,Marshall,Rural,,,,
,Primary Health Care - Mobile Unit,1200 University Ave Ste 120,Des Moines,IA,50314-2355,Polk,Non-Rural,,,,
,Primary Health Care - Pharmacy,1200 University Ave Ste 105,Des Moines,IA,50314-2355,Polk,Non-Rural,,,,
,Primary Health Care - Story County,3510 Lincoln Way,Ames,IA,50014-8533,Story,Non-Rural,,,,
,Primary Health Care - University Clinic,1200 University Ave Ste 120,Des Moines,IA,50314-2355,Polk,Non-Rural,,,,
,Primary Health Care - University Dental Clinic,1200 University Ave Ste 100,Des Moines,IA,50314-2355,Polk,Non-Rural,,,,
,Primary Health Care at Central Iowa Shelter & Services,1420 Mulberry St,Des Moines,IA,50309-3618,Polk,Non-Rural,,,,
,Primary Health Care at Hoover/Meredith,4800 Aurora Ave,Des Moines,IA,50310-2903,Polk,Non-Rural,,,,
,Primary Health Care at Mercy,250 Laurel St,Des Moines,IA,50314-3024,Polk,Non-Rural,,,,
,Primary Health Care at Scavo,1800 Grand Ave,Des Moines,IA,50309-3310,Polk,Non-Rural,,,,
,Primary Health Care at Youth Emergency Shelter Services,918 SE 11th St,Des Moines,IA,50309-5324,Polk,Non-Rural,,,,
,The Project of Primary Health Care,1200 University Ave Ste 110B,Des Moines,IA,50314-2355,Polk,Non-Rural,,,,
