data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find
,WAIANAE COAST COMPREHENSIVE HEALTH CTR,86-260 Farrington Hwy,Waianae,HI,96792-3128,Honolulu,Non-Rural,,,,
,Waianae High School School-based Health Center,85-251 Farrington Hwy,Waianae,HI,96792-2113,Honolulu,Non-Rural,,,,
,Waianae Intermediate School School-based Health Center,85-626 Farrington Hwy,Waianae,HI,96792-2419,Honolulu,Non-Rural,,,,
,Waianae Vision Care,86-120 Farrington Hwy Ste C301,Waianae,HI,96792-3072,Honolulu,Non-Rural,,,,
,WAIOLA CLINIC,86-120 Farrington Hwy Ste C305A,Waianae,HI,96792-3072,Honolulu,Non-Rural,,,,
,Waipahu Family Health Center,94-428 Mokuola St Ste 108B,Waipahu,HI,96797-3396,Honolulu,Non-Rural,,,,
,Waipahu Family Health Center,94-428 Mokuola St Ste 213,Waipahu,HI,96797-3396,Honolulu,Non-Rural,,,,
,West O`ahu Community Health,599 Farrington Hwy STE 100,Kapolei,HI,96707-2028,Honolulu,Non-Rural,,,,
,West O`ahu Community Health,599 Farrington Hwy Ste 208,Kapolei,HI,96707-2028,Honolulu,Non-Rural,,,,
Primary Care,1159991519,Waikiki Health,Federally Qualified Health Center,Hawaii,"Honolulu County, HI",0,21,Designated,Non-Rural,11/21/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Waikiki Health CAV Mobile 2,3020 Waialae Ave,Honolulu,HI,96816-1506,Honolulu,Non-Rural,,,,
,Waikiki Health CPB,2002 S King St,Honolulu,HI,96826-2219,Honolulu,Non-Rural,,,,
,Waikiki Health Makahiki,935 Makahiki Way,Honolulu,HI,96826-2896,Honolulu,Non-Rural,,,,
,Waikiki Health NextStep,1 Forrest Ave,Honolulu,HI,96813,Honolulu,Non-Rural,,,,
,Waikiki Health Ohua,277 Ohua Ave,Honolulu,HI,96815-6612,Honolulu,Non-Rural,,,,
,Waikiki Health PATH,845 22nd Ave Bldg 5,Honolulu,HI,96816-4521,Honolulu,Non-Rural,,,,
,Waikiki Health Youth Outreach,415 Keoniana St,Honolulu,HI,96815-2018,Honolulu,Non-Rural,,,,
Primary Care,1159991524,"Community Clinic Of Maui, Inc.",Federally Qualified Health Center,Hawaii,"Maui County, HI",0,21,Designated,Non-Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Community Clinic of Maui,1881 Nani St,Wailuku,HI,96793-1811,Maui,Non-Rural,,,,
,Community Clinic of Maui KHAO Satellite Clinic,670 Waiale Rd,Wailuku,HI,96793-2375,Maui,Non-Rural,,,,
,Community Clinic of Maui NHOW Satellite Clinic,15 Ipu Aumakua Ln,Lahaina,HI,96761-1193,Maui,Rural,,,,
,Temporary Site - For The Community Clinic of Maui,6 Central Ave,Wailuku,HI,96793-1703,Maui,Non-Rural,,,,
Primary Care,1159991521,WAIMANALO HEALTH CENTER,Federally Qualified Health Center,Hawaii,"Honolulu County, HI",0,19,Designated,Non-Rural,11/21/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,WAIMANALO HEALTH CENTER,41-1347 Kalanianaole Hwy,Waimanalo,HI,96795-1247,Honolulu,Non-Rural,,,,
,Waimanalo Health Center - Hale Ola `Alua,41-1295 Kalanianaole Hwy,Waimanalo,HI,96795,Honolulu,Non-Rural,,,,
Primary Care,1159991520,Hamakua Health Center Inc,Federally Qualified Health Center,Hawaii,"Hawaii County, HI",0,21,Designated,Rural,11/21/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,HAMAKUA HEALTH CENTER,45-549 Plumeria St,Honokaa,HI,96727-6902,Hawaii,Rural,,,,
,Hamakua Health Center in Waimea,65-1230 Mamalahoa Hwy Ste C13,Kamuela,HI,96743-8445,Hawaii,Rural,,,,
,HHC Honokaa Administration Site NHERC,45-539 Plumeria St,Honokaa,HI,96727-6940,Hawaii,Rural,,,,
,KOHALA FAMILY HEALTH CENTER,53-3925 Akoni Pule Hwy,Kapaau,HI,96755,Hawaii,Rural,,,,
,Laupahoehoe Community Public Charter School,35-2065 Old Mamalahoa Hwy,Laupahoehoe,HI,96764,Hawaii,Rural,,,,
,Mobile Dental Van,45-549 Plumeria St,Honokaa,HI,96727-6902,Hawaii,Rural,,,,
Primary Care,1159991540,PUNA COMMUNITY MEDICAL CENTER,Rural Health Clinic,Hawaii,"Hawaii County, HI",0,14,Designated,Rural,07/30/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,PUNA COMMUNITY MEDICAL CENTER,15-2662 Pahoa Village Rd Ste 303-305,Pahoa,HI,96778-7730,Hawaii,Rural,,,,
Primary Care,1159991527,West Hawaii Community Health Center Inc,Federally Qualified Health Center,Hawaii,"Hawaii County, HI",0,19,Designated,Rural,02/28/2006,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Kealakekua Adult Health,81-980 Halekii St Ste 107,Kealakekua,HI,96750-8177,Hawaii,Rural,,,,
,West Hawaii Community Health Center -- Administration,75-5751 Kuakini Hwy Ste 203,Kailua Kona,HI,96740-1753,Hawaii,Rural,,,,
,West Hawaii Community Health Center -- Kuakini,75-5751 Kuakini Hwy Ste 101A,Kailua Kona,HI,96740-1705,Hawaii,Rural,,,,
,"West Hawaii Community Health Center, Inc. - - Kealakehe",74-5214 Keanalehu Dr,Kailua Kona,HI,96740,Hawaii,Rural,,,,
,WHCHC - Waikoloa,68-1845 Waikoloa Rd Ste 207,Waikoloa,HI,96738-5581,Hawaii,Rural,,,,
,WHCHC -- Kealakekua Keiki Health,81-6627 Mamalahoa Hwy Ste 106,Kealakekua,HI,96750-8180,Hawaii,Rural,,,,
,WHCHC -- WIC Dental,81-980 Halekii St,Kealakekua,HI,96750-8177,Hawaii,Rural,,,,
,WHCHC Waikoloa Dental,68-1845 Waikoloa Rd Ste 205,Waikoloa,HI,96738-5581,Hawaii,Rural,,,,
Primary Care,1159991522,KOKUA KALIHI VALLEY COMPREHENSIVE FAMILY SERVICES,Federally Qualified Health Center,Hawaii,"Honolulu County, HI",0,19,Designated,Non-Rural,11/21/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,HAUIKI HOMES PUBLIC HOUSING,1574 Meyers St,Honolulu,HI,96819-2513,Honolulu,Non-Rural,,,,
,KALIHI VALLEY HOMES PUB. HOUSING,2243 Kalaunu St,Honolulu,HI,96819-2784,Honolulu,Non-Rural,,,,
,KKV Mobile Clinic 1,2239 N School St,Honolulu,HI,96819-2539,Honolulu,Non-Rural,,,,
,KKV Wellness Center,2229 N School St,Honolulu,HI,96819-2588,Honolulu,Non-Rural,,,,
,Kokua Kalihi Valley Gulick Elder Center,1846 Gulick Ave,Honolulu,HI,96819-4212,Honolulu,Non-Rural,,,,
,KOKUA KALIHI VALLEY MAIN CLINIC,2239 N School St,Honolulu,HI,96819-2539,Honolulu,Non-Rural,,,,
,KUHIO PARK TERRACE PUB. HOUSING,1475 Linapuni St BLDG A,Honolulu,HI,96819-3569,Honolulu,Non-Rural,,,,
Primary Care,1159991528,"Ko'olauloa Community Health And Wellness Center, Incorporated",Federally Qualified Health Center,Hawaii,"Honolulu County, HI",0,20,Designated,Rural,02/28/2006,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Hau`ula,54-316 Kamehameha Hwy,Hauula,HI,96717-9998,Honolulu,Rural,,,,
,Kahuku,56-119 Pualalea St,Kahuku,HI,96731-2052,Honolulu,Rural,,,,
,Mobile Medical & Dental Unit,56-119 Pualalea St,Kahuku,HI,96731-2052,Honolulu,Rural,,,,
,Red Raider Health Center,56-490 Kamehameha Hwy,Kahuku,HI,96731-2200,Honolulu,Rural,,,,
Primary Care,1159991537,CASTLE HEALTH CLINIC OF LAIE,Rural Health Clinic,Hawaii,"Honolulu County, HI",0,16,Designated,Rural,10/12/2017,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,CASTLE HEALTH CLINIC OF LAIE,55-510 Kamehameha Hwy Ste 5,Laie,HI,96762-1119,Honolulu,Rural,,,,
Primary Care,1159991523,KALIHI PALAMA HEALTH CENTER,Federally Qualified Health Center,Hawaii,"Honolulu County, HI",0,21,Designated,Non-Rural,11/21/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,710 North King Street,710 N King St,Honolulu,HI,96817-5769,Honolulu,Non-Rural,,,,
,ADMINISTRATION,938 Austin Ln,Honolulu,HI,96817-5765,Honolulu,Non-Rural,,,,
,BEHAVIORAL HEALTH/MEDICAL/HEALTH EDUCATION/ADMINISTRATION,952 N King St,Honolulu,HI,96817-4556,Honolulu,Non-Rural,,,,
,KAAAHI CLINIC,546 Kaaahi St,Honolulu,HI,96817-4630,Honolulu,Non-Rural,,,,
,KALIHI-PALAMA HEALTH CENTER,915 N King St,Honolulu,HI,96817-4544,Honolulu,Non-Rural,,,,
,KOHOU CLINIC,904 Kohou St,Honolulu,HI,96817-4420,Honolulu,Non-Rural,,,,
,KPHC DOWNTOWN,89 S King St,Honolulu,HI,96813-4315,Honolulu,Non-Rural,,,,
,Living Well - KPHC Central,860 4th St,Pearl City,HI,96782-3690,Honolulu,Non-Rural,,,,
,Living Well - KPHC Lanakila,1700 Lanakila Ave,Honolulu,HI,96817-2115,Honolulu,Non-Rural,,,,
,OHANA HOUSE,2802 Numana Rd,Honolulu,HI,96819-2901,Honolulu,Non-Rural,,,,
,WIC/OPTOMETRY/ADMIN,888 N King St,Honolulu,HI,96817-4553,Honolulu,Non-Rural,,,,
Primary Care,1153316300,KAU HOSPITAL RURAL HEALTH CLIN,Rural Health Clinic,Hawaii,"Hawaii County, HI",0,18,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,KAU HOSPITAL RURAL HEALTH CLIN,Kamani St,Pahala,HI,96777,Hawaii,Rural,,,,
Primary Care,1154483849,Oahu Akau,Geographic HPSA,Hawaii,"Honolulu County, HI",17.455,12,Designated,Partially Rural,12/23/2019,12/23/2019
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,Hawaii,Honolulu County,100,Census Tract,15003010000,Non-Rural,,,,,
,Hawaii,Honolulu County,101,Census Tract,15003010100,Rural,,,,,
,Hawaii,Honolulu County,102.01,Census Tract,15003010201,Rural,,,,,
,Hawaii,Honolulu County,102.02,Census Tract,15003010202,Rural,,,,,
,Hawaii,Honolulu County,91,Census Tract,15003009100,Non-Rural,,,,,
,Hawaii,Honolulu County,92,Census Tract,15003009200,Non-Rural,,,,,
,Hawaii,Honolulu County,93,Census Tract,15003009300,Non-Rural,,,,,
,Hawaii,Honolulu County,94,Census Tract,15003009400,Non-Rural,,,,,
,Hawaii,Honolulu County,95.01,Census Tract,15003009501,Non-Rural,,,,,
,Hawaii,Honolulu County,95.02,Census Tract,15003009502,Non-Rural,,,,,
,Hawaii,Honolulu County,95.03,Census Tract,15003009503,Non-Rural,,,,,
,Hawaii,Honolulu County,95.04,Census Tract,15003009504,Non-Rural,,,,,
,Hawaii,Honolulu County,95.07,Census Tract,15003009507,Non-Rural,,,,,
,Hawaii,Honolulu County,97.01,Census Tract,15003009701,Non-Rural,,,,,
,Hawaii,Honolulu County,98.01,Census Tract,15003009801,Non-Rural,,,,,
,Hawaii,Honolulu County,98.02,Census Tract,15003009802,Non-Rural,,,,,
,Hawaii,Honolulu County,9806,Census Tract,15003980600,Non-Rural,,,,,
,Hawaii,Honolulu County,9807,Census Tract,15003980700,Non-Rural,,,,,
,Hawaii,Honolulu County,99.02,Census Tract,15003009902,Non-Rural,,,,,
,Hawaii,Honolulu County,99.04,Census Tract,15003009904,Non-Rural,,,,,
Primary Care,1156179533,Maui Community Correctional Center,Correctional Facility,Hawaii,"Maui County, HI",0.33,12,Designated,Non-Rural,12/23/2019,12/23/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Maui Community Correctional Center,600 Waiale Rd,Wailuku,HI,96793-2339,Maui,Non-Rural,,,,
Primary Care,1159991538,"WAHIAWA CENTER FOR COMMUNITY HEALTH, THE",Federally Qualified Health Center Look-alike,Hawaii,"Honolulu County, HI",0,21,Designated,Non-Rural,01/09/2018,01/06/2020
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Wahiawa Health,302 California Ave Ste 106,Wahiawa,HI,96786-1841,Honolulu,Non-Rural,,,,
,Wahiawa Health - Mobile,302 California Ave Ste 106,Wahiawa,HI,96786-1841,Honolulu,Non-Rural,,,,
,Wahiawa Health - Nutrition,302 California Ave Ste 208,Wahiawa,HI,96786-1841,Honolulu,Non-Rural,,,,
Primary Care,1159991535,Lana'i Community Health Center,Federally Qualified Health Center,Hawaii,"Maui County, HI",0,14,Designated,Rural,09/30/2007,01/13/2020
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Lana'i Community Health Center,478 Lauhala Pl,Lanai City,HI,96763,Maui,Rural,,,,
,Lanai Community Health Center,333 6th St,Lanai City,HI,96763,Maui,Rural,,,,
Primary Care,1159991525,Hana Community Health Center,Federally Qualified Health Center,Hawaii,"Maui County, HI",0,13,Designated,Rural,10/26/2002,01/13/2020
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,HANA COMMUNITY HEALTH CENTER,4590 Hana Hwy,Hana,HI,96713,Maui,Rural,,,,
Primary Care,1159991518,"Bay Clinic, Inc.",Federally Qualified Health Center,Hawaii,"Hawaii County, HI",0,15,Designated,Rural,11/21/2003,01/14/2020
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Administration Office,450 Kilauea Ave Ste 105,Hilo,HI,96720-3089,Hawaii,Rural,,,,
,Bay Clinic Mobile Health,15-2866 Pahoa Village Rd,Pahoa,HI,96778-7720,Hawaii,Rural,,,,
,Hilo Family Dental Center,1257 Kilauea Ave Ste 100,Hilo,HI,96720-4205,Hawaii,Rural,,,,
,Hilo Family Health Center,1178 Kinoole St,Hilo,HI,96720-7206,Hawaii,Rural,,,,
,Hilo Women's Health Center,73 Puuhonu Pl,Hilo,HI,96720-2060,Hawaii,Rural,,,,
,Ka'u Family Health and Dental Center,95-5583 Mamalahoa Hwy,Naalehu,HI,96772-8900,Hawaii,Rural,,,,
,Kea'au Family Health and Dental Center,16-192 Pili Mua St,Keaau,HI,96749-8134,Hawaii,Rural,,,,
,Pahoa Family Health Center,15-2866 Pahoa Village Rd,Pahoa,HI,96778-7720,Hawaii,Rural,,,,
,Pahoa Women and Children's Health Center,15-2866 Pahoa Village Rd,Pahoa,HI,96778-7720,Hawaii,Rural,,,,
Primary Care,1159991530,MOLOKAI GENERAL HOSPITAL,Rural Health Clinic,Hawaii,"Maui County, HI",0,15,Designated,Rural,01/04/2006,02/11/2020
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,MOLOKAI GENERAL HOSPITAL,280 Home Olu Pl,Kaunakakai,HI,96748,Maui,Rural,,,,
