data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find
,StayWell Health Center at St. V's,114 Benedict St,Waterbury,CT,06706-1007,New Haven,Non-Rural,,,,
,StayWell Health Center at Western CT Mental Health Network,95 Thomaston Ave,Waterbury,CT,06702-1007,New Haven,Non-Rural,,,,
,StayWell Naugatuck Health Center,30 Church St,Naugatuck,CT,06770-4112,New Haven,Non-Rural,,,,
,StayWell School Based Health Center at Driggs,77 Woodlawn Ter,Waterbury,CT,06710-1721,New Haven,Non-Rural,,,,
,StayWell South End Health Center,1302 S Main St,Waterbury,CT,06706-1748,New Haven,Non-Rural,,,,
,StayWell South End Health Center II,1309 S Main St,Waterbury,CT,06706-1758,New Haven,Non-Rural,,,,
,Wallace School Based Health Center,3465 E Main St,Waterbury,CT,06705-3815,New Haven,Non-Rural,,,,
,Wilby School-Based Health Center,568 Bucks Hill Rd,Waterbury,CT,06704-1270,New Haven,Non-Rural,,,,
Primary Care,1099990952,"OPTIMUS HEALTH CARE, INC.",Federally Qualified Health Center,Connecticut,"Fairfield County, CT",0,13,Designated,Non-Rural,08/29/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Barnum/Waltersville Elementary School - SBHC,495 Waterview Ave,Bridgeport,CT,06608-2554,Fairfield,Non-Rural,,,,
,Bullard-Havens Technical High School - SBHC,500 Palisade Ave,Bridgeport,CT,06610-3458,Fairfield,Non-Rural,,,,
,Columbus Elementary School - SBHC,275 George St,Bridgeport,CT,06604-3320,Fairfield,Non-Rural,,,,
,David Wooster Middle School - SBHC,150 Lincoln St,Stratford,CT,06614-4000,Fairfield,Non-Rural,,,,
,Fairchild Wheeler Interdistrict Magnet Campus - SBHC,840 Old Town Rd,Bridgeport,CT,06606-1448,Fairfield,Non-Rural,,,,
,Harry B. Flood Middle School - SBHC,490 Chapel St,Stratford,CT,06614-1690,Fairfield,Non-Rural,,,,
,Housatonic Community College Health Center,900 Lafayette Blvd,Bridgeport,CT,06604-4704,Fairfield,Non-Rural,,,,
,Jettie S. Tisdale Elementary School - SBHC,250 Hollister Ave,Bridgeport,CT,06607-1924,Fairfield,Non-Rural,,,,
,JFK Elementary School - SBHC,700 Palisade Ave,Bridgeport,CT,06610-3457,Fairfield,Non-Rural,,,,
,Luis Munoz Marin Elementary School - SBHC,479 Helen St,Bridgeport,CT,06608-1321,Fairfield,Non-Rural,,,,
,OPTIMUS at Inspirica,8 Woodland Pl,Stamford,CT,06902-6939,Fairfield,Non-Rural,,,,
,OPTIMUS at Kinsella,1862 Commerce Dr,Bridgeport,CT,06605-2230,Fairfield,Non-Rural,,,,
,OPTIMUS Fairgate,9 Fairgate Dr,Stamford,CT,06902-4927,Fairfield,Non-Rural,,,,
,OPTIMUS Harbor Point,805 Atlantic St,Stamford,CT,06902-6805,Fairfield,Non-Rural,,,,
,OPTIMUS Hollow Community Health Center,82 George St,Bridgeport,CT,06604-3315,Fairfield,Non-Rural,,,,
,OPTIMUS JP Morgan Chase Wellness Center,1071 E Main St,Bridgeport,CT,06608-1618,Fairfield,Non-Rural,,,,
,OPTIMUS Main Street Pediatrics,3715 Main St,Bridgeport,CT,06606-3618,Fairfield,Non-Rural,,,,
,OPTIMUS Milford Community Health Center at Bridges,949 Bridgeport Ave,Milford,CT,06460-3142,New Haven,Non-Rural,,,,
,OPTIMUS on Barnum Avenue,471 Barnum Ave,Bridgeport,CT,06608-2409,Fairfield,Non-Rural,,,,
,OPTIMUS on East Main,982 E Main St,Bridgeport,CT,06608-1913,Fairfield,Non-Rural,,,,
,OPTIMUS on the Boulevard,1351 Washington Blvd,Stamford,CT,06902-2419,Fairfield,Non-Rural,,,,
,OPTIMUS Pacific House Shelter,597 Pacific St,Stamford,CT,06902-5814,Fairfield,Non-Rural,,,,
,OPTIMUS Park City Primary Care,64 Black Rock Ave,Bridgeport,CT,06605-1200,Fairfield,Non-Rural,,,,
,OPTIMUS Ralphola Taylor Community Health Center,790 Central Ave,Bridgeport,CT,06607-1705,Fairfield,Non-Rural,,,,
,OPTIMUS Smiles for Miles Mobile Dental Center,975 E Main St,Bridgeport,CT,06608-1914,Fairfield,Non-Rural,,,,
,OPTIMUS Stratford Community Health Center,727 Honeyspot Rd,Stratford,CT,06615-7172,Fairfield,Non-Rural,,,,
,OPTIMUS Transitional Clinic,480 Bond St,Bridgeport,CT,06610-2205,Fairfield,Non-Rural,,,,
,Platt Technical High School - SBHC,600 Orange Ave,Milford,CT,06461-2157,New Haven,Non-Rural,,,,
,Warren Harding High School - SBHC,379 Bond St,Bridgeport,CT,06610-2201,Fairfield,Non-Rural,,,,
,West Haven High School - SBHC,1 Mcdonough Plz,West Haven,CT,06516-5257,New Haven,Non-Rural,,,,
Primary Care,1099990963,"Southwest Community Health Center, Inc.",Federally Qualified Health Center,Connecticut,"Fairfield County, CT",0,11,Designated,Non-Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,"Bassick High School, School Based Health Clinic",1181 Fairfield Ave,Bridgeport,CT,06605-1183,Fairfield,Non-Rural,,,,
,CASA,690 Arctic St,Bridgeport,CT,06608-2008,Fairfield,Non-Rural,,,,
,Casa Recovery,1124 Iranistan Ave,Bridgeport,CT,06605-1121,Fairfield,Non-Rural,,,,
,"Central High School, School Based Health Center",1 Lincoln Blvd,Bridgeport,CT,06606-5502,Fairfield,Non-Rural,,,,
,"Cesar Batalla, School Based Health Center",606 Howard Ave,Bridgeport,CT,06605-2016,Fairfield,Non-Rural,,,,
,FAMILY HEALTH CENTER,762 Lindley St,Bridgeport,CT,06606-5046,Fairfield,Non-Rural,,,,
,"Florance Blackham School, School Based Health Centr",425 Thorme St,Bridgeport,CT,06606-3418,Fairfield,Non-Rural,,,,
,HARRISON APARTMENTS,651 State St,Bridgeport,CT,06604-4507,Fairfield,Non-Rural,,,,
,James J. Curiale School,300 Laurel Ave,Bridgeport,CT,06605-1103,Fairfield,Non-Rural,,,,
,OPERATION HOPE,50 Nichols Ave,Fairfield,CT,06825-1928,Fairfield,Non-Rural,,,,
,PIVOT MINISTRIES,495 Jane St,Bridgeport,CT,06608-1707,Fairfield,Non-Rural,,,,
,PROSPECT HOUSE,392 Prospect St,Bridgeport,CT,06604-4625,Fairfield,Non-Rural,,,,
,"Read School, School Based Health Center",130 Ezra St,Bridgeport,CT,06606-5061,Fairfield,Non-Rural,,,,
,Roosevelt School School Based Health Center,680 Park Ave,Bridgeport,CT,06604-4610,Fairfield,Non-Rural,,,,
,"SOUTHWEST COMMUNITY HLTH CTR, INC",968 Fairfield Ave,Bridgeport,CT,06605-1116,Fairfield,Non-Rural,,,,
,"SOUTHWEST COMMUNITY HLTH CTR, INC",46 Albion St,Bridgeport,CT,06605-2602,Fairfield,Non-Rural,,,,
,"SOUTHWEST COMMUNITY HLTH CTR,INC",1046 Fairfield Ave,Bridgeport,CT,06605-1116,Fairfield,Non-Rural,,,,
,"SOUTHWEST COMMUNITY HLTH CTR,INC",510 Clinton Ave,Bridgeport,CT,06605-1701,Fairfield,Non-Rural,,,,
Primary Care,1259992572,Massachusetts League Of Community Health Centers Inc,Federally Qualified Health Center,Massachusetts,"Suffolk County, MA",0,19,Designated,Non-Rural,09/04/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Baystate Brightwood Health Center,380 Plainfield St,Springfield,MA,01107-1524,Hampden,Non-Rural,,,,
,Community Health Center of Franklin County,338 Montague City Rd,Turners Falls,MA,01376-1830,Franklin,Rural,,,,
,"Community Health Center, Inc.",5 N Main St,Enfield,CT,06082-3372,Hartford,Non-Rural,,,,
,Community Health Services,500 Albany Ave,Hartford,CT,06120-2508,Hartford,Non-Rural,,,,
,CONNECTICUT RIVER VALLEY FARMWORKER HEALTH PROGRAM,40 Court St FL 10,Boston,MA,02108-2212,Suffolk,Non-Rural,,,,
,Generations Family Health Center,1315 Main St,Willimantic,CT,06226-1948,Windham,Rural,,,,
,Holyoke Health Center,230 Maple St,Holyoke,MA,01040-5144,Hampden,Non-Rural,,,,
Primary Care,1099990946,"COMMUNITY HEALTH CENTER, INCORPORATED",Federally Qualified Health Center,Connecticut,"Middlesex County, CT",0,15,Designated,Non-Rural,05/08/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Batcheller Elementary Education Center SBHC,201 Pratt St,Winsted,CT,06098-2061,Litchfield,Rural,,,,
,BENJAMIN FRANKLIN ELEMENTARY SCHOOL - SBHC,426 W Main St,Meriden,CT,06451-3802,New Haven,Non-Rural,,,,
,Bielefield Elementary School SBHC,70 Maynard St,Middletown,CT,06457-4519,Middlesex,Non-Rural,,,,
,Brass City School SBHC,289 Willow St,Waterbury,CT,06710-1515,New Haven,Non-Rural,,,,
,Bristol Technical High School,431 Minor St,Bristol,CT,06010-2269,Hartford,Non-Rural,,,,
,Broad Brook Elementary SBHC,14 Rye St,Broad Brook,CT,06016-9552,Hartford,Non-Rural,,,,
,Brookside School SBHC,505 S Main St,New Britain,CT,06051-4007,Hartford,Non-Rural,,,,
,Brownstone Intermediate School SBHC,314 Main St,Portland,CT,06480-1877,Middlesex,Non-Rural,,,,
,CASIMIR PULASKI ELEMENTARY SCHOOL - SBHC,100 Clearview Ave,Meriden,CT,06450-6492,New Haven,Non-Rural,,,,
,Chamberlain Elementary School SBHC,120 Newington Ave,New Britain,CT,06051-2119,Hartford,Non-Rural,,,,
,CHC of Hartford,76 New Britain Ave,Hartford,CT,06106-3305,Hartford,Non-Rural,,,,
,CHC of Middletown,675 Main St,Middletown,CT,06457-2732,Middlesex,Non-Rural,,,,
,CHC of Stamford @ Fifth Street,22 5th St,Stamford,CT,06905-5030,Fairfield,Non-Rural,,,,
,Child Guidance Center of Southern Connecticut,401 Shippan Ave,Stamford,CT,06902-6075,Fairfield,Non-Rural,,,,
,Child Guidance Center of Southern Connecticut,103 W Broad St Bldg 103,Stamford,CT,06902-3713,Fairfield,Non-Rural,,,,
,Child Guidance Center of Southern Connecticut,81 Holly Hill Ln Fl 2,Greenwich,CT,06830-6071,Fairfield,Non-Rural,,,,
,COMMODORE MACDONOUGH ELEMENTARY SCHOOL - SBHC (RITA HAYES WELLNESS CENTER),66 Spring St,Middletown,CT,06457-2262,Middlesex,Non-Rural,,,,
,Community Health Center of  Groton,481 Gold Star Hwy Ste 100,Groton,CT,06340-6702,New London,Non-Rural,,,,
,Community Health Center of Bristol,395 N Main St,Bristol,CT,06010-4924,Hartford,Non-Rural,,,,
,COMMUNITY HEALTH CENTER OF CLINTON,114 E Main St,Clinton,CT,06413-2112,Middlesex,Non-Rural,,,,
,COMMUNITY HEALTH CENTER OF DANBURY,8 Delay St,Danbury,CT,06810-6654,Fairfield,Non-Rural,,,,
,COMMUNITY HEALTH CENTER OF ENFIELD,5 N Main St,Enfield,CT,06082-3372,Hartford,Non-Rural,,,,
,COMMUNITY HEALTH CENTER OF MERIDEN,134 State St,Meriden,CT,06450-3293,New Haven,Non-Rural,,,,
,COMMUNITY HEALTH CENTER OF MIDDLETOWN,635 Main St,Middletown,CT,06457-2718,Middlesex,Non-Rural,,,,
,COMMUNITY HEALTH CENTER OF NEW BRITAIN,1 Lafayette St,New Britain,CT,06051-1800,Hartford,Non-Rural,,,,
,COMMUNITY HEALTH CENTER OF NEW LONDON,1 Shaws Cv,New London,CT,06320-4902,New London,Non-Rural,,,,
,COMMUNITY HEALTH CENTER OF OLD SAYBROOK,263 Main St,Old Saybrook,CT,06475-2326,Middlesex,Non-Rural,,,,
,Community Health Center of Waterbury,51 N Elm St,Waterbury,CT,06702-1545,New Haven,Non-Rural,,,,
,Danbury City Shelter WYA,41 New St,Danbury,CT,06810-6512,Fairfield,Non-Rural,,,,
,Day Street Community Health Center,49 Day St,Norwalk,CT,06854-4901,Fairfield,Non-Rural,,,,
,Deer Run School SBHC,311 Foxon Rd,East Haven,CT,06513-2017,New Haven,Non-Rural,,,,
,Dominick Ferrara Elementary School SBHC,22 Maynard Rd,East Haven,CT,06513-1250,New Haven,Non-Rural,,,,
,Dual Language and Arts Elementary School SBHC,51 Daniels Ave,Waterford,CT,06385-2629,New London,Non-Rural,,,,
,East Haddam Elementary School SBHC,45 Joe Williams Rd,Moodus,CT,06469-1128,Middlesex,Non-Rural,,,,
,East Haven High School SBHC,35 Wheelbarrow Ln,East Haven,CT,06513-2003,New Haven,Non-Rural,,,,
,East Windsor High School SBHC,76 S Main St,East Windsor,CT,06088-9741,Hartford,Non-Rural,,,,
,East Windsor Middle School SBHC,38 Main St,Broad Brook,CT,06016-9602,Hartford,Non-Rural,,,,
,Edgar H Parkman School SBHC,165 Weymouth Rd,Enfield,CT,06082-6218,Hartford,Non-Rural,,,,
,Eli Whitney School SBHC,94 Middle Rd,Enfield,CT,06082-4594,Hartford,Non-Rural,,,,
,Eli Whitney Technical High School SBHC,71 Jones Rd,Hamden,CT,06514-4602,New Haven,Non-Rural,,,,
,Eli Whitney Technical High School SBHC,100 Fairview Ave,Hamden,CT,06514-4822,New Haven,Non-Rural,,,,
,Eliot Middle School-SBHC,69 Fairy Dell Rd,Clinton,CT,06413-2403,Middlesex,Non-Rural,,,,
,Enfield High School SBHC,1264 Enfield St,Enfield,CT,06082-4947,Hartford,Non-Rural,,,,
,Enfield Street School SBHC,1318 Enfield St,Enfield,CT,06082-4942,Hartford,Non-Rural,,,,
,Farm Hill Elementary SBHC,398 Ridge Rd,Middletown,CT,06457-4437,Middlesex,Non-Rural,,,,
,Frank J Diloreto Elementary School SBHC,732 Slater Rd,New Britain,CT,06053-2239,Hartford,Non-Rural,,,,
,Frank Scott Bunnell High School SBHC,1 Bulldog Blvd,Stratford,CT,06614-2333,Fairfield,Non-Rural,,,,
,Franklin Street Community Health Center,141 Franklin St,Stamford,CT,06901-1014,Fairfield,Non-Rural,,,,
,Friendship Service Center of New Britain,241 Arch St,New Britain,CT,06051-2518,Hartford,Non-Rural,,,,
,Gaffney Elementary School - SBHC,322 Slater Rd,New Britain,CT,06053-3458,Hartford,Non-Rural,,,,
,Gildersleeve Elementary School SBHC,575 1/2 Main St,Portland,CT,06480-1103,Middlesex,Non-Rural,,,,
,Goodwin Technical High School SBHC,735 Slater Rd,New Britain,CT,06053-2200,Hartford,Non-Rural,,,,
,Grove J. Tuttle Elementary School SBHC,108 Prospect Rd,East Haven,CT,06512-3307,New Haven,Non-Rural,,,,
,HANOVER ELEMENTARY SCHOOL - SBHC,208 E Main St,Meriden,CT,06450-5607,New Haven,Non-Rural,,,,
,Hazardville Memorial School SBHC,68 N Maple St,Enfield,CT,06082-3904,Hartford,Non-Rural,,,,
,Henry Barnard School SBHC,27 Shaker Rd,Enfield,CT,06082-3100,Hartford,Non-Rural,,,,
,Holmes Elementary School SBHC,2150 Stanley St,New Britain,CT,06053-1566,Hartford,Non-Rural,,,,
,ISRAEL PUTNAM ELEMENTARY SCHOOL - SBHC,133 Parker Ave,Meriden,CT,06450-5925,New Haven,Non-Rural,,,,
,J.M. Wright Technical High School SBHC,120 Bridge St,Stamford,CT,06905-4401,Fairfield,Non-Rural,,,,
,Jefferson Elementary School SBHC,140 Horseplain Rd,New Britain,CT,06053-1678,Hartford,Non-Rural,,,,
,JOHN BARRY ELEMENTARY SCHOOL - SBHC,124 Columbia St,Meriden,CT,06451-3171,New Haven,Non-Rural,,,,
,John F Kennedy Middle School SBHC,155 Raffia Rd,Enfield,CT,06082-5691,Hartford,Non-Rural,,,,
,Joseph Melillo Middle School SBHC,67 Hudson St,East Haven,CT,06512-1524,New Haven,Non-Rural,,,,
,Julia A. Stark Elementary School SBHC,398 Glenbrook Rd,Stamford,CT,06906-2122,Fairfield,Non-Rural,,,,
,Kaynor Technical High School SBHC,43 Tompkins St,Waterbury,CT,06708-1416,New Haven,Non-Rural,,,,
,KEIGWIN MIDDLE SCHOOL - SBHC,99 Spruce St,Middletown,CT,06457-1838,Middlesex,Non-Rural,,,,
,Lawrence Elementary School SBHC,Kaplan Dr,Middletown,CT,06457,Middlesex,Non-Rural,,,,
,Lewin G Joel School SBHC,137A Glenwood Rd,Clinton,CT,06413-1425,Middlesex,Non-Rural,,,,
,Lincoln Elementary School SBHC,145 Steele St,New Britain,CT,06052-1555,Hartford,Non-Rural,,,,
,LINCOLN MIDDLE SCHOOL - SBHC,164 Centennial Ave,Meriden,CT,06451-3707,New Haven,Non-Rural,,,,
,MALONEY HIGH SCHOOL - SBHC,121 Gravel St,Meriden,CT,06450-4611,New Haven,Non-Rural,,,,
,Marine Science Magnet High School SBHC,130 Shennecossett Rd,Groton,CT,06340-5117,New London,Non-Rural,,,,
,MERI CARE DENTAL CENTER,165 Miller St,Meriden,CT,06450-4256,New Haven,Non-Rural,,,,
,MERIDEN HEAD START SBHC,398 Liberty St,Meriden,CT,06450-4529,New Haven,Non-Rural,,,,
,Middletown Expulsion Program SBHC,398 Main St,Middletown,CT,06457-3310,Middlesex,Non-Rural,,,,
,Middletown High School SBHC,200 La Rosa Ln,Middletown,CT,06457-2148,Middlesex,Non-Rural,,,,
,Momauguin Elementary School,99 Cosey Beach Rd,East Haven,CT,06512-4621,New Haven,Non-Rural,,,,
,Moody Elementary School SBHC,300 Country Club Rd,Middletown,CT,06457-2302,Middlesex,Non-Rural,,,,
,NATHAN HALE ELEMENTARY SCHOOL - SBHC,277 Atkins Street Ext,Meriden,CT,06450-3405,New Haven,Non-Rural,,,,
,Nathan Hale Ray High School SBHC,15 School Rd,Moodus,CT,06469-1167,Middlesex,Non-Rural,,,,
,Nathan Hale Ray Middle School SBHC,73 Clark Gates Rd,Moodus,CT,06469-1222,Middlesex,Non-Rural,,,,
,NEW BRITAIN HIGH SCHOOL - SBHC,110 Mill St,New Britain,CT,06051-3413,Hartford,Non-Rural,,,,
,North Haven High School SBHC,221 Elm St,North Haven,CT,06473-3251,New Haven,Non-Rural,,,,
,North Haven Middle School SBHC,55 Bailey Rd,North Haven,CT,06473-2652,New Haven,Non-Rural,,,,
,Northeast Elementary School SBHC,82 Scofieldtown Rd,Stamford,CT,06903-4020,Fairfield,Non-Rural,,,,
,Northend Elementary School SBHC,160 Bassett St,New Britain,CT,06051-3419,Hartford,Non-Rural,,,,
,NORWALK SMILES AT BEN FRANKLIN - SBHC,165 Flax Hill Rd,Norwalk,CT,06854-2837,Fairfield,Non-Rural,,,,
,NORWALK SMILES AT NATHANIEL ELY HEAD START - SBHC,11 Ingalls Ave,Norwalk,CT,06854-4605,Fairfield,Non-Rural,,,,
,O'Brien Technical High School SBHC,141 Prindle Ave,Ansonia,CT,06401-2561,New Haven,Non-Rural,,,,
,Pathways Academy SBHC,35 Bishop St,East Haven,CT,06512-2939,New Haven,Non-Rural,,,,
,PLATT HIGH SCHOOL - SBHC,220 Coe Ave,Meriden,CT,06451-3812,New Haven,Non-Rural,,,,
,Portland Middle and High School SBHC,93 High St # 95,Portland,CT,06480-1656,Middlesex,Non-Rural,,,,
,Prudence Crandall School SBHC,150 Brainard Rd,Enfield,CT,06082-2649,Hartford,Non-Rural,,,,
,Pulaski Middle School,757 Farmington Ave,New Britain,CT,06053-1364,Hartford,Non-Rural,,,,
,ROGER SHERMAN ELEMENTARY SCHOOL - SBHC,64 N Pearl St,Meriden,CT,06450-4419,New Haven,Non-Rural,,,,
,Roosevelt Middle School SBHC,40 Goodwin St,New Britain,CT,06051-2814,Hartford,Non-Rural,,,,
,Roxbury Elementary School SBHC,751 W Hill Rd,Stamford,CT,06902-1413,Fairfield,Non-Rural,,,,
,Slade Middle School SBHC,183 Steele St,New Britain,CT,06052-1555,Hartford,Non-Rural,,,,
,Smalley Academy SBHC,175 West St,New Britain,CT,06051-1415,Hartford,Non-Rural,,,,
,Smith Elementary School SBHC,142 Rutherford St,New Britain,CT,06051-3234,Hartford,Non-Rural,,,,
,Spencer Elementary School SBHC,207 Westfield St,Middletown,CT,06457-2042,Middlesex,Non-Rural,,,,
,Springdale Elementary School SBHC,1127 Hope St,Stamford,CT,06907-1825,Fairfield,Non-Rural,,,,
,Stafford Elementary School,11 Levinthal Run,Stafford Springs,CT,06076-3744,Tolland,Non-Rural,,,,
,Stafford High School-SBHC,145 Orcuttville Rd,Stafford Springs,CT,06076-3730,Tolland,Non-Rural,,,,
,Stafford Middle School,21 Levinthal Run,Stafford Springs,CT,06076-3744,Tolland,Non-Rural,,,,
,Staffordville Elementary School-SBHC,21 Lyons Rd,Stafford Springs,CT,06076-3917,Tolland,Non-Rural,,,,
,Stamford Academy SBHC,229 North St,Stamford,CT,06901-1112,Fairfield,Non-Rural,,,,
,Stratford High School SBHC,45 N Parade St,Stratford,CT,06615-5822,Fairfield,Non-Rural,,,,
,THE INTERDISTRICT SCHOOL FOR ARTS AND COMMUNICATION (ISAAC) - SBHC,190 Governor Winthrop Blvd,New London,CT,06320-6612,New London,Non-Rural,,,,
,The Isabelle Pearson School SBHC,2 Wetmore Ave,Winsted,CT,06098-1242,Litchfield,Rural,,,,
