data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find
Primary Care,151999510M,BLUE RIDGE MEDICAL CENTER INC,Federally Qualified Health Center,Virginia,"Nelson County, VA",0,16,Designated,Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Blue Ridge Dental Center,4038 Thomas Nelson Hwy Ste B,Arrington,VA,22922-2302,Nelson,Rural,,,,
,"BLUE RIDGE MEDICAL CENTER, INC.",4038 Thomas Nelson Hwy,Arrington,VA,22922-2302,Nelson,Rural,,,,
,Blue Ridge Medical Center--Amherst,210 S Main St,Amherst,VA,24521-2616,Amherst,Rural,,,,
,MOBILE CLINIC,4038 Thomas Nelson Hwy,Arrington,VA,22922-2302,Nelson,Rural,,,,
,NELSON CENTER,8445 Thomas Nelson Hwy,Lovingston,VA,22949-2107,Nelson,Rural,,,,
,Nelson County High School,6919 Thomas Nelson Hwy,Lovingston,VA,22949-2101,Nelson,Rural,,,,
,Nelson County Middle School,6925 Thomas Nelson Hwy,Lovingston,VA,22949-2101,Nelson,Rural,,,,
,Rockfish River Elementary School,200 Chapel Hollow Rd,Afton,VA,22920-3145,Nelson,Non-Rural,,,,
,Tye River Elementary School,5198 Thomas Nelson Hwy,Arrington,VA,22922-2637,Nelson,Non-Rural,,,,
Primary Care,151999510N,"Portsmouth Community Health Center, Inc.",Federally Qualified Health Center,Virginia,"Portsmouth City, VA",0,21,Designated,Non-Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,CommuniCare Family Health Center,804 Whitaker Ln,Norfolk,VA,23510-3027,Norfolk City,Non-Rural,,,,
,HEALTHY SMILES DENTAL CENTER,664 Lincoln St,Portsmouth,VA,23704-4818,Portsmouth City,Non-Rural,,,,
,HEALTHY SMILES DENTAL MOBILE VAN,664 Lincoln St,Portsmouth,VA,23704-4818,Portsmouth City,Non-Rural,,,,
,Little Creek Family Health Center,7447 Central Business Park Dr,Norfolk,VA,23513-2831,Norfolk City,Non-Rural,,,,
,Ocean View Medical and Dental Center,9581 Shore Dr,Norfolk,VA,23518-1711,Norfolk City,Non-Rural,,,,
,Park Place Family Health Center,3415 Granby St,Norfolk,VA,23504-1421,Norfolk City,Non-Rural,,,,
,"PORTSMOUTH COMMUNITY HEALTH CENTER, INC.,d/b/a Hampton Roads Community Health Center",664 Lincoln St,Portsmouth,VA,23704-4818,Portsmouth City,Non-Rural,,,,
Primary Care,151999510O,Free Clinic Of The New River Valley Inc,Federally Qualified Health Center,Virginia,"Montgomery County, VA",0,14,Designated,Non-Rural,11/13/2013,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Giles Clinic,219 Buchanan St,Pearisburg,VA,24134-1901,Giles,Non-Rural,,,,
,Montgomery Clinic,215 Roanoke St,Christiansburg,VA,24073-3025,Montgomery,Non-Rural,,,,
,Pulaski/Radford Clinic,5826 Ruebush Rd Ste B,Dublin,VA,24084-2252,Pulaski,Non-Rural,,,,
Primary Care,151999510A,"Eastern Shore Rural Health System, Incorporated",Federally Qualified Health Center,Virginia,"Accomack County, VA",0,19,Designated,Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Atlantic Community Health Center,5219 Lankford Hwy,New Church,VA,23415-3332,Accomack,Rural,,,,
,BAYVIEW COMMUNITY HEALTH CENTER,22214 S Bayside Rd,Cape Charles,VA,23310-2538,Northampton,Rural,,,,
,CHINCOTEAGUE ISLAND COMM HLTH CTR,4049 Main St,Chincoteague Island,VA,23336-2406,Accomack,Rural,,,,
,"Eastern Shore Rural Health System, Inc.",20280 Market St,Onancock,VA,23417-1331,Accomack,Rural,,,,
,Eastville Community Health Center,17068 Lankford Hwy,Cape Charles,VA,23310-4412,Northampton,Rural,,,,
,FRANKTOWN COMMUNITY HEALTH CTR,9159 Franktown Rd,Franktown,VA,23354,Northampton,Rural,,,,
,METOMPKIN SCHOOL DENTAL PROGRAM,24501 Parksley Rd,Parksley,VA,23421-2519,Accomack,Rural,,,,
,Onley Community Health Center,20306 Badger Ln,Onancock,VA,23417-1224,Accomack,Rural,,,,
,PUNGOTEAGUE DENTAL PROGRAM,28480 Bobtown Rd,Melfa,VA,23410-3508,Accomack,Rural,,,,
Primary Care,151999510V,HIGHLAND MEDICAL CENTER,Federally Qualified Health Center,Virginia,"Highland County, VA",0,20,Designated,Rural,09/30/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,HIGHLAND MEDICAL CENTER,120 Jackson River Rd,Monterey,VA,24465-2416,Highland,Rural,,,,
,Highland Medical Center School Based Healthcare,240 Myers Moon Rd,Monterey,VA,24465-2102,Highland,Rural,,,,
Primary Care,151999510E,Stony Creek Community Health Center,Federally Qualified Health Center,Virginia,"Sussex County, VA",0,13,Designated,Non-Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,STONY CREEK COMMUNITY HEALTH CENTER,12454 Hartley St,Stony Creek,VA,23882-3302,Sussex,Non-Rural,,,,
Primary Care,15199951S5,"Community Access Network, Inc.",Federally Qualified Health Center Look-alike,Virginia,"Lynchburg City, VA",0,17,Designated,Non-Rural,12/29/2017,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,5th Street Community Health Center,800 5th St Ste A,Lynchburg,VA,24504-2848,Lynchburg City,Non-Rural,,,,
,DSS,99 9th St Fl 5,Lynchburg,VA,24504-1422,Lynchburg City,Non-Rural,,,,
,Park View,2420 Memorial Ave,Lynchburg,VA,24501-2620,Lynchburg City,Non-Rural,,,,
,Thomson Drive Dental,1927 Thomson Dr,Lynchburg,VA,24501-1008,Lynchburg City,Non-Rural,,,,
Primary Care,1519995184,"Southern Dominion Health Systems, Inc.",Federally Qualified Health Center,Virginia,"Lunenburg County, VA",0,17,Designated,Rural,09/05/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,AMELIA HEALTHCARE CENTER,8920 Otterburn Rd,Amelia Court House,VA,23002-4854,Amelia,Non-Rural,,,,
,CENTRAL HIGH SCHOOL,131 K V Rd,Victoria,VA,23974-2613,Lunenburg,Rural,,,,
,Dinwiddie Medical Center and Counseling Center,13855 Courthouse Rd,Dinwiddie,VA,23841-2254,Dinwiddie,Non-Rural,,,,
,EMPORIA MEDICAL CENTER,510 N Main St,Emporia,VA,23847-1236,Emporia City,Rural,,,,
,KENBRIDGE ELEMENTARY SCHOOL,215 Nottoway Falls Rd,Kenbridge,VA,23944-3424,Lunenburg,Rural,,,,
,Lunenburg Medical Center,1508 K V Rd,Victoria,VA,23974-2624,Lunenburg,Rural,,,,
,LUNENBURG MIDDLE SCHOOL,583 Tomlinson Rd,Victoria,VA,23974-2628,Lunenburg,Rural,,,,
,SDHS Counseling & Behavioral Services,1685 K-V Rd,Victoria,VA,23974,Lunenburg,Rural,,,,
,SDHS Family Dentistry,1685 K-V Rd,Victoria,VA,23974,Lunenburg,Rural,,,,
,VICTORIA ELEMENTARY SCHOOL,1521 8th St,Victoria,VA,23974-9591,Lunenburg,Rural,,,,
Primary Care,151999511U,"Greater Prince William Area Community Health Center, Inc.",Federally Qualified Health Center,Virginia,"Prince William County, VA",0,15,Designated,Non-Rural,03/01/2009,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,GPW Health Center - Dumfries,17739 Main St,Dumfries,VA,22026-3251,Prince William,Non-Rural,,,,
,GPW Health Center - Manassas,9705 Liberia Ave,Manassas,VA,20110-1743,Prince William,Non-Rural,,,,
,GPW Health Center - Woodbridge,4379 Ridgewood Center Dr Ste 102,Woodbridge,VA,22192-8323,Prince William,Non-Rural,,,,
,Western Primary Health Care Van,9444 Taney Rd,Manassas,VA,20110-5933,Manassas City,Non-Rural,,,,
Primary Care,1519995110,Rockbridge Area Free Clinic,Federally Qualified Health Center,Virginia,"Rockbridge County, VA",0,20,Designated,Rural,11/01/2013,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Mountain View Family Dentistry,2131 Magnolia Ave,Buena Vista,VA,24416-3111,Buena Vista City,Rural,,,,
,Rockbridge Area Health Center,25 Northridge Ln,Lexington,VA,24450-3399,Rockbridge,Rural,,,,
Primary Care,151999510R,JOHNSON HEALTH CENTER,Federally Qualified Health Center,Virginia,"Lynchburg City, VA",0,18,Designated,Non-Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Amelon Square Immediate Care,200 Amelon Sq,Madison Heights,VA,24572-5981,Amherst,Non-Rural,,,,
,Amherst County Community Health Center,134 Elon Rd,Madison Heights,VA,24572-2536,Amherst,Non-Rural,,,,
,Bedford  Community Dental Center,600 Bedford Ave,Bedford,VA,24523-1966,Bedford,Rural,,,,
,Bedford  Community Health Center,582 Blue Ridge Ave,Bedford,VA,24523-2604,Bedford,Rural,,,,
,JAMES RIVER DENTAL CLINIC,239 Trojan Rd,Madison Heights,VA,24572-5346,Amherst,Non-Rural,,,,
,JOHNSON HEALTH CENTER,320 Federal St,Lynchburg,VA,24504-2306,Lynchburg City,Non-Rural,,,,
,Johnson Health Center - Lynchburg Women's and Pediatric Health Services,2402 Atherholt Rd,Lynchburg,VA,24501-2148,Lynchburg City,Non-Rural,,,,
,Johnson Health Center Integrated Services,620 Court St,Lynchburg,VA,24504-1312,Lynchburg City,Non-Rural,,,,
,Rustburg Community Health Center,925 Village Hwy,Rustburg,VA,24588-4591,Campbell,Non-Rural,,,,
Primary Care,151999511R,Loudoun Community Health Center,Federally Qualified Health Center,Virginia,"Loudoun County, VA",0,18,Designated,Non-Rural,04/25/2008,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Fairfax County Health Department,1850 Cameron Glen Dr Ste 117,Reston,VA,20190-3363,Fairfax,Non-Rural,,,,
,Loudoun Community Health Center dba HealthWorks for Northern Virginia,163 Fort Evans Rd NE,Leesburg,VA,20176-4420,Loudoun,Non-Rural,,,,
,Loudoun Community Health Center dba HealthWorks for Northern Virginia (Herndon),1141 Elden St Ste 300,Herndon,VA,20170-5572,Fairfax,Non-Rural,,,,
,"Loudoun County Department of Mental Health, Substance Abuse and Developmental Services",21641 Ridgetop Cir Ste 105,Sterling,VA,20166-6597,Loudoun,Non-Rural,,,,
,Reston,11484 Washington Plz W,Reston,VA,20190-4344,Fairfax,Non-Rural,,,,
,Temporary Site - HealthWorks Sterling,21630 Ridgetop Cir Ste 130,Sterling,VA,20166-6564,Loudoun,Non-Rural,,,,
Primary Care,151999511B,CLINCH VALLEY PHYSICIANS,Rural Health Clinic,Virginia,"Tazewell County, VA",0,16,Designated,Rural,11/17/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,CLINCH VALLEY PHYSICIANS,1 Clinic Dr,Richlands,VA,24641-1102,Tazewell,Rural,,,,
Primary Care,1549995469,"Shenandoah Valley Medical System, Incorporated",Federally Qualified Health Center,West Virginia,"Berkeley County, WV",0,11,Designated,Non-Rural,05/23/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,SCH Behavioral Health,44 Trifecta Pl,Charles Town,WV,25414-5719,Jefferson,Non-Rural,,,,
,SCH Billing Offices,109 Tavern Rd,Martinsburg,WV,25401-2841,Berkeley,Non-Rural,,,,
,SCH Healthy Smiles Dental,58 Warm Springs Ave,Martinsburg,WV,25404-3800,Berkeley,Non-Rural,,,,
,SCH Martinsburg,99 Tavern Rd,Martinsburg,WV,25401-2890,Berkeley,Non-Rural,,,,
,SCH Migrant Outreach,867 Fairmont Ave,Winchester,VA,22601-4929,Winchester City,Non-Rural,,,,
,SCH Mobile,99 Tavern Rd,Martinsburg,WV,25401-2890,Berkeley,Non-Rural,,,,
,SCH Ryan White Administration Support,62 Warm Springs Ave,Martinsburg,WV,25404-3800,Berkeley,Non-Rural,,,,
,SCH Winchester,1330 Amherst St,Winchester,VA,22601-3054,Winchester City,Non-Rural,,,,
Primary Care,151999510K,"Horizon Health Services, Inc.",Federally Qualified Health Center,Virginia,"Sussex County, VA",0,20,Designated,Non-Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,"Horizon Health Services, Inc. Administrative Office",8314 Main St,Ivor,VA,23866-3433,Southampton,Rural,,,,
,Ivor Dental Center,8579 Ivor Rd,Ivor,VA,23866-3108,Southampton,Rural,,,,
,IVOR MEDICAL CENTER,8575 Ivor Rd,Ivor,VA,23866-3108,Southampton,Rural,,,,
,Surry Medical Center,440 Colonial Trl W,Dendron,VA,23839-2205,Surry,Rural,,,,
,WAVERLY MEDICAL CENTER,344 W Main St,Waverly,VA,23890-3235,Sussex,Non-Rural,,,,
Primary Care,151999511A,COMMUNITY HEALTH CLINIC P C,Rural Health Clinic,Virginia,"Russell County, VA",0,18,Designated,Rural,10/23/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,COMMUNITY HEALTH CLINIC P C,5705 Redbud Hwy,Honaker,VA,24260,Russell,Rural,,,,
Primary Care,1519995174,St Charles Health Council Inc,Federally Qualified Health Center,Virginia,"Lee County, VA",0,20,Designated,Rural,05/08/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Appalachia Family Health Center,536 E Main St,Appalachia,VA,24216-1500,Wise,Rural,,,,
,Council Family Health Center,4124 Council Mountain Rd,Honaker,VA,24260-4994,Buchanan,Rural,,,,
,HAYSI CLINIC,162 Medical Center Blvd,Haysi,VA,24256,Dickenson,Rural,,,,
,HOLSTON FAMILY HEALTH CENTER,306 S Shady Ave,Damascus,VA,24236,Washington,Non-Rural,,,,
,Hurley Family Health Center,10279 Hurley Rd,Hurley,VA,24620,Buchanan,Rural,,,,
,Jonesville Family Health Center,276 Fieldstone Dr,Jonesville,VA,24263-1215,Lee,Rural,,,,
,KONNAROCK FAMILY HEALTH CENTER,20471 Azen Rd,Damascus,VA,24236-4141,Washington,Non-Rural,,,,
,ST. CHARLES CLINIC,241 Monarch Rd,Saint Charles,VA,24282,Lee,Rural,,,,
,ST. CHARLES RESPIRATORY CARE CTR,213 Monarch Rd,Saint Charles,VA,24282,Lee,Rural,,,,
,Stone Mountain Health Services Data Center,512 Dryden Loop,Dryden,VA,24243-8366,Lee,Rural,,,,
,THOMPSON FAMILY HEALTH CENTER,1721 Lovers Gap Rd,Vansant,VA,24656-9781,Buchanan,Rural,,,,
,Vansant  Respiratory Care Center,1060 Anchorage Cir,Vansant,VA,24656-7021,Buchanan,Rural,,,,
,WESTERN LEE COUNTY HEALTH CLINIC,1446 Dr Thomas Walker Rd,Ewing,VA,24248-8307,Lee,Rural,,,,
,WILLIAM A. DAVIS CLINIC,1389 Dante Rd,Saint Paul,VA,24283-3658,Russell,Rural,,,,
Primary Care,151999510C,DAILY PLANET INC,Federally Qualified Health Center,Virginia,"Richmond City, VA",0,22,Designated,Non-Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,CARITAS,1532 High St,Richmond,VA,23220-2314,Richmond City,Non-Rural,,,,
,DAILY PLANET HEALTHCARE FOR THE HOMELESS PROGRAM,517 W Grace St,Richmond,VA,23220-4911,Richmond City,Non-Rural,,,,
,HAMHDS Woodman Center,10299 Woodman Rd,Glen Allen,VA,23060-4419,Henrico,Non-Rural,,,,
,Henrico Area Mental Health and Developmental Services East End Center,3908 Nine Mile Rd,Richmond,VA,23223-4913,Henrico,Non-Rural,,,,
,Safe Haven,2864 Hull St,Richmond,VA,23224-3680,Richmond City,Non-Rural,,,,
,Temporary - Daily Planet Health Services,511 W Grace St,Richmond,VA,23220-4911,Richmond City,Non-Rural,,,,
,THE HEALING PLACE,700 Dinwiddie Ave,Richmond,VA,23224-5522,Richmond City,Non-Rural,,,,
,The Southside Community Health Center of Greater Richmond,180 E Belt Blvd,Richmond,VA,23224-1204,Richmond City,Non-Rural,,,,
Primary Care,15199951RT,"Harrisonburg Community Health Center, Inc.",Federally Qualified Health Center,Virginia,"Harrisonburg City, VA",0,14,Designated,Non-Rural,08/01/2008,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Community Health Center of Elkton,800 Shenandoah Ave Ste 170,Elkton,VA,22827-3060,Rockingham,Non-Rural,,,,
,Harrisonburg Community Health Center,1380 Little Sorrell Dr Ste 100,Harrisonburg,VA,22801-7372,Harrisonburg City,Non-Rural,,,,
,Harrisonburg Community Health Center Administrative Office,124 Newman Ave,Harrisonburg,VA,22801-4004,Harrisonburg City,Non-Rural,,,,
,VMRC Community Health Center,1491 Virginia Ave,Harrisonburg,VA,22802-2433,Harrisonburg City,Non-Rural,,,,
Primary Care,151999510F,"SOUTHWEST VIRGINIA COMMUNITY HEALTH SYSTEMS, INCORPORATED",Federally Qualified Health Center,Virginia,"Smyth County, VA",0,15,Designated,Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Marion MAT,416 E Main St Rm 2,Marion,VA,24354-3318,Smyth,Rural,,,,
,Meadowview Health Clinic Services,13168 Meadowview Sq,Meadowview,VA,24361-3328,Washington,Non-Rural,,,,
,SALTVILLE MEDICAL CENTER,308 W Main St,Saltville,VA,24370-3112,Smyth,Rural,,,,
,"Southwest Virginia Community Health Systems, Inc.",13191 Glenbrook Ave,Meadowview,VA,24361-3335,Washington,Non-Rural,,,,
,T.K. MCKEE HOSPITAL BUILDING,319 5th Ave,Saltville,VA,24370-3418,Smyth,Rural,,,,
,Tazewell Community Health,182 Shire Ln,North Tazewell,VA,24630-5044,Tazewell,Rural,,,,
,Tazewell Community Health Center,386 Ben Bolt Ave,Tazewell,VA,24651-5386,Tazewell,Rural,,,,
,Twin City Medical Center,2195 Euclid Ave Ste 6,Bristol,VA,24201-3655,Bristol City,Non-Rural,,,,
,Van Pelt Elementary School,200 Spring Hill Ter,Bristol,VA,24201-1800,Bristol City,Non-Rural,,,,
Primary Care,1519995198,"RICHMOND, CITY OF",Federally Qualified Health Center,Virginia,"Richmond City, VA",0,22,Designated,Non-Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Bermuda Medical Center,2740 Bensley Commons Blvd,North Chesterfield,VA,23237-1723,Chesterfield,Non-Rural,,,,
,Glenwood Medical Center,2711 Byron St,Richmond,VA,23223-1313,Henrico,Non-Rural,,,,
,Greater Fulton Medical Center,1718 Williamsburg Rd,Richmond,VA,23231-3428,Richmond City,Non-Rural,,,,
,Henderson Health Services (VUU),1500 N Lombardy St,Richmond,VA,23220-1711,Richmond City,Non-Rural,,,,
,Northside Medical Center,2809 North Ave Ste 206,Richmond,VA,23222-3647,Richmond City,Non-Rural,,,,
,Northside Medical Center &amp; Administration,2809 North Ave,Richmond,VA,23222-3647,Richmond City,Non-Rural,,,,
,South Side Medical Center,101 Cowardin Ave Ste 102,Richmond,VA,23224-2078,Richmond City,Non-Rural,,,,
,VERNON J. HARRIS EAST END CHC,719 N 25th St,Richmond,VA,23223-6539,Richmond City,Non-Rural,,,,
Primary Care,151999511J,Martinsville Henry County Coalition for Health and Wellness,Federally Qualified Health Center,Virginia,"Martinsville City, VA",0,20,Designated,Rural,09/30/2007,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Bassett Family Practice,324 T B Stanley Hwy,Bassett,VA,24055-6108,Henry,Rural,,,,
,MARTINSVILLE HENRY CNTY COALITION HHS,22 E Church St Ste 311,Martinsville,VA,24112-6208,Martinsville City,Rural,,,,
,Ridgeway Family Health,4944 Greensboro Rd,Ridgeway,VA,24148-3390,Henry,Rural,,,,
Primary Care,1549995483,Monroe County Health Department,Federally Qualified Health Center,West Virginia,"Monroe County, WV",0,12,Designated,Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,CRAIG COUNTY DENTAL CENTER,230 Market St,New Castle,VA,24127-6080,Craig,Non-Rural,,,,
,CRAIG COUNTY HEALTH CENTER,226 Market St,New Castle,VA,24127-6080,Craig,Non-Rural,,,,
,CRAIG COUNTY WELLNESS CENTER,25239 Craigs Creek Rd,New Castle,VA,24127-6223,Craig,Non-Rural,,,,
,James Monroe Wellness Center,142 James Monroe Dr,Lindside,WV,24951-7168,Monroe,Rural,,,,
,Kilcollin Dental,247 Health Center Dr,Union,WV,24983-8463,Monroe,Rural,,,,
,MONROE COUNTY HEALTH CENTER,200 Health Center Dr,Union,WV,24983-8442,Monroe,Rural,,,,
,MONROE HEALTH CENTER - FOREST HILL,180 Old Schoolhouse Rd,Forest Hill,WV,24935-9226,Summers,Rural,,,,
,MONROE HEALTH CENTER-PETERSTOWN,2869 Seneca Trl S,Peterstown,WV,24963-5037,Monroe,Rural,,,,
