Sort,FIPS,State,County,Latitude,Longitude
79,2122,AK,Kenai Peninsula,60.366373,-152.322
80,2130,AK,Ketchikan Gateway,55.449938,-131.1067
81,2150,AK,Kodiak Island,57.553611,-153.6309
82,2164,AK,Lake and Peninsula,58.205065,-156.7052
83,2170,AK,Matanuska-Susitna,62.182174,-149.408
84,2180,AK,Nome,64.783686,-164.1889
85,2185,AK,North Slope,69.449343,-153.4728
86,2188,AK,Northwest Arctic,67.005066,-160.0211
87,2195,AK,Petersburg,56.639612,-133.528
88,2198,AK,Prince of Wales-Hyder,55.415683,-132.8757
89,2220,AK,Sitka,57.142509,-135.3326
90,2230,AK,Skagway,59.575097,-135.3354
91,2240,AK,Southeast Fairbanks,63.864997,-143.2186
92,2261,AK,Valdez-Cordova,61.34984,-145.0231
93,2270,AK,Wade Hampton,62.283174,-163.191
94,2275,AK,Wrangell,56.279121,-132.0403
95,2282,AK,Yakutat,59.999083,-140.2396
96,2290,AK,Yukon-Koyukuk,65.376131,-151.5769
97,4001,AZ,Apache,35.385845,-109.4937
98,4003,AZ,Cochise,31.881793,-109.7541
99,4005,AZ,Coconino,35.829692,-111.7737
100,4007,AZ,Gila,33.789618,-110.8119
101,4009,AZ,Graham,32.931828,-109.8783
102,4011,AZ,Greenlee,33.238872,-109.2423
103,4012,AZ,La Paz,33.727625,-114.0388
104,4013,AZ,Maricopa,33.346541,-112.4955
105,4015,AZ,Mohave,35.717705,-113.7497
106,4017,AZ,Navajo,35.390934,-110.3209
107,4019,AZ,Pima,32.128237,-111.783
108,4021,AZ,Pinal,32.91891,-111.3673
109,4023,AZ,Santa Cruz,31.525904,-110.8452
110,4025,AZ,Yavapai,34.630044,-112.5737
111,4027,AZ,Yuma,32.773942,-113.9109
112,5001,AR,Arkansas,34.289574,-91.3765
113,5003,AR,Ashley,33.190835,-91.7723
114,5005,AR,Baxter,36.28071,-92.3304
115,5007,AR,Benton,36.337825,-94.2562
116,5009,AR,Boone,36.304308,-93.0792
117,5011,AR,Bradley,33.463819,-92.1682
118,5013,AR,Calhoun,33.56046,-92.5139
119,5015,AR,Carroll,36.337774,-93.5417
120,5017,AR,Chicot,33.267139,-91.2972
121,5019,AR,Clark,34.053312,-93.1762
122,5021,AR,Clay,36.367302,-90.4187
123,5023,AR,Cleburne,35.566288,-92.06
124,5025,AR,Cleveland,33.893201,-92.1887
125,5027,AR,Columbia,33.21507,-93.2269
126,5029,AR,Conway,35.265702,-92.6892
127,5031,AR,Craighead,35.828268,-90.6304
128,5033,AR,Crawford,35.583041,-94.2362
129,5035,AR,Crittenden,35.211878,-90.3153
130,5037,AR,Cross,35.291259,-90.7739
131,5039,AR,Dallas,33.967823,-92.654
132,5041,AR,Desha,33.828748,-91.2444
133,5043,AR,Drew,33.587242,-91.7228
134,5045,AR,Faulkner,35.146356,-92.3247
135,5047,AR,Franklin,35.508573,-93.8877
136,5049,AR,Fulton,36.383443,-91.8192
137,5051,AR,Garland,34.578861,-93.1469
138,5053,AR,Grant,34.288063,-92.424
139,5055,AR,Greene,36.119922,-90.5652
140,5057,AR,Hempstead,33.728611,-93.6658
141,5059,AR,Hot Spring,34.315177,-92.9441
142,5061,AR,Howard,34.083179,-93.991
143,5063,AR,Independence,35.737499,-91.5599
144,5065,AR,Izard,36.094879,-91.9136
145,5067,AR,Jackson,35.596605,-91.2232
146,5069,AR,Jefferson,34.277696,-91.9307
147,5071,AR,Johnson,35.573359,-93.4663
148,5073,AR,Lafayette,33.24066,-93.6116
149,5075,AR,Lawrence,36.041098,-91.1012
150,5077,AR,Lee,34.77975,-90.7793
151,5079,AR,Lincoln,33.957665,-91.7276
152,5081,AR,Little River,33.699497,-94.2298
153,5083,AR,Logan,35.21855,-93.7206
154,5085,AR,Lonoke,34.755114,-91.8941
155,5087,AR,Madison,36.012545,-93.7241
156,5089,AR,Marion,36.266656,-92.6786
157,5091,AR,Miller,33.305505,-93.9015
158,5093,AR,Mississippi,35.766943,-90.0522
159,5095,AR,Monroe,34.679513,-91.2033
160,5097,AR,Montgomery,34.545652,-93.6641
161,5099,AR,Nevada,33.666699,-93.3051
162,5101,AR,Newton,35.910063,-93.2151
163,5103,AR,Ouachita,33.591158,-92.8784
164,5105,AR,Perry,34.946363,-92.9269
165,5107,AR,Phillips,34.425842,-90.8484
166,5109,AR,Pike,34.158191,-93.6587
167,5111,AR,Poinsett,35.568981,-90.6806
168,5113,AR,Polk,34.490915,-94.2309
169,5115,AR,Pope,35.455297,-93.0315
170,5117,AR,Prairie,34.828225,-91.5572
171,5119,AR,Pulaski,34.773988,-92.3165
172,5121,AR,Randolph,36.341299,-91.0284
173,5123,AR,St. Francis,35.014438,-90.7422
174,5125,AR,Saline,34.648525,-92.6745
175,5127,AR,Scott,34.858869,-94.0636
176,5129,AR,Searcy,35.90966,-92.6994
177,5131,AR,Sebastian,35.196981,-94.275
178,5133,AR,Sevier,33.994608,-94.2433
179,5135,AR,Sharp,36.173399,-91.4711
180,5137,AR,Stone,35.856989,-92.1405
181,5139,AR,Union,33.168219,-92.5981
182,5141,AR,Van Buren,35.582959,-92.516
183,5143,AR,Washington,35.971209,-94.2184
184,5145,AR,White,35.254722,-91.7532
185,5147,AR,Woodruff,35.189071,-91.2444
186,5149,AR,Yell,34.997713,-93.4083
187,6001,CA,Alameda,37.648081,-121.9133
188,6003,CA,Alpine,38.61761,-119.799
189,6005,CA,Amador,38.44355,-120.6539
190,6007,CA,Butte,39.665959,-121.6019
191,6009,CA,Calaveras,38.187844,-120.5551
192,6011,CA,Colusa,39.177739,-122.2376
193,6013,CA,Contra Costa,37.919479,-121.9515
194,6015,CA,Del Norte,41.749903,-123.981
195,6017,CA,El Dorado,38.785532,-120.5344
196,6019,CA,Fresno,36.761006,-119.655
197,6021,CA,Glenn,39.602546,-122.4017
198,6023,CA,Humboldt,40.706673,-123.9258
199,6025,CA,Imperial,33.040816,-115.3554
200,6027,CA,Inyo,36.561977,-117.4039
201,6029,CA,Kern,35.346629,-118.7295
202,6031,CA,Kings,36.072478,-119.8155
203,6033,CA,Lake,39.094802,-122.7468
204,6035,CA,Lassen,40.721089,-120.6299
205,6037,CA,Los Angeles,34.196398,-118.2619
206,6039,CA,Madera,37.210039,-119.7499
207,6041,CA,Marin,38.051817,-122.746
208,6043,CA,Mariposa,37.570034,-119.9129
209,6045,CA,Mendocino,39.432388,-123.4429
210,6047,CA,Merced,37.194806,-120.7228
211,6049,CA,Modoc,41.592919,-120.7184
212,6051,CA,Mono,37.915836,-118.8752
213,6053,CA,Monterey,36.240107,-121.3156
214,6055,CA,Napa,38.507351,-122.326
215,6057,CA,Nevada,39.295191,-120.7734
216,6059,CA,Orange,33.675687,-117.7772
217,6061,CA,Placer,39.062032,-120.7227
218,6063,CA,Plumas,39.99517,-120.8295
219,6065,CA,Riverside,33.729828,-116.0022
220,6067,CA,Sacramento,38.450011,-121.3404
221,6069,CA,San Benito,36.610702,-121.0853
222,6071,CA,San Bernardino,34.85722,-116.1812
223,6073,CA,San Diego,33.023604,-116.7761
224,6075,CA,San Francisco,37.727239,-123.0322
225,6077,CA,San Joaquin,37.935034,-121.2722
226,6079,CA,San Luis Obispo,35.385227,-120.4475
227,6081,CA,San Mateo,37.414664,-122.3715
228,6083,CA,Santa Barbara,34.537378,-120.0385
229,6085,CA,Santa Clara,37.220777,-121.6906
230,6087,CA,Santa Cruz,37.012488,-122.0072
231,6089,CA,Shasta,40.760522,-122.0436
232,6091,CA,Sierra,39.576925,-120.522
233,6093,CA,Siskiyou,41.587986,-122.5333
234,6095,CA,Solano,38.267226,-121.9396
235,6097,CA,Sonoma,38.532574,-122.9452
236,6099,CA,Stanislaus,37.562384,-121.0027
237,6101,CA,Sutter,39.035257,-121.7028
238,6103,CA,Tehama,40.126156,-122.2323
239,6105,CA,Trinity,40.647724,-123.1144
240,6107,CA,Tulare,36.230453,-118.7805
241,6109,CA,Tuolumne,38.021451,-119.9647
242,6111,CA,Ventura,34.358742,-119.1331
243,6113,CA,Yolo,38.679268,-121.9032
244,6115,CA,Yuba,39.270026,-121.3443
245,8001,CO,Adams,39.874325,-104.3319
246,8003,CO,Alamosa,37.568442,-105.788
247,8005,CO,Arapahoe,39.644632,-104.3317
248,8007,CO,Archuleta,37.202395,-107.0509
249,8009,CO,Baca,37.303144,-102.5355
250,8011,CO,Bent,37.931891,-103.0776
251,8013,CO,Boulder,40.094826,-105.3984
252,8014,CO,Broomfield,39.953383,-105.0521
253,8015,CO,Chaffee,38.738246,-106.317
254,8017,CO,Cheyenne,38.835387,-102.6046
255,8019,CO,Clear Creek,39.689403,-105.6708
256,8021,CO,Conejos,37.213407,-106.1764
257,8023,CO,Costilla,37.277547,-105.4289
258,8025,CO,Crowley,38.321956,-103.7876
259,8027,CO,Custer,38.101994,-105.3735
260,8029,CO,Delta,38.861756,-107.8648
261,8031,CO,Denver,39.761849,-104.8806
262,8033,CO,Dolores,37.747602,-108.5304
263,8035,CO,Douglas,39.326435,-104.9262
264,8037,CO,Eagle,39.630638,-106.6929
265,8039,CO,Elbert,39.310817,-104.1179
266,8041,CO,El Paso,38.827383,-104.5275
267,8043,CO,Fremont,38.455658,-105.4214
268,8045,CO,Garfield,39.599352,-107.9098
269,8047,CO,Gilpin,39.861082,-105.5289
270,8049,CO,Grand,40.123289,-106.0959
271,8051,CO,Gunnison,38.669679,-107.0781
272,8053,CO,Hinsdale,37.811625,-107.3834
273,8055,CO,Huerfano,37.687815,-104.9599
274,8057,CO,Jackson,40.663432,-106.3292
275,8059,CO,Jefferson,39.58646,-105.2456
276,8061,CO,Kiowa,38.388466,-102.7562
277,8063,CO,Kit Carson,39.30534,-102.603
278,8065,CO,Lake,39.204316,-106.3497
279,8067,CO,La Plata,37.287367,-107.8397
280,8069,CO,Larimer,40.663091,-105.4821
281,8071,CO,Las Animas,37.318831,-104.0441
282,8073,CO,Lincoln,38.99374,-103.5076
283,8075,CO,Logan,40.728091,-103.0905
284,8077,CO,Mesa,39.019492,-108.4618
285,8079,CO,Mineral,37.651478,-106.9323
286,8081,CO,Moffat,40.573984,-108.2045
287,8083,CO,Montezuma,37.338025,-108.5958
288,8085,CO,Montrose,38.413427,-108.263
289,8087,CO,Morgan,40.262354,-103.8071
290,8089,CO,Otero,37.88417,-103.7213
291,8091,CO,Ouray,38.1506,-107.7671
292,8093,CO,Park,39.118914,-105.7176
293,8095,CO,Phillips,40.594712,-102.3451
294,8097,CO,Pitkin,39.217533,-106.9159
295,8099,CO,Prowers,37.958181,-102.3922
296,8101,CO,Pueblo,38.170658,-104.4899
297,8103,CO,Rio Blanco,39.972606,-108.2007
298,8105,CO,Rio Grande,37.485763,-106.4532
299,8107,CO,Routt,40.48316,-106.9853
300,8109,CO,Saguache,38.033952,-106.2467
301,8111,CO,San Juan,37.781075,-107.6703
302,8113,CO,San Miguel,38.009374,-108.4273
303,8115,CO,Sedgwick,40.871568,-102.3554
304,8117,CO,Summit,39.621023,-106.1376
305,8119,CO,Teller,38.871994,-105.1826
306,8121,CO,Washington,39.965413,-103.2096
307,8123,CO,Weld,40.555794,-104.3836
308,8125,CO,Yuma,40.000631,-102.4226
309,9001,CT,Fairfield,41.228103,-73.3668
310,9003,CT,Hartford,41.806053,-72.7329
311,9005,CT,Litchfield,41.791897,-73.2354
312,9007,CT,Middlesex,41.434525,-72.5242
313,9009,CT,New Haven,41.349717,-72.9002
314,9011,CT,New London,41.47863,-72.1035
315,9013,CT,Tolland,41.858076,-72.341
316,9015,CT,Windham,41.824999,-71.9907
317,10001,DE,Kent,39.097088,-75.503
318,10003,DE,New Castle,39.575915,-75.6441
319,10005,DE,Sussex,38.677511,-75.3355
320,11001,DC,District of Columbia,38.904149,-77.0171
321,12001,FL,Alachua,29.67574,-82.3572
322,12003,FL,Baker,30.324442,-82.3023
323,12005,FL,Bay,30.237563,-85.6313
324,12007,FL,Bradford,29.946934,-82.1668
325,12009,FL,Brevard,28.298276,-80.7004
326,12011,FL,Broward,26.19352,-80.4767
327,12013,FL,Calhoun,30.388801,-85.1979
328,12015,FL,Charlotte,26.868826,-81.9409
329,12017,FL,Citrus,28.843628,-82.5248
330,12019,FL,Clay,29.987116,-81.8581
331,12021,FL,Collier,26.118713,-81.4009
332,12023,FL,Columbia,30.221305,-82.6231
333,12027,FL,DeSoto,27.190581,-81.8063
334,12029,FL,Dixie,29.580899,-83.1957
335,12031,FL,Duval,30.335245,-81.6481
336,12033,FL,Escambia,30.611664,-87.339
337,12035,FL,Flagler,29.474894,-81.2864
338,12037,FL,Franklin,29.810176,-84.7992
339,12039,FL,Gadsden,30.57917,-84.6128
340,12041,FL,Gilchrist,29.723456,-82.7958
341,12043,FL,Glades,26.95481,-81.1908
342,12045,FL,Gulf,29.907257,-85.2565
343,12047,FL,Hamilton,30.491102,-82.951
344,12049,FL,Hardee,27.492846,-81.8216
345,12051,FL,Hendry,26.53934,-81.1516
346,12053,FL,Hernando,28.567911,-82.4648
347,12055,FL,Highlands,27.342627,-81.3409
348,12057,FL,Hillsborough,27.90659,-82.3496
349,12059,FL,Holmes,30.866222,-85.813
350,12061,FL,Indian River,27.700638,-80.5748
351,12063,FL,Jackson,30.787812,-85.2104
352,12065,FL,Jefferson,30.424558,-83.8909
353,12067,FL,Lafayette,29.990066,-83.1785
354,12069,FL,Lake,28.764113,-81.7123
355,12071,FL,Lee,26.552134,-81.8923
356,12073,FL,Leon,30.45931,-84.2778
357,12075,FL,Levy,29.284409,-82.7835
358,12077,FL,Liberty,30.259849,-84.8686
359,12079,FL,Madison,30.447228,-83.4704
360,12081,FL,Manatee,27.481386,-82.3658
361,12083,FL,Marion,29.202805,-82.0431
362,12085,FL,Martin,27.079954,-80.3982
363,12086,FL,Miami-Dade,25.610494,-80.499
364,12087,FL,Monroe,25.601043,-81.2068
365,12089,FL,Nassau,30.605926,-81.7649
366,12091,FL,Okaloosa,30.665858,-86.5942
367,12093,FL,Okeechobee,27.385592,-80.8874
368,12095,FL,Orange,28.514435,-81.3233
369,12097,FL,Osceola,28.059027,-81.1393
370,12099,FL,Palm Beach,26.645763,-80.4487
371,12101,FL,Pasco,28.302024,-82.4557
372,12103,FL,Pinellas,27.903122,-82.7395
373,12105,FL,Polk,27.953115,-81.6928
374,12107,FL,Putnam,29.606006,-81.7409
375,12109,FL,St. Johns,29.890593,-81.3839
376,12111,FL,St. Lucie,27.380775,-80.4434
377,12113,FL,Santa Rosa,30.703633,-87.0143
378,12115,FL,Sarasota,27.184386,-82.3658
379,12117,FL,Seminole,28.690079,-81.132
380,12119,FL,Sumter,28.714294,-82.0747
381,12121,FL,Suwannee,30.189244,-82.9928
382,12123,FL,Taylor,30.016943,-83.6164
383,12125,FL,Union,30.05428,-82.3669
384,12127,FL,Volusia,29.057617,-81.1618
385,12129,FL,Wakulla,30.140378,-84.3751
386,12131,FL,Walton,30.631211,-86.1766
387,12133,FL,Washington,30.602217,-85.6628
388,13001,GA,Appling,31.739712,-82.2901
389,13003,GA,Atkinson,31.300562,-82.8836
390,13005,GA,Bacon,31.563327,-82.3879
391,13007,GA,Baker,31.319622,-84.4549
392,13009,GA,Baldwin,33.059532,-83.2554
393,13011,GA,Banks,34.351922,-83.4984
394,13013,GA,Barrow,33.992009,-83.7123
395,13015,GA,Bartow,34.240918,-84.8382
396,13017,GA,Ben Hill,31.740776,-83.1472
397,13019,GA,Berrien,31.274308,-83.2319
398,13021,GA,Bibb,32.808844,-83.6942
399,13023,GA,Bleckley,32.435403,-83.3317
400,13025,GA,Brantley,31.197334,-81.983
401,13027,GA,Brooks,30.833696,-83.589
402,13029,GA,Bryan,32.017969,-81.4385
403,13031,GA,Bulloch,32.393408,-81.7438
404,13033,GA,Burke,33.063737,-82.0039
405,13035,GA,Butts,33.290355,-83.9582
406,13037,GA,Calhoun,31.521279,-84.6263
407,13039,GA,Camden,30.916358,-81.6365
408,13043,GA,Candler,32.403986,-82.0714
409,13045,GA,Carroll,33.582237,-85.0805
410,13047,GA,Catoosa,34.899393,-85.1374
411,13049,GA,Charlton,30.779904,-82.1396
412,13051,GA,Chatham,31.974756,-81.0918
413,13053,GA,Chattahoochee,32.347445,-84.788
414,13055,GA,Chattooga,34.474179,-85.3453
415,13057,GA,Cherokee,34.244317,-84.4751
416,13059,GA,Clarke,33.952234,-83.3671
417,13061,GA,Clay,31.619831,-84.9926
418,13063,GA,Clayton,33.552242,-84.413
419,13065,GA,Clinch,30.917653,-82.7026
420,13067,GA,Cobb,33.93994,-84.5742
421,13069,GA,Coffee,31.549245,-82.8449
422,13071,GA,Colquitt,31.189758,-83.7697
423,13073,GA,Columbia,33.550556,-82.2513
424,13075,GA,Cook,31.152935,-83.4296
425,13077,GA,Coweta,33.352897,-84.7621
426,13079,GA,Crawford,32.709446,-83.9792
427,13081,GA,Crisp,31.914753,-83.7533
428,13083,GA,Dade,34.852424,-85.5062
429,13085,GA,Dawson,34.442842,-84.1733
430,13087,GA,Decatur,30.877961,-84.5777
431,13089,GA,DeKalb,33.770661,-84.2263
432,13091,GA,Dodge,32.160656,-83.1568
433,13093,GA,Dooly,32.151995,-83.8072
434,13095,GA,Dougherty,31.535068,-84.2144
435,13097,GA,Douglas,33.699317,-84.7659
436,13099,GA,Early,31.324191,-84.9067
437,13101,GA,Echols,30.7085,-82.8361
438,13103,GA,Effingham,32.361711,-81.3433
439,13105,GA,Elbert,34.115017,-82.8421
440,13107,GA,Emanuel,32.5911,-82.2998
441,13109,GA,Evans,32.151902,-81.8876
442,13111,GA,Fannin,34.863837,-84.3193
443,13113,GA,Fayette,33.412717,-84.4939
444,13115,GA,Floyd,34.263677,-85.2137
445,13117,GA,Forsyth,34.225143,-84.1273
446,13119,GA,Franklin,34.375155,-83.2273
447,13121,GA,Fulton,33.790034,-84.4682
448,13123,GA,Gilmer,34.690541,-84.454
449,13125,GA,Glascock,33.227491,-82.6069
450,13127,GA,Glynn,31.212747,-81.4965
451,13129,GA,Gordon,34.509667,-84.8739
452,13131,GA,Grady,30.875863,-84.2448
453,13133,GA,Greene,33.576836,-83.1671
454,13135,GA,Gwinnett,33.959101,-84.0229
455,13137,GA,Habersham,34.635108,-83.5264
456,13139,GA,Hall,34.317588,-83.8185
457,13141,GA,Hancock,33.26922,-83.0005
458,13143,GA,Haralson,33.795165,-85.2201
459,13145,GA,Harris,32.731549,-84.9124
460,13147,GA,Hart,34.348733,-82.9633
461,13149,GA,Heard,33.290968,-85.1396
462,13151,GA,Henry,33.452881,-84.1544
463,13153,GA,Houston,32.458381,-83.6629
464,13155,GA,Irwin,31.604306,-83.277
465,13157,GA,Jackson,34.134157,-83.5651
466,13159,GA,Jasper,33.314905,-83.6879
467,13161,GA,Jeff Davis,31.811615,-82.6368
468,13163,GA,Jefferson,33.051874,-82.4191
469,13165,GA,Jenkins,32.794563,-81.9715
470,13167,GA,Johnson,32.689831,-82.6614
471,13169,GA,Jones,33.020226,-83.5623
472,13171,GA,Lamar,33.07446,-84.1467
473,13173,GA,Lanier,31.038197,-83.0632
474,13175,GA,Laurens,32.39322,-82.9263
475,13177,GA,Lee,31.818419,-84.1467
476,13179,GA,Liberty,31.807245,-81.458
477,13181,GA,Lincoln,33.792151,-82.4483
478,13183,GA,Long,31.749563,-81.7429
479,13185,GA,Lowndes,30.83368,-83.269
480,13187,GA,Lumpkin,34.568149,-83.9988
481,13189,GA,McDuffie,33.482464,-82.4732
482,13191,GA,McIntosh,31.482978,-81.3702
483,13193,GA,Macon,32.366216,-84.0522
484,13195,GA,Madison,34.128486,-83.2036
485,13197,GA,Marion,32.359538,-84.5296
486,13199,GA,Meriwether,33.03022,-84.6633
487,13201,GA,Miller,31.162908,-84.7304
488,13205,GA,Mitchell,31.22894,-84.1924
489,13207,GA,Monroe,33.017435,-83.9229
490,13209,GA,Montgomery,32.172108,-82.5333
491,13211,GA,Morgan,33.593732,-83.4923
492,13213,GA,Murray,34.797097,-84.738
493,13215,GA,Muscogee,32.510197,-84.8749
494,13217,GA,Newton,33.544046,-83.8552
495,13219,GA,Oconee,33.834125,-83.4377
496,13221,GA,Oglethorpe,33.866806,-83.0741
497,13223,GA,Paulding,33.920903,-84.867
498,13225,GA,Peach,32.571324,-83.832
499,13227,GA,Pickens,34.456621,-84.4903
500,13229,GA,Pierce,31.353988,-82.2104
501,13231,GA,Pike,33.090769,-84.3866
502,13233,GA,Polk,33.995961,-85.1868
503,13235,GA,Pulaski,32.238794,-83.4819
504,13237,GA,Putnam,33.321061,-83.3718
505,13239,GA,Quitman,31.861487,-85.0093
506,13241,GA,Rabun,34.883026,-83.4047
507,13243,GA,Randolph,31.762651,-84.7523
508,13245,GA,Richmond,33.361487,-82.075
509,13247,GA,Rockdale,33.652081,-84.0264
510,13249,GA,Schley,32.263441,-84.3227
511,13251,GA,Screven,32.744751,-81.6176
512,13253,GA,Seminole,30.933894,-84.8676
513,13255,GA,Spalding,33.262389,-84.2861
514,13257,GA,Stephens,34.552914,-83.2902
515,13259,GA,Stewart,32.073225,-84.8349
516,13261,GA,Sumter,32.042203,-84.2043
517,13263,GA,Talbot,32.704603,-84.53
518,13265,GA,Taliaferro,33.559314,-82.8752
519,13267,GA,Tattnall,32.043768,-82.0592
520,13269,GA,Taylor,32.554667,-84.2514
521,13271,GA,Telfair,31.913639,-82.9311
522,13273,GA,Terrell,31.777191,-84.4394
523,13275,GA,Thomas,30.864616,-83.9198
524,13277,GA,Tift,31.457003,-83.5259
525,13279,GA,Toombs,32.126698,-82.3321
526,13281,GA,Towns,34.90265,-83.7322
527,13283,GA,Treutlen,32.409586,-82.5709
528,13285,GA,Troup,33.034482,-85.0284
529,13287,GA,Turner,31.718232,-83.6286
530,13289,GA,Twiggs,32.665847,-83.4259
531,13291,GA,Union,34.83377,-83.9896
532,13293,GA,Upson,32.881837,-84.2923
533,13295,GA,Walker,34.735827,-85.3054
534,13297,GA,Walton,33.782649,-83.7342
535,13299,GA,Ware,31.050881,-82.4215
536,13301,GA,Warren,33.419169,-82.688
537,13303,GA,Washington,32.971848,-82.7981
538,13305,GA,Wayne,31.547845,-81.9124
539,13307,GA,Webster,32.046554,-84.5532
540,13309,GA,Wheeler,32.109276,-82.7387
541,13311,GA,White,34.643677,-83.7437
542,13313,GA,Whitfield,34.801726,-84.9685
543,13315,GA,Wilcox,31.962717,-83.4383
544,13317,GA,Wilkes,33.77904,-82.7479
545,13319,GA,Wilkinson,32.804321,-83.1756
546,13321,GA,Worth,31.551773,-83.85
547,15001,HI,Hawai?i,19.597764,-155.5024
548,15003,HI,Honolulu,21.461364,-158.202
549,15005,HI,Kalawao,21.218764,-156.974
550,15007,HI,Kaua?i,22.012038,-159.706
551,15009,HI,Maui,20.855931,-156.6016
552,16001,ID,Ada,43.447861,-116.2445
553,16003,ID,Adams,44.884583,-116.4319
554,16005,ID,Bannock,42.692939,-112.229
555,16007,ID,Bear Lake,42.285833,-111.3274
556,16009,ID,Benewah,47.218451,-116.6335
557,16011,ID,Bingham,43.216357,-112.3992
558,16013,ID,Blaine,43.394482,-113.9553
559,16015,ID,Boise,43.987275,-115.7151
560,16017,ID,Bonner,48.312512,-116.5969
561,16019,ID,Bonneville,43.395171,-111.6219
562,16021,ID,Boundary,48.773065,-116.5246
563,16023,ID,Butte,43.6851,-113.1776
564,16025,ID,Camas,43.463396,-114.8044
565,16027,ID,Canyon,43.623051,-116.7085
566,16029,ID,Caribou,42.786273,-111.5442
567,16031,ID,Cassia,42.288635,-113.6055
568,16033,ID,Clark,44.286251,-112.3611
569,16035,ID,Clearwater,46.67257,-115.6535
570,16037,ID,Custer,44.273341,-114.2523
571,16039,ID,Elmore,43.394826,-115.4708
572,16041,ID,Franklin,42.173589,-111.823
573,16043,ID,Fremont,44.218091,-111.4844
574,16045,ID,Gem,44.061473,-116.3988
575,16047,ID,Gooding,42.973185,-114.8214
576,16049,ID,Idaho,45.849237,-115.4674
577,16051,ID,Jefferson,43.796965,-112.3186
578,16053,ID,Jerome,42.691172,-114.263
579,16055,ID,Kootenai,47.677113,-116.6949
580,16057,ID,Latah,46.81892,-116.731
581,16059,ID,Lemhi,44.928789,-113.8878
582,16061,ID,Lewis,46.236328,-116.4238
583,16063,ID,Lincoln,42.986181,-114.1539
584,16065,ID,Madison,43.789709,-111.6566
585,16067,ID,Minidoka,42.856937,-113.64
586,16069,ID,Nez Perce,46.333766,-116.7609
587,16071,ID,Oneida,42.18389,-112.5205
588,16073,ID,Owyhee,42.593063,-116.1427
589,16075,ID,Payette,44.00274,-116.7487
590,16077,ID,Power,42.694126,-112.8444
591,16079,ID,Shoshone,47.347694,-115.8851
592,16081,ID,Teton,43.760994,-111.2118
593,16083,ID,Twin Falls,42.352309,-114.6656
594,16085,ID,Valley,44.771532,-115.6379
595,16087,ID,Washington,44.448213,-116.7978
596,17001,IL,Adams,39.986053,-91.195
597,17003,IL,Alexander,37.183683,-89.3495
598,17005,IL,Bond,38.885924,-89.4366
599,17007,IL,Boone,42.318983,-88.8243
600,17009,IL,Brown,39.962069,-90.7503
601,17011,IL,Bureau,41.401304,-89.5284
602,17013,IL,Calhoun,39.164262,-90.6663
603,17015,IL,Carroll,42.059084,-89.9265
604,17017,IL,Cass,39.969202,-90.2457
605,17019,IL,Champaign,40.13915,-88.1972
606,17021,IL,Christian,39.545524,-89.2796
607,17023,IL,Clark,39.332364,-87.7917
608,17025,IL,Clay,38.747312,-88.4838
609,17027,IL,Clinton,38.606423,-89.4231
610,17029,IL,Coles,39.51368,-88.2208
611,17031,IL,Cook,41.894294,-87.6455
612,17033,IL,Crawford,39.00373,-87.7572
613,17035,IL,Cumberland,39.273121,-88.2406
614,17037,IL,DeKalb,41.894613,-88.769
615,17039,IL,De Witt,40.181499,-88.9019
616,17041,IL,Douglas,39.766078,-88.2229
617,17043,IL,DuPage,41.852058,-88.086
618,17045,IL,Edgar,39.679037,-87.7471
619,17047,IL,Edwards,38.417095,-88.0479
620,17049,IL,Effingham,39.047694,-88.5928
621,17051,IL,Fayette,39.001125,-89.0179
622,17053,IL,Ford,40.594423,-88.2247
623,17055,IL,Franklin,37.991848,-88.9262
624,17057,IL,Fulton,40.465688,-90.2068
625,17059,IL,Gallatin,37.768677,-88.228
626,17061,IL,Greene,39.355444,-90.3878
627,17063,IL,Grundy,41.29241,-88.4011
628,17065,IL,Hamilton,38.085226,-88.539
629,17067,IL,Hancock,40.405792,-91.168
630,17069,IL,Hardin,37.517852,-88.2661
631,17071,IL,Henderson,40.815141,-90.9385
632,17073,IL,Henry,41.350021,-90.1308
633,17075,IL,Iroquois,40.748867,-87.8336
634,17077,IL,Jackson,37.786096,-89.3812
635,17079,IL,Jasper,39.004874,-88.1508
636,17081,IL,Jefferson,38.30078,-88.9242
637,17083,IL,Jersey,39.080192,-90.3614
638,17085,IL,Jo Daviess,42.362391,-90.2115
639,17087,IL,Johnson,37.460815,-88.883
640,17089,IL,Kane,41.939594,-88.428
641,17091,IL,Kankakee,41.139494,-87.8611
642,17093,IL,Kendall,41.58814,-88.4306
643,17095,IL,Knox,40.930941,-90.2138
644,17097,IL,Lake,42.326444,-87.4361
645,17099,IL,La Salle,41.343341,-88.8859
646,17101,IL,Lawrence,38.718954,-87.7302
647,17103,IL,Lee,41.747442,-89.2994
648,17105,IL,Livingston,40.894376,-88.5529
649,17107,IL,Logan,40.12907,-89.3653
650,17109,IL,McDonough,40.455789,-90.6776
651,17111,IL,McHenry,42.324298,-88.4522
652,17113,IL,McLean,40.494559,-88.8445
653,17115,IL,Macon,39.860237,-88.9615
654,17117,IL,Macoupin,39.2659,-89.9263
655,17119,IL,Madison,38.827082,-89.9002
656,17121,IL,Marion,38.648396,-88.9202
657,17123,IL,Marshall,41.031119,-89.3424
658,17125,IL,Mason,40.236993,-89.9136
