data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find
,Good Samaritan Health & Wellness Center,175 Samaritan Dr,Jasper,GA,30143-1964,Pickens,Rural,,,,
Primary Care,113999134W,"NEIGHBORHOOD IMPROVEMENT PROJECT, INC.",Federally Qualified Health Center,Georgia,"Richmond County, GA",0,21,Designated,Non-Rural,09/01/2007,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,MAP @ Garredd,1111 Garredd Blvd,Augusta,GA,30909-6649,Richmond,Non-Rural,,,,
,MAP @ Garredd II,1115 Garredd Blvd,Augusta,GA,30909-6758,Richmond,Non-Rural,,,,
,MAP @ Waynesboro,301 Jones Ave,Waynesboro,GA,30830-1510,Burke,Non-Rural,,,,
,MAP @ Wrightsboro Road,2300 Wrightsboro Rd,Augusta,GA,30904-6220,Richmond,Non-Rural,,,,
,Medical Assocaites Plus Pulmonology Clinic,3623 J Dewey Gray Cir Ste 107,Augusta,GA,30909-6553,Richmond,Non-Rural,,,,
,Medical Associates Plus,2050 Walton Way,Augusta,GA,30904-2305,Richmond,Non-Rural,,,,
,Medical Associates Plus at Keysville,480 Martin Luther King Rd Lot B,Keysville,GA,30816-4464,Burke,Non-Rural,,,,
,Medical Associates Plus Mobile Health Van,2467 Golden Camp Rd,Augusta,GA,30906-5515,Richmond,Non-Rural,,,,
,"NEIGHBORHOOD IMPROVEMENT PROJECT, INC. dba Medical Associates Plus @ Belle Terrace",2467 Golden Camp Rd,Augusta,GA,30906-5515,Richmond,Non-Rural,,,,
,"Neighborhood Improvement Project, Inc. dba Medical Associates Plus @ Wrens",501 E Broad St,Wrens,GA,30833-1185,Jefferson,Rural,,,,
Primary Care,1138455157,CRISP REGIONAL CONVENIENT CARE,Rural Health Clinic,Georgia,"Crisp County, GA",0,21,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,CRISP REGIONAL CONVENIENT CARE,216 Hospital Dr,Cordele,GA,31015-3275,Crisp,Rural,,,,
Primary Care,113999132G,"Southside Medical Center, Inc.",Federally Qualified Health Center,Georgia,"Fulton County, GA",0,23,Designated,Non-Rural,05/14/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Care Center at Dobbs Elementary,2025 Jonesboro Rd SE,Atlanta,GA,30315-6726,Fulton,Non-Rural,,,,
,SOUTHSIDE MEDICAL CENTER - East Point Clinic,1100 Cleveland Ave,Atlanta,GA,30344-3602,Fulton,Non-Rural,,,,
,SOUTHSIDE MEDICAL CENTER - Forest Park Clinic,4140 Jonesboro Rd Ste D1,Forest Park,GA,30297-1071,Clayton,Non-Rural,,,,
,Southside Medical Center - Forest Park Clinic,4945 Governors Dr,Forest Park,GA,30297-2134,Clayton,Non-Rural,,,,
,SOUTHSIDE MEDICAL CENTER - Gresham Clinic,2578 Gresham Rd SE,Atlanta,GA,30316-4138,DeKalb,Non-Rural,,,,
,SOUTHSIDE MEDICAL CENTER - Jackson Clinic,176 Lyons St,Jackson,GA,30233-2134,Butts,Non-Rural,,,,
,SOUTHSIDE MEDICAL CENTER - Lovejoy Medical Center,2201 Talmadge Rd,Hampton,GA,30228-1608,Clayton,Non-Rural,,,,
,SOUTHSIDE MEDICAL CENTER - Main Center / Corporate HQ,1046 Ridge Ave SW,Atlanta,GA,30315-1640,Fulton,Non-Rural,,,,
,SOUTHSIDE MEDICAL CENTER - Mobile Medical Clinic,1046 Ridge Ave SW,Atlanta,GA,30315-1640,Fulton,Non-Rural,,,,
,SOUTHSIDE MEDICAL CENTER - Norcross Clinic,5127 Jimmy Carter Blvd Ste 205,Norcross,GA,30093-1619,Gwinnett,Non-Rural,,,,
,Southside Medical Center - Riverdale clinic,116 Upper Riverdale Rd SW,Riverdale,GA,30274-2527,Clayton,Non-Rural,,,,
,Southside Medical Center Decatur,540 Fayetteville Rd SE,Atlanta,GA,30316-2306,DeKalb,Non-Rural,,,,
,"Southside Medical Center, Spalding County",409 W Solomon St,Griffin,GA,30223-2831,Spalding,Non-Rural,,,,
Primary Care,113999134L,COLQUITT REG MEDICAL CENTER PRIMARY CARE CLINIC,Rural Health Clinic,Georgia,"Colquitt County, GA",0,18,Designated,Rural,10/08/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,COLQUITT REG MEDICAL CENTER PRIMARY CARE CLINIC,6 Hospital Park,Moultrie,GA,31768-6700,Colquitt,Rural,,,,
Primary Care,113999130F,Center for PanAsian Community Services Inc,Federally Qualified Health Center,Georgia,"DeKalb County, GA",0,19,Designated,Non-Rural,11/01/2013,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,"Center for Pan Asian Community Services Inc., Community Center",3510 Shallowford Rd NE,Atlanta,GA,30341-2909,DeKalb,Non-Rural,,,,
,CPACS Cosmo Health Center,6185 Buford Hwy Ste G,Peachtree Corners,GA,30071-2350,Gwinnett,Non-Rural,,,,
,CPACS/Cosmo Health Center,6185 Buford Hwy Ste A,Peachtree Corners,GA,30071-2302,Gwinnett,Non-Rural,,,,
Primary Care,113999132M,"Family Health Centers Of Georgia, Inc., The",Federally Qualified Health Center,Georgia,"Fulton County, GA",0,22,Designated,Non-Rural,11/20/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Family Health Center at Cobb,805 Campbell Hill St NW,Marietta,GA,30060-1144,Cobb,Non-Rural,,,,
,Mobile Medical and Dental Unit,868 York Ave SW,Atlanta,GA,30310-2750,Fulton,Non-Rural,,,,
,The Family Health Center at College Park School-Based,2075 Princeton Ave,College Park,GA,30337-2411,Fulton,Non-Rural,,,,
,The Family Health Center at Douglas County Schools,8277 Connally Dr,Douglasville,GA,30134-3840,Douglas,Non-Rural,,,,
,The Family Health Center at KidCare,2565 Jolly Rd,College Park,GA,30349-3103,Fulton,Non-Rural,,,,
,The Family Health Center at KidCare,910 Dannon Vw SW Ste 2102,Atlanta,GA,30331-2156,Fulton,Non-Rural,,,,
,The Family Health Center at Lake Forest,5920 Sandy Springs Cir,Sandy Springs,GA,30328-5937,Fulton,Non-Rural,,,,
,The Family Health Center at North Clayton High School,1525 Norman Dr,College Park,GA,30349-5403,Clayton,Non-Rural,,,,
,THE FAMILY HEALTH CENTER AT WEST END,868 York Ave SW,Atlanta,GA,30310-2750,Fulton,Non-Rural,,,,
Primary Care,113999134D,SAINT JOSEPHS MERCY CARE SVCS,Federally Qualified Health Center,Georgia,"Fulton County, GA",0,22,Designated,Non-Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Mercy Care at Atlanta Day Shelter,655 Ethel St NW,Atlanta,GA,30318-5410,Fulton,Non-Rural,,,,
,Mercy Care at CHRIS 180,1030 Fayetteville Rd SE,Atlanta,GA,30316-2921,DeKalb,Non-Rural,,,,
,Mercy Care at City of Refuge,1300 Joseph E Boone Blvd NW,Atlanta,GA,30314-2032,Fulton,Non-Rural,,,,
,Mercy Care at Gateway Center,275 Pryor St SW,Atlanta,GA,30303-3638,Fulton,Non-Rural,,,,
,Mercy Care at MUST Ministries,1407 Cobb Pkwy N,Marietta,GA,30062-2425,Cobb,Non-Rural,,,,
,Mercy Care Chamblee,5134 Peachtree Rd,Chamblee,GA,30341-2724,DeKalb,Non-Rural,,,,
,Mercy Care Decatur Street,424 Decatur St SE,Atlanta,GA,30312-1848,Fulton,Non-Rural,,,,
,Mercy Care Mobile,424 Decatur St SE,Atlanta,GA,30312-1848,Fulton,Non-Rural,,,,
Primary Care,1138782889,MILLER COUNTY MEDICAL CENTER,Rural Health Clinic,Georgia,"Miller County, GA",0,21,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,MILLER COUNTY MEDICAL CENTER,208 N Cuthbert St,Colquitt,GA,39837-3517,Miller,Rural,,,,
Primary Care,113999132X,Community Health Care Systems Inc,Federally Qualified Health Center,Georgia,"Johnson County, GA",0,23,Designated,Rural,11/20/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Community Health Care Systems Inc-WILKINSON,218 Milledgeville Hwy,Gordon,GA,31031-3827,Wilkinson,Rural,,,,
,"Community Health Care Systems Inc.- Wrens, GA",623 N Main St,Wrens,GA,30833-1178,Jefferson,Rural,,,,
,"COMMUNITY HEALTH CARE SYSTEMS, INC-TELFAIR",280 E Willow Creek Ln,Mc Rae,GA,31055-5128,Telfair,Rural,,,,
,"COMMUNITY HEALTH CARE SYSTEMS, INC.",2251 W Elm St,Wrightsville,GA,31096-2017,Johnson,Rural,,,,
,"Community Health Care Systems, Inc.",101 Watson Dr Ste B,Jeffersonville,GA,31044-5508,Twiggs,Non-Rural,,,,
,"Community Health Care Systems, Inc. - Taliaferro",557A Broad St NW,Crawfordville,GA,30631-2918,Taliaferro,Rural,,,,
,"Community Health Care Systems, Inc. Baldwin County",102 Airport Rd NE Apt A,Milledgeville,GA,31061-9313,Baldwin,Rural,,,,
,"Community Health Care Systems, Inc. Johnson County Schools",2160 W Elm St,Wrightsville,GA,31096-2014,Johnson,Rural,,,,
,"Community Health Care Systems, Inc.- Jones County",4292 Gray Hwy,Gray,GA,31032-5900,Jones,Non-Rural,,,,
,"Community Health Care Systems, Inc.- Laurens County",107 Fairview Park Dr,Dublin,GA,31021-2501,Laurens,Rural,,,,
,Community Health Care Systems-Bibb,250 Martin Luther King Jr Blvd Ste 200,Macon,GA,31201-3490,Bibb,Non-Rural,,,,
,COMMUNITY HEALTH CARE SYSTEMS-WILKINSON,144 E Main St,Irwinton,GA,31042-2602,Wilkinson,Rural,,,,
,East Georgia Healthcare Center - Wadley,257 N Main St,Wadley,GA,30477-4962,Jefferson,Rural,,,,
,SANDERSVILLE COMMUNITY HLTH CTR,616 Ferncrest Dr,Sandersville,GA,31082-1863,Washington,Rural,,,,
,TENNILLE COMMUNITY HLTH CENTER,116 Smith St,Tennille,GA,31089-1465,Washington,Rural,,,,
,TriCounty Health System - Gibson,702 W Main St,Gibson,GA,30810-4014,Glascock,Rural,,,,
,TriCounty Health System - Sparta,675 Hamilton St,Sparta,GA,31087-1837,Hancock,Rural,,,,
,TriCounty Health System - Warrenton,1008 Atlanta Hwy,Warrenton,GA,30828-9109,Warren,Rural,,,,
Primary Care,113999132Q,"Georgia Mountains Health Services, Inc.",Federally Qualified Health Center,Georgia,"Fannin County, GA",0,21,Designated,Rural,11/20/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Blue Ridge Assisted Living and Memory Care,1600 Ballewtown Rd,Blue Ridge,GA,30513-5337,Fannin,Rural,,,,
,Fannin County Medical and Admin consolidated site,165 Blue Ridge Overlook,Blue Ridge,GA,30513-4431,Fannin,Rural,,,,
,Georgia Mountains Health - Dahlonega Ste 700,134 Ansley Dr Ste 700,Dahlonega,GA,30533-1641,Lumpkin,Rural,,,,
,Georgia Mountains Health - Mountain Education Charter,4560 Old Highway 76,Blue Ridge,GA,30513-4756,Fannin,Rural,,,,
,Georgia Mountains Health-Chatsworth,1008 N 3rd Ave,Chatsworth,GA,30705-2118,Murray,Non-Rural,,,,
,Georgia Mountains Health-Dahlonega,134 Ansley Dr Ste 200,Dahlonega,GA,30533-1640,Lumpkin,Rural,,,,
,Georgia Mountains Health-Ellijay,772 Maddox Dr Ste 120,East Ellijay,GA,30540-8196,Gilmer,Rural,,,,
,School Based Health Center - Chatsworth Elementary School,500 Green Rd,Chatsworth,GA,30705-2745,Murray,Non-Rural,,,,
,Superfriendly Dental,160 Sailors Dr,Ellijay,GA,30540-3743,Gilmer,Rural,,,,
Primary Care,11399913CU,"KIRK CLINIC, THE",Rural Health Clinic,Georgia,"Colquitt County, GA",0,18,Designated,Rural,03/04/2011,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,"KIRK CLINIC, THE",8 Laurel Ct,Moultrie,GA,31768-6889,Colquitt,Rural,,,,
Primary Care,11399913DB,"CHRIST COMMUNITY HEALTH SERVICES AUGUSTA, INC.",Federally Qualified Health Center,Georgia,"Richmond County, GA",0,21,Designated,Non-Rural,06/01/2012,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Christ Community Health Services Augusta: Laney Walker,1226 Dantignac St,Augusta,GA,30901-2788,Richmond,Non-Rural,,,,
,Christ Community Health Services Augusta: Olde Town,127 Telfair St,Augusta,GA,30901-2590,Richmond,Non-Rural,,,,
Primary Care,113999130G,"Health Education, Assessment And Leadership, Inc.",Federally Qualified Health Center,Georgia,"Fulton County, GA",0,23,Designated,Non-Rural,11/01/2013,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,HEAL @ Hollis Innovation Academy,225 Griffin St NW,Atlanta,GA,30314-3917,Fulton,Non-Rural,,,,
,HEAL at Sunset,186 Sunset Ave NW,Atlanta,GA,30314-4059,Fulton,Non-Rural,,,,
,HEALing Community Center,2600 Martin Luther King Jr Dr SW Ste 100-103,Atlanta,GA,30311-1636,Fulton,Non-Rural,,,,
,Miles Elementary School,4215 Bakers Ferry Rd SW,Atlanta,GA,30331-4401,Fulton,Non-Rural,,,,
Primary Care,1139991303,"NORTH GEORGIA HEALTHCARE CENTER, INC.",Federally Qualified Health Center,Georgia,"Catoosa County, GA",0,19,Designated,Non-Rural,08/09/2013,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,North Georgia Healthcare Center,6120 Alabama Hwy,Ringgold,GA,30736-2804,Catoosa,Non-Rural,,,,
Primary Care,1135832394,"RECOVERY CONSULTANTS OF ATLANTA, INCORPORATED",Federally Qualified Health Center,Georgia,"DeKalb County, GA",0,20,Designated,Non-Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Recovery Consultants of Atlanta,3423 Covington Dr Ste B,Decatur,GA,30032-1837,DeKalb,Non-Rural,,,,
,Recovery Consultants of Atlanta Medical,4229 Snapfinger Woods Dr,Decatur,GA,30035-3440,DeKalb,Non-Rural,,,,
Primary Care,113999130E,"Good Samaritan Health Center Of Cobb, Inc.",Federally Qualified Health Center,Georgia,"Cobb County, GA",0,20,Designated,Non-Rural,07/21/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Good Samaritan Health Center of Cobb,1605 Roberta Dr SW,Marietta,GA,30008-3855,Cobb,Non-Rural,,,,
,Good Samaritan Health Center of Cobb,1605 Roberta Dr SW,Marietta,GA,30008-3855,Cobb,Non-Rural,,,,
Primary Care,11399913CV,ATHENS NEIGHBORHOOD HEALTH CENTER,Federally Qualified Health Center,Georgia,"Clarke County, GA",0,20,Designated,Non-Rural,09/07/2010,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Athens Neighborhood Health Center - Administration,135 Athens West Pkwy,Athens,GA,30606-6949,Clarke,Non-Rural,,,,
,"Athens Neighborhood Health Center, Inc.",675 College Ave,Athens,GA,30601-2635,Clarke,Non-Rural,,,,
,"Athens Neighborhood Health Center, Inc. East",402 Mckinley Dr,Athens,GA,30601-3261,Clarke,Non-Rural,,,,
,Hilsman School-Based Clinic,870 Gaines School Rd,Athens,GA,30605-3132,Clarke,Non-Rural,,,,
Primary Care,113999131Y,GEORGIA HIGHLANDS MEDICAL SERVICE INC,Federally Qualified Health Center,Georgia,"Forsyth County, GA",0,19,Designated,Non-Rural,05/08/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,GHMS Bartow Family Health Center,775 West Ave Ste A,Cartersville,GA,30120-3482,Bartow,Non-Rural,,,,
,GHMS Canton Family Health Center,220 Oakside Ln Bldg,Canton,GA,30114-6413,Cherokee,Non-Rural,,,,
,GHMS Cumming Family Health Center,260 Elm St,Cumming,GA,30040-2467,Forsyth,Non-Rural,,,,
,GHMS Dawsonville Family Health Center,5959 Highway 53 E Ste 100,Dawsonville,GA,30534-6288,Dawson,Non-Rural,,,,
,Highlands Medical Plaza,475 Tribble Gap Rd,Cumming,GA,30040-2478,Forsyth,Non-Rural,,,,
,Temporary - GHMS Canton Family Health Center 2,210 Oakside Ln,Canton,GA,30114-6417,Cherokee,Non-Rural,,,,
Primary Care,113999132H,"Medlink Georgia, Inc",Federally Qualified Health Center,Georgia,"Madison County, GA",0,18,Designated,Non-Rural,08/18/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,MedLink Banks,1244 Historic Homer Hwy,Homer,GA,30547-2737,Banks,Rural,,,,
,MedLink Bowman,206 E Church St,Bowman,GA,30624-2109,Elbert,Rural,,,,
,MedLink Colbert,11 Charlie Morris Rd,Colbert,GA,30628-2445,Madison,Non-Rural,,,,
,MedLink Colbert Building 2,6754 Highway 72 W,Colbert,GA,30628-2407,Madison,Non-Rural,,,,
,MedLink Commerce,226 Steven B Tanger Blvd,Commerce,GA,30529-3571,Banks,Rural,,,,
,MedLink Gainesville - Jesse Jewell,520 Jesse Jewell Pkwy SE,Gainesville,GA,30501-3779,Hall,Non-Rural,,,,
,"MedLink Georgia, Inc.",11 Charlie Morris Rd Ste A,Colbert,GA,30628-2445,Madison,Non-Rural,,,,
,MedLink Gwinnett,2148 Duluth Highway 120 Ste 112,Duluth,GA,30097-4505,Gwinnett,Non-Rural,,,,
,MedLink Habersham,396 Historic US-441,Demorest,GA,30535-4522,Habersham,Rural,,,,
,MedLink Hartwell,63 W Gibson St,Hartwell,GA,30643-1845,Hart,Rural,,,,
,MedLink Jackson,613 Hospital Rd,Commerce,GA,30529-1143,Jackson,Rural,,,,
,MedLink Oglethorpe,247 Union Point St,Lexington,GA,30648-2303,Oglethorpe,Non-Rural,,,,
,MedLink Rabun,896 Highway 441 S,Clayton,GA,30525-5423,Rabun,Rural,,,,
,MedLink Rabun North,773 N Main St,Clayton,GA,30525-4257,Rabun,Rural,,,,
,MedLink Royston,930 Franklin Springs St,Royston,GA,30662-3908,Franklin,Rural,,,,
,MedLink Walton,704 Breedlove Dr,Monroe,GA,30655-2054,Walton,Rural,,,,
,MedLink White,17 White St,Cleveland,GA,30528-1140,White,Rural,,,,
,MedLink Winder,133 W Athens St,Winder,GA,30680-1786,Barrow,Non-Rural,,,,
,MedLink Winder - Expanded Health Services,137 W Athens St,Winder,GA,30680-1790,Barrow,Non-Rural,,,,
,MedLink Winder Women's Center,137 W Athens St Ste 103,Winder,GA,30680-1786,Barrow,Non-Rural,,,,
Primary Care,113999130I,"Coastal Community Health Services, Inc.",Federally Qualified Health Center,Georgia,"Glynn County, GA",0,20,Designated,Non-Rural,11/01/2013,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Coastal Community Health Services,106 Shoppers Way Ste 1,Brunswick,GA,31525-0511,Glynn,Non-Rural,,,,
,McIntosh Center,6574 Shellman Bluff Rd NE,Townsend,GA,31331-4676,McIntosh,Non-Rural,,,,
,Perry Park,2211 Bartow St,Brunswick,GA,31520-5604,Glynn,Non-Rural,,,,
Primary Care,113999130D,"Four Corners Primary Care Centers, Inc.",Federally Qualified Health Center,Georgia,"Gwinnett County, GA",0,19,Designated,Non-Rural,05/01/2013,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Four Corners Primary Care Center at VPH,175 Gwinnett Dr Ste 213,Lawrenceville,GA,30046-8457,Gwinnett,Non-Rural,,,,
,Four Corners Primary Care Centers,5300 Oakbrook Pkwy Ste 130,Norcross,GA,30093-2261,Gwinnett,Non-Rural,,,,
,"Four Corners Primary Care Centers, Hoschton",115 Towne Center Pkwy Ste 113,Hoschton,GA,30548-2222,Jackson,Rural,,,,
Primary Care,11399913CW,PHYSICIANS' HEALTH GROUP,Rural Health Clinic,Georgia,"Jefferson County, GA",0,20,Designated,Rural,03/15/2011,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,PHYSICIANS' HEALTH GROUP,1067 Peachtree St,Louisville,GA,30434-1558,Jefferson,Rural,,,,
Primary Care,113999132Z,"South Central Primary Care Center, Inc.",Federally Qualified Health Center,Georgia,"Irwin County, GA",0,23,Designated,Rural,11/21/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Betty Dupree Health Care Center,201 N Bartow St,Nashville,GA,31639-1435,Berrien,Rural,,,,
,Douglas Family Health,1309 Ocilla Rd,Douglas,GA,31533-2209,Coffee,Rural,,,,
,Kid&#39;s Health - IC Schools,149 Chieftain Cir,Ocilla,GA,31774-2231,Irwin,Rural,,,,
,Kid's Health,303 Shirley Ave Ste B,Douglas,GA,31533-2373,Coffee,Rural,,,,
