data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find
Primary Care,1489171649,FCI-Bastrop,Correctional Facility,Texas,"Bastrop County, TX",1.22,18,Designated,Non-Rural,02/13/2019,02/13/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,FCI-Bastrop,1341 N State Highway 95,Bastrop,TX,78602-6819,Bastrop,Non-Rural,,,,
Primary Care,1485279877,FMC-Carswell,Correctional Facility,Texas,"Tarrant County, TX",1.22,12,Designated,Non-Rural,02/13/2019,02/13/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,FMC-Carswell,"J Street, Bldg 3000",Naval Air Station Jrb,TX,76127,Tarrant,Non-Rural,,,,
Primary Care,1482191523,Ector County,Geographic HPSA,Texas,"Ector County, TX",7.22,12,Designated,Partially Rural,07/01/2019,07/01/2019
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,Texas,Ector County,Ector,Single County,48135,Partially Rural,,,,,
Primary Care,1487110530,LI-Reagan County,Low Income Population HPSA,Texas,"Reagan County, TX",0.24,15,Designated,Rural,05/16/2019,05/16/2019
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,Texas,Reagan County,Reagan,Single County,48383,Rural,,,,,
Primary Care,1486828028,LI-South East Hidalgo County,Low Income Population HPSA,Texas,"Hidalgo County, TX",30.5184,15,Designated,Non-Rural,07/10/2019,07/10/2019
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,Texas,Hidalgo County,213.02,Census Tract,48215021302,Non-Rural,,,,,
,Texas,Hidalgo County,213.03,Census Tract,48215021303,Non-Rural,,,,,
,Texas,Hidalgo County,214.01,Census Tract,48215021401,Non-Rural,,,,,
,Texas,Hidalgo County,214.03,Census Tract,48215021403,Non-Rural,,,,,
,Texas,Hidalgo County,214.04,Census Tract,48215021404,Non-Rural,,,,,
,Texas,Hidalgo County,215,Census Tract,48215021500,Non-Rural,,,,,
,Texas,Hidalgo County,216,Census Tract,48215021600,Non-Rural,,,,,
,Texas,Hidalgo County,217.02,Census Tract,48215021702,Non-Rural,,,,,
,Texas,Hidalgo County,218.03,Census Tract,48215021803,Non-Rural,,,,,
,Texas,Hidalgo County,218.04,Census Tract,48215021804,Non-Rural,,,,,
,Texas,Hidalgo County,218.05,Census Tract,48215021805,Non-Rural,,,,,
,Texas,Hidalgo County,218.06,Census Tract,48215021806,Non-Rural,,,,,
,Texas,Hidalgo County,219.01,Census Tract,48215021901,Non-Rural,,,,,
,Texas,Hidalgo County,219.03,Census Tract,48215021903,Non-Rural,,,,,
,Texas,Hidalgo County,219.04,Census Tract,48215021904,Non-Rural,,,,,
,Texas,Hidalgo County,220.01,Census Tract,48215022001,Non-Rural,,,,,
,Texas,Hidalgo County,220.03,Census Tract,48215022003,Non-Rural,,,,,
,Texas,Hidalgo County,220.04,Census Tract,48215022004,Non-Rural,,,,,
,Texas,Hidalgo County,221.03,Census Tract,48215022103,Non-Rural,,,,,
,Texas,Hidalgo County,221.04,Census Tract,48215022104,Non-Rural,,,,,
,Texas,Hidalgo County,221.05,Census Tract,48215022105,Non-Rural,,,,,
,Texas,Hidalgo County,221.06,Census Tract,48215022106,Non-Rural,,,,,
,Texas,Hidalgo County,222.01,Census Tract,48215022201,Non-Rural,,,,,
,Texas,Hidalgo County,222.03,Census Tract,48215022203,Non-Rural,,,,,
,Texas,Hidalgo County,222.04,Census Tract,48215022204,Non-Rural,,,,,
,Texas,Hidalgo County,223,Census Tract,48215022300,Non-Rural,,,,,
,Texas,Hidalgo County,224.01,Census Tract,48215022401,Non-Rural,,,,,
,Texas,Hidalgo County,224.02,Census Tract,48215022402,Non-Rural,,,,,
,Texas,Hidalgo County,225.01,Census Tract,48215022501,Non-Rural,,,,,
,Texas,Hidalgo County,225.02,Census Tract,48215022502,Non-Rural,,,,,
,Texas,Hidalgo County,226,Census Tract,48215022600,Non-Rural,,,,,
,Texas,Hidalgo County,227.01,Census Tract,48215022701,Non-Rural,,,,,
,Texas,Hidalgo County,227.02,Census Tract,48215022702,Non-Rural,,,,,
,Texas,Hidalgo County,228,Census Tract,48215022800,Non-Rural,,,,,
,Texas,Hidalgo County,229,Census Tract,48215022900,Non-Rural,,,,,
,Texas,Hidalgo County,230,Census Tract,48215023000,Non-Rural,,,,,
,Texas,Hidalgo County,231.02,Census Tract,48215023102,Non-Rural,,,,,
,Texas,Hidalgo County,231.03,Census Tract,48215023103,Non-Rural,,,,,
,Texas,Hidalgo County,231.04,Census Tract,48215023104,Non-Rural,,,,,
,Texas,Hidalgo County,235.07,Census Tract,48215023507,Non-Rural,,,,,
,Texas,Hidalgo County,235.11,Census Tract,48215023511,Non-Rural,,,,,
,Texas,Hidalgo County,235.12,Census Tract,48215023512,Non-Rural,,,,,
,Texas,Hidalgo County,235.13,Census Tract,48215023513,Non-Rural,,,,,
,Texas,Hidalgo County,235.14,Census Tract,48215023514,Non-Rural,,,,,
,Texas,Hidalgo County,235.15,Census Tract,48215023515,Non-Rural,,,,,
,Texas,Hidalgo County,236,Census Tract,48215023600,Non-Rural,,,,,
,Texas,Hidalgo County,237,Census Tract,48215023700,Non-Rural,,,,,
,Texas,Hidalgo County,238.01,Census Tract,48215023801,Non-Rural,,,,,
,Texas,Hidalgo County,238.02,Census Tract,48215023802,Non-Rural,,,,,
,Texas,Hidalgo County,243.02,Census Tract,48215024302,Non-Rural,,,,,
,Texas,Hidalgo County,244.02,Census Tract,48215024402,Non-Rural,,,,,
,Texas,Hidalgo County,244.03,Census Tract,48215024403,Non-Rural,,,,,
,Texas,Hidalgo County,244.04,Census Tract,48215024404,Non-Rural,,,,,
,Texas,Hidalgo County,245,Census Tract,48215024500,Non-Rural,,,,,
,Texas,Hidalgo County,246,Census Tract,48215024600,Non-Rural,,,,,
Primary Care,1487996736,LI-Edwards County,Low Income Population HPSA,Texas,"Edwards County, TX",0.27,7,Designated,Rural,07/01/2019,07/01/2019
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,Texas,Edwards County,Edwards,Single County,48137,Rural,,,,,
Primary Care,1486195715,LI-North West Hidalgo,Low Income Population HPSA,Texas,"Hidalgo County, TX",5.6187,11,Designated,Partially Rural,07/10/2019,07/10/2019
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,Texas,Hidalgo County,201.01,Census Tract,48215020101,Non-Rural,,,,,
,Texas,Hidalgo County,201.02,Census Tract,48215020102,Non-Rural,,,,,
,Texas,Hidalgo County,202.01,Census Tract,48215020201,Non-Rural,,,,,
,Texas,Hidalgo County,202.02,Census Tract,48215020202,Non-Rural,,,,,
,Texas,Hidalgo County,202.04,Census Tract,48215020204,Non-Rural,,,,,
,Texas,Hidalgo County,202.05,Census Tract,48215020205,Non-Rural,,,,,
,Texas,Hidalgo County,203.01,Census Tract,48215020301,Non-Rural,,,,,
,Texas,Hidalgo County,203.02,Census Tract,48215020302,Non-Rural,,,,,
,Texas,Hidalgo County,204.02,Census Tract,48215020402,Non-Rural,,,,,
,Texas,Hidalgo County,204.03,Census Tract,48215020403,Non-Rural,,,,,
,Texas,Hidalgo County,204.04,Census Tract,48215020404,Non-Rural,,,,,
,Texas,Hidalgo County,205.01,Census Tract,48215020501,Non-Rural,,,,,
,Texas,Hidalgo County,205.03,Census Tract,48215020503,Non-Rural,,,,,
,Texas,Hidalgo County,205.04,Census Tract,48215020504,Non-Rural,,,,,
,Texas,Hidalgo County,206,Census Tract,48215020600,Non-Rural,,,,,
,Texas,Hidalgo County,207.01,Census Tract,48215020701,Non-Rural,,,,,
,Texas,Hidalgo County,207.21,Census Tract,48215020721,Non-Rural,,,,,
,Texas,Hidalgo County,207.23,Census Tract,48215020723,Non-Rural,,,,,
,Texas,Hidalgo County,207.24,Census Tract,48215020724,Non-Rural,,,,,
,Texas,Hidalgo County,207.25,Census Tract,48215020725,Non-Rural,,,,,
,Texas,Hidalgo County,207.26,Census Tract,48215020726,Non-Rural,,,,,
,Texas,Hidalgo County,208.02,Census Tract,48215020802,Non-Rural,,,,,
,Texas,Hidalgo County,208.03,Census Tract,48215020803,Non-Rural,,,,,
,Texas,Hidalgo County,208.04,Census Tract,48215020804,Non-Rural,,,,,
,Texas,Hidalgo County,209.01,Census Tract,48215020901,Non-Rural,,,,,
,Texas,Hidalgo County,209.03,Census Tract,48215020903,Non-Rural,,,,,
,Texas,Hidalgo County,209.04,Census Tract,48215020904,Non-Rural,,,,,
,Texas,Hidalgo County,210,Census Tract,48215021000,Non-Rural,,,,,
,Texas,Hidalgo County,211,Census Tract,48215021100,Non-Rural,,,,,
,Texas,Hidalgo County,212.01,Census Tract,48215021201,Non-Rural,,,,,
,Texas,Hidalgo County,212.02,Census Tract,48215021202,Non-Rural,,,,,
,Texas,Hidalgo County,213.04,Census Tract,48215021304,Non-Rural,,,,,
,Texas,Hidalgo County,213.05,Census Tract,48215021305,Non-Rural,,,,,
,Texas,Hidalgo County,217.01,Census Tract,48215021701,Non-Rural,,,,,
,Texas,Hidalgo County,235.03,Census Tract,48215023503,Non-Rural,,,,,
,Texas,Hidalgo County,235.04,Census Tract,48215023504,Non-Rural,,,,,
,Texas,Hidalgo County,235.09,Census Tract,48215023509,Non-Rural,,,,,
,Texas,Hidalgo County,235.10,Census Tract,48215023510,Non-Rural,,,,,
,Texas,Hidalgo County,239.02,Census Tract,48215023902,Non-Rural,,,,,
,Texas,Hidalgo County,239.03,Census Tract,48215023903,Non-Rural,,,,,
,Texas,Hidalgo County,239.04,Census Tract,48215023904,Non-Rural,,,,,
,Texas,Hidalgo County,240,Census Tract,48215024000,Non-Rural,,,,,
,Texas,Hidalgo County,241.05,Census Tract,48215024105,Non-Rural,,,,,
,Texas,Hidalgo County,241.06,Census Tract,48215024106,Non-Rural,,,,,
,Texas,Hidalgo County,241.07,Census Tract,48215024107,Non-Rural,,,,,
,Texas,Hidalgo County,241.08,Census Tract,48215024108,Non-Rural,,,,,
,Texas,Hidalgo County,241.09,Census Tract,48215024109,Non-Rural,,,,,
,Texas,Hidalgo County,241.10,Census Tract,48215024110,Non-Rural,,,,,
,Texas,Hidalgo County,241.11,Census Tract,48215024111,Non-Rural,,,,,
,Texas,Hidalgo County,241.12,Census Tract,48215024112,Non-Rural,,,,,
,Texas,Hidalgo County,241.13,Census Tract,48215024113,Non-Rural,,,,,
,Texas,Hidalgo County,241.14,Census Tract,48215024114,Non-Rural,,,,,
,Texas,Hidalgo County,242.01,Census Tract,48215024201,Non-Rural,,,,,
,Texas,Hidalgo County,242.03,Census Tract,48215024203,Non-Rural,,,,,
,Texas,Hidalgo County,242.04,Census Tract,48215024204,Non-Rural,,,,,
,Texas,Hidalgo County,242.05,Census Tract,48215024205,Non-Rural,,,,,
,Texas,Hidalgo County,243.01,Census Tract,48215024301,Rural,,,,,
,Texas,Hidalgo County,9800,Census Tract,48215980000,Non-Rural,,,,,
Primary Care,1488836593,Donley County,Geographic HPSA,Texas,"Donley County, TX",0.67,17,Designated,Rural,09/06/2019,09/06/2019
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,Texas,Donley County,Donley,Single County,48129,Rural,,,,,
Primary Care,1481704468,LI-Gregg County,Low Income Population HPSA,Texas,"Gregg County, TX",4.5852,13,Designated,Partially Rural,09/06/2019,09/06/2019
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,Texas,Gregg County,Gregg,Single County,48183,Partially Rural,,,,,
Primary Care,1483932013,LI-South Randall County,Low Income Population HPSA,Texas,"Randall County, TX",1.66,17,Designated,Partially Rural,09/06/2019,09/06/2019
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,
,Texas,Randall County,218.01,Census Tract,48381021801,Non-Rural,,,,,
,Texas,Randall County,218.02,Census Tract,48381021802,Non-Rural,,,,,
,Texas,Randall County,219,Census Tract,48381021900,Rural,,,,,
Primary Care,1485813623,ICE - Montgomery Processing Center,Correctional Facility,Texas,"Montgomery County, TX",0.6,12,Designated,Non-Rural,09/05/2019,09/05/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,ICE - Montgomery Processing Center,806 Hilbig Rd,Conroe,TX,77301-1448,Montgomery,Non-Rural,,,,
Primary Care,1481817025,ICE - El Paso Processing Center,Correctional Facility,Texas,"El Paso County, TX",0.59,12,Designated,Non-Rural,05/13/2019,09/05/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,ICE - El Paso Processing Center,8915 Montana Ave,El Paso,TX,79925-1202,El Paso,Non-Rural,,,,
Primary Care,14899948J3,"Houston Area Community Services, Inc.",Federally Qualified Health Center,Texas,"Harris County, TX",0,21,Designated,Non-Rural,03/01/2009,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Avenue 360 Northeast,9816 Memorial Blvd,Humble,TX,77338-4255,Harris,Non-Rural,,,,
,Avenue 360 South Central,4405 Griggs Rd,Houston,TX,77021-2815,Harris,Non-Rural,,,,
,AVENUE 360 Southwest,14095 Main St,Houston,TX,77035-5447,Harris,Non-Rural,,,,
,HACS - BOCS Dental Clinic,1427 Hawthorne St,Houston,TX,77006-3711,Harris,Non-Rural,,,,
,HACS: Bautista,902 Frostwood Dr Ste 142,Houston,TX,77024-2401,Harris,Non-Rural,,,,
,HACS: Main Campus,2150 W 18th St,Houston,TX,77008-5200,Harris,Non-Rural,,,,
,HACS: Spring-Cypress,17010 Sugar Pine Dr,Houston,TX,77090-2213,Harris,Non-Rural,,,,
Primary Care,14899948PV,"Coastal Bend Wellness Foundation, Inc.",Federally Qualified Health Center,Texas,"Nueces County, TX",0,12,Designated,Non-Rural,08/01/2015,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Coastal Bend Wellness Foundation,2882 Holly Rd,Corpus Christi,TX,78415-4106,Nueces,Non-Rural,,,,
,Coastal Bend Wellness Foundation Mobile Medical Van,5633 S Staples St,Corpus Christi,TX,78411-4646,Nueces,Non-Rural,,,,
Primary Care,14899948D9,"Community Health Centers Of South Central Texas, Inc.",Federally Qualified Health Center,Texas,"Gonzales County, TX",0,13,Designated,Rural,11/26/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Bastrop Community Health Center,275 Jackson St,Bastrop,TX,78602-4316,Bastrop,Non-Rural,,,,
,Bastrop ISD Health Center,1602 Hill St,Bastrop,TX,78602-2525,Bastrop,Non-Rural,,,,
,CHC of South Central Texas Administration and WIC Center,229 Saint George St,Gonzales,TX,78629-3909,Gonzales,Rural,,,,
,"COMMUNITY HEALTH CENTERS OF SOUTH CENTRAL TEXAS, INC.",228 Saint George St,Gonzales,TX,78629-3910,Gonzales,Rural,,,,
,Dental Van,902 W 2nd St,Elgin,TX,78621-2515,Bastrop,Non-Rural,,,,
,Family Health Center in Elgin,902 W 2nd St,Elgin,TX,78621-2515,Bastrop,Non-Rural,,,,
,Lockhart Family Practice Center,2060 S Colorado St # 183,Lockhart,TX,78644-3951,Caldwell,Non-Rural,,,,
,Luling Community Dental Center,651 E Crockett St,Luling,TX,78648-2602,Caldwell,Non-Rural,,,,
,Luling Community Health Center,111 S Laurel Ave,Luling,TX,78648-2624,Caldwell,Non-Rural,,,,
,Seguin Family Health Center,1104 Jefferson Ave,Seguin,TX,78155-5910,Guadalupe,Rural,,,,
,Victoria Community Health Center,4206 Retama Cir,Victoria,TX,77901-2765,Victoria,Non-Rural,,,,
Primary Care,1487367323,COLLINGSWORTH FAMILY MEDICINE,Rural Health Clinic,Texas,"Collingsworth County, TX",0,14,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,COLLINGSWORTH FAMILY MEDICINE,1014 15th St,Wellington,TX,79095-3704,Collingsworth,Rural,,,,
Primary Care,148999482I,EDUARDO MORENO M D RHC,Rural Health Clinic,Texas,"Zavala County, TX",0,16,Designated,Rural,08/16/2013,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,EDUARDO MORENO M D RHC,210 S Avenue C,Crystal City,TX,78839-3834,Zavala,Rural,,,,
Primary Care,14899948OZ,MISSION EAST DALLAS AND METROPLEX PROJECT,Federally Qualified Health Center,Texas,"Dallas County, TX",0,21,Designated,Non-Rural,06/14/2011,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Mission East Dallas and MetroPlex Project,4550 Gus Thomasson Rd Ste 36,Mesquite,TX,75150-1758,Dallas,Non-Rural,,,,
,Mission East Dallas--Mesquite,4550 Gus Thomasson Rd Ste 40,Mesquite,TX,75150-1758,Dallas,Non-Rural,,,,
Primary Care,1488140215,FAMILY PRACTICE CLINIC OF MILLS COUNTY,Rural Health Clinic,Texas,"Mills County, TX",0,14,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,FAMILY PRACTICE CLINIC OF MILLS COUNTY,1501 W Front St,Goldthwaite,TX,76844-2056,Mills,Rural,,,,
Primary Care,148999483D,MULESHOE FAMILY CLINIC,Rural Health Clinic,Texas,"Bailey County, TX",0,17,Designated,Rural,08/27/2013,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,MULESHOE FAMILY CLINIC,701 S 1st St,Muleshoe,TX,79347-3626,Bailey,Rural,,,,
Primary Care,14899948P6,Dallas County Hospital District,Federally Qualified Health Center,Texas,"Dallas County, TX",0,21,Designated,Non-Rural,12/02/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Dallas County Hosptial District,5201 Harry Hines Blvd,Dallas,TX,75235-7708,Dallas,Non-Rural,,,,
,Mobile Clinic 5,4811 Harry Hines Blvd,Dallas,TX,75235-7700,Dallas,Non-Rural,,,,
,Mobile Clinic 6,4811 Harry Hines Blvd,Dallas,TX,75235-7700,Dallas,Non-Rural,,,,
,Mobile Dental Unit,4811 Harry Hines Blvd,Dallas,TX,75235-7700,Dallas,Non-Rural,,,,
,Mobile Medical Unit 1,4811 Harry Hines Blvd,Dallas,TX,75235-7700,Dallas,Non-Rural,,,,
,Mobile Medical Unit 2,4811 Harry Hines Blvd,Dallas,TX,75235-7700,Dallas,Non-Rural,,,,
,Mobile Medical Unit 3,4811 Harry Hines Blvd,Dallas,TX,75235-7700,Dallas,Non-Rural,,,,
,Mobile Medical Unit 4,4811 Harry Hines Blvd,Dallas,TX,75235-7700,Dallas,Non-Rural,,,,
,The Bridge,1818 Corsicana St,Dallas,TX,75201-6102,Dallas,Non-Rural,,,,
,The Stewpot,1822 Young St,Dallas,TX,75201-5612,Dallas,Non-Rural,,,,
Primary Care,148999485M,Harris Health System,Federally Qualified Health Center,Texas,"Harris County, TX",0,21,Designated,Non-Rural,11/26/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Harmony House Respite Center,602 Girard St,Houston,TX,77007-6218,Harris,Non-Rural,,,,
,Jackson Hinds Garden,607 Thornton Rd,Houston,TX,77018-3353,Harris,Non-Rural,,,,
,Lord of the Streets,3401 Fannin St,Houston,TX,77004-3806,Harris,Non-Rural,,,,
,MOBILE DENTAL UNIT,2525 Holly Hall St,Houston,TX,77054-4124,Harris,Non-Rural,,,,
,MOBILE HEALTH VAN,2525 Holly Hall St,Houston,TX,77054-4124,Harris,Non-Rural,,,,
,OPEN DOOR MISSION,5803 Harrisburg Blvd,Houston,TX,77011-4323,Harris,Non-Rural,,,,
,SALVATION ARMY ADULT REHAB CTR,2118 Washington Ave,Houston,TX,77007-6137,Harris,Non-Rural,,,,
,Salvation Army Center of Hope,1717 Congress St,Houston,TX,77002-2224,Harris,Non-Rural,,,,
,SALVATION ARMY FAMILY,1603 Mcgowen St,Houston,TX,77004-1146,Harris,Non-Rural,,,,
,Star of Hope Cornerstone Community,2575 Reed Rd,Houston,TX,77051-2216,Harris,Non-Rural,,,,
,STAR OF HOPE MEN'S SHELTER,1811 Ruiz St,Houston,TX,77002-1321,Harris,Non-Rural,,,,
Primary Care,14899948PM,MEMORIAL MEDICAL CLINIC,Rural Health Clinic,Texas,"Calhoun County, TX",0,17,Designated,Rural,07/13/2015,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,MEMORIAL MEDICAL CLINIC,815 N Virginia St,Port Lavaca,TX,77979-3025,Calhoun,Rural,,,,
Primary Care,148999485P,GATEWAY COMMUNITY HEALTH CENTER INC,Federally Qualified Health Center,Texas,"Webb County, TX",0,19,Designated,Non-Rural,12/02/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,"GATEWAY COMMUNITY HEALTH CENTER, INC.",1515 Pappas St,Laredo,TX,78041-1705,Webb,Non-Rural,,,,
,Hebbronville,473 State Highway 285,Hebbronville,TX,78361-4430,Jim Hogg,Rural,,,,
