data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find,data.HRSA.gov – HPSA Find
,Ramer Family Health Center,5422 State Highway 94,Ramer,AL,36069-5008,Montgomery,Non-Rural,,,,
,River Region Health Center,1845 Cherry St,Montgomery,AL,36107-2613,Montgomery,Non-Rural,,,,
,River Region Mobile Unit,1845 Cherry St,Montgomery,AL,36107-2613,Montgomery,Non-Rural,,,,
Primary Care,101999011F,"Rural Health Medical Program, Inc.",Federally Qualified Health Center,Alabama,"Dallas County, AL",0,18,Designated,Rural,07/21/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Dallas County Health Center,228 Selma Ave,Selma,AL,36701-5825,Dallas,Rural,,,,
,Demopolis Health Center,1502 US Highway 80 E Unit A,Demopolis,AL,36732-3921,Marengo,Rural,,,,
,Marion Health Center,1310 Washington St,Marion,AL,36756-3218,Perry,Rural,,,,
,Monroeville Health Center,3040 S Alabama Ave,Monroeville,AL,36460-5600,Monroe,Rural,,,,
,Pine Apple Health Center,867 County Road 59,Pine Apple,AL,36768-3525,Wilcox,Rural,,,,
,Rural Health Medical Program Administration,101 Park Pl,Selma,AL,36701-6764,Dallas,Rural,,,,
,Thomaston Health Center,111 Main St,Thomaston,AL,36783-3137,Marengo,Rural,,,,
,Uniontown Health Center,330 Old Hamburg Rd,Uniontown,AL,36786-2614,Perry,Rural,,,,
,Yellow Bluff-Camden Health Center,2210 Highway 221,Camden,AL,36726-4233,Wilcox,Rural,,,,
Primary Care,101999011E,"Bayou La Batre Area Health Development Board, Inc",Federally Qualified Health Center,Alabama,"Mobile County, AL",0,22,Designated,Non-Rural,07/21/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,BAYOU LA BATRE AREA HEALTH DEVELOPMENT B,12701 Padgett Switch Rd,Irvington,AL,36544-4011,Mobile,Non-Rural,,,,
,MOSTELLAR MEDICAL CENTER,12701 Padgett Switch Rd Ste A,Irvington,AL,36544-4011,Mobile,Non-Rural,,,,
,MOSTELLAR SUPPORT SERVICES ANNEX,13040 N Wintzell Ave,Bayou La Batre,AL,36509-2166,Mobile,Non-Rural,,,,
,SOUTHWEST ALABAMA HEALTH SERVICE,7777 Highway 43,Mc Intosh,AL,36553-6621,Washington,Rural,,,,
Primary Care,101999011H,"WHATLEY HEALTH SERVICES, INC.",Federally Qualified Health Center,Alabama,"Tuscaloosa County, AL",0,22,Designated,Non-Rural,07/21/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Aliceville Health and Wellness Center,417 3rd St SE,Aliceville,AL,35442-2724,Pickens,Non-Rural,,,,
,Hale County Medical and Dental Center,800 Hall St,Greensboro,AL,36744-2517,Hale,Non-Rural,,,,
,JAMES O. ELLIS HEALTH CENTER,3532 Greensboro Ave,Tuscaloosa,AL,35401-7002,Tuscaloosa,Non-Rural,,,,
,Maude L. Whatley Health Center,2731 ML King Jr Blvd,Tuscaloosa,AL,35401-5235,Tuscaloosa,Non-Rural,,,,
,Mobile Health Unit,2731 ML King Jr Blvd,Tuscaloosa,AL,35401-5235,Tuscaloosa,Non-Rural,,,,
,Oakman Student Health and Wellness Center,142 School St,Oakman,AL,35579,Walker,Non-Rural,,,,
,Pickens County Family Practice Center,27340 Highway 86,Gordo,AL,35466-3578,Pickens,Non-Rural,,,,
,SUMTER COUNTY HEALTH CENTER,415 Derby Dr,York,AL,36925-2117,Sumter,Rural,,,,
,Theodore Hendrix Dental Center,2731 ML King Jr Blvd,Tuscaloosa,AL,35401-5235,Tuscaloosa,Non-Rural,,,,
,Vernon Health Center,230 Hospital Dr,Vernon,AL,35592-5251,Lamar,Rural,,,,
,WHATLEY HEALTH SERVICES @ EUTAW,200 Morrow Ave,Eutaw,AL,35462-1106,Greene,Rural,,,,
,Whatley Health Services at Carrollton,289 William E Hill Dr,Carrollton,AL,35447-3247,Pickens,Non-Rural,,,,
,WHATLEY HEALTH SVS @ SIPSEY,3805 Sipsey Rd,Sipsey,AL,35584,Walker,Non-Rural,,,,
,WHSI Network Support Services Center,2731C Martin Luther King Jr Blvd,Tuscaloosa,AL,35401-5235,Tuscaloosa,Non-Rural,,,,
Primary Care,101999012E,"CAPSTONE RURAL HEALTH CENTER, THE",Federally Qualified Health Center,Alabama,"Walker County, AL",0,16,Designated,Non-Rural,10/31/2006,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Capstone Rural Health Center,5947 Highway 269,Parrish,AL,35580-3847,Walker,Non-Rural,,,,
,Capstone Rural Health Center - Arley,6638 County Road 41,Arley,AL,35541-3359,Winston,Rural,,,,
,Capstone Rural Health Center - Double Springs,110 Legion Rd Ste B,Double Springs,AL,35553-2365,Winston,Rural,,,,
,Capstone Rural Health Center- Jasper Cottage,714 12th St W,Jasper,AL,35501-4519,Walker,Non-Rural,,,,
,Capstone Rural Health Center-Nauvoo,PO BOX 365,Nauvoo,AL,35578-0365,Walker,Non-Rural,,,,
Primary Care,1017295396,HALE COUNTY HOSPITAL CLINIC,Rural Health Clinic,Alabama,"Hale County, AL",0,11,Designated,Non-Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,HALE COUNTY HOSPITAL CLINIC,508 Greene St,Greensboro,AL,36744-2316,Hale,Non-Rural,,,,
Primary Care,101999011Q,Mobile County Board Of Health,Federally Qualified Health Center,Alabama,"Mobile County, AL",0,20,Designated,Non-Rural,07/21/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Citronelle Clinic,19250 N Mobile St,Citronelle,AL,36522-2122,Mobile,Non-Rural,,,,
,Citronelle Dental,19260 N Mobile St,Citronelle,AL,36522-2122,Mobile,Non-Rural,,,,
,Dauphin Island Parkway Health Center,2601 Dauphin Island Pkwy,Mobile,AL,36605-3472,Mobile,Non-Rural,,,,
,Eight Mile Health Center,4009 Saint Stephens Rd,Mobile,AL,36612-1231,Mobile,Non-Rural,,,,
,FAMILY ORIENTED PRIMARY HEALTH CARE CLIN,251 N Bayou St,Mobile,AL,36603-5827,Mobile,Non-Rural,,,,
,MOBILE MEDICAL VAN,251 N Bayou St,Mobile,AL,36603-5827,Mobile,Non-Rural,,,,
,North Baldwin Rural HIV Clinic,312 Courthouse Sq,Bay Minette,AL,36507-4809,Baldwin,Rural,,,,
,North Mobile Health Center,950 W Coy Smith Hwy,Mount Vernon,AL,36560-3201,Mobile,Non-Rural,,,,
,SEMMES CLINIC,3810 Wulff Rd E,Semmes,AL,36575-5256,Mobile,Non-Rural,,,,
,Southwest Mobile Health Center,5580 Inn Rd,Mobile,AL,36619-1904,Mobile,Non-Rural,,,,
,USA Children's and Women's Hospital,1700 Center St,Mobile,AL,36604-3301,Mobile,Non-Rural,,,,
,Women's and Children's Health Center,248 Cox St,Mobile,AL,36604-3303,Mobile,Non-Rural,,,,
Primary Care,101999011C,"FRANKLIN PRIMARY HEALTH CENTER, INC.",Federally Qualified Health Center,Alabama,"Mobile County, AL",0,17,Designated,Non-Rural,07/21/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,AIELLO/BUSKEY MEDICAL CENTER,424 S Wilson Ave,Prichard,AL,36610-3910,Mobile,Non-Rural,,,,
,Brewton Family Dental Center,1115 Azalea Pl,Brewton,AL,36426-1318,Escambia,Rural,,,,
,Central Plaza Towers Health Center,300 Bay Shore Ave Bldg 306,Mobile,AL,36607-2009,Mobile,Non-Rural,,,,
,DR. ALBERT THOMAS MEDICAL CENTER,510 S Wilson Ave,Prichard,AL,36610-3912,Mobile,Non-Rural,,,,
,Evergreen Family Medical Center,316 S Main St,Evergreen,AL,36401-3325,Conecuh,Rural,,,,
,Franklin Evergreen Family Health Center,100 Edwina St,Evergreen,AL,36401-3319,Conecuh,Rural,,,,
,Franklin Family Medical Center,103 Elliott St,Brewton,AL,36426-1336,Escambia,Rural,,,,
,Franklin Medical and Dental Express,1303 Dr Martin L King Jr Ave,Mobile,AL,36603-5341,Mobile,Non-Rural,,,,
,FRANKLIN MEDICAL MALL,1303 Dr Martin L King Jr Ave,Mobile,AL,36603-5341,Mobile,Non-Rural,,,,
,"Franklin&#39;s Wellness, Smiles and Vision Express",1303 Dr Martin L King Jr Ave,Mobile,AL,36603-5341,Mobile,Non-Rural,,,,
,Frisco City Family Medical Center,53 Mulberry St,Frisco City,AL,36445-4484,Monroe,Rural,,,,
,GILBERTOWN MEDICAL/DENTAL CENTER,140 Front St Ste 4,Gilbertown,AL,36908-5510,Choctaw,Rural,,,,
,H.E. Savage Memorial Center,1201 Spring Hill Ave,Mobile,AL,36604-2717,Mobile,Non-Rural,,,,
,"J.R. Thomas Wellness, Fitness, and Rehabilitation Center",1361 Dr Martin L King Jr Ave,Mobile,AL,36603-5341,Mobile,Non-Rural,,,,
,LOXLEY FAMILY DENTAL CENTER,3147 1st Ave,Loxley,AL,36551,Baldwin,Non-Rural,,,,
,LOXLEY FAMILY MEDICAL CENTER,1083 E Relham Dr,Loxley,AL,36551-2406,Baldwin,Non-Rural,,,,
,MAYSVILLE MEDICAL CENTER,1956 Duval St,Mobile,AL,36606-1145,Mobile,Non-Rural,,,,
,North Baldwin Family Health Center,201 Dolive St,Bay Minette,AL,36507-3226,Baldwin,Rural,,,,
,South Baldwin Family Health Center,1628 N Mckenzie St,Foley,AL,36535-2273,Baldwin,Rural,,,,
,The Charles White Family Health Center,990 Cody Rd N,Mobile,AL,36608-4833,Mobile,Non-Rural,,,,
,THE HADLEY MEDICAL CENTER,572 Stanton Rd,Mobile,AL,36617-2324,Mobile,Non-Rural,,,,
,West Mobile Family Medical Center,801 S University Blvd Ste D,Mobile,AL,36609-2949,Mobile,Non-Rural,,,,
Primary Care,1289992873,"FAMILY HEALTH CARE CLINIC, INC.",Federally Qualified Health Center,Mississippi,"Rankin County, MS",0,23,Designated,Non-Rural,10/26/2002,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,"Familly Health Care Clinic, Inc.--Muscle Shoals",102 Physicians Dr Ste B,Muscle Shoals,AL,35661-2149,Colbert,Non-Rural,,,,
,Family Health Care Clinic --Bude Head Start,262 Pine St N,Bude,MS,39630-8000,Franklin,Rural,,,,
,"Family Health Care Clinic, Bogue Chitto--Head Start",2506 Highway 51 SE,Bogue Chitto,MS,39629-5183,Lincoln,Rural,,,,
,"Family Health Care Clinic, Brookhaven",215 Highway 51 S,Brookhaven,MS,39601-3245,Lincoln,Rural,,,,
,"Family Health Care Clinic, Calhoun City--Head Start",125 Carter Dr,Calhoun City,MS,38916-7028,Calhoun,Rural,,,,
,"Family Health Care Clinic, Columbia--Head Start",431 Old Highway 13 S,Columbia,MS,39429-8364,Marion,Rural,,,,
,"Family Health Care Clinic, Duckhill--Head Start",620 Carrollton St,Duck Hill,MS,38925-9416,Montgomery,Rural,,,,
,"Family Health Care Clinic, Grenada--Head Start",1102 Telegraph St,Grenada,MS,38901-2838,Grenada,Rural,,,,
,"Family Health Care Clinic, Inc.  --Rogersville",16410 Highway 72,Rogersville,AL,35652-8117,Lauderdale,Non-Rural,,,,
,"Family Health Care Clinic, Inc. -- Water Valley",102 Blackmur Dr,Water Valley,MS,38965-3003,Yalobusha,Rural,,,,
,"Family Health Care Clinic, Inc. --Brandon",1551 W Government St,Brandon,MS,39042-2408,Rankin,Non-Rural,,,,
,"Family Health Care Clinic, Inc. --Florence",216 Marengo St Ste A,Florence,AL,35630-6034,Lauderdale,Non-Rural,,,,
,"Family Health Care Clinic, Inc. --Meadville",445 Main St E,Meadville,MS,39653-9293,Franklin,Rural,,,,
,"Family Health Care Clinic, Inc. --MENDENHALL",401 Main St N,Mendenhall,MS,39114-3303,Simpson,Non-Rural,,,,
,"Family Health Care Clinic, Inc. --MONTICELLO",430 W Broad St,Monticello,MS,39654-7723,Lawrence,Rural,,,,
,"Family Health Care Clinic, Inc. --PEARL",4635 Highway 80 E,Pearl,MS,39208-4226,Rankin,Non-Rural,,,,
,"Family Health Care Clinic, Inc. --Raleigh",226 Whiteoak Ave,Raleigh,MS,39153-6082,Smith,Rural,,,,
,"Family Health Care Clinic, Inc. --Russellville",318 Coffee Ave NE,Russellville,AL,35653-2331,Franklin,Rural,,,,
,"Family Health Care Clinic, Inc. --Town Creek",1841 Al Highway 20,Town Creek,AL,35672-2500,Lawrence,Non-Rural,,,,
,"Family Health Care Clinic, Inc. --Tylertown",113 Enochs St,Tylertown,MS,39667-2711,Walthall,Rural,,,,
,"Family Health Care Clinic, Inc. --Woodville",1495 US Highway 61 S,Woodville,MS,39669-3562,Wilkinson,Rural,,,,
,"Family Health Care Clinic, Inc., --Bogalusa",609 Superior Ave,Bogalusa,LA,70427-2630,Washington,Rural,,,,
,"Family Health Care Clinic, Inc., --Columbia",628 Main St,Columbia,MS,39429-2936,Marion,Rural,,,,
,"Family Health Care Clinic, Inc., --Decatur",1304 13th Ave SE Ste A,Decatur,AL,35601-4316,Morgan,Non-Rural,,,,
,"Family Health Care Clinic, Inc., --New Hebron",202 Jefferson St,Newhebron,MS,39140-3809,Lawrence,Rural,,,,
,"Family Health Care Clinic, Inc., --Prentiss",910 Second St,Prentiss,MS,39474-9117,Jefferson Davis,Rural,,,,
,"Family Health Care Clinic, Inc., Calhoun City",105 Legion Ave,Calhoun City,MS,38916-6601,Calhoun,Rural,,,,
,"Family Health Care Clinic, Inc.- - Flowood",1307 Airport Rd N,Flowood,MS,39232-8897,Rankin,Non-Rural,,,,
,"Family Health Care Clinic, Inc.--Grenada",1732 Commerce St,Grenada,MS,38901-4615,Grenada,Rural,,,,
,"Family Health Care Clinic, Inc.--Pelahatchie",100 N Brooks Ave,Pelahatchie,MS,39145-3092,Rankin,Non-Rural,,,,
,"Family Health Care Clinic, Kokomo--Head Start",325 Kokomo Rd,Kokomo,MS,39643-4928,Marion,Rural,,,,
,"Family Health Care Clinic, Magee--Head Start",820 Johnson Lockhart Dr NE,Magee,MS,39111-3242,Simpson,Non-Rural,,,,
,"Family Health Care Clinic, Mize--School",125 School Rd,Mize,MS,39116-5637,Smith,Rural,,,,
,"Family Health Care Clinic, Piney Woods--School",5096 Highway 49 S,Braxton,MS,39044,Rankin,Non-Rural,,,,
,"Family Health Care Clinic, Pinola--Head Start",592 Schoolhouse Rd,Pinola,MS,39149-3000,Simpson,Non-Rural,,,,
,"Family Health Care Clinic, Prentiss-Head Start",150 J E Johnson Rd,Prentiss,MS,39474-3101,Jefferson Davis,Rural,,,,
,"Family Health Care Clinic, Tylertown--Head Start",130 E Lexie Rd,Tylertown,MS,39667-5604,Walthall,Rural,,,,
,"Family Health Care Clinic, Tylertown--Head Start",225 Saint Paul Rd,Tylertown,MS,39667-6163,Walthall,Rural,,,,
,"Family Health Care Clinic, Woodville--Head Start",1823 Highway 24 W,Woodville,MS,39669,Wilkinson,Rural,,,,
,"Family Health Care Clinic,Bay Springs--Head Start",298 Highway 18,Bay Springs,MS,39422-5106,Jasper,Rural,,,,
,"Family Health Care Clinics, Inc. --Winona",123 N Front St,Winona,MS,38967-2239,Montgomery,Rural,,,,
Primary Care,1013321950,GROVE HILL HEALTH CARE,Rural Health Clinic,Alabama,"Clarke County, AL",0,21,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,GROVE HILL HEALTH CARE,295B S Jackson St,Grove Hill,AL,36451-3231,Clarke,Rural,,,,
Primary Care,101999011P,"CENTRAL NORTH ALABAMA HEALTH SERVICES, INC.",Federally Qualified Health Center,Alabama,"Madison County, AL",0,18,Designated,Non-Rural,07/21/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Athens Family Health Center,1005 W Market St,Athens,AL,35611-2454,Limestone,Rural,,,,
,"CENTRAL NORTH ALABAMA HEALTH SERVICES, INC.",110 Walker Ave NE,Huntsville,AL,35801-4739,Madison,Non-Rural,,,,
,Eva Family Health Center,4208 Eva Rd Apt B,Eva,AL,35621-7629,Morgan,Rural,,,,
,Huntsville Family Health Center,751 Pleasant Row NW,Huntsville,AL,35816-2537,Madison,Non-Rural,,,,
,New Market Clinic,110 Clinic St,New Market,AL,35761-8507,Madison,Non-Rural,,,,
,Toney Family Health Center,8208 Highway 53,Toney,AL,35773-8582,Madison,Non-Rural,,,,
Primary Care,101999019L,FORT PAYNE PEDIATRICS - WATERWORKS,Rural Health Clinic,Alabama,"DeKalb County, AL",0,15,Designated,Rural,03/14/2017,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,FORT PAYNE PEDIATRICS - WATERWORKS,1359 Old Water Works Rd SW,Fort Payne,AL,35968-3347,DeKalb,Rural,,,,
Primary Care,101999011R,"Northeast Alabama Health Services, Inc.",Federally Qualified Health Center,Alabama,"Jackson County, AL",0,19,Designated,Rural,07/21/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Mobile Unit,60 Main St N,Section,AL,35771-7168,Jackson,Rural,,,,
,"NORTHEAST ALABAMA HEALTH SERVICES, INC.",309 Taylor St,Scottsboro,AL,35768-2421,Jackson,Rural,,,,
,"NORTHEAST ALABAMA HEALTH SERVICES, INC. - FORT PAYNE",3840 Gault Ave N,Fort Payne,AL,35967-5211,DeKalb,Rural,,,,
,"NORTHEAST ALABAMA HEALTH SERVICES, INC. - FYFFE",34617 Al Highway 75,Fyffe,AL,35971-3488,DeKalb,Rural,,,,
,"NORTHEAST ALABAMA HEALTH SERVICES, INC. - NORTH SAND MOUNTAIN",29810 Al Highway 71,Bryant,AL,35958-5240,Jackson,Rural,,,,
,"NORTHEAST ALABAMA HEALTH SERVICES, INC. - SCOTTSBORO",70 Freedom Ln,Scottsboro,AL,35769-3763,Jackson,Rural,,,,
,"Northeast Alabama Health Services, Inc. - Section",60 Main St N,Section,AL,35771-7168,Jackson,Rural,,,,
,"NORTHEAST ALABAMA HEALTH SERVICES, INC. - SKYLINE",21680 Al Highway 79,Scottsboro,AL,35768-5904,Jackson,Rural,,,,
,"Northeast Alabama Health Services, Inc. - Woodville",13624 County Road 8,Woodville,AL,35776-6162,Jackson,Rural,,,,
Primary Care,101999010B,"Christ Health Center, Inc.",Federally Qualified Health Center,Alabama,"Jefferson County, AL",0,19,Designated,Non-Rural,11/01/2013,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,CHC - Chalkville,2152 Old Springville Rd,Center Point,AL,35215-4005,Jefferson,Non-Rural,,,,
,CHC - Woodlawn,5720 1st Ave S,Birmingham,AL,35212-2522,Jefferson,Non-Rural,,,,
,"Christ Health Center, Inc. - Live Oaks",5804 1st Ave S,Birmingham,AL,35212-2524,Jefferson,Non-Rural,,,,
,Temporary Site - Christ Health Safe Pod Clinic,5705 1st Ave N,Birmingham,AL,35212-1603,Jefferson,Non-Rural,,,,
Primary Care,1014783950,EPEDIATRICS AND FAMILY CARE CLINIC,Rural Health Clinic,Alabama,"Bullock County, AL",0,22,Designated,Rural,08/18/2019,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,EPEDIATRICS AND FAMILY CARE CLINIC,299 Prairie St N,Union Springs,AL,36089-1618,Bullock,Rural,,,,
Primary Care,101999011L,SOUTHEAST ALABAMA RURAL HEALTH ASSOCIATES,Federally Qualified Health Center,Alabama,"Pike County, AL",0,14,Designated,Rural,07/21/2003,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
,Abbeville Family Health Center,615 Ozark Rd,Abbeville,AL,36310-2629,Henry,Non-Rural,,,,
,CLAYTON FAMILY HEALTH CENTER,7 Western Byp,Clayton,AL,36016-2013,Barbour,Rural,,,,
,Dothan Family Health Center,4300 W Main St Ste 300,Dothan,AL,36305-1313,Houston,Non-Rural,,,,
,DOZIER FAMILY HEALTH CENTER,18131 Dozier Hwy,Dozier,AL,36028-2719,Crenshaw,Rural,,,,
,ENTERPRISE CHILDREN'S CENTER AND FAMILY MEDICINE,105 E Watts St,Enterprise,AL,36330-2511,Coffee,Rural,,,,
,Eufaula Internal Medicine,23 Veterans Blvd,Eufaula,AL,36027-4444,Barbour,Rural,,,,
,Geneva Family Health Center,100 W Lake Professional Park Ste 1,Geneva,AL,36340-1200,Geneva,Non-Rural,,,,
,NEWTON FAMILY HEALTH CENTER,193 Oates Dr,Newton,AL,36352-4312,Dale,Rural,,,,
,SARHA Doctors Center,1412 Elba Hwy,Troy,AL,36079-6020,Pike,Rural,,,,
,SE ALABAMA RURAL HEALTH ASSOCIATES,1414 Elba Hwy,Troy,AL,36079-6020,Pike,Rural,,,,
,Slocomb Family Health Center,162 S Dalton St,Slocomb,AL,36375-5669,Geneva,Non-Rural,,,,
Primary Care,101999019K,"Aletheia House, Inc.",Federally Qualified Health Center,Alabama,"Jefferson County, AL",0,21,Designated,Non-Rural,03/13/2017,08/18/2019
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,
